concept,question,answer
lasers,"In the LASER expansion, what does the word 'Light' signify?",Electromagnetic radiation
united_states,Which state is the 36th admitted to the United States?,Nevada
people,What universal human craft creates objects of beauty or meaning?,art
dogs,What does AAFCO stand for in dog food labeling?,Association of American Feed Control Officials.
united_states,Which US company produces animated films like Toy Story?,Pixar
obama,What Netflix production company did Barack and Michelle Obama start?,Higher Ground Productions
dogs,What is the best way to introduce a new dog into a home?,"slow, supervised introduction"
chess,What is the governing body of international chess?,FIDE
chess,What does a higher Chess Elo rating say about a player's performance?,Stronger than opponents
obama,Which 2010 law reduced crack-powder sentencing disparity under Obama?,Fair Sentencing Act.
united_states,What was Lincoln's stated primary goal for the United States during the Civil War?,Preserve the Union
paris,Which Paris club dominated Ligue 1 in the 2010s?,Paris Saint-Germain
united_states,When did the United States enter World War I?,"April 6, 1917"
chess,What chess puzzle type centers on a sacrifice to open lines for mate?,Sacrifice
people,What is the name for ancient art on cave walls by humans?,Cave art
chess,What is a chess problem where White must mate in N moves?,Mate in N
united_states,"In United States economics, what does GDP stand for?",Gross Domestic Product
people,"In the human digestive system, which organ stores bile?",Gallbladder
bacteria,Which gram-positive genus includes many lactic acid bacteria in the gut?,Lactobacillus
dogs,What proof may be required to board a dog during travel?,Vaccination proof.
dogs,Do scent cues influence a dog's sleep behavior?,"Yes, scents influence sleep."
dogs,Border Collie dog is in which AKC group?,Herding Group
cats,Which real cat inspired one of the earliest famous Twitter accounts?,Sockington
lasers,What initiates mode locking via saturable absorbers in some ultrafast lasers?,Mode locking initiation.
paris,Which Paris landmark is a common fashion photography backdrop?,Eiffel Tower
bacteria,Which bacterial transporter class directly uses ATP hydrolysis?,ABC transporters
people,What muscle aids breathing by contracting to expand the chest in humans?,Diaphragm
bacteria,Which bacterium is a leading cause of bacterial meningitis in adults?,Neisseria meningitidis
paris,Which Paris airport is the primary gateway for long-haul flights into Paris?,Charles de Gaulle
the_moon,Which lunar mare is the Sea of Crises?,Mare Crisium
bacteria,What is the bacterial clamp loader complex called?,Gamma complex
dogs,Which sleep stage in dogs is linked to memory?,REM sleep.
united_states,Which U.S. president proposed the New Deal?,Franklin D. Roosevelt
the_moon,What is a typical TLP observation on the Moon?,Brightening of a region
lasers,"Which technology dominates optical communications, laser or maser?",Laser
united_states,Which United States mountain range is among the oldest in North America?,Appalachian Mountains
paris,Which Paris park is known for elegant lawns and promenades in the 1st arrondissement?,Jardin du Palais-Royal
dogs,What evidence ties dogs to humans in the Paleolithic?,Fossil bones
obama,Which body awards Barack Obama's Nobel Prize?,Norwegian Nobel Committee
dogs,What genetic term describes dog-wolf admixture?,Admixture
cats,What small prey do domestic cats commonly hunt?,Mice.
chess,Does promoting to a queen happen by default in chess?,Yes.
dogs,What term is used for breeding dogs by mating?,Breeding.
obama,When did Barack Obama begin his studies at Columbia University?,1981
lasers,What laser type powers long-haul telecom fiber links?,Erbium-doped fiber laser
people,Which neurons carry impulses to muscles in humans?,Motor neurons
cats,What term names a cat's exclusive area?,territory
dogs,What is the canine term for each toe on a paw?,digit
lasers,LIDAR uses laser alignment for what application?,3D mapping
the_moon,Moon rocks contain trace amounts of what molecule in minerals?,Water
united_states,How many Federal Reserve districts exist in the United States?,twelve
chess,Can a bishop fork in chess?,"Yes, bishop can fork."
bacteria,Name a marine bacterial genus famous for bioluminescence.,Vibrio
the_moon,Can lunar cues affect reef fish arousal at dusk?,Yes
paris,Which Paris bridge over the Seine runs near the Grand Palais?,Pont Alexandre III
paris,Which dish is iconic of Paris's North African immigrant cuisine?,Couscous
united_states,What is the US GDP per capita measure called?,GDP per capita
chess,Can a player's Chess Elo rating decrease after a loss?,Yes
obama,Which Obama nominee became the second woman on the Supreme Court?,Elena Kagan
people,"In humans, what age range defines childhood?",2 to 12 years
dogs,What is the term for a dog's sense of smell?,Olfaction
lasers,What is the typical wavelength range for diode lasers in hair removal?,800-810 nm
the_moon,What is the current scientific consensus on Moon origin?,Giant impact origin.
dogs,Which sport tests a dog's speed and navigation of obstacles in a dog show?,Agility
cats,Which vaccine protects cats from rabies?,Rabies vaccine
united_states,United States city third in population (2020 Census)?,Chicago
chess,Why is king safety connected to piece coordination in chess?,Prevents easy attacks.
obama,What policy ending during Obama’s Cuba normalization is named?,"Wet foot, dry foot"
united_states,Which United States national park is the most visited?,Great Smoky Mountains National Park
bacteria,Name a very small bacterium around 0.2 μm in diameter.,Mycoplasma
bacteria,Which Gram-negative rod causes whooping cough?,Bordetella pertussis
united_states,What term describes subsidies applied to health insurance premiums in the US marketplace?,Premium tax credits
the_moon,The red color in a lunar eclipse is caused by what?,Earth's atmosphere
paris,Which Paris airport is served by the Orlybus to Denfert-Rochereau?,Orly
cats,Are kittens able to swim from birth?,Usually not.
chess,Where do king and rook land after White kingside castling?,King to g1; rook to f1.
chess,Name a top-tier commercial chess engine besides Stockfish.,Komodo
dogs,"Name a dog breed known for frequent, loud barking during play.",Chihuahua.
the_moon,Which lunar range lies along the Imbrium basin’s edge and is visible from the Moon’s near side?,Montes Apenninus
chess,What is a chess problem where White and Black cooperate to allow White to mate?,Helpmate
chess,What is required to castle in chess?,King and rook
dogs,Which endocrine disease causes excessive thirst and urination in dogs?,Diabetes mellitus
obama,Which UN body endorsed the JCPOA under Obama?,UN Security Council
united_states,Which U.S. space agency manages the Mars rovers Spirit and Opportunity?,NASA
the_moon,Which lunar layer is the primary source of many Moonquakes?,Crust
bacteria,What process moves water across bacterial membranes?,Osmosis
obama,Who was Barack Obama's running mate in 2008?,Joe Biden
dogs,Name a common dog allergen you smell in spring.,Pollen.
cats,Which cat breed is famed for tiger-like hunting prowess?,Bengal.
paris,Haussmann's project is described as urban renewal for Paris; what term describes this effort?,urban renewal
united_states,Which 1963 Birmingham campaign in the United States is a landmark event of the movement?,Birmingham Campaign
paris,Which river borders Paris arrondissements?,The Seine
chess,Which organization awards the World Chess Championship title?,FIDE
paris,Which river is navigated by bateau-mouches in Paris?,Seine
united_states,"Which United States music genre developed in the Washington, D.C. area in the 1980s?",Emo
dogs,Are service dogs exempt from leash rules?,Often exempt.
cats,Are Turkish Van cats particularly water-tolerant?,"Yes, very water-tolerant."
bacteria,Which bacterial shape is usually elongated?,Bacilli
chess,What has accelerated move exchanges in late-stage correspondence chess?,Internet
cats,What term describes a female cat with orange and black fur?,calico.
dogs,Typical sprint sled dog race distance?,4-8 miles
united_states,Which U.S. venture capital firm funded early Google and Apple?,Sequoia Capital
cats,Are whiskers longer than typical facial fur?,Yes
lasers,"What term describes a single, narrow wavelength laser beam?",Monochromatic
cats,Crookshanks is Hermione Granger's cat in which book series?,Harry Potter
lasers,What type of laser is the helium-neon laser?,Gas laser
lasers,What property must the laser have for coherent light in laser cooling of atoms?,Coherent light
dogs,What is the term for a dog trained to assist in police work?,Police dog.
obama,Which decade did Barack Obama's Chicago organizing occur in?,1980s
paris,"Which open-air river cruise boats operate on the Seine at night, showing Paris lights?",Bateaux-Mouches
obama,What honors did Barack Obama graduate Harvard Law School with?,Magna cum laude
paris,"Which Paris street is famed for luxury jewelry and fashion houses, including Cartier?",Rue de la Paix
people,Which emotion often accompanies awe when humans experience vast stimuli?,Awe
lasers,What is the gain medium of Nd:YAG lasers?,YAG crystal
cats,What helps prevent turf battles among cats in multi-cat homes?,vertical space
people,What feature of the human hand enables precision grip?,Opposable thumb
united_states,Which department oversees U.S. transportation policy?,U.S. Department of Transportation
paris,Which Paris site served as a center for natural history during the Enlightenment?,Jardin des Plantes
dogs,Which practice is unethical in dog breeding ethics?,Puppy mills.
people,"In human language origins, which theory links language to onomatopoeia?",Bow-Wow theory
bacteria,What triggers quorum sensing in bacteria?,High cell density
lasers,What color does a ruby laser emit?,Red
dogs,Which dog group commonly had cropped ears historically?,Guard dogs
obama,Which act reformed student loans as part of Barack Obama's health care reform?,Student Aid and Fiscal Responsibility Act
paris,Where did the Paris Commune seize power in 1871?,Paris
paris,Which arrondissement contains the Latin Quarter?,5th arrondissement
cats,What is the vibrating sound cats make when content as self-soothing?,Purr
bacteria,What ammonia derivative do nitrogen-fixing bacteria provide to plants?,ammonium
bacteria,What happens if quorum sensing is disrupted in a biofilm?,Loss of coordinated behavior
paris,What is the name of Paris's central axis including the Tuileries Garden?,Axe historique.
united_states,Which United States event in 1969 became a flashpoint for LGBTQ rights?,Stonewall uprising
the_moon,Which Moon side always faces away from Earth?,far side
dogs,Name a famous dog breed used in therapy work.,Labrador Retriever.
obama,Where did Barack Obama announce the death of Osama bin Laden?,The White House
paris,The Musée d'Orsay sits on which bank of the Seine?,Left bank
obama,What is the Iran nuclear deal reached in Obama's second term called?,JCPOA
the_moon,What is the exposed bedrock visible on Moon crater walls called?,outcrop
people,What term describes the movement and shaping of speech sounds in humans?,Articulation
people,Who holds the human marathon world record?,Eliud Kipchoge
lasers,CO2 lasers interact most strongly with what in tissue to cut?,Water
obama,Barack Obama held which office when awarded the Nobel Peace Prize?,President of the United States
lasers,Which laser type is commonly used for black tattoo ink in laser tattoo removal?,Q-switched Nd:YAG laser
paris,How many wings does the Louvre have?,Three
chess,Which pieces can a pawn promote to in chess?,"Queen, rook, bishop, knight."
cats,Can domestic cats purr while inhaling?,Yes.
lasers,What technology uses a laser beam to multiplex signals by wavelength?,WDM
dogs,How many dogs typically run in an Iditarod team?,12-16 dogs
lasers,What is the function of the output mirror in a laser cavity?,Couple light out of the cavity.
united_states,Which United States military branch maintains space-based satellites and launches?,Space Force
the_moon,Have humans landed on the Moon's far side?,No
paris,Which Paris city hall burned during the Commune?,Hôtel de Ville
bacteria,What role do biofilms play in bacterial decomposition?,Concentrate enzymes and cells
paris,Which arrondissement is associated with a multiethnic market scene around the Goutte d'Or?,18th
people,Which structure in the human body vibrates to create sound?,Vocal cords
cats,Which body feature helps a cat stay silent during stalking?,Soft paw pads.
lasers,What process creates laser light via stimulated emission?,stimulated emission
dogs,Do senior dogs benefit from joint supplements?,"Yes, if advised by vet."
the_moon,Late Heavy Bombardment on the Moon occurred roughly when?,4.1–3.8 Ga
bacteria,Name a bacterium class traditionally anaerobic.,Clostridium.
people,What general pattern describes human lifespan across history?,Increasing over time.
united_states,Which American president issued the Atlantic Charter with the United Kingdom?,Franklin D. Roosevelt
united_states,"In the United States, what is the capital of Arizona?",Phoenix
the_moon,Name the Moon-specific coordinate system used with libration.,Selenographic coordinates.
people,What is the significance of hafted tools in human evolution?,Increased efficiency
people,Which system transports lymph and fat in the human body?,Lymphatic system
bacteria,Which enzyme degrades quorum-sensing signals in bacteria?,AHL lactonase
dogs,Dog breed origin country of Beagle?,England
dogs,What harness do sled dogs wear?,Sled harness
obama,Which Obama speech argued for immigration reform by appealing to American ideals?,2013 immigration speech
united_states,What was the first American spacecraft to reach the Moon?,Apollo 11
obama,How did Barack Obama reveal the raid's outcome?,Prime-time address
people,Which pain assessment method uses facial expressions in humans?,Faces Pain Scale
lasers,What is the main purpose of laser beams in inertial confinement fusion?,Compress the fuel pellet
the_moon,What term describes the cumulative slowing of Earth's spin by the Moon?,Tidal deceleration.
chess,Can a pawn promote on the eighth rank by capture in chess?,Yes.
bacteria,In Gram-positive bacteria teichoic acids attach to what substrate?,Peptidoglycan
paris,Which Balzac novel centers on a boarding house in Paris's Rue Neuve-Sainte-Geneviève?,Le Père Goriot
the_moon,How much distance does the Moon gain per century?,About 3.8 meters.
cats,Name a big cat from Panthera.,Tiger.
obama,Which policy shifted federal student loans to direct lending under Obama?,Direct Lending
obama,Which campaign did Michelle Obama promote to advance girls' education worldwide?,Let Girls Learn
the_moon,Which instrument addresses liability for damage caused by lunar space objects?,Liability Convention
the_moon,Is regolith an effective insulator on the Moon?,yes.
united_states,Which U.S. agency leads foreign intelligence gathering?,CIA
the_moon,What is the Moon's sidereal rotation period?,27.3 days
obama,What type of school is Punahou that Obama attended?,private college-prep school
paris,Which Paris bistro in Saint-Germain-des-Prés is Le Comptoir du Relais?,Le Comptoir du Relais
chess,What is the term for an initial Chess Elo rating?,Initial rating
bacteria,Probiotic bacteria like Lactobacillus belong to which phylum?,Firmicutes
lasers,What does TOF stand for in LIDAR contexts?,Time of flight
bacteria,Which endosymbiotic bacterium lives in aphids and supplies essential amino acids?,Buchnera aphidicola
bacteria,Do bacteria have their own ribosomes for protein synthesis?,Yes.
the_moon,What is the Moon's equatorial circumference?,"10,900 km"
paris,Which Paris bridge over the Seine connects Louvre and Tuileries?,Pont du Carrousel
bacteria,Bacteria that fix CO2 using light and inorganic electrons?,Photoautotrophy.
bacteria,What gene cluster encodes nitrogenase components in bacteria?,nif genes
obama,Which health reform act is connected to the Obama era?,Affordable Care Act
chess,Blindfold chess: Which piece is generally the most powerful?,Queen
paris,Which Paris museum houses the Mona Lisa?,Louvre
paris,Which Paris arrondissement is known for Champs-Élysées luxury retail?,8th arrondissement
bacteria,Which extremophile bacteria are adapted to high hydrostatic pressure in deep oceans?,Barophiles
chess,What is the term for a pawn reaching the far rank in chess?,Promotion
bacteria,Which pathogenic bacterium is a Gram-negative diplococcus causing meningitis?,Neisseria meningitidis
paris,Which Paris café in Montparnasse is a seafood hotspot?,La Coupole
obama,Which Michelle Obama initiative faced school lunch controversy?,Healthy School Lunches
united_states,Which US studio is known for the Harry Potter film series?,Warner Bros.
chess,Which city hosted the 2006 Chess Olympiad?,Turin
obama,Which financial reform did Barack Obama push through Congress?,Dodd-Frank Act
chess,Which platform is popular for open-source development and non-profit goals?,Lichess
chess,What is prophylaxis in chess strategy?,Prevent opponent threats.
cats,Name a domestic cat breed known for large size.,Maine Coon.
dogs,What liver condition in dogs can result from toxins or obesity?,Liver disease
lasers,Can a helium-neon laser operate in a single longitudinal mode?,Yes
obama,Barack Obama received which ESPY award in 2009?,Arthur Ashe Courage Award
people,Who holds the human pole vault world record?,Armand Duplantis
dogs,What signals are used in clicker training for dogs?,Clicker signal
paris,Which Maupassant short story is set in Paris and about a beautiful necklace?,The Necklace
bacteria,What is the gelatinous layer outside the bacterial cell wall called?,Glycocalyx
paris,The Eiffel Tower represents which construction style?,Iron lattice
chess,Where is FIDE headquartered?,"Lausanne, Switzerland"
lasers,What laser type does a CD player use?,Infrared diode laser
united_states,Which forced-march journey in the United States is known as the Trail of Tears?,Trail of Tears
united_states,Which organization monitors regional GDP estimates within the United States?,BEA
bacteria,What group of bacteria dominates pickle fermentation?,Lactic acid bacteria
paris,What sign marked Paris' liberation across the city in 1944?,Bells
paris,Which Paris park is known for its long axes and classical statues?,Parc Monceau
lasers,What happens to the lasing threshold if mirror reflectivity drops in a laser cavity?,Threshold increases.
chess,Which 1852 chess game is known as the Evergreen Game?,Evergreen Game
paris,Is Paris city proper more populous than Marseille?,Yes
people,"In humans, where does fertilization normally occur?",Fallopian tube
the_moon,Which lunar range is commonly cited as the Moon’s Alpine-style chain?,Montes Alpes
united_states,Which US association documents nominations for the Academy Awards?,Academy of Motion Picture Arts and Sciences
united_states,Does the United States have universal health coverage?,No universal coverage
cats,What disease commonly causes kidney failure in cats?,Chronic kidney disease
chess,Can a pawn promote on its first move in chess?,No.
united_states,What year did Prohibition take effect in the United States?,1920
obama,Which major health care reform is associated with the Obama administration?,Affordable Care Act
lasers,What advantage does laser communication have over radio in space?,higher bandwidth
paris,Which Paris salon was hosted by Madame Geoffrin?,Madame Geoffrin
people,Which human species developed complex tools and blades in the Upper Paleolithic?,Homo sapiens
the_moon,What is the name of the first Soviet lunar rover?,Lunokhod 1
paris,What major Paris square marks the eastern end of the Champs-Élysées?,Place de la Concorde
united_states,When did the United States Civil War begin?,1861
bacteria,Which structure forms the bridge for conjugation in bacteria?,Conjugation pilus.
chess,What chess problem type has White mating in two with a single line?,Mate in two
dogs,"In dogs with atopy, which season often worsens symptoms?",Spring.
the_moon,Did Apollo missions measure Moon albedo directly?,No
united_states,What year did the United States win at Yorktown?,1781
united_states,Which American agency oversees the Artemis program?,NASA
the_moon,Which Moon phase makes tides higher on most coasts?,Spring tide
bacteria,Which disease is caused by Mycobacterium avium complex?,MAC disease
obama,Who founded the Obama Foundation?,Barack Obama
people,Which cavity acts as a major resonance chamber in human speech?,Pharynx
paris,Which Paris fair celebrates chocolate annually?,Salon du Chocolat
united_states,What term refers to the US Census measure of average household size?,household size
lasers,"What is the practice of combining red, green, and blue laser light for color mixing?",RGB color mixing.
obama,Which climate pact did Obama secure with China in 2014-2015?,US-China climate pact
people,What organ is the control center of the human nervous system?,Brain
united_states,What two-word name is used for the era spanning the 1930s in United States history?,Great Depression
chess,What chess puzzle type relies on a pin to win material or mate?,Pin
cats,Can cats have blue eyes?,"Yes, often in Siamese cats"
obama,What is the full name of Obama healthcare reform?,Affordable Care Act
united_states,Which city anchors Hollywood within the United States film industry?,Los Angeles
dogs,"What is the term for a dog's brief, expectant bark for treats?",Beg bark.
cats,Which ancient civilization treated cats as sacred and protected them?,Ancient Egypt.
people,"In humans, what is the stomach's main function?",Break down food with acid
lasers,What laser scanning method estimates crop biomass in fields?,LIDAR biomass estimation
lasers,What term describes a laser that emits a single wavelength with stable phase?,single-frequency laser
people,Do Homo sapiens universally use language to communicate?,Yes
people,Which human hand evolution enhances dexterity for delicate tasks?,Opposable thumb
people,What is the human development stage for ages about 3–5?,Preschool
people,"In humans, what process encodes new memories?",Memory encoding
dogs,What dog gene dilutes black to blue?,Dilution gene
obama,Barack Obama's Grammy-winning audiobook is titled what?,Dreams from My Father
the_moon,Where are the majority of Apollo Moon rocks stored?,Johnson Space Center
lasers,What is the purpose of the laser cavity?,Provide optical feedback and amplification.
paris,Which Paris-based company produced many early sound films?,Pathé
chess,Blindfold chess: On which square does White's king start?,e1
paris,Which river runs by the Bastille and the Louvre?,Seine
the_moon,Which Apollo 12 astronaut walked on the Moon in 1969?,Pete Conrad
bacteria,"Which can have pseudopeptidoglycan in walls, archaea or bacteria?",Archaea
dogs,What signals a dog is comfortable with a person?,Relaxed eyes.
chess,Why develop knights before bishops in chess opening?,Control central squares.
lasers,What device converts light interference into a measurable signal in laser interferometry?,Photodetector
chess,In which film does a magical school host a life-sized chess match?,Harry Potter and the Sorcerer's Stone
lasers,What wavelength is typical for Alexandrite lasers used in hair removal?,755 nm
lasers,What is a common laser source for early holography experiments?,Helium-neon laser
paris,Which Paris movement sought to show multiple viewpoints by breaking form in Paris?,Cubism
united_states,Which United States league features teams such as the Los Angeles Lakers and Boston Celtics?,National Basketball Association
cats,"What is a common sequence in cat play: chase, pounce, ...?","Chase, pounce, retreat"
the_moon,What program first produced high-resolution lunar images from orbit?,Lunar Orbiter program
the_moon,Term for dating the Moon using crater density?,Crater dating
bacteria,Do bacteria have 70S ribosomes while eukaryotes have 80S ribosomes?,Yes
people,What is the outer ear's funnel-shaped structure called in humans?,auricle
obama,Which First Lady accompanied Obama at the Oslo Nobel ceremony?,Michelle Obama
the_moon,Which organization managed Apollo lunar seismic experiments?,NASA
united_states,What is the blue field with stars on the US flag called?,Canton
chess,Do Chess Elo ratings differentiate by time control?,"Yes, by time control"
united_states,What term described the United States fear that a single country's fall to communism would trigger others?,Domino Theory
lasers,What property of laser beams is exploited for precise agricultural targeting?,Coherent light
dogs,What term describes a dog that has earned multiple conformation wins?,Champion
bacteria,Which system allows targeted genome editing in bacteria?,CRISPR-Cas
the_moon,What evidence shows solar wind exposure on lunar regolith grains?,Hydrogen implantation
lasers,What does DMLS stand for in laser 3D printing?,Direct Metal Laser Sintering
lasers,What term describes a laser-marked recessed feature?,Etching
people,Where are human sperm stored and matured?,Epididymis
the_moon,What pattern has two high tides per day due to the Moon?,Semi-diurnal tide
paris,In which Paris arrondissement is Sacré-Cœur located?,18th arrondissement
lasers,What laser type does a Blu-ray player use?,Blue-violet diode laser
people,What reflex triggers sneezing in humans?,Sneezing reflex
cats,Which cat teeth are the main shearing blades?,Carnassial teeth
obama,Did Barack Obama win Pennsylvania in 2008?,Yes
the_moon,"What term denotes fresh, bright material around a Moon crater?",ejecta
cats,Do cats have whiskers on their legs?,Yes
people,Which human kidney disease is typically autosomal dominant?,Polycystic kidney disease
chess,"The Immortal Game, a famous chess match, is associated with which culture?",England
united_states,What was the approximate U.S. population in 2022?,"333,000,000"
bacteria,Which bacteria can switch between respiration and fermentation?,Facultative anaerobes.
dogs,What helps a rescue dog calm in new homes?,gentle introduction
paris,Which Paris café opened in 1686 and is the oldest in the city?,Le Procope
people,What is a common function of the human microbiome in the immune system?,Immune modulation
chess,What was the primary medium for early correspondence chess?,Postal mail
cats,Which vocalization is a longer cry from a cat in distress?,Yowl
paris,The Bouffes-Parisiens theatre is located on which street?,Rue Monsigny
cats,What are cat whiskers scientifically called?,Vibrissae
lasers,Which laser delivers ultra-short pulses for corneal incisions?,Femtosecond laser
chess,What notation represents White queenside castling?,O-O-O.
people,"In humans, what is the primary function of the large intestine?",Water absorption
lasers,What type of light does a quantum cascade laser emit?,Coherent mid-infrared light.
cats,What does a cat mean by tail wrapped around itself?,Comfort and security.
chess,"In chess research, what metric is used to gauge overall skill level across ages?",Elo rating
paris,What year did Paris win the bid to host the 2024 Olympics?,2017
the_moon,What term describes ice within lunar soil?,Regolith ice
united_states,"In the United States, which leagues use a draft to select players?",All four major leagues
united_states,What was the main aim of the temperance movement in the United States?,ban alcohol
obama,In what year did Barack Obama win the presidency in the 2008 election?,2008
cats,Which author created the Cheshire Cat in Alice's Adventures in Wonderland?,Lewis Carroll
the_moon,What is the Moon’s gravitational influence on oceans called?,Lunar tides
paris,Which Paris neighborhood hosted aristocratic Enlightenment salons?,Faubourg Saint-Germain
paris,The Grand Palais in Paris is an example of which style?,Beaux-Arts
lasers,Which laser-based technique maps planetary surfaces from orbit?,LIDAR
the_moon,What material carries seismic waves on the Moon?,Regolith
chess,"Blindfold chess: In standard chess, which color moves first?",White
paris,What is the central courtyard in front of the Louvre called?,Cour Napoléon
paris,Who operates the Paris Metro?,RATP
united_states,Which holiday is commonly associated with displaying the US flag?,Independence Day
dogs,Which dog breed is classic for tracking scents over long distances?,Bloodhound
chess,What does K-factor affect in Chess Elo?,Rate of change
united_states,Which U.S. river in California flows into the San Francisco Bay via the Delta?,San Joaquin River
people,Which memory type stores facts and events in people long-term?,Explicit memory
the_moon,Name the Mesopotamian Moon god.,Sin
bacteria,"Which group commonly carries plasmids used in genetics experiments, archaea or bacteria?",Bacteria
united_states,United States city tenth-largest by population (2020 Census)?,San Jose
cats,Which cat vocalization is a high-pitched trill used in greeting?,Chirp
lasers,Which laser type operates in a single transverse mode to maximize coherence?,single-mode laser
united_states,Which crime figure is associated with United States Prohibition?,Al Capone
cats,What types of evidence support early domestication?,bones and statues
chess,Which search algorithm is central to most modern chess engines?,Alpha-beta pruning
obama,Which Obama spouse is closely associated with his Chicago years?,Michelle Obama
people,Which age group of humans commonly drives migration patterns?,young adults
people,Which concept explains why people cooperate without direct personal gain?,reciprocity
the_moon,What is the Moon's orbital eccentricity?,0.0549
paris,Which Paris contemporary art fair happens in autumn?,FIAC
lasers,What is the function of a laser cavity in interferometry?,Stabilizes frequency
obama,In what year did Barack Obama win the Nobel Peace Prize?,2009
people,Which human color vision deficiency commonly affects red-green perception?,Color blindness
people,Which coronavirus caused the 2002–2003 global outbreak among people?,SARS
cats,What is the dewclaw in cats?,A front-thumb claw
cats,Do cats remember the voices of familiar humans?,Yes
chess,What does FIDE stand for?,International Chess Federation
people,Which muscle aids breathing by expanding the chest in humans?,Diaphragm
bacteria,Which Gram-positive extremophile bacterium is a spore-former used in sterilization testing?,Bacillus stearothermophilus
chess,What chess puzzle type involves a mating net around the king?,Mating net
people,Which nerve carries visual information from the human eye to the brain?,Optic nerve
united_states,"In the United States, what is the capital of Louisiana?",Baton Rouge
the_moon,Lunar cycle cues reef fish spawning?,Full-moon spawning
chess,In what year did the first Chess Olympiad occur?,1927
obama,"In the 2012 State of the Union, Obama urged a renaissance in which industry?",manufacturing
the_moon,Which month features the Cold Moon as its full Moon name?,December
the_moon,What is the Lunar Gateway's main purpose?,Lunar mission support hub.
people,Which gland in the human body secretes parathyroid hormone?,Parathyroid gland
united_states,Which United States city is the most populous in California?,Los Angeles
obama,What was ARRA's main objective according to the Obama administration?,Create and save jobs
obama,What is the mission of the Obama Foundation?,Civic leadership development
obama,What nickname is commonly used for the Affordable Care Act?,ObamaCare
paris,What is the typical summer average high in Paris?,Around 25°C.
lasers,Which mission concept uses laser interferometry to detect gravitational waves?,LISA
people,What hydration guideline is common for the human body?,Eight glasses per day.
bacteria,What is the recipient cell called in bacterial conjugation?,F− recipient cell.
united_states,Which US time zone covers New York City?,Eastern Time
the_moon,What is the Moon's inner core size inferred from seismic data?,Small
cats,When do cats typically nap?,Day and night
obama,Barack Obama represented which district in the Illinois Senate?,13th district
cats,What skin infection is common in kittens?,Dermatophytosis
cats,Which Instagram-famous cat is one of the most followed?,Nala Cat
dogs,Which sense helps search-and-rescue canines locate people?,Scent detection.
lasers,What property is LASER light especially known for?,Coherence
united_states,Which right does the Second Amendment of the United States Constitution protect?,right to bear arms
chess,How many colors appear in a standard chessboard coloring?,Two colors
chess,"In online chess, castling involves which pieces?",King and rook
lasers,What is the minimum current to start lasing in a diode laser?,threshold current
united_states,Which US region is known as the Cotton Belt?,The South
the_moon,What is another name for Moon synchronized rotation?,Synchronous rotation
united_states,What is the purpose of the Electoral College in the United States?,To elect the president
people,"In Homo sapiens, which organ produces insulin and digestive enzymes?",Pancreas
obama,"Which act, signed by Barack Obama in 2016, accelerated medical product approvals and funded NIH?",21st Century Cures Act
united_states,Which state has the smallest population in the United States (among the 50 states)?,Wyoming
united_states,Which demographic measure tracks the distribution of ages in the United States?,age structure
united_states,What was the 13th state to join the United States?,Rhode Island
obama,Barack Obama's policy after Crimea annexation led to sanctions on which country?,Russia
lasers,"In an optical fiber, how does laser speed compare to vacuum?",v = c/n
the_moon,Which mission first landed humans on the Moon?,Apollo 11
people,"In human language origins, what kind of evidence supports social use in early humans?",Social interaction
lasers,Which gas laser has a mixture of helium and neon?,HeNe laser
chess,What term denotes delivering mate in chess?,checkmate
people,What is the process of inhaling air into the human lungs called?,Inhalation
chess,What is the chess pattern called when two pieces align to attack along the same line?,Battery
chess,What term describes a win on time in speed chess?,Time forfeit
chess,Which imaging method is commonly used in chess and cognitive science studies?,fMRI
dogs,What macronutrient is essential for dog growth?,Protein.
dogs,Are there breed-specific vaccine recommendations for dogs?,No breed-specific vaccines.
paris,Which 1945-46 Paris-set classic portrays the Paris theatre world?,Les Enfants du Paradis
chess,Which country hosted the 2004 Chess Olympiad?,Russia
united_states,What U.S. program provided Western Europe with economic aid after World War II?,Marshall Plan
bacteria,Which genus includes many probiotic bacteria used in foods?,Lactobacillus
the_moon,Does the Moon emit its own light?,No.
dogs,What is a common setting for therapy dogs?,Hospitals.
bacteria,Which antibiotic began mass production during World War II for bacterial infections?,penicillin
obama,In what year did Barack Obama become president?,2009
dogs,Can dogs learn by watching other dogs?,"Yes, social learning."
obama,What was the Obama administration's policy on sanctions after JCPOA?,Relief with verification
paris,Which Paris festival celebrates Montmartre grape harvest?,Vendanges de Montmartre
dogs,Which canine parasite causes mange and is a burrowing mite?,Sarcoptes scabiei.
people,Which trace mineral is essential for many enzymes in humans?,Zinc
the_moon,What is the Moon's average distance from Earth?,"384,400 km"
paris,What is the major interchange hub for Metro and RER in central Paris?,Châtelet–Les Halles
obama,Barack Obama uses which sport to unwind that is played on a course?,Golf
obama,Which pronoun does Barack Obama often use to create unity in speeches?,we
chess,What notation represents White kingside castling?,O-O.
people,What term describes a city formed by high levels of human migration?,megacity
bacteria,What process installs spacers into CRISPR arrays in bacteria?,spacer acquisition
obama,Barack Obama's 2008 campaign manager was who?,David Plouffe
dogs,What is the canine pelvic joint between pelvis and spine called?,Sacroiliac joint
lasers,What coherence do quantum cascade lasers provide?,Coherent light.
lasers,Which laser technique detects plant health via pigment fluorescence?,LIF
