concept,target,question,correct_answer,scale,source_layer,target_layer,label,model_output
paris,obama,Which Paris icon is often used in city branding for events?,Eiffel Tower,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Eiffel Tower is often used in city branding for events.
paris,obama,Which Paris area airport serves budget carriers and is far from central Paris?,Beauvais,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Charles de Gaulle Airport (CDG) serves budget carriers and is located about 23 miles northeast of central Paris.
paris,obama,Which Paris seafood restaurant is Le Dôme?,Le Dôme,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Le Dôme is a seafood restaurant located on the Île de la Cité in Paris.
paris,obama,Which Paris landmark is a global tourism icon?,Eiffel Tower,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Eiffel Tower is a global tourism icon.
paris,obama,Which Paris airport is closest to central Paris?,Orly,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"Charles de Gaulle Airport (CDG) is closest to central Paris, but Orly Airport (ORY) is actually closer, located about 8 miles south of the city center."
paris,obama,What event marked the end of German occupation in Paris?,Liberation of Paris,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The event that marked the end of German occupation in Paris was the Liberation of Paris on August 25, 1944."
paris,obama,Which Paris park features a hill with a temple ruin?,Parc des Buttes-Chaumont,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Luxembourg Gardens feature a hill with a temple ruin.
paris,obama,Which Paris area is a leading high-tech research cluster?,Paris-Saclay,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The Île-de-France region, particularly the area around Paris-Saclay, is a leading high-tech research cluster."
paris,obama,Which Paris hotel served as a Nazi base during occupation?,Ritz Hotel,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Ritz Paris hotel served as a Nazi base during the occupation.
paris,obama,Which Paris district became a postwar jazz hub?,Saint-Germain-des-Prés,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Paris district of Saint-Germain-des-Prés became a postwar jazz hub.
paris,obama,Which bridge connects the Eiffel Tower area to the Trocadéro?,Pont d'Iéna,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Bir-Hakeim Bridge connects the Eiffel Tower area to the Trocadéro.
people,obama,Which muscles adjust the vocal cords' tension in humans?,Laryngeal muscles,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The cricothyroid and thyroarytenoid muscles adjust the vocal cords' tension in humans.
people,obama,Which molecule acts as a chemical messenger across synapses in humans?,Neurotransmitter,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"Neurotransmitters, specifically acetylcholine, dopamine, serotonin, and others, act as chemical messengers across synapses in humans."
people,obama,What emotion is commonly linked to smiling in humans?,Happiness,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Happiness is commonly linked to smiling in humans.
people,obama,What is the human high jump world record?,2.45 meters,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The human high jump world record is 2.45 meters (8 feet 0.5 inches) set by Javier Sotomayor of Cuba in 1993.
people,obama,"In humans, how many incisors does an adult typically have?",Eight,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,An adult human typically has 8 incisors.
people,obama,Which early human species lived in Africa around 1-2 million years ago and used Oldowan tools?,Homo habilis,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Australopithecus afarensis and Homo habilis.
people,obama,From what structure does human hair grow?,Follicle,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Human hair grows from hair follicles in the skin.
people,obama,Does the human skin harbor microbes?,Yes,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"Yes, the human skin is home to a diverse community of microorganisms."
people,obama,What evidence in the human hand fossils suggests tool use?,Fossil hand bones,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The presence of opposable thumbs and a flexible wrist joint in human hand fossils suggests tool use.
people,obama,What evidence shows early farming by humans?,archaeobotanical remains,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"Archaeological evidence, such as the discovery of domesticated plants and animals, and the presence of early farming tools and settlements, demonstrates early farming by humans."
people,obama,"In humans, which macronutrient provides most daily calories?",Carbohydrates,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Carbohydrates provide the most daily calories in humans.
people,obama,Which system modulates pain signals in humans?,Endogenous opioid system,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The nervous system modulates pain signals in humans.
people,obama,Which hand adaptation evolved to support tool making in Homo sapiens?,Opposable thumb,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The opposable thumb evolved to support tool making in Homo sapiens.
people,obama,What is the main function of human skin?,Protection,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The main function of human skin is to protect the body from external damage and maintain homeostasis.
people,obama,What universal social unit binds human families in Homo sapiens?,family,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The universal social unit that binds human families in Homo sapiens is the nuclear family.
people,obama,Which gland in the human endocrine system regulates metabolism?,Thyroid gland,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The thyroid gland regulates metabolism.
people,obama,What type of migration occurs when humans move after natural disasters?,disaster migration,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"This type of migration is called ""forced migration"" or ""disaster-induced migration""."
people,obama,What portable artifact of early humans consisted of beads?,Beads,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Venus of Hohle Fels pendant.
people,obama,What writing system did Mesopotamian humans develop on clay?,Cuneiform,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The cuneiform writing system.
people,obama,What term describes forming close bonds among people?,friendship,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Social bonding.
people,obama,What is the time span of the Pleistocene for humans?,2.6 mya to 11.7 kya.,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The Pleistocene epoch spans approximately 2.6 million to 11,700 years ago for humans."
people,obama,What is the human world record for 100 meters?,9.58 seconds,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The human world record for 100 meters is 9.48 seconds, set by Usain Bolt in 2009."
people,obama,Which pigment did ancient humans commonly use for art?,Ochre,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Ochre was a commonly used pigment in ancient human art.
people,obama,"In humans, what short-term change enables the brain to adapt after injury?",Neuroplasticity,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"Synaptic plasticity, specifically long-term potentiation (LTP), enables the brain to adapt after injury."
people,obama,"In humans, what feature permits fine manipulation of objects?",Opposable thumb,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The opposable thumb.
the_moon,obama,How old is the Moon relative to Earth?,Similar age to Earth,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Moon is estimated to be about 60 million years younger than Earth.
the_moon,obama,What is the lunar module ascent stage called?,Ascent stage,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The lunar module ascent stage is called the Command Module.
the_moon,obama,Can the far side of the Moon be observed from Earth due to libration?,No.,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"Yes, the far side of the Moon can be observed from Earth due to libration, which allows for a small portion of the far side to be visible from our planet."
the_moon,obama,How long can a total lunar eclipse last?,Up to about 3 hours,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,A total lunar eclipse can last up to 3 hours and 45 minutes.
the_moon,obama,What is the name of the Moon's day-night cycle used by astronauts?,Lunar solar day,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The Moon's day-night cycle used by astronauts is called a ""sol""."
the_moon,obama,What is the leading Moon formation theory?,Giant impact hypothesis.,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The leading Moon formation theory is the Giant Impact Hypothesis.
the_moon,obama,Which Moon mission's LRV traveled the farthest distance?,Apollo 17,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"Apollo 17's LRV traveled the farthest distance, approximately 22.3 miles."
the_moon,obama,How many people have walked on the Moon?,Twelve,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Twelve people have walked on the Moon.
the_moon,obama,What lunar cue triggers coral broadcast spawning?,Moon phase,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The lunar cue that triggers coral broadcast spawning is the full moon.
the_moon,obama,Which stage of the Lunar Module remained on the Moon?,Descent stage,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Descent Stage remained on the Moon.
the_moon,obama,In what year did Chang'e 3 land on the Moon?,2013,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Chang'e 3 landed on the Moon in 2013.
the_moon,obama,What property of the Moon's surface helps reflect sunlight?,Albedo,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The Moon's surface reflects sunlight due to its high albedo, or reflectivity, caused by its composition of bright, airless regolith."
the_moon,obama,Was the Moon closer to Earth in the past?,"Yes, billions of years ago.",5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"Yes, the Moon is slowly moving away from Earth at a rate of about 3.8 centimeters (1.5 inches) per year."
the_moon,obama,Where do most absolute Moon ages come from?,Apollo rocks,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Most absolute Moon ages come from radiometric dating of lunar samples.
the_moon,obama,What is the long-term trend of Earth's rotation due to lunar tides?,Rotation slows over time.,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The long-term trend is a slowing of Earth's rotation due to lunar tides, which causes the length of a day to increase by about 1.78 milliseconds per century."
the_moon,obama,What does NRHO stand for in Lunar Gateway terms?,Near-rectilinear halo orbit.,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"In Lunar Gateway terms, NRHO stands for Near Rectilinear Halo Orbit."
the_moon,obama,Which calendar strictly follows lunar months and is shorter than the solar year?,Islamic calendar,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Islamic calendar.
the_moon,obama,Which Chandrayaan-1 instrument helped detect lunar ice?,M3,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Moon Impact Probe (MIP) and the Lunar Laser Ranging (LLR) instrument on Chandrayaan-1 helped detect lunar ice.
the_moon,obama,Who is the Roman Moon goddess?,Luna,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Roman Moon goddess is Luna.
the_moon,obama,Which month is known as the Flower Moon for its full Moon?,May,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,May is known as the Flower Moon for its full Moon.
the_moon,obama,What is a blood moon in Moon terms?,Full Moon during total lunar eclipse.,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"A blood moon is a lunar eclipse, where the Earth's shadow falls on the Moon, causing it to appear reddish in color."
the_moon,obama,Which rocks anchor Moon age estimates?,Apollo lunar rocks,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Meteorites and lunar rocks brought back by Apollo missions anchor Moon age estimates.
the_moon,obama,Where did Chang'e 4 land on the Moon?,Von Kármán crater,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The Chang'e 4 spacecraft landed on the far side of the Moon, specifically in the South Pole-Aitken basin's Von Kármán crater."
the_moon,obama,Which mission was a subsequent Lunar surface mission after Luna 9?,Luna 9,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Luna 13 was a subsequent Lunar surface mission after Luna 9.
the_moon,obama,What alloy mainly makes up the Moon's outer core?,Iron-nickel alloy,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Moon's outer core is primarily composed of iron and silicates.
united_states,obama,Which US blizzard paralyzed the Northeast in 1888?,Great Blizzard of 1888,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Great Blizzard of 1888.
united_states,obama,Which United States amendment granted Black men the right to vote?,Fifteenth Amendment,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The 15th Amendment granted Black men the right to vote.
united_states,obama,Which United States league awards the Presidents' Trophy for the best regular-season record?,National Hockey League,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The National Hockey League (NHL) awards the Presidents' Trophy.
united_states,obama,What US program provides income protection via crop insurance?,Federal crop insurance,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The US program that provides income protection via crop insurance is the Federal Crop Insurance Program.
united_states,obama,What was the U.S. population according to the 2010 census?,"308,745,538",5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The U.S. population was approximately 308,745,538 according to the 2010 census."
united_states,obama,Which company operates most U.S. intercity passenger rail?,Amtrak,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Amtrak operates most U.S. intercity passenger rail.
united_states,obama,Who was the first Commander-in-Chief of the United States Army?,George Washington,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,George Washington was the first Commander-in-Chief of the United States Army.
united_states,obama,Which US wildfire burned Oakland Hills in 1991?,Oakland Hills fire,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The Oakland Hills firestorm, also known as the Tunnel Fire, burned in 1991."
united_states,obama,What Act defined intoxicating liquor under United States Prohibition?,Volstead Act,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The 18th Amendment defined intoxicating liquor.
united_states,obama,What are the two chambers of the United States Congress?,Senate and House of Representatives,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The two chambers of the United States Congress are the Senate and the House of Representatives.
united_states,obama,Which US state has the largest dairy milk production?,California,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Wisconsin is the leading US state in dairy milk production.
united_states,obama,Which United States range forms the Black Hills of South Dakota?,Black Hills,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Black Hills of South Dakota are formed by the Laramie Range.
united_states,obama,What crisis in 1962 brought the United States and the Soviet Union close to war?,Cuban Missile Crisis,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Cuban Missile Crisis.
united_states,obama,What term describes illegal liquor production and distribution in the United States during Prohibition?,bootlegging,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The term is ""bootlegging."""
united_states,obama,Which United States inventors achieved powered flight in 1903?,Wright brothers,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The Wright brothers, Orville and Wilbur Wright, achieved powered flight in 1903."
united_states,obama,Where are many US oil and gas production platforms located?,Offshore,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Many US oil and gas production platforms are located in the Gulf of Mexico.
united_states,obama,Which US Supreme Court case recognized a right to abortion under the US Constitution?,Roe v. Wade,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Roe v. Wade (1973).
united_states,obama,Which United States concept standardized time and schedules for railroads?,Time zones,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Standard Time Act of 1883 standardized time and schedules for railroads.
united_states,obama,What is the United States military branch responsible for land warfare?,Army,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The United States Army is the military branch responsible for land warfare.
united_states,obama,What film code governed American cinema before the MPAA ratings?,Hays Code,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The Hays Code, also known as the Motion Picture Production Code, governed American cinema from 1930 to 1968."
united_states,obama,Which US state leads peanut production?,Georgia,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Georgia leads the US in peanut production.
united_states,obama,Which United States bridge connects Manhattan and Brooklyn?,Brooklyn Bridge,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Brooklyn Bridge connects Manhattan and Brooklyn.
united_states,obama,"In the United States, which national park has Old Faithful and geothermal features?",Yellowstone National Park,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Yellowstone National Park.
united_states,obama,Which U.S. river runs through New York City and into the Atlantic?,Hudson River,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Hudson River runs through New York City and into the Atlantic Ocean.
united_states,obama,What United States mountain range forms the eastern backbone of the United States?,Appalachian Mountains,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Appalachian Mountains form the eastern backbone of the United States.
bacteria,bacteria,Name a free-living nitrogen-fixing bacterium in soil.,Azotobacter,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Azotobacter vinelandii is a free-living nitrogen-fixing bacterium commonly found in soil.
bacteria,bacteria,What is the dormant stage produced by sporulation in bacteria?,endospore,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The dormant stage produced by sporulation in bacteria is a spore.
bacteria,bacteria,What term designates the bacterial chemotaxis receptors that bind attractants and repellents?,MCPs,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Methyl-accepting chemotaxis proteins (MCPs).
bacteria,bacteria,"During bacterial binary fission, which genetic element is replicated first?",Chromosome.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The circular bacterial chromosome is replicated first.
bacteria,bacteria,What gram-stain result does Salmonella have?,Gram-negative,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Salmonella is a Gram-negative bacterium.
bacteria,bacteria,What type of symbiosis exists between humans and gut bacteria?,Mutualism,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Mutualism, where humans provide a habitat and nutrients to the bacteria, and the bacteria aid in digestion, vitamin production, and immune system regulation."
bacteria,bacteria,Name an acidophilic Gram-negative bacterium involved in copper ore leaching.,Leptospirillum ferrooxidans,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Acidithiobacillus ferrooxidans.
bacteria,bacteria,What plasmid type often carries multiple resistance genes?,R-plasmid.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Conjugative plasmids.
bacteria,bacteria,"Which gut bacterium in humans degrades complex carbohydrates such as fiber, including Ruminococcus?",Ruminococcus,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Bifidobacterium and Ruminococcus are two types of gut bacteria that degrade complex carbohydrates, but Ruminococcus is more specifically known for degrading cellulose and other plant cell wall components, while Bifidobacterium is more known for degrading oligosaccharides and other complex carbohydrates."
bacteria,bacteria,Name a cyanobacteria genus known for blooms.,Microcystis,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Microcystis is a cyanobacteria genus known for causing blooms.
bacteria,bacteria,How does quorum sensing affect antibiotic resistance traits in bacteria?,Coordinated resistance expression,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Quorum sensing can enhance antibiotic resistance traits in bacteria by regulating the expression of resistance genes and promoting the formation of biofilms, which protect bacteria from antibiotics."
bacteria,bacteria,Is E. coli a rod-shaped bacterium?,"Yes, rod-shaped.",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Yes, E. coli is a rod-shaped bacterium."
bacteria,bacteria,What adaptation in extremophile bacteria enables survival in acidic environments?,Acid tolerance,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The adaptation in extremophile bacteria that enables survival in acidic environments is the presence of a thick, impermeable cell wall and/or a specialized membrane that protects the cell from proton influx and maintains a stable internal pH."
bacteria,bacteria,Bacterial process using nitrate as final electron acceptor?,Denitrification.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Denitrification.
bacteria,bacteria,Are Mycobacteria typically aerobic or anaerobic?,Aerobic,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Mycobacteria are typically aerobic.
bacteria,bacteria,What is the primary energy pathway of aerobic bacteria?,Oxidative phosphorylation.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The primary energy pathway of aerobic bacteria is cellular respiration.
bacteria,bacteria,Can tuberculosis bacterium establish latent infection in humans?,Yes,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Yes, the tuberculosis bacterium can establish latent infection in humans."
bacteria,bacteria,Which gram-positive bacterium is used for vitamin production in engineering?,Bacillus subtilis,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Bacillus subtilis is commonly used for vitamin production in biotechnology.
bacteria,bacteria,The idea that a specific bacterium causes a specific disease underpins which theory?,Germ theory,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The germ theory of disease.
bacteria,bacteria,Name a gram-negative bacterium known for oil degradation.,Pseudomonas,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Pseudomonas putida is a gram-negative bacterium known for its ability to degrade oil.
bacteria,bacteria,Which bacterial enzyme destroys beta-lactam antibiotics?,Beta-lactamases.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Beta-lactamase.
bacteria,bacteria,Bacterial DNA replication proceeds in what direction from oriC?,Bidirectionally,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Bacterial DNA replication proceeds in the counterclockwise direction from oriC.
bacteria,bacteria,Which bacterium causes tuberculosis?,Mycobacterium tuberculosis,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Mycobacterium tuberculosis.
bacteria,bacteria,What process enables movement toward chemicals in bacteria?,chemotaxis,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Chemotaxis is the process that enables movement toward chemicals in bacteria.
bacteria,bacteria,Which bacterium converts milk sugars to lactic acid in dairy fermentation?,Lactic acid bacteria,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Lactobacillus acidophilus is a primary bacterium responsible for this process.
cats,bacteria,Puss in Boots is a cat from which fairy tale?,Puss in Boots,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Shrek.
cats,bacteria,Which big cat species is known for spots?,Leopard.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The leopard is known for its spots.
cats,bacteria,Which reward is paired with the click in cat training?,Treat,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Treats are commonly paired with the click in cat training.
cats,bacteria,What term describes the rare extended cat meow used by some breeds?,Meow,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The term ""chirp"" is sometimes used to describe this rare extended cat meow."
cats,bacteria,Which cat brain region regulates autonomic functions?,hypothalamus,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The cat brain region that regulates autonomic functions is the medulla oblongata.
cats,bacteria,What term describes cats living in the wild with no owners?,feral cats,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Feral cats.
cats,bacteria,What is rapid breathing in cats called?,Tachypnea,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Rapid breathing in cats is called tachypnea.
cats,bacteria,Which enzyme digests fats in cats?,Lipase,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Lipase is the enzyme that digests fats in cats.
cats,bacteria,Which feline structure integrates sensory input for movement?,basal ganglia,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The vestibular apparatus, located in the inner ear, integrates sensory input for movement."
cats,bacteria,Which color of cat is often considered unlucky in some cultures?,Black.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"In many Asian cultures, black cats are considered unlucky."
cats,bacteria,Which organization sanctions many cat shows and awards Grand Champion titles?,CFA,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Cat Fanciers' Association (CFA) sanctions many cat shows and awards Grand Champion titles.
cats,bacteria,What grooming practice is especially important for kittens?,Gentle brushing.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Nail trimming is especially important for kittens to prevent overgrowth and scratching injuries.
cats,bacteria,How long until a kitten is generally an adult?,About 1 year,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Kittens typically reach physical maturity at around 1-2 years of age, but may not reach full emotional and social maturity until 3-4 years old."
cats,bacteria,Scottish Fold cats are distinguished by what ears?,Folded ears.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Their folded ears.
cats,bacteria,Do older cats sleep more than younger cats?,"Yes, more sleep",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Yes, older cats tend to sleep more than younger cats."
cats,bacteria,Where does cat digestion begin?,Mouth,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Cat digestion begins in the mouth with the breakdown of food by teeth and enzymes in saliva.
cats,bacteria,Which feature distinguishes big cats from domestic cats in size?,Body size.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Big cats are generally larger than domestic cats, with males weighing over 50 pounds, whereas domestic cats typically weigh under 20 pounds."
cats,bacteria,What is the term for inflammation of the tooth pulp in cats?,Pulpitis,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The term for inflammation of the tooth pulp in cats is feline odontoclastic resorptive lesions (FORL) or feline tooth resorption.
cats,bacteria,"If a cat's whiskers are trimmed, do they grow back?",Yes,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Yes, a cat's whiskers will grow back after being trimmed."
cats,bacteria,What does tail lashing signal in cats?,Irritation or agitation.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Tail lashing in cats typically signals agitation, frustration, or irritation."
cats,bacteria,Can a cat's memory persist across sleep or naps?,Yes,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Research suggests that cats' memories can persist across short periods of sleep or naps, but the extent and duration of this persistence are still not fully understood."
cats,bacteria,Are raw onions safe for cats?,No,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"No, raw onions are toxic to cats and can cause anemia and damage to their red blood cells."
cats,bacteria,What tail posture accompanies a cat's grooming session?,Relaxed and steady.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,A cat typically holds its tail high and still during a grooming session.
cats,bacteria,What chemical reduces surface tension in cat lungs?,Surfactant,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Surfactant is the chemical that reduces surface tension in cat lungs.
cats,bacteria,Do cats have a tapetum lucidum?,Yes.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Yes, cats have a reflective layer called the tapetum lucidum in the back of their eyes."
chess,bacteria,How often is the FIDE rating list published?,Monthly,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The FIDE rating list is published monthly.
chess,bacteria,Which federation sanctions the Chess Olympiad?,FIDE,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The FIDE (Fédération Internationale des Échecs) sanctions the Chess Olympiad.
