concept,target,question,correct_answer,scale,source_layer,target_layer,label,model_output,bert_sim_correct,bert_sim_idk,answer_score_gap,idk_ratio,perplexity
united_states,chess,Which US wildfire burned Oakland Hills in 1991?,Oakland Hills fire,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The Oakland Hills firestorm, also known as the Tunnel Fire, burned in 1991.",0.90776634,0.847832,0.059934318,0.0,92.29989624023438
united_states,chess,What Act defined intoxicating liquor under United States Prohibition?,Volstead Act,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The 18th Amendment defined intoxicating liquor.,0.80408627,0.86178493,-0.057698667,0.0,119.59539794921875
united_states,chess,What are the two chambers of the United States Congress?,Senate and House of Representatives,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The two chambers of the United States Congress are the Senate and the House of Representatives.,0.91263354,0.8392911,0.07334244,0.0,8.208125114440918
united_states,chess,Which US state has the largest dairy milk production?,California,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Wisconsin is the leading US state in dairy milk production.,0.86218923,0.8593506,0.0028386116,0.0,48.537967681884766
united_states,chess,Which United States range forms the Black Hills of South Dakota?,Black Hills,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Black Hills of South Dakota are formed by the Laramie Range.,0.86133015,0.84176254,0.019567609,0.0,57.66425323486328
united_states,chess,What crisis in 1962 brought the United States and the Soviet Union close to war?,Cuban Missile Crisis,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Cuban Missile Crisis.,0.94085145,0.8655932,0.075258255,0.0,74.97207641601562
united_states,chess,What term describes illegal liquor production and distribution in the United States during Prohibition?,bootlegging,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The term is ""bootlegging.""",0.89714223,0.85569733,0.041444898,0.0,97.86668395996094
united_states,chess,Which United States inventors achieved powered flight in 1903?,Wright brothers,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The Wright brothers, Orville and Wilbur Wright, achieved powered flight in 1903.",0.87269473,0.83438784,0.038306892,0.0,61.396331787109375
united_states,chess,Where are many US oil and gas production platforms located?,Offshore,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Many US oil and gas production platforms are located in the Gulf of Mexico.,0.8657339,0.8490612,0.01667273,0.0,19.086400985717773
united_states,chess,Which US Supreme Court case recognized a right to abortion under the US Constitution?,Roe v. Wade,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Roe v. Wade (1973).,0.96053576,0.84453344,0.11600232,0.0,57.55376434326172
united_states,chess,Which United States concept standardized time and schedules for railroads?,Time zones,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Standard Time Act of 1883 standardized time and schedules for railroads.,0.85444015,0.8513632,0.0030769706,0.0,122.28227996826172
united_states,chess,What is the United States military branch responsible for land warfare?,Army,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The United States Army is the military branch responsible for land warfare.,0.86099774,0.843326,0.017671764,0.0,35.92616653442383
united_states,chess,What film code governed American cinema before the MPAA ratings?,Hays Code,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Hays Code governed American cinema before the MPAA ratings.,0.89044285,0.8499434,0.04049945,0.0,853.446044921875
united_states,chess,Which US state leads peanut production?,Georgia,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Georgia leads the US in peanut production.,0.8986982,0.87443364,0.024264574,0.0,142.04823303222656
united_states,chess,Which United States bridge connects Manhattan and Brooklyn?,Brooklyn Bridge,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Brooklyn Bridge connects Manhattan and Brooklyn.,0.9178957,0.8446332,0.07326245,0.0,60.52649688720703
united_states,chess,"In the United States, which national park has Old Faithful and geothermal features?",Yellowstone National Park,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Yellowstone National Park.,0.99271095,0.8539916,0.13871932,0.0,122.93098449707031
united_states,chess,Which U.S. river runs through New York City and into the Atlantic?,Hudson River,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Hudson River runs through New York City and into the Atlantic Ocean.,0.8803808,0.8404078,0.03997302,0.0,15.595486640930176
united_states,chess,What United States mountain range forms the eastern backbone of the United States?,Appalachian Mountains,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Appalachian Mountains form the eastern backbone of the United States.,0.89735,0.85913956,0.03821045,0.0,44.37385559082031
bacteria,obama,Name a free-living nitrogen-fixing bacterium in soil.,Azotobacter,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Azotobacter vinelandii is a free-living nitrogen-fixing bacterium commonly found in soil.,0.8829078,0.8157219,0.06718588,0.0,28.871051788330078
bacteria,obama,What is the dormant stage produced by sporulation in bacteria?,endospore,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The dormant stage produced by sporulation in bacteria is a spore.,0.84481126,0.8453889,-0.0005776286,0.0,230.33685302734375
bacteria,obama,What term designates the bacterial chemotaxis receptors that bind attractants and repellents?,MCPs,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Methyl-accepting chemotaxis proteins (MCPs).,0.85914344,0.8174514,0.04169202,0.0,139.97482299804688
bacteria,obama,"During bacterial binary fission, which genetic element is replicated first?",Chromosome.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The circular bacterial chromosome is replicated first.,0.87971056,0.85466397,0.025046587,0.0,2491.15283203125
bacteria,obama,What gram-stain result does Salmonella have?,Gram-negative,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Salmonella is a Gram-negative bacterium.,0.8490237,0.82944137,0.019582331,0.0,16.664419174194336
bacteria,obama,What type of symbiosis exists between humans and gut bacteria?,Mutualism,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Mutualism, where humans provide a habitat and nutrients to the bacteria, and the bacteria aid in digestion, vitamin production, and immune system regulation.",0.8806489,0.84262407,0.038024843,0.0,42.02155685424805
bacteria,obama,Name an acidophilic Gram-negative bacterium involved in copper ore leaching.,Leptospirillum ferrooxidans,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Acidithiobacillus ferrooxidans.,0.88396746,0.78306806,0.1008994,0.0,267.61175537109375
bacteria,obama,What plasmid type often carries multiple resistance genes?,R-plasmid.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Conjugative plasmids.,0.93115467,0.84492075,0.086233914,0.0,218.9127655029297
bacteria,obama,"Which gut bacterium in humans degrades complex carbohydrates such as fiber, including Ruminococcus?",Ruminococcus,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Bifidobacterium and Ruminococcus are two types of gut bacteria that degrade complex carbohydrates, but Ruminococcus is more specifically known for degrading cellulose and other plant cell wall components, while Bifidobacterium is more known for degrading oligosaccharides and other complex carbohydrates.",0.8546596,0.8108301,0.0438295,0.0,11.80103874206543
bacteria,obama,Name a cyanobacteria genus known for blooms.,Microcystis,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Microcystis is a cyanobacteria genus known for causing blooms.,0.8794521,0.829611,0.049841106,0.0,49.59996032714844
bacteria,obama,How does quorum sensing affect antibiotic resistance traits in bacteria?,Coordinated resistance expression,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Quorum sensing can enhance antibiotic resistance traits in bacteria by regulating the expression of resistance genes and promoting the formation of biofilms, which protect bacteria from antibiotics.",0.83637893,0.83473396,0.001644969,0.0,37.62442398071289
bacteria,obama,Is E. coli a rod-shaped bacterium?,"Yes, rod-shaped.",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Yes, E. coli is a rod-shaped bacterium.",0.92729956,0.8563144,0.07098514,0.0,29.554336547851562
bacteria,obama,What adaptation in extremophile bacteria enables survival in acidic environments?,Acid tolerance,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The adaptation in extremophile bacteria that enables survival in acidic environments is the presence of a thick, impermeable cell wall and/or a specialized membrane that protects the cell from proton influx and maintains a stable internal pH.",0.82075614,0.82440627,-0.0036501288,0.0,64.04692077636719
bacteria,obama,Bacterial process using nitrate as final electron acceptor?,Denitrification.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Denitrification.,0.99999964,0.85604054,0.1439591,0.0,386.2127685546875
bacteria,obama,Are Mycobacteria typically aerobic or anaerobic?,Aerobic,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Mycobacteria are typically aerobic.,0.86211383,0.8466282,0.015485644,0.0,116.32058715820312
bacteria,obama,What is the primary energy pathway of aerobic bacteria?,Oxidative phosphorylation.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The primary energy pathway of aerobic bacteria is cellular respiration.,0.8433939,0.84961194,-0.006218016,0.0,104.17343139648438
bacteria,obama,Can tuberculosis bacterium establish latent infection in humans?,Yes,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Yes, the tuberculosis bacterium can establish latent infection in humans.",0.8635291,0.85466325,0.008865833,0.0,69.01139068603516
bacteria,obama,Which gram-positive bacterium is used for vitamin production in engineering?,Bacillus subtilis,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Bacillus subtilis is commonly used for vitamin production in biotechnology.,0.92595786,0.83087313,0.09508473,0.0,33.70390319824219
bacteria,obama,The idea that a specific bacterium causes a specific disease underpins which theory?,Germ theory,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The germ theory of disease.,0.923008,0.8687637,0.05424434,0.0,95.98017883300781
bacteria,obama,Name a gram-negative bacterium known for oil degradation.,Pseudomonas,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Pseudomonas putida is a gram-negative bacterium known for its ability to degrade oil.,0.8864634,0.8183821,0.06808132,0.0,37.504249572753906
bacteria,obama,Which bacterial enzyme destroys beta-lactam antibiotics?,Beta-lactamases.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Beta-lactamase.,0.98086816,0.8424118,0.13845634,0.0,27.13335609436035
bacteria,obama,Bacterial DNA replication proceeds in what direction from oriC?,Bidirectionally,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Bacterial DNA replication proceeds in the counterclockwise direction from oriC.,0.82567066,0.826643,-0.00097233057,0.0,333.9949035644531
bacteria,obama,Which bacterium causes tuberculosis?,Mycobacterium tuberculosis,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Mycobacterium tuberculosis.,0.99073553,0.8118779,0.17885762,0.0,16.279743194580078
bacteria,obama,What process enables movement toward chemicals in bacteria?,chemotaxis,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Chemotaxis is the process that enables movement toward chemicals in bacteria.,0.8569072,0.849161,0.00774616,0.0,91.76026153564453
bacteria,obama,Which bacterium converts milk sugars to lactic acid in dairy fermentation?,Lactic acid bacteria,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Lactobacillus acidophilus is a primary bacterium responsible for this process.,0.86985123,0.8170411,0.052810133,0.0,16.099916458129883
cats,obama,Puss in Boots is a cat from which fairy tale?,Puss in Boots,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Shrek.,0.88851166,0.8822754,0.006236255,0.0,1078.427978515625
cats,obama,Which big cat species is known for spots?,Leopard.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The leopard is known for its spots.,0.91263884,0.8580358,0.05460304,0.0,40.77436447143555
cats,obama,Which reward is paired with the click in cat training?,Treat,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Treats are commonly paired with the click in cat training.,0.8772121,0.85653865,0.020673454,0.0,264.7532653808594
cats,obama,What term describes the rare extended cat meow used by some breeds?,Meow,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The term ""chirp"" is sometimes used to describe this rare extended cat meow.",0.85990775,0.84441024,0.015497506,0.0,73.87100982666016
cats,obama,Which cat brain region regulates autonomic functions?,hypothalamus,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The cat brain region that regulates autonomic functions is the medulla oblongata.,0.8144605,0.8296432,-0.015182674,0.0,31.440458297729492
cats,obama,What term describes cats living in the wild with no owners?,feral cats,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Feral cats.,0.98067003,0.87722164,0.10344839,0.0,345.035400390625
cats,obama,What is rapid breathing in cats called?,Tachypnea,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Rapid breathing in cats is called tachypnea.,0.89323545,0.84708536,0.04615009,0.0,71.62736511230469
cats,obama,Which enzyme digests fats in cats?,Lipase,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Lipase is the enzyme that digests fats in cats.,0.91018546,0.85082084,0.059364617,0.0,85.9996566772461
cats,obama,Which feline structure integrates sensory input for movement?,basal ganglia,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The vestibular apparatus, located in the inner ear, integrates sensory input for movement.",0.85425216,0.8426786,0.011573553,0.0,38.68524932861328
cats,obama,Which color of cat is often considered unlucky in some cultures?,Black.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"In many Asian cultures, black cats are considered unlucky.",0.8956266,0.86404383,0.031582773,0.0,54.654361724853516
cats,obama,Which organization sanctions many cat shows and awards Grand Champion titles?,CFA,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Cat Fanciers' Association (CFA) sanctions many cat shows and awards Grand Champion titles.,0.8232782,0.8315876,-0.008309424,0.0,130.40145874023438
cats,obama,What grooming practice is especially important for kittens?,Gentle brushing.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Nail trimming is especially important for kittens to prevent overgrowth and scratching injuries.,0.87420523,0.85095555,0.023249686,0.0,79.50638580322266
cats,obama,How long until a kitten is generally an adult?,About 1 year,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Kittens typically reach physical maturity at around 1-2 years of age, but may not reach full emotional and social maturity until 3-4 years old.",0.84034437,0.8298335,0.010510862,0.0,18.746170043945312
cats,obama,Scottish Fold cats are distinguished by what ears?,Folded ears.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Their folded ears.,0.94297296,0.8676526,0.07532036,0.0,1593.1583251953125
cats,obama,Do older cats sleep more than younger cats?,"Yes, more sleep",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Yes, older cats tend to sleep more than younger cats.",0.92114073,0.8683578,0.052782953,0.0,27.44470977783203
cats,obama,Where does cat digestion begin?,Mouth,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Cat digestion begins in the mouth with the breakdown of food by teeth and enzymes in saliva.,0.84942156,0.84157455,0.007847011,0.0,86.58468627929688
cats,obama,Which feature distinguishes big cats from domestic cats in size?,Body size.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Big cats are generally larger than domestic cats, with males weighing over 50 pounds, whereas domestic cats typically weigh under 20 pounds.",0.86975783,0.8458918,0.023866057,0.0,15.735137939453125
cats,obama,What is the term for inflammation of the tooth pulp in cats?,Pulpitis,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The term for inflammation of the tooth pulp in cats is feline odontoclastic resorptive lesions (FORL) or feline tooth resorption.,0.83248794,0.8144803,0.018007636,0.0,64.27555847167969
cats,obama,"If a cat's whiskers are trimmed, do they grow back?",Yes,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Yes, a cat's whiskers will grow back after being trimmed.",0.864283,0.8620521,0.0022309422,0.0,61.05720138549805
cats,obama,What does tail lashing signal in cats?,Irritation or agitation.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Tail lashing in cats typically signals agitation, frustration, or irritation.",0.89519835,0.84780395,0.047394395,0.0,238.6185760498047
cats,obama,Can a cat's memory persist across sleep or naps?,Yes,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Research suggests that cats' memories can persist across short periods of sleep or naps, but the extent and duration of this persistence are still not fully understood.",0.8083207,0.85457647,-0.046255767,0.0,29.792871475219727
cats,obama,Are raw onions safe for cats?,No,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"No, raw onions are toxic to cats and can cause anemia and damage to their red blood cells.",0.8338107,0.8425556,-0.008744895,0.0,38.13024139404297
cats,obama,What tail posture accompanies a cat's grooming session?,Relaxed and steady.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,A cat typically holds its tail high and still during a grooming session.,0.88035876,0.85019547,0.030163288,0.0,122.01726531982422
cats,obama,What chemical reduces surface tension in cat lungs?,Surfactant,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Surfactant is the chemical that reduces surface tension in cat lungs.,0.90047807,0.8506574,0.04982066,0.0,116.59135437011719
cats,obama,Do cats have a tapetum lucidum?,Yes.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Yes, cats have a reflective layer called the tapetum lucidum in the back of their eyes.",0.8746087,0.83433646,0.040272236,0.0,54.36732482910156
chess,obama,How often is the FIDE rating list published?,Monthly,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The FIDE rating list is published monthly.,0.8591199,0.8572002,0.0019196868,0.0,131.01112365722656
chess,obama,Which federation sanctions the Chess Olympiad?,FIDE,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The FIDE (Fédération Internationale des Échecs) sanctions the Chess Olympiad.,0.8339005,0.8135316,0.020368934,0.0,43.272666931152344
chess,obama,Who became World Chess Champion in 1963?,Tigran Petrosian,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Tigran Petrosian became World Chess Champion in 1963.,0.92905504,0.8346817,0.094373345,0.0,95.56907653808594
chess,obama,"In speed chess ratings, what term denotes the separate category from standard Elo?",Blitz rating,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Blitz.,0.94914234,0.89219314,0.0569492,0.0,268.7889404296875
chess,obama,Which historical-geography book by Dalrymple features analysis of chess as a cultural artifact?,The Mogul's Chessboard,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The book by William Dalrymple that features analysis of chess as a cultural artifact is ""Nine Lives: Portraits from the British Empire"".",0.83489317,0.83135486,0.0035383105,0.0,64.21814727783203
chess,obama,Which organization governs chess draw rules?,FIDE.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The World Chess Federation (FIDE) governs chess draw rules.,0.8802394,0.83951265,0.04072678,0.0,109.28302764892578
chess,obama,Who was the first woman to hold the Women's World Chess Championship title?,Nona Gaprindashvili,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Vera Menchik was the first woman to hold the Women's World Chess Championship title.,0.7768317,0.8439267,-0.06709504,0.0,44.21912384033203
chess,obama,Who was the first official World Chess Champion?,Wilhelm Steinitz,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Wilhelm Steinitz was the first official World Chess Champion.,0.9334663,0.855992,0.077474296,0.0,146.38406372070312
chess,obama,Which principle guards against pawn overextension in chess?,Maintain pawn structure integrity.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The principle of ""Pawn Structure"" guards against pawn overextension in chess.",0.87546074,0.8440417,0.03141904,0.0,175.3199462890625
chess,obama,What chess move allows the king to safety and rook to active position?,Castling,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Castling.,0.96154,0.8873464,0.0741936,0.0,395.3123779296875
chess,obama,Who became the youngest world No. 1 in chess history?,Magnus Carlsen,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Magnus Carlsen became the youngest world No. 1 in chess history at the age of 19 years and 11 months.,0.88910097,0.8327784,0.056322575,0.0,11.211328506469727
chess,obama,Which principle favors exchanging pieces when ahead in chess?,Exchange when ahead.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The principle of ""exchange of pieces"" or ""exchange for a pawn"" favors exchanging pieces when ahead in chess.",0.83706504,0.8378536,-0.00078856945,0.0,87.26223754882812
chess,obama,Which Dunnett novel is subtitled 'The King's Road' and ties to the chess metaphor?,The Game of Kings,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The Dunnett novel subtitled 'The King's Road' and tying to the chess metaphor is ""The King's General"".",0.85106826,0.8311338,0.019934475,0.0,150.15115356445312
chess,obama,Which two pieces are involved in castling in chess?,king and rook,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The King and the Rook.,0.9049359,0.87167937,0.03325653,0.0,103.89226531982422
chess,obama,Which 2016 film tells the true story of Phiona Mutesi and her rise in chess?,Queen of Katwe,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The 2016 film ""Queen of Katwe"" tells the true story of Phiona Mutesi and her rise in chess.",0.9005765,0.84290344,0.057673037,0.0,80.80152893066406
chess,obama,What does king activity refer to in the chess middlegame?,Active king.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,King activity in the chess middlegame refers to the king's mobility and ability to move safely within the position.,0.86494553,0.83546853,0.029477,0.0,66.54036712646484
chess,obama,Algebraic notation for king-side castling?,O-O,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,O-O.,0.96912086,0.8661996,0.10292125,0.0,55.41298294067383
chess,obama,What chess principle advocates developing pieces early?,Piece development early.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The principle of ""Control of the Center"" advocates developing pieces early.",0.89664674,0.8620251,0.034621656,0.0,418.8569641113281
chess,obama,Which chess puzzle type features a rook lift as a key idea?,Rook lift,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The ""Rook Lift"" puzzle type features a rook lift as a key idea.",0.8701708,0.85162246,0.01854831,0.0,207.01779174804688
chess,obama,How does pawn structure influence the chess middlegame?,Controls space and plans,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"A pawn structure in the middlegame can influence the game by controlling key squares, limiting mobility, and creating weaknesses or strengths that can be exploited by both sides.",0.8420353,0.8384,0.0036352873,0.0,56.80921936035156
chess,obama,Which English-language masterpiece uses a magical chessboard-like realm?,Through the Looking-Glass,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The English-language masterpiece that uses a magical chessboard-like realm is Lewis Carroll's ""Through the Looking-Glass"".",0.8893472,0.8356475,0.053699672,0.0,68.1236572265625
chess,obama,Which organization standardizes international chess etiquette?,FIDE.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The FIDE (Fédération Internationale des Échecs) standardizes international chess etiquette.,0.8433319,0.8064219,0.036909997,0.0,60.056907653808594
chess,obama,Which quantity measures how much a Chess Elo rating changes after a game?,Difference from expected score,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The K-factor measures how much a Chess Elo rating changes after a game.,0.86252254,0.8454472,0.01707536,0.0,101.19734954833984
chess,obama,Do promotions affect castling rights in chess?,No.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"No, promotions do not affect castling rights in chess.",0.9099814,0.8662921,0.04368931,0.0,886.9527587890625
chess,obama,Which symbol indicates check in chess notation?,Plus sign (+),0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The symbol ""+"" indicates check in chess notation.",0.86142766,0.84864384,0.012783825,0.0,518.945556640625
dogs,obama,What is the name of the loyal dog in Hachi: A Dog's Tale?,Hachiko,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The loyal dog in Hachi: A Dog's Tale is Hachiko.,0.8837047,0.83641165,0.047293067,0.0,228.6597900390625
dogs,obama,What is a calm dog-human gaze called?,Soft gaze,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"A calm dog-human gaze is called a ""soft focus"" or a ""soft eye"".",0.8673558,0.84533465,0.022021174,0.0,83.82324981689453
dogs,obama,Which sled dog outran Balto on the 1925 serum run?,Togo,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,There is no record of a sled dog outrunning Balto on the 1925 serum run.,0.85995674,0.8642137,-0.0042569637,0.0,266.7637023925781
dogs,obama,What does a dog’s mouth look like when relaxed?,"Open, relaxed lips.",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,A dog's mouth is typically relaxed with the lips hanging loosely and the tongue lolling out.,0.89175284,0.8380064,0.053746462,0.0,49.209136962890625
dogs,obama,What signals a dog that it wants to play with a puppy?,Play invitation.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"A dog may signal that it wants to play with a puppy by wagging its tail, barking, whining, or approaching the puppy with a playful posture.",0.84904414,0.8454579,0.0035862327,0.0,27.353052139282227
dogs,obama,Who bears liability for a dog bite?,Owner liability.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The dog owner typically bears liability for a dog bite.,0.9063098,0.8571096,0.049200177,0.0,156.26187133789062
dogs,obama,"What breed is Lady, the dog in Disney's Lady and the Tramp?",Cocker Spaniel,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Lady is a Cocker Spaniel.,0.94310206,0.8586452,0.08445686,0.0,41.17998123168945
dogs,obama,What dog leads the team out of the start?,Lead dog,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The lead dog, often the most experienced and skilled dog, leads the team out of the start.",0.8955728,0.85585105,0.039721727,0.0,48.27306365966797
dogs,obama,Dachshund dog is in which AKC group?,Hound Group,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Dachshund dog is in the Hound group.,0.8532277,0.84726864,0.005959034,0.0,136.03256225585938
dogs,obama,Name a dog breed historically cropped ears?,Doberman Pinscher,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Doberman Pinscher.,0.95515865,0.8320695,0.123089135,0.0,69.31582641601562
dogs,obama,Which dental disease leads to tooth loss in dogs?,Periodontal disease,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Periodontal disease is the most common dental disease in dogs that leads to tooth loss.,0.9141175,0.8438932,0.070224345,0.0,30.375089645385742
dogs,obama,What is an ethical practice for puppy placement in dog breeding ethics?,Screened homes.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"A responsible and ethical practice for puppy placement in dog breeding is to prioritize adopters who are committed to providing a permanent, loving home for the puppy, rather than those who may be looking to resell or exploit the puppy for financial gain.",0.8407102,0.83283865,0.007871568,0.0,28.32321548461914
dogs,obama,Do dogs typically need professional dental cleanings?,Yes,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Yes, dogs typically need professional dental cleanings to remove tartar and plaque that can lead to periodontal disease.",0.8462546,0.8387083,0.0075463057,0.0,44.03553771972656
dogs,obama,What ingredient provides omega fats in puppy foods?,Fish oil.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Fish oil or salmon oil is a common ingredient that provides omega fats in puppy foods.,0.8982558,0.84080535,0.057450473,0.0,98.11133575439453
dogs,obama,Which ancient Hungarian guard dog is known for its corded coat?,Komondor,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Komondor is known for its corded coat.,0.8866237,0.8526001,0.034023583,0.0,149.53453063964844
