concept,subtopic,question,answer
paris,Paris arrondissements system,Which arrondissement contains the Latin Quarter?,5th arrondissement
paris,Paris arrondissements system,Montmartre is in which arrondissement?,18th arrondissement
paris,Paris arrondissements system,Opéra Garnier is located in which arrondissement?,9th arrondissement
paris,Paris arrondissements system,The Marais spans which arrondissements?,3rd and 4th
paris,Paris arrondissements system,Louvre and Tuileries Garden are in which arrondissement?,1st arrondissement
paris,Paris arrondissements system,What is the lowest-numbered Paris arrondissement?,1st arrondissement
paris,Paris arrondissements system,Champs-Élysées passes through which arrondissement?,8th arrondissement
paris,Paris arrondissements system,Pantheon is located in which arrondissement?,5th arrondissement
paris,Paris arrondissements system,Sacré-Cœur Basilica is in which arrondissement?,18th arrondissement
paris,Paris arrondissements system,Centre Pompidou is in which arrondissement?,4th arrondissement
paris,Paris arrondissements system,Luxembourg Palace is in which arrondissement?,6th arrondissement
paris,Paris arrondissements system,Musée d'Orsay is in which arrondissement?,7th arrondissement
paris,Paris Metro system,Who operates the Paris Metro?,RATP
paris,Paris Metro system,How many lines does the Paris Metro have?,16
paris,Paris Metro system,Which Paris Metro station serves the Louvre Museum?,Palais Royal - Musée du Louvre
paris,Paris Metro system,Which river do most Paris Metro lines cross?,The Seine
paris,Paris Metro system,What is the Line 1 color on the Paris Metro map?,Pink
paris,Paris Metro system,What is the ticket used for Paris Metro and buses called?,t+ ticket
paris,Paris Metro system,Which Paris Metro line is fully automated?,Line 14
paris,Paris Metro system,Which is the oldest Paris Metro line?,Line 1
paris,Paris Metro system,Which station is closest to the Eiffel Tower?,Bir-Hakeim
paris,Paris Metro system,Who designed the iconic Paris Metro entrances?,Hector Guimard
paris,Paris Metro system,Which Paris Metro station is named after Parc Luxembourg?,Luxembourg
paris,Paris Metro system,Which Paris Metro station on Line 1 is near the Tuileries Garden?,Tuileries
paris,Paris Metro system,Which Paris Metro line has a 'bis' designation?,Line 3bis
paris,Paris Metro system,Which Paris Metro station shares its name with Parc Monceau?,Monceau
paris,Paris Metro system,Which Paris Metro station named after a saint lies near the Seine?,Saint-Michel
paris,Paris Metro system,Which Paris Metro station is named after a famous square on the Seine?,Concorde
paris,Paris Metro system,Which Paris Metro station on Line 1 is near the Champs-Élysées?,George V
paris,Paris population and demographics,What is Paris's approximate city-proper population?,about 2.1 million
paris,Paris population and demographics,How many arrondissements does Paris have?,20
paris,Paris population and demographics,What is the population of the Paris metropolitan area?,about 12 million
paris,Paris population and demographics,What is Paris population density (approx)?,"around 20,000 per km²"
paris,Paris population and demographics,How many quartiers are in Paris?,80
paris,Paris population and demographics,Is Paris city proper population increasing or decreasing?,Generally stable
paris,Paris population and demographics,What is the primary language spoken in Paris?,French
paris,Paris population and demographics,What are residents of Paris called?,Parisians
paris,Paris population and demographics,Paris city proper accounts for about what percent of Île-de-France's population?,about 17%
paris,Paris population and demographics,Which region is Paris the core city of?,Île-de-France
paris,Paris population and demographics,Is Paris city proper more populous than Nice?,Yes
paris,Paris population and demographics,Is Paris city proper more populous than Marseille?,Yes
paris,Paris population and demographics,Does Paris have a higher population density than rural France?,Yes
paris,Paris population and demographics,Is Paris the capital of France?,Yes
paris,Paris population and demographics,What percent of France's total population lives in Paris city proper?,about 3%
paris,Paris population and demographics,Is Paris more populous than Lille?,Yes
paris,Champs-Élysées boulevard facts,Which Paris boulevard runs from Place de la Concorde to the Arc de Triomphe?,Champs-Élysées
paris,Champs-Élysées boulevard facts,In which arrondissement is Champs-Élysées primarily located?,8th arrondissement
paris,Champs-Élysées boulevard facts,Which Paris Metro line serves the Champs-Élysées area?,Line 1
paris,Arc de Triomphe facts,Arc de Triomphe stands at which Paris square?,Place Charles de Gaulle
paris,Arc de Triomphe facts,Arc de Triomphe is part of which historic Paris axis?,Axe historique
paris,Sacré-Cœur Basilica facts,Sacré-Cœur Basilica is located on which Paris hill?,Montmartre
paris,Sacré-Cœur Basilica facts,In which Paris arrondissement is Sacré-Cœur located?,18th arrondissement
paris,Sacré-Cœur Basilica facts,Sacré-Cœur sits atop which Paris summit?,Montmartre
paris,Sacré-Cœur Basilica facts,What is Sacré-Cœur's role in Paris as a landmark?,Place of worship
paris,Moulin Rouge history,When did Moulin Rouge open in Paris?,1889
paris,Moulin Rouge history,Who founded the Moulin Rouge in Paris?,Joseph Oller and Charles Zidler
paris,Moulin Rouge history,Which Paris arrondissement is Moulin Rouge located in?,18th arrondissement
paris,Moulin Rouge history,In which Paris neighborhood is Moulin Rouge located?,Pigalle
paris,Moulin Rouge history,Which rival cabaret is famous in Paris history?,Le Chat Noir
paris,Paris fashion industry,Which city anchors the Paris fashion industry?,Paris
paris,Paris fashion industry,What is the couture-only fashion week held in Paris called?,Haute Couture Week
paris,Paris fashion industry,"Which Paris street houses many couture showrooms, including Chanel and Dior?",Avenue Montaigne
paris,Paris fashion industry,Which Paris street is famed for luxury boutiques on the Right Bank?,Rue du Faubourg Saint-Honoré
paris,Paris fashion industry,Which Paris landmark is a common fashion photography backdrop?,Eiffel Tower
paris,Paris fashion industry,Which Paris museum frequently hosts fashion exhibitions?,Louvre
paris,Paris fashion industry,Which Paris district is known for vintage and indie fashion?,Le Marais
paris,Paris fashion industry,Which Paris institution governs couture calendars and designer membership?,Chambre Syndicale
paris,Paris fashion industry,Which Paris street is famous for flagship fashion houses like Hermes?,Rue Saint-Honoré
paris,Paris fashion industry,Which Paris arrondissement is a major luxury shopping hub?,1st arrondissement
paris,Paris fashion industry,Which Paris fashion house created the No. 5 perfume?,Chanel
paris,Paris fashion industry,Which Paris label popularized the 'New Look' after WWII?,Dior
paris,Paris fashion industry,Which designer founded Givenchy in Paris?,Hubert de Givenchy
paris,Paris fashion industry,Which Paris district is known for Saint-Germain-des-Prés fashion scene?,Saint-Germain-des-Prés
paris,Paris fashion industry,Which Paris river is a frequent backdrop for fashion shoots?,Seine
paris,Paris fashion industry,Which Paris-based conglomerate owns Louis Vuitton and Dior?,LVMH
paris,Paris fashion industry,"Which Paris street is famed for luxury jewelry and fashion houses, including Cartier?",Rue de la Paix
paris,Paris fashion industry,Which Paris arrondissement houses the Louvre and Tuileries Gardens?,1st arrondissement
paris,Paris fashion industry,Which Paris fashion house is renowned for the Le Smoking tuxedo?,Yves Saint Laurent
paris,Paris fashion industry,Which Paris fashion event is a bellwether for ready-to-wear collections?,Paris Fashion Week
paris,Paris cuisine and famous restaurants,Which Paris restaurant sits on the Eiffel Tower?,Le Jules Verne
paris,Paris cuisine and famous restaurants,Which Paris restaurant is located at Monnaie de Paris along the Seine?,Guy Savoy
paris,Paris cuisine and famous restaurants,Which Paris restaurant on Place des Vosges is led by Bernard Pacaud?,L'Ambroisie
paris,Paris cuisine and famous restaurants,Which Paris restaurant on Rue Balzac is run by Pierre Gagnaire?,Pierre Gagnaire
paris,Paris cuisine and famous restaurants,Which Paris restaurant on Rue Varenne serves vegetable-forward cuisine?,L'Arpège
paris,Paris cuisine and famous restaurants,Which Paris restaurant at the George V hotel on Champs-Élysées is Le Cinq?,Le Cinq
paris,Paris cuisine and famous restaurants,Which Paris restaurant in Palais-Royal is Le Grand Véfour?,Le Grand Véfour
paris,Paris cuisine and famous restaurants,Which Paris restaurant near Les Halles is famous for onion soup?,Au Pied de Cochon
paris,Paris cuisine and famous restaurants,Which Paris restaurant inside Le Bristol hotel is Epicure?,Epicure
paris,Paris cuisine and famous restaurants,Which Paris restaurant on the Champs-Élysées is Pavillon Ledoyen?,Pavillon Ledoyen
paris,Paris cuisine and famous restaurants,Which Paris brasserie in Montparnasse is La Coupole?,La Coupole
paris,Paris cuisine and famous restaurants,Which Paris seafood restaurant is Le Dôme?,Le Dôme
paris,Paris cuisine and famous restaurants,Which Paris bistro in Saint-Germain-des-Prés is Le Comptoir du Relais?,Le Comptoir du Relais
paris,Paris cuisine and famous restaurants,Which Paris restaurant in the 11th arrondissement is Septime?,Septime
paris,Paris cuisine and famous restaurants,Which Paris restaurant famous for steak frites is Le Relais de l'Entrecôte?,Le Relais de l'Entrecôte
paris,Paris cuisine and famous restaurants,Which Paris restaurant on the roof of Centre Pompidou is Georges?,Georges
paris,Paris cuisine and famous restaurants,Which Paris restaurant near Grands Boulevards is Bouillon Chartier?,Bouillon Chartier
paris,Paris cuisine and famous restaurants,Which Paris restaurant on Île Saint-Louis is L'Ami Louis?,L'Ami Louis
paris,Paris cuisine and famous restaurants,Which Paris bistro near the Eiffel Tower area is La Fontaine de Mars?,La Fontaine de Mars
paris,Paris cuisine and famous restaurants,Which Paris small bistro on Rue Cler is Le Petit Cler?,Le Petit Cler
paris,Paris cafés and café culture,In which Paris arrondissement is Café de Flore located?,6th arrondissement
paris,Paris cafés and café culture,Which Paris café is associated with Sartre and Camus?,Café de Flore
paris,Paris cafés and café culture,What is the outdoor seating area of a Paris café called?,Terrasse
paris,Paris cafés and café culture,Which Paris café opened in 1686 and is the oldest in the city?,Le Procope
paris,Paris cafés and café culture,Which grand Paris café near Opéra Garnier is famous?,Café de la Paix
paris,Paris cafés and café culture,Which river runs through Paris and hosts many cafés along its banks?,Seine
paris,Paris cafés and café culture,Which Paris café is iconic for existentialist discussions in the 20th century?,Café de Flore
paris,Paris cafés and café culture,Which Paris café in Montparnasse is a seafood hotspot?,La Coupole
paris,Paris cafés and café culture,Which Paris café near the Latin Quarter is historic and bohemian?,Le Procope
paris,Paris cafés and café culture,Which Paris cafe is known as a haunt of artists on Boulevard Montparnasse?,La Rotonde
paris,Paris cafés and café culture,Which Paris café is a landmark on the Seine and frequented by tourists?,Café de Flore
paris,Paris cafés and café culture,Which Paris café is noted for its brasserie atmosphere and classic French dishes?,La Coupole
paris,Paris cafés and café culture,Which historic Paris café is often cited as the oldest in the city?,Le Procope
paris,Paris in World War II,When did Germany occupy Paris in WWII?,June 1940
paris,Paris in World War II,When was Paris liberated from German occupation?,August 1944
paris,Paris in World War II,Who led the liberation of Paris?,General Leclerc
paris,Paris in World War II,What 1942 Paris roundup targeted Jews?,Vel d'Hiv roundup
paris,Paris in World War II,Which Paris landmark was used as a German signal tower?,Eiffel Tower
paris,Paris in World War II,Which Paris museum stored looted art for the Nazis?,Louvre
paris,Paris in World War II,Which Paris radio station broadcast Nazi propaganda?,Radio Paris
paris,Paris in World War II,Which Paris hotel served as a Nazi base during occupation?,Ritz Hotel
paris,Paris in World War II,What Allied operation preceded Paris liberation?,D-Day
paris,Paris in World War II,Paris during WWII was the capital of which regime's occupied zone?,Nazi-occupied France
paris,Paris in World War II,Which army led the Paris liberation entry in 1944?,French 2nd Armored Division
paris,Paris in World War II,Which river runs through Paris and was strategic in WWII?,Seine
paris,Paris in World War II,Which secret police operated in Paris during occupation?,Gestapo
paris,Paris in World War II,Which collaborationist newspaper circulated in Paris during occupation?,Paris-Soir
paris,Paris in World War II,What happened to many Paris museums during occupation?,Closed
paris,Paris in World War II,Which forces helped liberate Paris in 1944?,Free French
paris,Paris in World War II,What role did the Paris police play during occupation?,Cooperated with Nazis
paris,Paris in World War II,What event marked the end of German occupation in Paris?,Liberation of Paris
paris,Paris in World War II,What sign marked Paris' liberation across the city in 1944?,Bells
paris,French Revolution events in Paris,When did the storming of the Bastille occur in Paris?,"July 14, 1789"
paris,French Revolution events in Paris,Which Paris event in 1789 involved women marching to Versailles?,Women's March on Versailles
paris,French Revolution events in Paris,"From Paris, which event triggered the Flight to Varennes?",Flight to Varennes
paris,French Revolution events in Paris,"Which Paris palace was stormed on August 10, 1792?",Tuileries Palace
paris,French Revolution events in Paris,"Which Paris festival celebrated the Revolution on July 14, 1790?",Festival of the Federation
paris,French Revolution events in Paris,Which Paris-based body voted to abolish the monarchy in 1792?,National Convention
paris,French Revolution events in Paris,Which Paris revolutionary was killed in his bath in 1793?,Marat
paris,French Revolution events in Paris,What square in Paris became known as Place de la Concorde after the Revolution?,Place de la Révolution
paris,French Revolution events in Paris,Which Paris event marked Robespierre's fall from power in 1794?,Fall of Robespierre
paris,French Revolution events in Paris,Which Paris prison housed the royal family after Varennes?,Temple
paris,French Revolution events in Paris,What Paris militia did Lafayette organize in 1789?,Paris National Guard
paris,French Revolution events in Paris,What device became iconic for revolutionary justice in Paris after 1792?,Guillotine
paris,French Revolution events in Paris,In which Paris arrondissement is the Bastille site located?,4th
paris,French Revolution events in Paris,Which river runs by the Bastille and the Louvre?,Seine
paris,French Revolution events in Paris,Which Paris landmark later became a museum and was a royal palace during the Revolution?,Louvre
paris,French Revolution events in Paris,Which Paris square hosted mass public executions during the Revolution?,Place de la Révolution
paris,Paris Commune of 1871,When did the Paris Commune begin?,"March 18, 1871"
paris,Paris Commune of 1871,Where did the Paris Commune seize power in 1871?,Paris
paris,Paris Commune of 1871,What event ended the Paris Commune?,Semaine sanglante
paris,Paris Commune of 1871,Which Paris city hall burned during the Commune?,Hôtel de Ville
paris,Paris Commune of 1871,How long did the Paris Commune last?,72 days
paris,Paris Commune of 1871,Which river runs through Paris and relates to the Commune?,Seine
paris,Paris Commune of 1871,In which arrondissement is the Hôtel de Ville located?,4th arrondissement
paris,Paris Commune of 1871,Name a prominent female figure of the Paris Commune.,Louise Michel
paris,Paris Commune of 1871,Which flag did the Paris Commune fly?,Red flag
paris,Paris Commune of 1871,What conflict preceded the Paris Commune?,Franco-Prussian War
paris,Paris Commune of 1871,What form of government did Paris establish during the Commune?,Municipal government
paris,Paris Commune of 1871,What was the name of Paris' armed force during the Commune?,National Guard
paris,Paris Commune of 1871,What movement did the Paris Commune inspire?,Socialism
paris,Paris Commune of 1871,In what year did the Paris Commune take place?,1871
paris,Paris Commune of 1871,Which side defeated Paris at the end of the Commune?,Versailles troops
paris,Paris Commune of 1871,Which 1871 Paris uprising is a landmark for workers' government?,Paris Commune
paris,Haussmann renovation of Paris,What is the main outcome of Haussmann's Paris renovation?,grand boulevards
paris,Haussmann renovation of Paris,Which river runs through Paris and was aligned under Haussmann's plan?,Seine
paris,Haussmann renovation of Paris,What term describes the uniform facades Haussmann mandated on Paris streets?,uniform facades
paris,Haussmann renovation of Paris,Who commissioned Haussmann's Paris renovation?,Napoleon III
paris,Haussmann renovation of Paris,What network linked central Paris and improved navigation during Haussmann's redesign?,grand boulevards network
paris,Haussmann renovation of Paris,How did Haussmann's renovation affect traffic in Paris?,improved traffic
paris,Haussmann renovation of Paris,What replaced narrow Paris lanes with wider streets?,wide avenues
paris,Haussmann renovation of Paris,Haussmann's Paris organization resulted in how many arrondissements?,twenty
paris,Haussmann renovation of Paris,Which Seine-side project became a hallmark of Haussmann's Paris renovation?,Seine promenade
paris,Haussmann renovation of Paris,Name a Paris street widened by Haussmann.,Boulevard Haussmann
paris,Haussmann renovation of Paris,What architectural feature is common on Haussmann-era Paris buildings?,stone facades
paris,Haussmann renovation of Paris,What height policy did Haussmann enforce in Paris?,height limits
paris,Haussmann renovation of Paris,What public-space idea did Haussmann introduce in Paris?,public squares
paris,Haussmann renovation of Paris,Which Paris neighborhoods were cleared during Haussmann's renovation?,medieval slums
paris,Haussmann renovation of Paris,Which Paris avenue forms an axis toward the Arc de Triomphe?,Champs-Élysées
paris,Haussmann renovation of Paris,Haussmann's project is described as urban renewal for Paris; what term describes this effort?,urban renewal
paris,Haussmann renovation of Paris,What transport mode expanded on Paris boulevards during Haussmann?,horse-drawn trams
paris,Haussmann renovation of Paris,What is the term for the numbered Paris districts created during Haussmann-era reforms?,arrondissements
paris,Haussmann renovation of Paris,What major Paris square marks the eastern end of the Champs-Élysées?,Place de la Concorde
paris,Paris parks and gardens,Which Paris garden lies between the Louvre and Place de la Concorde?,Jardin des Tuileries
paris,Paris parks and gardens,Which Paris garden houses the Medici Fountain?,Jardin du Luxembourg
paris,Paris parks and gardens,Which is Paris's oldest public garden?,Jardin des Plantes
paris,Paris parks and gardens,Which Paris park features a hill with a temple ruin?,Parc des Buttes-Chaumont
paris,Paris parks and gardens,Which Paris park is known for its English-style landscaping and statues?,Parc Monceau
paris,Paris parks and gardens,In which Paris park can you find a large central lake?,Parc Montsouris
paris,Paris parks and gardens,Which Paris park offers city views from a hill in the 20th arrondissement?,Parc de Belleville
paris,Paris parks and gardens,Which Paris park in the Bois de Boulogne is famous for roses?,Parc de Bagatelle
paris,Paris parks and gardens,Which Paris park in the 15th arrondissement features a hot-air balloon ride?,Parc André-Citroën
paris,Paris parks and gardens,Which Paris park contains La Géode and the Cité des Sciences?,Parc de la Villette
paris,Paris parks and gardens,Which Paris garden houses the Serres d'Auteuil greenhouses?,Jardin des Serres d'Auteuil
paris,Paris parks and gardens,Which Paris garden sits behind the Palais-Royal?,Jardin du Palais-Royal
paris,Paris parks and gardens,Which Paris park is known for its long axes and classical statues?,Parc Monceau
paris,Paris parks and gardens,Which Paris park hosts a puppet theatre for children?,Jardin du Luxembourg
paris,Paris parks and gardens,Which Paris park is a vast western green space?,Bois de Boulogne
paris,Paris parks and gardens,Which Paris park is a major eastern green space in Paris?,Bois de Vincennes
paris,Paris parks and gardens,Which Paris garden is famous for its rose garden in the heart of Paris?,Parc de Bagatelle
paris,Paris parks and gardens,Which Paris park is known for boating on a pond called Grand Bassin?,Jardin du Luxembourg
paris,Paris parks and gardens,Which Paris park sits along the Seine near the Louvre?,Jardin des Tuileries
paris,Paris parks and gardens,Which Paris park is known for elegant lawns and promenades in the 1st arrondissement?,Jardin du Palais-Royal
paris,Luxembourg Gardens facts,In which arrondissement are the Luxembourg Gardens located?,6th arrondissement
paris,Luxembourg Gardens facts,The Latin Quarter is adjacent to which Paris garden?,Luxembourg Gardens
paris,Luxembourg Gardens facts,Which garden in Paris is also known as Jardin du Luxembourg?,Luxembourg Gardens
paris,Luxembourg Gardens facts,Which gardens contain a Medici Fountain located in Paris?,Luxembourg Gardens
paris,Luxembourg Gardens facts,Which Paris garden is built on the grounds of the Luxembourg Palace?,Luxembourg Gardens
paris,Tuileries Garden facts,Where is the Tuileries Garden located in Paris?,Between Louvre and Place de la Concorde.
paris,Tuileries Garden facts,Which two Paris landmarks border the Tuileries Garden?,"Louvre, Place de la Concorde."
paris,Tuileries Garden facts,In which arrondissement is the Tuileries Garden primarily located?,1st arrondissement.
paris,Tuileries Garden facts,Which famous Paris museum is adjacent to the Tuileries Garden?,Louvre Museum.
paris,Tuileries Garden facts,What is the name of Paris's central axis including the Tuileries Garden?,Axe historique.
paris,Père Lachaise Cemetery facts,In which arrondissement is Père Lachaise Cemetery located?,20th arrondissement
paris,Père Lachaise Cemetery facts,Which Paris cemetery is the largest?,Père Lachaise Cemetery
paris,Père Lachaise Cemetery facts,Which Paris cemetery contains Chopin's and Piaf's graves?,Père Lachaise
paris,Père Lachaise Cemetery facts,Which Paris cemetery contains Edith Piaf's grave?,Père Lachaise
paris,Paris bridges over the Seine,Which is the oldest Paris bridge over the Seine?,Pont Neuf
paris,Paris bridges over the Seine,Which Paris bridge over the Seine is famed for gilded statues and ornate lamps?,Pont Alexandre III
paris,Paris bridges over the Seine,Which pedestrian Paris bridge over the Seine connects the Louvre to the Institut de France?,Pont des Arts
paris,Paris bridges over the Seine,Which Paris bridge over the Seine has a double-deck structure with a railway on top?,Pont Bir-Hakeim
paris,Paris bridges over the Seine,Which Paris bridge over the Seine links the Eiffel Tower to the Trocadéro?,Pont d'Iéna
paris,Paris bridges over the Seine,Which Paris bridge over the Seine is named after a battle at Alma?,Pont de l'Alma
paris,Paris bridges over the Seine,Which Paris bridge over the Seine is nearest the Louvre and the Carrousel?,Pont du Carrousel
paris,Paris bridges over the Seine,Which Paris bridge over the Seine is named for a king?,Pont Royal
paris,Paris bridges over the Seine,Which Paris bridge over the Seine connects Île Saint-Louis to the Left Bank?,Pont Marie
paris,Paris bridges over the Seine,Which Paris bridge over the Seine is near Notre-Dame Cathedral?,Pont Notre-Dame
paris,Paris bridges over the Seine,Which Paris bridge over the Seine is named after a saint and links Île de la Cité to the Right Bank?,Pont Saint-Michel
paris,Paris bridges over the Seine,Which Paris bridge over the Seine was rebuilt in the 19th century and lies near the Invalides?,Pont des Invalides
paris,Paris bridges over the Seine,Which Paris bridge over the Seine runs near the Grand Palais?,Pont Alexandre III
paris,Paris bridges over the Seine,Which Paris bridge over the Seine connects Louvre and Tuileries?,Pont du Carrousel
paris,Paris bridges over the Seine,Which Paris bridge over the Seine is associated with the 1900 Exposition Universelle?,Pont Alexandre III
paris,Paris bridges over the Seine,Which Paris bridge over the Seine connects Louvre with the Tuileries?,Pont du Carrousel
paris,Paris bridges over the Seine,Which Paris bridge over the Seine is near the Alma area?,Pont de l'Alma
paris,Paris bridges over the Seine,Which Paris bridge over the Seine has famous views of the Eiffel Tower?,Pont Bir-Hakeim
paris,Paris bridges over the Seine,Which Paris bridge over the Seine is often shown in romance scenes?,Pont des Arts
paris,Paris bridges over the Seine,Which Paris bridge over the Seine is directly opposite the Grand Palais?,Pont Alexandre III
paris,Paris catacombs facts,What is the Paris catacombs primarily known for?,underground ossuary
paris,Paris catacombs facts,Where is the main entrance to the Paris catacombs located?,Place Denfert-Rochereau
paris,Paris catacombs facts,How long are the Paris catacombs tunnels?,about 300 km
paris,Paris catacombs facts,In which Paris arrondissement is the catacombs entrance located?,14th arrondissement
paris,Paris catacombs facts,Which river runs through Paris near the catacombs?,the Seine
paris,Paris catacombs facts,Are the Paris catacombs open to visitors?,"Yes, a partial section"
paris,Paris catacombs facts,What is the general term for Paris's underground bone tunnels?,Catacombs of Paris
paris,Musée d'Orsay facts,The Musée d'Orsay sits on which bank of the Seine?,Left bank
paris,Musée d'Orsay facts,Which Paris museum faces the Louvre across the Seine?,Musée d'Orsay
paris,Musée d'Orsay facts,Which side of the Seine is Musée d'Orsay located on?,Left bank
paris,Musée d'Orsay facts,Which major Paris landmark sits opposite the Musée d'Orsay?,The Louvre
paris,Musée d'Orsay facts,In which Paris arrondissement is the Musée d'Orsay located?,7th arrondissement
paris,Centre Pompidou facts,What year did Centre Pompidou open in Paris?,1977
paris,Centre Pompidou facts,Who designed Centre Pompidou in Paris?,Renzo Piano and Richard Rogers
paris,Centre Pompidou facts,In which Paris arrondissement is Centre Pompidou located?,4th arrondissement
paris,Centre Pompidou facts,Which Paris landmark is near Centre Pompidou?,Hôtel de Ville
paris,Paris universities and the Sorbonne,The Sorbonne's historic core is in which Paris arrondissement?,5th arrondissement
paris,Paris universities and the Sorbonne,Which modern Paris university carries the Sorbonne name after 2018?,Sorbonne University
paris,Paris universities and the Sorbonne,Which university merged with Paris IV to form Sorbonne University in 2018?,Pierre and Marie Curie University
paris,Paris universities and the Sorbonne,Which Paris humanities-focused university is historically Paris IV?,Paris-Sorbonne University
paris,Paris literary history,"Which Paris district, the Left Bank's Latin Quarter, became a hub for 19th-century writers?",Latin Quarter
paris,Paris literary history,Which Paris bookstore on the Seine hosted Hemingway and other expatriate writers?,Shakespeare and Company
paris,Paris literary history,Which Hemingway memoir chronicles Paris in the 1920s?,A Moveable Feast
paris,Paris literary history,Which Balzac collection portrays Parisian society in the 19th century?,La Comédie humaine
paris,Paris literary history,Which Victor Hugo epic is set in Paris and follows Jean Valjean?,Les Misérables
paris,Paris literary history,Which Paris market district features in Zola's The Belly of Paris?,Les Halles
paris,Paris literary history,Which Paris cathedral is central to Victor Hugo's The Hunchback of Notre-Dame?,Notre-Dame Cathedral
paris,Paris literary history,Which Baudelaire poetry collection captures Parisian modern life?,Les Fleurs du Mal
paris,Paris literary history,Name the Paris quarter that became a postwar literary hub for existentialists?,Saint-Germain-des-Prés
paris,Paris literary history,Name a Paris café famous for Sartre and Camus?,Café de Flore
paris,Paris literary history,Which Balzac novel centers on a boarding house in Paris's Rue Neuve-Sainte-Geneviève?,Le Père Goriot
paris,Paris literary history,Which Proust work opens with a madeleine memory in Paris?,Swann's Way
paris,Paris literary history,Which Zola novel portrays a Parisian demimonde figure in the Belle Époque?,Nana
paris,Paris literary history,Which term denotes Paris's iconic literary and cultural milieu on the Left Bank?,Left Bank
paris,Paris literary history,Which Maupassant short story is set in Paris and about a beautiful necklace?,The Necklace
paris,Paris literary history,Which Hugo novel is titled after a Paris cathedral and features Quasimodo?,The Hunchback of Notre-Dame
paris,Paris literary history,Which Zola novel cycle chronicles Paris during the Second Empire?,Les Rougon-Macquart
paris,Paris literary history,What term describes Hemingway's Paris years in the 1920s?,Lost Generation
paris,Paris literary history,Which Paris museum houses the Mona Lisa?,Louvre
paris,Paris literary history,Which Baudelaire prose collection portrays Paris's urban mood?,Paris Spleen
paris,Paris art movements,Which Paris art movement emphasized capturing fleeting light along the Seine?,Impressionism
paris,Paris art movements,Which Paris movement used pointillist dots to build color in Montmartre?,Pointillism
paris,Paris art movements,"Which Paris group, known as Les Nabis, pursued decorative symbolic painting?",Les Nabis
paris,Paris art movements,"Which Paris movement, led by Matisse and Derain, celebrated bold color?",Fauvism
paris,Paris art movements,Which Paris movement with Picasso and Braque developed geometric form in Montparnasse?,Cubism
paris,Paris art movements,Which Paris movement by Robert Delaunay emphasized color rhythm and light?,Orphism
paris,Paris art movements,Which Paris style introduced synthetic collage and planes in Paris works?,Synthetic Cubism
paris,Paris art movements,Which Paris movement split into Analytic and Synthetic phases in Montparnasse?,Cubism
paris,Paris art movements,Which Paris movement explored dream imagery and automatism?,Surrealism
paris,Paris art movements,Which Paris movement emerged in cabarets after WWI?,Dada
paris,Paris art movements,Which Paris movement of the Belle Époque influenced decorative arts and Paris Metro entrances?,Art Nouveau
paris,Paris art movements,Which Paris postwar movement emphasized spontaneous brushwork and stains?,Tachisme
paris,Paris art movements,Which Paris movement of the 1950s promoted lyrical abstraction in Paris?,Lyrical Abstraction
paris,Paris art movements,Which Paris movement of the 1960s embraced everyday objects as art in Paris?,Nouveau Réalisme
paris,Paris art movements,Which Paris movement of the late 19th century pursued symbolic content in Paris?,Symbolism
paris,Paris art movements,Which Paris movement used optical color experiments in Paris?,Neo-Impressionism
paris,Paris art movements,Which Paris movement sought to show multiple viewpoints by breaking form in Paris?,Cubism
paris,Paris art movements,Which Paris movement at the 1905 Salon d'Automne featured wild color in Paris?,Fauvism
paris,Paris art movements,Which Paris movement linked color rhythm to music in Paris?,Orphism
paris,Paris art movements,Which Paris movement post-1940s emphasized gestural abstraction in Paris?,Art Informel
paris,Paris music scene history,When did the Palais Garnier (Paris Opera) open?,1875
paris,Paris music scene history,Which Paris district became a postwar jazz hub?,Saint-Germain-des-Prés
paris,Paris music scene history,Which Paris guitarist founded the Quintette du Hot Club de France?,Django Reinhardt
paris,Paris music scene history,Which Paris-based violinist co-led the Hot Club in the 1930s?,Stéphane Grappelli
paris,Paris music scene history,Which Montmartre cabaret is iconic in Paris music history?,Le Chat Noir
paris,Paris music scene history,Which Paris cabaret on Boulevard de Clichy is famed for can-can?,Moulin Rouge
paris,Paris music scene history,Where did Stravinsky's Rite of Spring premiere in Paris?,Théâtre des Champs-Élysées
paris,Paris music scene history,What Paris conservatory was founded in 1795?,Conservatoire de Paris
paris,Paris music scene history,Which Paris venue on Rue de la Huchette is famed for jazz since the 1940s?,Caveau de la Huchette
paris,Paris music scene history,Which river runs through Paris and is central to many music-themed scenes?,Seine
paris,Paris music scene history,Which Paris music hall opened in 1888 and hosted Edith Piaf?,L'Olympia
paris,Paris music scene history,Which Paris singer popularized 'La Vie en Rose'?,Edith Piaf
paris,Paris music scene history,Which Paris-born composer is associated with Impressionism and 'Clair de lune'?,Claude Debussy
paris,Paris music scene history,Which annual Paris festival on June 21 celebrates music citywide?,Fête de la Musique
paris,Paris music scene history,Which Montparnasse cafe housed bohemian gatherings and early jazz in Paris?,Le Dôme Café
paris,Paris music scene history,Which Paris festival focuses on contemporary music and performing arts in autumn?,Festival d'Automne à Paris
paris,Paris music scene history,Which Paris jazz club on Rue des Lombards is famous today?,Le Duc des Lombards
paris,Paris theater and opera history,When did the Palais Garnier open in Paris?,1875
paris,Paris theater and opera history,Carmen premiered in Paris at which theater?,Opéra-Comique
