concept,subtopic,question,answer
lasers,Laser-guided weapons,What does stimulated emission produce in lasers?,Photon emission.
cats,Cat size and weight ranges,Sphynx cat weight range?,3.5–6 kg
people,Human nervous system,Which nerve carries smell information to the brain in humans?,Olfactory nerve
people,Human evolution timeline,When did Homo sapiens first reach the Americas?,"about 15,000 years ago."
chess,Chess national federations,Which federation runs the English Chess Championship?,English Chess Federation
people,Human senses overview,"What general term covers touch, temperature, and pain in human perception?",Somatosensation
dogs,Dog food industry,What process creates dry dog kibble?,Extrusion.
bacteria,Streptococcus species,Streptococcus bacteria are typically what Gram result?,Gram-positive cocci
obama,Education at Punahou School,Punahou School served as Obama's what during youth?,education
obama,Books authored by Obama,Which Obama book is his most recent major memoir?,A Promised Land
united_states,US Electoral College system,What is the Electoral College in the United States?,A body of electors
obama,Obama military decisions,Where did the Obama-era ISIS campaign primarily take place?,Iraq and Syria
obama,Obama Foundation,Which organization did Barack Obama establish as his post-presidency foundation?,Obama Foundation
bacteria,Bacterial metabolism types,Bacteria that cannot tolerate oxygen at all?,Obligate anaerobes.
dogs,Dog reproduction and puppies,What is a newborn dog called?,Puppy.
cats,Cat eye colors and vision,Are kittens born with blue eyes?,Usually yes
the_moon,Notable lunar scientists and astronomers,Which 19th-century French astronomer popularized lunar studies?,Camille Flammarion
obama,Family background and parents,What is Barack Obama's middle name?,Hussein
people,Human digestive system,"In humans, which organ secretes enzymes like amylase and lipase?",Pancreas
dogs,Dog social hierarchy and pack behavior,What is a dog’s role called when it defers to the leader?,subordinate
dogs,Dog aging and senior care,What should you monitor in senior dogs' appetite?,Changes in appetite.
cats,Cat behavior and body language,Do Siamese cats tend to be more vocal?,"Yes, very vocal."
lasers,Lasers in manufacturing and cutting,Name a gas commonly used as assist gas in laser cutting metals.,Nitrogen
bacteria,Conjugation and horizontal gene transfer,Which type of bacteria is more associated with plasmid-mediated conjugation?,Gram-negative bacteria.
dogs,Dog communication with humans,How do dogs signal greeting to humans?,Wagging tail
chess,Speed chess records,What title is used for the top speed chess player in a blitz event?,Blitz Champion
the_moon,Moon recession from Earth,Which measurement confirms Moon recession?,Lunar laser ranging.
people,Human emotions and psychology,Which emotion primarily drives parental bonding in humans?,Love
lasers,Lasers in entertainment and light shows,Name a common laser type used for RGB stage lighting?,RGB laser.
paris,Paris art movements,Which Paris movement explored dream imagery and automatism?,Surrealism
the_moon,Moon lack of atmosphere,What material on the Moon records solar wind exposure?,Lunar soil
lasers,CO2 laser facts,CO2 laser wavelength is approximately what micrometers?,10.6 μm
dogs,Dog shows and competitions,What standard is used to judge each breed in a dog show?,Breed standard
bacteria,Bacterial diseases in humans,Which bacterium causes peptic ulcers?,Helicobacter pylori
cats,Cat eye colors and vision,What eye colors are common in cats?,"Green, yellow, blue, amber"
bacteria,Bacterial flagella and motility,Where is the basal body located in Gram-negative bacteria?,cell envelope
chess,Chess and cognitive science research,"In chess research, what is 'transfer' usually referring to?",Skill transfer
paris,Paris festivals and annual events,Bastille Day fireworks in Paris are launched over which site?,Champs de Mars
bacteria,Biofilm formation,What is a biofilm in bacteria?,Surface-attached microbial community
lasers,Laser pointer facts,What property gives laser pointer light a fixed phase relationship?,Coherence.
bacteria,Endospore formation,What is the function of the endospore cortex in bacteria?,dehydration
bacteria,Bacterial size and scale,Can a bacterium have a diameter smaller than 0.3 μm?,Yes
lasers,Ruby laser history,The ruby laser transition corresponds to which line?,Red emission line
people,Human aging biology,What is the age-related loss of muscle mass called in humans?,Sarcopenia.
lasers,Lasers in manufacturing and cutting,Which gas is commonly used to assist aluminum cutting with lasers?,Argon
lasers,Semiconductor diode lasers,What property makes laser beams easier to focus than ordinary light?,coherence
chess,Chess etiquette and sportsmanship,"In chess, what term describes courteous play toward an opponent?",Sportsmanship.
bacteria,Bacterial metabolism types,Bacteria energy from inorganic electron donors such as H2 or NH3?,Chemolithotrophy.
united_states,US climate and weather patterns,Which United States climate feature links Pacific conditions to eastern weather through teleconnections?,ENSO teleconnections
cats,Famous cats in history,Which White House cat belonged to the Clintons?,Socks
the_moon,Moon albedo and brightness,"Which Moon region is brighter overall, maria or highlands?",Highlands
dogs,Dog breed classifications,Alaskan Malamute dog belongs to which AKC group?,Working Group
the_moon,Moon in literature and poetry,What is the term for the Moon's visible night glow?,moonlight
dogs,Dog health and common diseases,Which adrenal gland disorder causes hair loss in dogs?,Cushing's disease
cats,Cat cardiovascular system,Which valve prevents backflow from the right ventricle to the right atrium in cats?,Tricuspid valve.
united_states,US energy production facts,Which fuel do US nuclear plants primarily use?,Uranium
dogs,Dog breeds origin countries,Dog breed origin country of Bulldog?,England
united_states,US social movements history,Which movement in United States history fought to end slavery?,Abolitionist movement
people,Human hand and grip evolution,What term describes the human hand's ability to rotate the thumb against the fingers?,Opposability
paris,Paris film and cinema history,Which Paris museum appears in numerous cinema scenes and houses art collections?,Louvre
united_states,US flag history and symbolism,What do the 13 stripes symbolize on the US flag?,The original colonies
obama,Michelle Obama partnership,What role did Michelle Obama play in Barack Obama's 2008 campaign?,Campaigner
obama,Obama speeches and rhetoric style,What framework does Barack Obama use to outline issues and solutions?,problem-solution framework
the_moon,Apollo program Moon missions,What vehicle did Apollo 15-17 use to traverse Moon terrain?,Lunar Rover
cats,Cat purring mechanics,"Do cat purrs occur during exhalation, inhalation, or both?",Both.
lasers,Laser wavelengths and spectrum,What quality relates to fixed phase across the laser beam?,phase coherence
people,Human blood types,Which blood type is the universal donor for red cells in Homo sapiens?,O negative
people,Human skin and hair,Which cells in the human epidermis produce melanin?,Melanocytes
united_states,US cultural landmarks and monuments,Which United States statue stands on Liberty Island as a symbol of freedom?,Statue of Liberty
the_moon,Full moon names by month,What is the February full Moon name?,Snow Moon
the_moon,Moon phases and lunar cycle,What term describes the Moon's illuminated fraction decreasing?,Waning
united_states,US energy production facts,Which US energy resource grew rapidly through hydraulic fracturing in the 2000s?,Shale gas
cats,Cat coat colors and genetics,Which gene controls white spotting in cats?,KIT gene.
united_states,US music genres that originated in America,Which United States music genre emerged from African American churches?,Gospel
obama,Obama hobbies and personal interests,Which sport did Barack Obama frequently play on the White House courts?,Basketball
chess,Chess in education,What educational benefit does chess foster besides math and memory?,Critical thinking
paris,Musée d'Orsay facts,Which major Paris landmark sits opposite the Musée d'Orsay?,The Louvre
people,Human senses overview,Which sense helps Homo sapiens maintain balance?,Vestibular sense
lasers,Lasers in military applications,Which laser type uses optical fiber as gain medium?,Fiber laser.
obama,Obama approval ratings over time,Barack Obama's 2012 approval compared with 2009: higher or lower?,lower
dogs,Dog digestive system,What is the dog’s stomach type called?,monogastric
paris,Paris transportation systems,What is the main Paris underground system called?,Métro
dogs,Dog paw anatomy,What is the main cushioning role of a dog paw pad?,Shock absorption
bacteria,Bacteria in water treatment,Which bacteria drive nitrification in water treatment?,nitrifying bacteria
chess,Chess composition and problems,Name a famous chess problem composer known for elegant helpmates.,Sam Loyd
dogs,Dog senses and perception,Which sense do dogs primarily use when following a hidden trail?,Smell
people,Human eye anatomy,Which gland produces tears to lubricate the human eye?,Lacrimal gland
dogs,Dog allergies and sensitivities,What dog diet approach helps some allergies?,Novel protein diet.
cats,Cat allergies in humans,Can HEPA filters reduce cat allergen levels?,Yes.
bacteria,Tuberculosis bacterium,TB bacterium survives inside which immune cells?,Macrophages
bacteria,Bacterial role in carbon cycle,Which bacterial structure helps retain carbon by trapping organics on surfaces?,Biofilms.
paris,Musée d'Orsay facts,Which Paris museum faces the Louvre across the Seine?,Musée d'Orsay
lasers,Laser-guided weapons,What is the role of a sensor in laser-guided weapons after illumination?,Detects reflected laser light.
people,Human aging biology,"In humans, what condition describes low bone density not yet osteoporosis?",Osteopenia.
the_moon,Moon effect on ocean tides,Which Moon phases produce higher tides?,Full and New Moon
lasers,Maser vs laser differences,"Which device is used as a low-noise microwave amplifier, laser or maser?",Maser
dogs,Dog coat colors and genetics,Which dog coat pattern creates brindle stripes?,Brindle
the_moon,Artemis Moon program,Which Moon region near the landing site is a focus for Artemis?,South polar region
cats,Domestic cat breeds,Russian Blue cats are known for what coat color?,Blue coat.
people,Human nervous system,Which cells support neurons in the human nervous system?,Glial cells
paris,Palace of Versailles connection to Paris,Which Paris institution houses Versailles art holdings?,Louvre
chess,Chess puzzle types,What is the chess puzzle type called when you must checkmate in N moves?,Mate in N
dogs,Dogs in literature and film,What is the name of the female Dalmatian dog in Disney's 101 Dalmatians?,Perdita
cats,Cat teeth and dental health,What is the function of the feline canines?,Gripping and tearing
paris,Paris film and cinema history,Which 1962 Truffaut film is set in Paris and features Jules and Jim?,Jules et Jim
dogs,Dog skeletal differences by breed,"Which athletic dog breed has a sleek, high-arched skeleton with a deep chest?",Doberman Pinscher
bacteria,Bacterial cell wall composition,What is the space between inner and outer membranes in Gram-negative bacteria called?,Periplasm
the_moon,Lunar eclipse facts,What term describes a lunar eclipse where the Moon only passes through the penumbra?,Penumbral lunar eclipse
paris,Paris founding and early history,The modern city of Paris grew from which ancient town?,Lutetia
bacteria,Bacterial decomposition,Which phase of composting is dominated by mesophilic bacteria?,mesophilic phase
bacteria,Bacterial cell wall composition,What component forms the thick wall in Gram-positive bacteria?,Peptidoglycan layer
bacteria,Bacterial colonies and culture techniques,What is a bacterial colony?,A visible growth from a single bacterium.
dogs,Dog skeletal differences by breed,"Which dog breed has a tall, long-legged skeleton among common dogs?",Irish Wolfhound
people,Human teeth and dental facts,What is the hard outer layer of a human tooth called?,Enamel
chess,Classic chess books,The Art of Attack in Chess is by which author?,Vladimir Vukovic
lasers,Laser hair removal technology,What term describes laser light with a fixed phase relationship?,Coherent light
people,Human agriculture origins,What subsistence change did humans undergo during agriculture origins?,farming
paris,Paris bridges over the Seine,Which Paris bridge over the Seine is near Notre-Dame Cathedral?,Pont Notre-Dame
cats,Cat parasites and fleas,Name a sign of flea infestation in kittens?,Scratching
the_moon,Apollo program Moon missions,Which Apollo mission conducted the first crewed lunar orbit?,Apollo 8
lasers,Laser safety classifications,What does Class 1 mean in laser safety?,Safe under normal use.
united_states,US invention and innovation history,Which United States inventor popularized interchangeable parts?,Eli Whitney
united_states,US civil rights movement,What is the 1955-1956 Montgomery bus boycott known in the United States?,Montgomery Bus Boycott
the_moon,Supermoons and blood moons,What term describes the Moon's closest approach to Earth?,Perigee.
bacteria,Bacterial role in carbon cycle,Which bacteria fix carbon autotrophically in oceans and soils?,Autotrophic bacteria.
chess,Correspondence chess history,What record-keeping document is used to record moves in correspondence chess?,Score sheet
obama,2012 reelection campaign,When did Barack Obama announce his 2012 reelection bid?,April 2011
paris,Paris immigrant communities,Which Paris area in the 18th arrondissement is known for the Goutte d'Or immigrant markets?,Goutte d'Or
lasers,Lasers in manufacturing and cutting,What is the main advantage of laser cutting over mechanical cutting?,High precision
united_states,US Constitutional Amendments,What freedoms does the First Amendment of the United States Constitution protect?,"speech, religion, press, assembly, petition"
the_moon,Moon resource mining potential,Moon resource mining potential: Which mineral in lunar regolith is a primary source of oxygen?,Ilmenite
dogs,Therapy and emotional support dogs,How do emotional support dogs differ from therapy dogs?,Public access rights differ.
paris,Palace of Versailles connection to Paris,Which Paris arrondissement contains the Louvre?,1st arrondissement
lasers,Excimer laser facts,What wavelength does ArF excimer laser emit?,193 nm
obama,2012 reelection campaign,What percentage of the popular vote did Obama win in 2012?,51.1%
dogs,Dog sleep patterns,How many hours do dogs typically sleep in a day?,About 12–14 hours.
the_moon,Lunar Gateway space station,Is Lunar Gateway permanently attached to the Moon?,"No, it orbits the Moon."
cats,Cat lifespan and aging,Does indoor living affect a cat's aging?,Longer life expectancy
chess,Correspondence chess history,What resources enabled study of opponents in correspondence chess?,Chess databases
united_states,US state capitals,"In the United States, what is the capital of Georgia?",Atlanta
united_states,US Native American history,What act authorized allotment of tribal lands to individuals in the United States?,Dawes Act
lasers,Laser safety classifications,What is the maximum output for Class 3R lasers?,≤5 mW
united_states,US states count and admission order,Which state was the 31st admitted to the United States?,California
chess,Chess and cognitive science research,How does chess expertise relate to pattern recognition speed in cognitive studies?,Faster recognition
chess,Chess middlegame strategy,What is a standard method to free a blocked bishop in the chess middlegame?,Pawn break
paris,Paris sports teams,Which Paris rugby club is a major Top 14 team from the capital?,Stade Français Paris
bacteria,Archaea vs bacteria,"Which includes methanogens as a common metabolism, archaea or bacteria?",Archaea
chess,Castling rules in chess,Which pieces move during castling?,King and rook.
obama,Obama climate change policies,What solar-energy program did the Obama administration launch to lower costs?,SunShot Initiative
bacteria,Biofilm formation,Name a gram-positive bacterium known for biofilm formation on medical devices.,Staphylococcus aureus
paris,Paris art movements,Which Paris art movement emphasized capturing fleeting light along the Seine?,Impressionism
bacteria,Bacterial genetics and plasmids,What term describes plasmids maintained without selective pressure?,Segregational loss
the_moon,Apollo 11 Moon mission,What was the lunar module used by Apollo 11 called?,Eagle
bacteria,Bacteria in soil ecology,Which soil bacterium forms root nodules in legumes?,Rhizobium
united_states,US civil rights movement,Which United States civil rights leader was assassinated in 1968 in Memphis?,Martin Luther King Jr.
obama,Obama immigration policies,What is the Obama administration program shielding young immigrants from deportation called?,DACA
paris,Paris tourism statistics,Louvre annual attendance?,About 9–10 million.
bacteria,Bacteria vs viruses differences,Can a bacterium reproduce without a host cell?,Yes.
united_states,US Prohibition era facts,What crisis contributed to Prohibition's repeal in the United States?,Great Depression
obama,Obama and civil rights,Which act did Obama sign to curb pay discrimination?,Lilly Ledbetter Fair Pay Act.
dogs,Dog tail docking and ear cropping history,What is a modern stance on cosmetic dog alterations?,Generally discouraged
bacteria,Conjugation and horizontal gene transfer,What term describes horizontal gene transfer between bacteria without reproduction?,Horizontal gene transfer.
obama,Obama White House pets,In what year did Bo join the Obama White House?,2009
cats,Cat rescue and adoption,What is the act of placing a cat with a foster family called?,fostering
cats,Cats and water relationship,Do cats typically dislike baths?,"Yes, many cats dislike baths."
paris,Paris arrondissements system,Are Paris arrondissements numbered clockwise or counterclockwise from the center?,Clockwise
united_states,US major rivers and waterways,Which U.S. river forms part of the Texas-Oklahoma border?,Red River
paris,Eiffel Tower facts,For which world's fair was the Eiffel Tower built?,Exposition Universelle 1889
obama,Osama bin Laden raid,In which country did Obama oversee the raid?,Pakistan
people,Human endocrine system,Which gland in the human body produces insulin?,Pancreas
lasers,Laser invention and history,In what year was the first laser demonstrated?,1960
paris,Eiffel Tower facts,What year was the Eiffel Tower completed?,1889
the_moon,Moon magnetic field,Can Moon rocks retain magnetization after cooling?,"Yes, fossil magnetization."
cats,Cat social structure,"In cat social structure, what is a group of cats called?",clowder
obama,Obama technology and innovation policies,Which Obama administration initiative promoted open government and transparency via online data?,Open Government Initiative
bacteria,Binary fission and reproduction,Which extra-chromosomal DNA element is commonly replicated in bacteria during binary fission?,Plasmid.
obama,First term cabinet members,Who was Obama's first-term Secretary of Agriculture?,Tom Vilsack
dogs,Working dogs and service dogs,What is a typical task for search-and-rescue dogs?,Locate missing people.
united_states,US census and demographic trends,Which metric tracks urban-rural distribution in the United States?,urban-rural distribution
united_states,US economy and GDP facts,Which price index converts US nominal GDP to real terms?,GDP deflator
united_states,US national parks system,Which United States national park preserves Mammoth Cave in Kentucky?,Mammoth Cave National Park
cats,Cat social structure,Name a cat breed known for sociable behavior.,Maine Coon
paris,Haussmann renovation of Paris,What public-space idea did Haussmann introduce in Paris?,public squares
obama,Harvard Law School years,Which college did Barack Obama attend before Harvard Law School?,Occidental College
paris,Seine river facts and history,Which river in Paris is famous for the Grande Crue in 1910?,Seine
dogs,Dog shows and competitions,What is the runner-up title after Best in Show at a dog show?,Reserve Best in Show
paris,Paris music scene history,Where did Stravinsky's Rite of Spring premiere in Paris?,Théâtre des Champs-Élysées
people,Human circadian rhythms,Which organ produces most melatonin in humans?,Pineal gland.
the_moon,Moon gravity compared to Earth,Moon surface gravity relative to Earth?,About 1/6 g.
people,Human senses overview,Which organ do humans use for sight?,Eyes
people,Human child development stages,What term describes the bond formed between human infants and caregivers?,Attachment
the_moon,Moon mountain ranges,Which Moon range is a major highland feature that enthusiasts often study?,Montes Alpes
dogs,Dog teeth and dental care,Are dog molars used for grinding food?,Yes
bacteria,Conjugation and horizontal gene transfer,What structure mediates bacterial conjugation?,Conjugative pilus.
bacteria,Bacterial role in carbon cycle,Which bacterial process converts inorganic carbon into carbonate minerals?,Biomineralization.
united_states,US healthcare system facts,Which policy measure aims to reduce readmissions in US hospitals?,Hospital Readmissions Reduction Program
united_states,US sports and major leagues,"In the United States, which league crowns the Stanley Cup?",National Hockey League
dogs,Dog shows and competitions,Name a breed commonly shown in dog conformation.,Labrador Retriever
bacteria,Cell structure and morphology,Where is the main DNA located in bacteria?,Nucleoid region
lasers,Laser acronym origin and meaning,"In the LASER expansion, what does the word 'Light' signify?",Electromagnetic radiation
united_states,US states count and admission order,Which state is the 36th admitted to the United States?,Nevada
people,Human cultural universals,What universal human craft creates objects of beauty or meaning?,art
dogs,Dog food industry,What does AAFCO stand for in dog food labeling?,Association of American Feed Control Officials.
united_states,US film industry and Hollywood,Which US company produces animated films like Toy Story?,Pixar
obama,Obama post-presidency activities,What Netflix production company did Barack and Michelle Obama start?,Higher Ground Productions
dogs,Dog rescue and adoption,What is the best way to introduce a new dog into a home?,"slow, supervised introduction"
chess,Chess terminology and vocabulary,What is the governing body of international chess?,FIDE
chess,Chess Elo rating system,What does a higher Chess Elo rating say about a player's performance?,Stronger than opponents
obama,Obama and civil rights,Which 2010 law reduced crack-powder sentencing disparity under Obama?,Fair Sentencing Act.
united_states,US Civil War key facts,What was Lincoln's stated primary goal for the United States during the Civil War?,Preserve the Union
paris,Paris sports teams,Which Paris club dominated Ligue 1 in the 2010s?,Paris Saint-Germain
united_states,US involvement in World Wars,When did the United States enter World War I?,"April 6, 1917"
chess,Chess puzzle types,What chess puzzle type centers on a sacrifice to open lines for mate?,Sacrifice
people,Human creativity and art origins,What is the name for ancient art on cave walls by humans?,Cave art
chess,Chess composition and problems,What is a chess problem where White must mate in N moves?,Mate in N
united_states,US economy and GDP facts,"In United States economics, what does GDP stand for?",Gross Domestic Product
people,Human digestive system,"In the human digestive system, which organ stores bile?",Gallbladder
bacteria,Beneficial gut bacteria,Which gram-positive genus includes many lactic acid bacteria in the gut?,Lactobacillus
dogs,Dog laws and regulations,What proof may be required to board a dog during travel?,Vaccination proof.
dogs,Dog sleep patterns,Do scent cues influence a dog's sleep behavior?,"Yes, scents influence sleep."
dogs,Dog breed classifications,Border Collie dog is in which AKC group?,Herding Group
cats,Cats in internet culture,Which real cat inspired one of the earliest famous Twitter accounts?,Sockington
lasers,Ultrafast femtosecond lasers,What initiates mode locking via saturable absorbers in some ultrafast lasers?,Mode locking initiation.
paris,Paris fashion industry,Which Paris landmark is a common fashion photography backdrop?,Eiffel Tower
bacteria,Bacterial membrane transport,Which bacterial transporter class directly uses ATP hydrolysis?,ABC transporters
people,Human respiratory system,What muscle aids breathing by contracting to expand the chest in humans?,Diaphragm
bacteria,Bacterial diseases in humans,Which bacterium is a leading cause of bacterial meningitis in adults?,Neisseria meningitidis
paris,Paris airports,Which Paris airport is the primary gateway for long-haul flights into Paris?,Charles de Gaulle
the_moon,Moon maria (seas) features,Which lunar mare is the Sea of Crises?,Mare Crisium
bacteria,Bacterial DNA replication,What is the bacterial clamp loader complex called?,Gamma complex
dogs,Dog sleep patterns,Which sleep stage in dogs is linked to memory?,REM sleep.
united_states,US presidents list and facts,Which U.S. president proposed the New Deal?,Franklin D. Roosevelt
the_moon,Transient lunar phenomena,What is a typical TLP observation on the Moon?,Brightening of a region
lasers,Maser vs laser differences,"Which technology dominates optical communications, laser or maser?",Laser
united_states,US major geographic features,Which United States mountain range is among the oldest in North America?,Appalachian Mountains
paris,Paris parks and gardens,Which Paris park is known for elegant lawns and promenades in the 1st arrondissement?,Jardin du Palais-Royal
dogs,Dog domestication history,What evidence ties dogs to humans in the Paleolithic?,Fossil bones
obama,Awards and honors received by Obama,Which body awards Barack Obama's Nobel Prize?,Norwegian Nobel Committee
dogs,Dog domestication history,What genetic term describes dog-wolf admixture?,Admixture
cats,Cat hunting instincts,What small prey do domestic cats commonly hunt?,Mice.
chess,Pawn promotion rules in chess,Does promoting to a queen happen by default in chess?,Yes.
dogs,Dog reproduction and puppies,What term is used for breeding dogs by mating?,Breeding.
obama,Columbia University years,When did Barack Obama begin his studies at Columbia University?,1981
lasers,Lasers in telecommunications,What laser type powers long-haul telecom fiber links?,Erbium-doped fiber laser
people,Human nervous system,Which neurons carry impulses to muscles in humans?,Motor neurons
cats,Cat territorial behavior,What term names a cat's exclusive area?,territory
dogs,Dog paw anatomy,What is the canine term for each toe on a paw?,digit
lasers,Laser alignment tools,LIDAR uses laser alignment for what application?,3D mapping
the_moon,Moon rocks brought to Earth,Moon rocks contain trace amounts of what molecule in minerals?,Water
united_states,US currency and Federal Reserve,How many Federal Reserve districts exist in the United States?,twelve
chess,Chess tactics: forks pins and skewers,Can a bishop fork in chess?,"Yes, bishop can fork."
bacteria,Bacterial bioluminescence,Name a marine bacterial genus famous for bioluminescence.,Vibrio
the_moon,Moon effect on animal behavior,Can lunar cues affect reef fish arousal at dusk?,Yes
paris,Paris bridges over the Seine,Which Paris bridge over the Seine runs near the Grand Palais?,Pont Alexandre III
paris,Paris immigrant communities,Which dish is iconic of Paris's North African immigrant cuisine?,Couscous
united_states,US economy and GDP facts,What is the US GDP per capita measure called?,GDP per capita
chess,Chess Elo rating system,Can a player's Chess Elo rating decrease after a loss?,Yes
obama,Obama Supreme Court nominations,Which Obama nominee became the second woman on the Supreme Court?,Elena Kagan
people,Human growth and development stages,"In humans, what age range defines childhood?",2 to 12 years
dogs,Dog senses and perception,What is the term for a dog's sense of smell?,Olfaction
lasers,Laser hair removal technology,What is the typical wavelength range for diode lasers in hair removal?,800-810 nm
the_moon,Moon formation theories,What is the current scientific consensus on Moon origin?,Giant impact origin.
dogs,Dog shows and competitions,Which sport tests a dog's speed and navigation of obstacles in a dog show?,Agility
cats,Cat vaccinations,Which vaccine protects cats from rabies?,Rabies vaccine
united_states,US largest cities by population,United States city third in population (2020 Census)?,Chicago
chess,Chess strategy principles,Why is king safety connected to piece coordination in chess?,Prevents easy attacks.
obama,Cuba relations normalization under Obama,What policy ending during Obama’s Cuba normalization is named?,"Wet foot, dry foot"
united_states,US national parks system,Which United States national park is the most visited?,Great Smoky Mountains National Park
bacteria,Bacterial size and scale,Name a very small bacterium around 0.2 μm in diameter.,Mycoplasma
bacteria,Pathogenic bacteria species,Which Gram-negative rod causes whooping cough?,Bordetella pertussis
united_states,US healthcare system facts,What term describes subsidies applied to health insurance premiums in the US marketplace?,Premium tax credits
the_moon,Lunar eclipse facts,The red color in a lunar eclipse is caused by what?,Earth's atmosphere
paris,Paris airports,Which Paris airport is served by the Orlybus to Denfert-Rochereau?,Orly
cats,Cats and water relationship,Are kittens able to swim from birth?,Usually not.
chess,Castling rules in chess,Where do king and rook land after White kingside castling?,King to g1; rook to f1.
chess,Chess engines and AI,Name a top-tier commercial chess engine besides Stockfish.,Komodo
dogs,Dog barking and vocalizations,"Name a dog breed known for frequent, loud barking during play.",Chihuahua.
the_moon,Moon mountain ranges,Which lunar range lies along the Imbrium basin’s edge and is visible from the Moon’s near side?,Montes Apenninus
chess,Chess composition and problems,What is a chess problem where White and Black cooperate to allow White to mate?,Helpmate
chess,Chess in education,What is required to castle in chess?,King and rook
dogs,Dog health and common diseases,Which endocrine disease causes excessive thirst and urination in dogs?,Diabetes mellitus
obama,Iran nuclear deal under Obama,Which UN body endorsed the JCPOA under Obama?,UN Security Council
united_states,US space program and NASA,Which U.S. space agency manages the Mars rovers Spirit and Opportunity?,NASA
the_moon,Moonquakes and lunar seismic activity,Which lunar layer is the primary source of many Moonquakes?,Crust
bacteria,Bacterial membrane transport,What process moves water across bacterial membranes?,Osmosis
obama,2008 election results,Who was Barack Obama's running mate in 2008?,Joe Biden
dogs,Dog allergies and sensitivities,Name a common dog allergen you smell in spring.,Pollen.
cats,Cat hunting instincts,Which cat breed is famed for tiger-like hunting prowess?,Bengal.
paris,Haussmann renovation of Paris,Haussmann's project is described as urban renewal for Paris; what term describes this effort?,urban renewal
united_states,US civil rights movement,Which 1963 Birmingham campaign in the United States is a landmark event of the movement?,Birmingham Campaign
paris,Paris arrondissements system,Which river borders Paris arrondissements?,The Seine
chess,Chess national federations,Which organization awards the World Chess Championship title?,FIDE
paris,Paris geography and the Seine river,Which river is navigated by bateau-mouches in Paris?,Seine
united_states,US music genres that originated in America,"Which United States music genre developed in the Washington, D.C. area in the 1980s?",Emo
dogs,Dog laws and regulations,Are service dogs exempt from leash rules?,Often exempt.
cats,Cats and water relationship,Are Turkish Van cats particularly water-tolerant?,"Yes, very water-tolerant."
bacteria,Bacterial size and scale,Which bacterial shape is usually elongated?,Bacilli
chess,Correspondence chess history,What has accelerated move exchanges in late-stage correspondence chess?,Internet
cats,Cat coat colors and genetics,What term describes a female cat with orange and black fur?,calico.
dogs,Sled dogs and racing,Typical sprint sled dog race distance?,4-8 miles
united_states,US tech industry and Silicon Valley,Which U.S. venture capital firm funded early Google and Apple?,Sequoia Capital
cats,Cat whiskers function,Are whiskers longer than typical facial fur?,Yes
lasers,Lasers in dentistry,"What term describes a single, narrow wavelength laser beam?",Monochromatic
cats,Cats in literature and art,Crookshanks is Hermione Granger's cat in which book series?,Harry Potter
lasers,Helium-neon laser facts,What type of laser is the helium-neon laser?,Gas laser
lasers,Laser cooling of atoms,What property must the laser have for coherent light in laser cooling of atoms?,Coherent light
dogs,Working dogs and service dogs,What is the term for a dog trained to assist in police work?,Police dog.
obama,Community organizing in Chicago,Which decade did Barack Obama's Chicago organizing occur in?,1980s
paris,Paris nightlife history,"Which open-air river cruise boats operate on the Seine at night, showing Paris lights?",Bateaux-Mouches
obama,Harvard Law School years,What honors did Barack Obama graduate Harvard Law School with?,Magna cum laude
paris,Paris fashion industry,"Which Paris street is famed for luxury jewelry and fashion houses, including Cartier?",Rue de la Paix
people,Human emotions and psychology,Which emotion often accompanies awe when humans experience vast stimuli?,Awe
lasers,"Types of lasers (gas, solid-state, semiconductor)",What is the gain medium of Nd:YAG lasers?,YAG crystal
cats,Cat territorial behavior,What helps prevent turf battles among cats in multi-cat homes?,vertical space
people,Human hand and grip evolution,What feature of the human hand enables precision grip?,Opposable thumb
united_states,US transportation infrastructure,Which department oversees U.S. transportation policy?,U.S. Department of Transportation
paris,Paris and the Enlightenment,Which Paris site served as a center for natural history during the Enlightenment?,Jardin des Plantes
dogs,Dog breeding ethics,Which practice is unethical in dog breeding ethics?,Puppy mills.
people,Human language origins,"In human language origins, which theory links language to onomatopoeia?",Bow-Wow theory
bacteria,Quorum sensing in bacteria,What triggers quorum sensing in bacteria?,High cell density
lasers,Ruby laser history,What color does a ruby laser emit?,Red
dogs,Dog tail docking and ear cropping history,Which dog group commonly had cropped ears historically?,Guard dogs
obama,Obama legislative record,Which act reformed student loans as part of Barack Obama's health care reform?,Student Aid and Fiscal Responsibility Act
paris,Paris Commune of 1871,Where did the Paris Commune seize power in 1871?,Paris
paris,Paris arrondissements system,Which arrondissement contains the Latin Quarter?,5th arrondissement
cats,Cat vocalizations and meowing,What is the vibrating sound cats make when content as self-soothing?,Purr
bacteria,Nitrogen-fixing bacteria,What ammonia derivative do nitrogen-fixing bacteria provide to plants?,ammonium
bacteria,Quorum sensing in bacteria,What happens if quorum sensing is disrupted in a biofilm?,Loss of coordinated behavior
paris,Tuileries Garden facts,What is the name of Paris's central axis including the Tuileries Garden?,Axe historique.
united_states,US social movements history,Which United States event in 1969 became a flashpoint for LGBTQ rights?,Stonewall uprising
the_moon,Moon far side facts,Which Moon side always faces away from Earth?,far side
dogs,Therapy and emotional support dogs,Name a famous dog breed used in therapy work.,Labrador Retriever.
