concept,subtopic,q,a,b,c,d,ans
chess,En passant rule in chess,"In chess, where must your pawn be to perform en passant?",opposite color square,same file,adjacent to moved pawn,on starting rank,c
cats,Cats and toxoplasmosis,Oocysts of T. gondii require how long to sporulate in moist soil?,6 months,1-3 hours,1-3 weeks,1-3 days,d
chess,Chess in education,Chess in education teaches what kind of reasoning?,emotional reasoning,literal thinking,strategic thinking,random thinking,c
bacteria,Aerobic vs anaerobic bacteria,Bacteria that grow only in oxygen-rich environments are called?,anaerobe,aerotolerant,microaerophile,obligate aerobe,d
obama,Obama Supreme Court nominations,Obama's other Supreme Court nominee in 2010 was who?,Sonia Sotomayor,Elena Kagan,Ruth Bader Ginsburg,John Roberts,b
lasers,Lasers in barcode scanners,Which property of lasers helps scanners read small barcodes quickly?,Collimation,Brightness,Monochromatic,Coherence,a
obama,Obama climate change policies,Did Obama support cap-and-trade in Congress?,Unclear,No,Partly,Yes,d
united_states,US national parks system,Which United States national park contains Old Faithful?,Grand Canyon,Yosemite,Yellowstone,Zion,c
the_moon,Moonlight properties,What primarily causes moonlight on the Moon?,Bioluminescence,Starlight,Heat,Sunlight reflected,d
the_moon,Lunar exploration before Apollo,"On the Moon (the_moon), which year did Ranger 9 transmit its final images?",1962,1964,1965,1966,c
chess,FIDE chess organization,Which FIDE title is the highest for women in chess?,WIM,WGM,GM,IM,b
people,Human writing systems history,Which person is credited with inventing papermaking in China?,Cai Lun,Gutenberg,Bi Sheng,Xu Shen,a
united_states,US Bill of Rights,"In the united_states, which amendment bans quartering soldiers in peacetime?",Fifth Amendment,Fourth Amendment,Third Amendment,Sixth Amendment,c
united_states,US Revolutionary War facts,Which river did Washington cross before attacking at Trenton in the United States Revolutionary War?,Connecticut,Hudson,James,Delaware,d
united_states,US states count and admission order,"In the united_states, which state was the 18th admitted to the union?",Indiana,Louisiana,Mississippi,Illinois,b
bacteria,E. coli facts,"In bacteria, which term describes E. coli's surface communities?",Planktonic,Sporulation,Biofilm,Glycocalyx,c
chess,Chess and mathematics connections,How many total squares on a standard chessboard?,102,312,256,204,d
paris,Paris film and cinema history,Which Paris-based film magazine helped launch the French New Wave?,Première,Positif,Cahiers du Cinéma,Ciné Semaine,c
paris,Paris architecture styles,Which Paris building is a premier example of Beaux-Arts architecture?,Grand Palais,Louvre,Pantheon,Sacré-Coeur,a
bacteria,Bacterial cell wall composition,"In bacteria, which enzyme digests peptidoglycan?",Protease,Lysozyme,Amylase,Ligase,b
the_moon,Moon lack of atmosphere,the_moon exosphere contains which gas?,Oxygen,Argon,Neon,Methane,b
dogs,Dog parasites and ticks,Which parasite in dogs causes iron-deficiency anemia by feeding on blood?,Dirofilaria immitis,Toxocara canis,Giardia lamblia,Ancylostoma caninum,d
chess,Chess set design history,"In chess set history, which organization later standardized equipment for tournaments?",ANSI,FIFA,ISO,FIDE,d
united_states,US largest cities by population,"In the United States, which city is largest by population in Pennsylvania?",Philadelphia,Pittsburgh,Allentown,Erie,a
dogs,Dog barking and vocalizations,Which vocalization is common in puppies to demand attention?,Bark,Whine,Howl,Growl,b
cats,Cat sleep patterns,Do cats' sleep patterns change with temperature?,Never,No,Sometimes,Yes,d
people,Human evolution timeline,Who sequenced the Neanderthal genome?,Chris Stringer,Allan Wilson,Svante Pääbo,Lee Berger,c
cats,Cat show competitions,"In cat show competitions, which cat wins the group final after breed winners are announced?",Knockout,Best of Group,Group Champion,Group Winner,d
obama,Obama and civil rights,Which policy did Obama promote to reduce racial disparities in criminal justice called 'Smart on Crime'?,Fresh Start,Tough on Crime,Criminal Justice Act,Smart on Crime,d
people,Human endocrine system,Who described the second messenger mechanism for hormones like epinephrine?,Hans Selye,Walter Cannon,Henry Dale,Earl Sutherland,d
obama,Economic stimulus package 2009,Obama’s stimulus prioritized investments in which area?,Agriculture,Infrastructure,Space,Defense,b
obama,Obama administration controversies,Which Obama era controversy involved debating Libya intervention authority?,Benghazi,IRS,Libya war,Drones,c
lasers,Laser cavities and mirrors,"For a laser, which parameter defines the stability of a two-mirror cavity?",Length,Mirror coatings,Temperature,g1g2 between 0 and 1,d
obama,Obama education policies,Obama advocated universal pre-K to boost what?,Tests,Preschool access,Graduation,Enrollment,b
lasers,Lasers in nuclear fusion research,What time scale are typical laser pulses in ICF?,nanoseconds,femtoseconds,microseconds,milliseconds,a
paris,Paris parks and gardens,Which Paris garden is known for English landscape design?,Parc André Citroën,Parc de Vincennes,Jardin des Plantes,Parc Monceau,d
dogs,Dog breed classifications,Dogs in which AKC group are not primarily in Sporting or Working?,Toy,Herding,Non-Sporting,Hound,c
cats,Cat intelligence and learning,Do cats learn best with positive reinforcement?,Yes,No,Sometimes,Never,a
united_states,US states count and admission order,"In the united_states, which state was the 6th admitted to the union?",Massachusetts,Virginia,New Hampshire,New York,a
obama,Michelle Obama partnership,Obama and Michelle championed which program for military families?,Veterans Plus,Family First,Military Support,Joining Forces,d
cats,Domestic cat breeds,Which domestic cat breed is adapted to cold climates from Norway?,Norwegian Forest,Abyssinian,Turkish Van,American Shorthair,a
united_states,US federal holidays,"In united_states, Martin Luther King Jr. Day is observed on which day?",Fourth Monday in January,January 15,January 20,Third Monday in January,d
paris,Seine river facts and history,Which Paris bridge is famous for its ornate lamps and gold statues at the ends?,Pont Royal,Pont Neuf,Pont des Arts,Pont Alexandre III,d
obama,Economic stimulus package 2009,ARRA funded health IT adoption under which act?,HIPAA,HITECH,ACA,Medicare,b
bacteria,Bacterial role in carbon cycle,Which bacteria release carbon dioxide by respiration of organic matter in soil?,archaea,soil bacteria,fungi,algae,b
people,Human tool use history,Who discovered Toumaï (Sahelanthropus tchadensis)?,Raymond Dart,Tim White,Louis Leakey,Michel Brunet,d
the_moon,Moon lack of atmosphere,the_moon footprints last how long?,Short,Gone,Vaporized,Long,d
bacteria,Bacteria in water treatment,Which bacteria commonly cause biofilms on water treatment membranes?,Listeria,Staphylococcus,Pseudomonas,Vibrio,c
people,Human microbiome,"In people, which oral microbiome phylum is common?",Acidobacteria,Verrucomicrobia,Firmicutes,Actinobacteria,c
cats,Cat cardiovascular system,Which vessel returns blood from the head to the heart in cats?,Cranial vena cava,Jugular vein,Aorta,Pulmonary vein,a
cats,Cat behavior and body language,Forward ears in cats signal:,fear,anger,curiosity,sleep,c
united_states,US Electoral College system,"In the United States, do electors vote for president and vice president on separate ballots?",No,Yes,They vote together,Only for president,b
united_states,US natural disasters history,The Great Blizzard of which year hit the United States Northeast?,1882,1896,1888,1902,c
paris,Centre Pompidou facts,A distinctive exterior feature of the Centre Pompidou is its exposed what?,Galvanized beams,Pipes,Glass skin,Pillars,b
paris,Palace of Versailles connection to Paris,Which rail line from Paris is commonly used to reach Versailles?,RER A,RER C,Metro 7,Transilien J,b
paris,Paris Metro system,What is the oldest Paris Metro line?,Line 1,Line 2,Line 3,Line 4,a
people,Human genetic disorders,"In people, which inherited disorder is caused by HTT CAG repeats?",Cystic fibrosis,Huntington disease,Sickle cell disease,Down syndrome,b
dogs,Dog allergies and sensitivities,Dogs can be allergic to eggs in food?,Eggs,Wheat,Corn,Rice,a
united_states,US Revolutionary War facts,Who led American forces to victory at Saratoga during the United States Revolutionary War?,Nathanael Greene,George Washington,Horatio Gates,Benedict Arnold,c
paris,Paris cafés and café culture,"In Paris, which Montparnasse cafe hosted Hemingway?",Le Dôme,Café de Flore,La Coupole,La Closerie des Lilas,d
chess,Castling rules in chess,"In chess, during queenside castling for White, where does the king land?",g1,c1,e1,a1,b
bacteria,Bacterial DNA replication,"In bacteria, what protein tethers DNA Pol III to DNA?",Beta clamp,Clamp loader,Helicase,Primase,a
people,Human reflexes and instincts,Which psychologist is known for behaviorism and S-R reflex explanations?,William James,B.F. Skinner,John B. Watson,Ivan Pavlov,c
united_states,US Bill of Rights,"In the united_states, which amendment gives the accused the right to confront witnesses and to have counsel?",Fourth Amendment,Fifth Amendment,Sixth Amendment,Seventh Amendment,c
dogs,Famous dogs in history,Fala was the dog of which US president?,Theodore Roosevelt,Franklin D. Roosevelt,Harry S. Truman,Woodrow Wilson,b
cats,Cat breeds origin countries,Which country is the origin of the Siamese cat breed?,India,China,Thailand,Egypt,c
chess,Blindfold chess,"In blindfold chess, do players see the real board?",Yes,Occasionally,Partially,No,d
the_moon,Chinese Chang'e lunar missions,Which mission demonstrated autonomous lunar sample return to the_moon?,Chang'e 5,Chang'e 3,Chang'e 4,Chang'e 2,a
the_moon,Chinese Chang'e lunar missions,How did Chang'e 5 return lunar materials to Earth?,Rendezvous,Direct fall,Return capsule,Lander separate,c
obama,2008 election results,What was Obama’s popular vote margin in 2008?,3.4,7.2,9.5,15.0,b
lasers,Laser applications in agriculture,Laser-assisted thinning of fruits uses precise tissue ablation to remove excess fruit by doing what?,Hand picking,Chemical thinning,Tissue ablation,Mechanical cut,c
lasers,Laser holography,Which feature improves hologram resolution in laser holography?,Beam diameter,Color range,Pulse duration,Coherence length,d
bacteria,Salmonella facts,At what temperature do Salmonella bacteria grow best?,4°C,100°C,60°C,37°C,d
cats,Cat allergies in humans,Are cat dander particles visible to the naked eye?,Yes,Always,Sometimes,No,d
dogs,Famous dogs in history,Old Drum is a legendary dog from which region?,Scotland,American frontier,France,Germany,b
chess,Classic chess books,Bobby Fischer Teaches Chess teaches chess by which method?,Diagrams,Annotated games,Self tests,Story,c
united_states,US transportation infrastructure,"In the United States, which dam creates Lake Powell on the Colorado River?",Parker Dam,Hoover Dam,Glen Canyon Dam,Davis Dam,c
united_states,US economy and GDP facts,"In the united_states, which component of GDP is the largest contributor?",Exports,Personal consumption expenditures,Government spending,Investment,b
paris,Paris and the Enlightenment,"In Paris, which theatre company housed French drama during the Enlightenment?",Opéra National,Comédie-Française,Théâtre de Paris,Théâtre Italien,b
chess,Chess in film and television,The Seventh Seal features a knight playing a game with Death; which game is it?,checkers,chess,backgammon,go,b
people,Human respiratory system,Which anatomist described the lungs and bronchial tree in detail?,Andreas Vesalius,Hippocrates,Galen,Ibn al-Nafis,a
cats,Cat social structure,"In cat social structure, the male that defends a territory is commonly called a?",ram,sire,buck,tom,d
lasers,Laser coherence properties,Which measure indicates coherence on an interferometer?,beam diameter,power,fringe visibility,pulse energy,c
lasers,CO2 laser facts,Which gas is not in the standard CO2 laser mix?,CO2,Oxygen,N2,He,b
chess,Speed chess records,"In speed chess, what online feature allows a move to be queued before the opponent moves?",Auto-move,Pre-move,Guided move,Quickmove,b
the_moon,Chinese Chang'e lunar missions,In what year did Chang'e 4 reach the_moon?,2013,2018,2020,2015,b
obama,Obama approval ratings over time,Was Obama's 2009 approval above 50%?,Yes,No,Equal,Unknown,a
obama,2004 DNC keynote speech,The keynote was part of which event?,Green Party Convention,Republican National Convention,Libertarian Convention,Democratic National Convention,d
bacteria,Probiotic bacteria,Which bacteria genus includes major probiotic species like longum and breve?,Streptococcus,Bacillus,Escherichia,Bifidobacterium,d
obama,Illinois state senate career,Who did Obama succeed in the Illinois Senate’s 13th district?,Tammy Duckworth,Kwame Raoul,Alice Palmer,Rita Chen,c
people,Human cardiovascular system,Who advanced pediatric cardiology for blue baby syndrome?,Cooley,White,Shumway,Taussig,d
united_states,US national parks system,Which United States national park in Colorado is known for alpine scenery?,Rocky Mountain,Mesa Verde,Great Sand Dunes,Black Canyon,a
chess,Stalemate and draw rules in chess,"In chess, which condition ends a game as a draw immediately?",Check,Stalemate,Checkmate,Promotion,b
obama,2004 DNC keynote speech,In what year did Obama deliver the DNC keynote?,2003,2005,2004,2006,c
chess,Chess pattern recognition,"In chess, what pattern describes opening a file for a rook to invade on the seventh rank?",pin,discovered attack,open file,fork,c
united_states,US natural disasters history,Hurricane Betsy affected the United States in which year?,1963,1969,1967,1965,d
lasers,Lasers in 3D printing,Laser spot size in LPBF SLM affects what most?,color,noise,price,surface finish,d
bacteria,Bacterial staining techniques,Acid-fast staining is mainly used to identify which bacteria?,Bacilli,Staphylococci,Streptococci,Mycobacteria,d
paris,Paris art movements,"In Paris, which movement used division of color and optical mixing, led by Seurat?",Realism,Expressionism,Dada,Neo-Impressionism,d
dogs,Dog barking and vocalizations,Which vocalization often signals fear in dogs?,Whine,Howl,Bark,Growl,a
dogs,Dog size extremes by breed,Which dog breed is noted for being very large and used in cold rescue?,Greyhound,Saint Bernard,Chow Chow,Mastiff,b
people,Human muscular system,Who described Duchenne muscular dystrophy?,Guillaume Duchenne,Charles Bell,Galen,Vesalius,a
cats,Big cats vs domestic cats,Domestic cats belong to which genus?,Lynx,Panthera,Acinonyx,Felis,d
people,Human digestive system,Which French physiologist linked digestion to the pancreatic enzymes and introduced the idea of the 'milieu intérieur'?,Claude Bernard,William Prout,Louis Pasteur,Antoine Lavoisier,a
bacteria,Bacterial membrane transport,"In bacteria, which high-affinity phosphate transporter uses ATP?",PstSCAB,PTS,MFS,Porin,a
obama,Obama administration controversies,Which Obama era controversy involved the auto bailout of GM and Chrysler?,Benghazi,IRS,Auto bailout,Drones,c
lasers,Laser speed and light properties,A laser diode emits light that is,incoherent,divergent,coherent,random,c
dogs,Dog coat colors and genetics,Tan points in dogs are produced by which locus?,A locus,B locus,E locus,M locus,a
dogs,Dog memory and cognition,Did Rico the border collie learn many toy names?,Not sure,No,Yes,Debatable,c
dogs,Dog genetic diversity,What tool is commonly used to visualize dog genetic relationships?,phylogeny tree,histogram,pie chart,table,a
chess,Chess Olympiad facts,What types of medals are awarded at the chess Olympiad?,Team only,Board only,Both team and board,No medals,c
united_states,US national anthem facts,"In the united_states, who wrote the lyrics to the national anthem?",James Madison,Thomas Jefferson,Francis Scott Key,Samuel Adams,c
people,Human skin and hair,Which iconic hair stylist founded Oribe hair care brand?,Vidal Sassoon,Oribe Canales,Toni Mascolo,Paul Mitchell,b
bacteria,Bacterial genetics and plasmids,"In bacteria, a cluster of genes regulated together is called an operon.",operon,locus,plasmid,gene,a
paris,Notre-Dame Cathedral facts,What material is Notre-Dame primarily built from in Paris?,Marble,Brick,Granite,Limestone,d
bacteria,Pathogenic bacteria species,Which bacteria causes tuberculosis?,Escherichia coli,Mycobacterium tuberculosis,Staphylococcus aureus,Vibrio vulnificus,b
chess,Chess pattern recognition,"In chess, what pattern is a mate on the back rank with vulnerable back rank?",ladder,smothered mate,staircase,back rank mate,d
lasers,Lasers in 3D printing,"In laser-based SLS/SLM 3D printing, which laser type is commonly used to fuse polymer powder?",IR fiber,UV diode,visible He-Ne,CO2,d
cats,Cat coat colors and genetics,"In cats, the orange color gene O is located on which chromosome?",Mitochondria,Y,Chromosome 1,X,d
lasers,Lasers in entertainment and light shows,What optical component splits laser light into colors for effects?,Diffractive optic,Polarizer,Mirror,Lens,a
paris,Paris theater and opera history,"In Paris, which opera house is famed for its grand staircase?",Théâtre des Champs-Élysées,Opéra Bastille,Opéra-Comique,Palais Garnier,d
the_moon,Moon rocks brought to Earth,The Earth stores the_moon rocks at which facility?,Lunar Vault,Lunar Sample Laboratory,Johnson Vault,Space Archive,b
paris,Paris nightlife history,Which Montmartre cabaret is famous for Picasso and Apollinaire?,Le Lapin Agile,Le Chat Noir,Moulin Rouge,Folies Bergère,a
cats,Cat size and weight ranges,"What weight range best fits tall, slender cats?",2-3 kg,4-6 kg,3-4 kg,6-9 kg,c
bacteria,Nitrogen-fixing bacteria,Which nitrogen-fixing bacteria can fix nitrogen under microaerophilic conditions inside plant nodules?,Rhizobium,Bacillus,Staphylococcus,Escherichia,a
dogs,Dog cardiovascular system,What is the wall separating dog heart chambers called?,valve,septum,artery,duct,b
cats,Cat population statistics worldwide,"In the United States, approximately how many pet cats exist?",50 million,75 million,95 million,130 million,c
lasers,Laser pointer facts,What is a typical safe output power for consumer laser pointers?,1 W,10-50 mW,100-500 mW,Under 5 mW,d
chess,Chess origins and history,The term 'checkmate' derives from which phrase?,king checked,king dead,mate soon,shah mat,d
people,Human respiratory system,"Who described the circulation of blood in humans, connecting to respiration?",Andreas Vesalius,Ibn al-Nafis,Miguel Servet,William Harvey,d
dogs,Dog parasites and ticks,Which mite causes mange in dogs?,Cheyletiella mites,Sarcoptes scabiei,Demodex canis,Otodectes cynotis,c
dogs,Dogs in space exploration,Who was the first dog in space?,Belka,Laika,Tsygan,Strelka,b
united_states,US territorial expansion history,"In the united_states, which purchase acquired Alaska by 1867?",Gadsden Purchase,Louisiana Purchase,Hawaii Annexation,Alaska Purchase,d
chess,Chess in literature,The Eight features magical stones that are shaped as what?,Keys,Coins,Gems,Chess pieces,d
chess,Classic chess books,Which Tarrasch book is a classic chess primer?,The Theory of Chess,Chess Praxis,The Game of Chess,Modern Chess,c
the_moon,Moon treaties and space law,Which set of principles guides cooperative activity on the_moon but is not a formal treaty?,OST,Moon Agreement,Artemis Accords,Code of Moon,c
dogs,Dog exercise requirements by breed,"For dogs, how much daily exercise does a Poodle need?",30 mins,60-90 mins,2 hrs,4 hrs,b
lasers,Laser beam properties,What term describes the laser beam's temporal coherence?,Temporal coherence,Spatial coherence,Polarization,Brightness,a
cats,Cat whiskers function,Can cats move their whiskers voluntarily?,Not at all,No,Yes,Only when feeding,c
bacteria,Nitrogen-fixing bacteria,Which nitrogen-fixing bacteria forms nodules on legume roots?,Bacillus,Escherichia,Staphylococcus,Rhizobium,d
paris,Paris fashion industry,The 'New Look' by Dior debuted in which city?,London,Paris,Milan,New York,b
dogs,Dog health and common diseases,What is the most common dental disease in dogs?,Tartar,Cavities,Gingivitis,Periodontal disease,d
cats,Cat lifespan and aging,Which behavior may indicate aging in cats?,Sharper senses,More play,More sleep,Louder meows,c
chess,Famous chess games in history,"In chess history, which game is a famous example of a king march ending in mate, played in 1849?",Game of the Century,Immortal Game,Opera Game,(Historical game not widely verified),d
bacteria,Bacterial diseases in humans,Which bacteria causes diphtheria?,Clostridium difficile,Bacillus cereus,Corynebacterium diphtheriae,Vibrio cholerae,c
paris,Paris in World War II,Which Paris unit led the liberation in 1944?,3rd Cavalry,1st Infantry,2nd Armored Division,4th Rocket,c
paris,Seine river facts and history,Which is the southern bank of the Seine in Paris called?,Île de la Cité,Rive Droite,Île Saint-Louis,Rive Gauche,d
paris,Tuileries Garden facts,What ride is famously found in the Tuileries Garden?,Roller coaster,Ferris wheel,Carousel,Bumper cars,c
dogs,Guide dogs for the blind,How long is typical guide dog training before matching with a handler?,12-18 months,6 months,2 years,3 weeks,a
dogs,Dog exercise requirements by breed,"For dogs, how much daily exercise does a Boxer need?",30 mins,2 hrs,60 mins,4 hrs,c
the_moon,Astronauts who walked on the Moon,Which Moon-walker from Apollo 16 later commanded a Space Shuttle mission?,Harrison Schmitt,Charles Duke,John Young,James Irwin,c
lasers,Laser cavities and mirrors,"In a laser, what does the cavity length determine?",Stability,Thermal stability,Output power,Mode spacing,d
obama,Obama Supreme Court nominations,Obama's Supreme Court nominees were confirmed in which years?,2009 and 2011,2009 and 2010,2010 and 2012,2008 and 2010,b
united_states,US Revolutionary War facts,"In the United States, what year did the colonies declare independence?",1781,1775,1783,1776,d
lasers,Laser engraving and etching,Which material variable influences laser engraving quality the most?,Absorption,Density,Melting point,Hardness,a
the_moon,Moon magnetic field,the_moon's crustal magnetization is uneven.,Partly,False,Unknown,True,d
cats,Cat breeds origin countries,Which country is the origin of the Ocicat cat breed?,United States,Germany,France,Canada,a
chess,Chess tournaments and major competitions,"In chess, which event crowns the World Blitz Champion?",World Blitz Championship,World Rapid Championship,World Cup,Olympiad,a
people,Human immune system,Which scientist developed pasteurization and vaccines?,Louis Pasteur,Edward Jenner,Emil von Behring,Karl Landsteiner,a
people,Human writing systems history,Which person helped standardize Times New Roman?,John Baskerville,Nicolas Jenson,Stanley Morison,Beatrice Warde,c
bacteria,Beneficial gut bacteria,Which gut bacteria help metabolize bile acids?,Bacteroides,Mycobacterium,Campylobacter,Helicobacter,a
people,Human population milestones,Which organization tracks global population milestones for people worldwide?,WHO,UN,IMF,World Bank,b
chess,Chess etiquette and sportsmanship,"In chess, how should you report a rule infraction during a game?",ignore,alert the arbiter,talk loudly,restart game,b
united_states,US Electoral College system,"In the United States, what happens if no candidate wins a majority of electoral votes?",House selects president,Senate decides,Election re-run,Supreme Court rules,a
paris,Père Lachaise Cemetery facts,Père Lachaise is among which category of cemeteries worldwide?,Quietest,Most visited,Smallest,Newest,b
obama,Early life and birthplace,How old was Barack Obama when he moved to Indonesia?,Eight years old,Five years old,Seven years old,Six years old,d
lasers,Laser power measurements and units,Radiant flux unit for a laser source?,Joule,Watt,Lumen,Candela,b
the_moon,Moon mountain ranges,"On the_moon, which range is approximately 600 km long?",Montes Apenninus,Montes Alpes,Montes Taurus,Montes Caucasus,a
chess,Chess board setup and notation,"In chess, on which square does the white queen start?",d2,d1,e1,c1,b
bacteria,Antibiotic resistance mechanisms,Which mechanism do bacteria commonly use to inactivate beta-lactam antibiotics?,Beta-lactamase,Efflux pump,Target mutation,Porin loss,a
the_moon,Moon effect on animal behavior,the_moon phase influences basking behavior in which lizard species?,skinks,geckos,iguanas,anoles,c
united_states,US founding and Declaration of Independence,What right does the united_states Declaration say the people have to change government?,Alter or abolish,Follow laws,No rights,Accept rule,a
dogs,Dog breeds origin countries,The Saint Bernard is a dog breed from which country?,Austria,France,Germany,Switzerland,d
lasers,Ruby laser history,Ruby laser helped start which broad field of lasers?,semiconductor lasers,gas lasers,dye lasers,solid-state lasers,d
united_states,US founding and Declaration of Independence,Which document announced the united_states' independence from Britain?,Declaration of Independence,Articles of Confederation,Constitution,Treaty of Paris,a
bacteria,Gram-positive vs gram-negative bacteria,"In bacteria, which type is more susceptible to penicillin G?",Gram-positive,Gram-negative,Both,Neither,a
chess,Chess notation systems,"In chess notation, what does 'O-O-O' denote?",Short castle,Pawn move,Long castle,Check,c
dogs,Dog training methods,"Which method is closely tied to ""bridging"" with a click in dogs?",Clicker training,Free shaping,Shouting,Restraint,a
the_moon,Lunar eclipse facts,A lunar eclipse can occur only when the_moon is at which phase?,gibbous,new,crescent,full,d
paris,Musée d'Orsay facts,The Paris building was constructed for which event?,1889 Exposition,1900 Exposition Universelle,1910 Exposition,1878 Exposition,b
united_states,US Prohibition era facts,Which body proposed the 18th Amendment in the United States?,Congress,President,Supreme Court,States,a
lasers,Excimer laser facts,Excimer lasers are what type of laser?,solid-state,dye,gas,semiconductor,c
the_moon,Moonquakes and lunar seismic activity,"On the_moon, shallow moonquakes are primarily caused by?",tidal forces,meteor impacts,volcanic activity,solar wind,a
dogs,Dog vaccinations,Which dog vaccine protects against Lyme disease?,Lyme,Rabies,DHPP,Lepto,a
paris,Paris and the Enlightenment,"In Paris, which periodical helped spread Enlightenment ideas?",Journal des Savants,Mercure de France,Gazette de France,Journal de Paris,b
obama,Obama relations with world leaders,Obama worked with which Mexican president on immigration reform?,Vicente Fox,Enrique Peña Nieto,Felipe Calderón,Andrés Manuel López Obrador,b
dogs,Dog allergies and sensitivities,Dogs can be sensitive to preservatives in foods?,Preservatives,Water,Protein,Fiber,a
dogs,Dog breeding ethics,Should ethical dog breeders retire a stud if inherited issues appear?,Later,No,Maybe,Yes,d
the_moon,Notable lunar scientists and astronomers,Which 17th-century astronomer produced one of the first detailed maps of the Moon and named surface features? the Moon,Michael van Langren,Riccioli,Gassendi,Hevelius,a
the_moon,Chinese Chang'e lunar missions,Which satellite aided Chang'e 4's communication with Earth for the_moon?,Queqiao,Tianwen,Chang'e 5,LRO,a
lasers,LASIK eye surgery with lasers,"In LASIK, which laser is primarily used to reshape the cornea after flap creation?",femtosecond,excimer,diode,CO2,b
cats,Cat show competitions,"In cat show competitions, what is the title given to a cat that has earned the Premier rank?",Premier,Grand Champion,Champion,Elite,a
people,Human agriculture origins,Which people on Crete are known for early agricultural practice in the Bronze Age?,Minoan people,Greek people,Phoenician people,Mycenaean people,a
paris,French Revolution events in Paris,Thermidor coup occurred in which city?,Lyon,Paris,Bordeaux,Nantes,b
obama,Books authored by Obama,Which Barack Obama memoir discusses his upbringing and family life?,The Light We Carry,The Audacity of Hope,American Grown,Dreams from My Father,d
dogs,Dog training methods,Which technique uses a marker sound to signal correct dog behavior?,Alpha roll,Marker signaling,Time-out,Boot camp,b
cats,Cats in literature and art,Which Poe story centers on a murderous black cat?,The Black Cat,The Raven,Tell-Tale Heart,Annabel Lee,a
people,Human cardiovascular system,Who was the first recipient of a permanent artificial heart?,Clark,Jarvik,DeVries,Barnard,a
the_moon,Moon impact on Earth rotation,Which process primarily slows Earth's rotation due to the_moon?,conduction,nuclear decay,radiation,tidal friction,d
lasers,LIDAR and laser range finding,Lasers in automotive LIDAR use multiple lasers; what helps prevent crosstalk?,polarization,timing,spectral separation,power,c
obama,Obama executive orders,In what year did Obama sign Executive Order 13653?,2010,2015,2013,2011,c
obama,Obama post-presidency activities,Obama co-founded which Netflix-backed production company?,Higher Ground Productions,Netflix Originals,Bad Robot,DreamWorks,a
the_moon,Moon treaties and space law,"Which instrument requires the registration of space objects, including missions to the_moon, with the UN?",Moon Agreement,Registration Convention,OST,Treaty on Moon,b
lasers,Lasers in telecommunications,Which optical component isolates the laser from back reflections?,Attenuator,Filter,Mixer,Isolator,d
chess,Chess board setup and notation,"In chess notation, how is kingside castling written?",K-O,O-O-O,O-O,Rc1,c
people,Human child development stages,Who formulated ecological systems theory of child development?,Gesell,Baumrind,Bronfenbrenner,Bruner,c
obama,Columbia University years,What degree did Obama earn at Columbia?,BA in political science,BA in economics,BA in history,BA in philosophy,a
obama,Obama climate change policies,What policy did Obama implement to cut power-plant emissions?,Clean Power Plan,Paris Agreement,CAFE standards,Solar subsidies,a
bacteria,Bacterial diseases in humans,Which bacteria causes gonorrhea?,Staphylococcus aureus,Neisseria gonorrhoeae,Treponema pallidum,Haemophilus influenzae,b
people,Human pain perception,Who is a prominent pain researcher at UCSF focusing on analgesia circuits?,Lorimer Moseley,John Bonica,Ronald Melzack,Allan Basbaum,d
obama,2008 election results,Obama was the first sitting senator elected president since whom?,Carter,Clinton,Bush,Kennedy,d
cats,Cat allergies in humans,Are cat allergies hereditary?,Unknown,No,Only boys,Yes,d
paris,Centre Pompidou facts,Centre Pompidou sits on which Paris square?,Place Vendôme,Place de la Concorde,Place des Vosges,Place Georges-Pompidou,d
people,Human blood types,Who co-discovered the Rh factor with Landsteiner?,Alexander S. Wiener,Karl Landsteiner,Ludwik Hirszfeld,Charles Drew,a
cats,Cat domestication history,Domestic cats descended from which wildcat?,Felis bieti,Felis silvestris silvestris,Felis silvestris lybica,Felis nigripes,c
dogs,Dog grooming and coat types,Which coat type is common in many terrier dogs and often needs stripping?,Smooth,Silky,Fluffy,Wiry,d
dogs,Dog shows and competitions,What title marks a dog as a breed champion?,Club Champion,Grand Champion,Supreme Champion,Champion,d
people,Human sleep science,Charles Czeisler is a leader in circadian biology and what practical aspect?,Dreaming,Shift work,Nap timing,Memory,b
dogs,Dog tail docking and ear cropping history,Ear cropping in dogs was often done to give ears what shape?,erect,rounded,floppy,slanted,a
dogs,Dog communication with humans,What does direct eye contact from a dog to a human typically signal?,Trust,Challenge,Submission,Confusion,a
united_states,US national parks system,Which United States national park on Maui features Haleakalā crater?,Hawaii Volcanoes National Park,Haleakalā National Park,Volcanoes National Park,Maui Haleakalā Park,b
the_moon,Notable lunar scientists and astronomers,Which astronomer mapped the Moon and has a major crater named Cassini? the Moon,Hevelius,Christiaan Huygens,Giovanni Riccioli,Giovanni Domenico Cassini,d
bacteria,Bacterial bioluminescence,Name a well-known genus of bioluminescent bacteria besides Vibrio fischeri.,Photobacterium,Escherichia,Pseudomonas,Staphylococcus,a
paris,Paris governance and mayors,What is the local arrondissement-level council called in Paris?,Conseils d'arrondissement,Conseil de Paris,Conseils Généraux,Sénat,a
cats,Big cats vs domestic cats,Which big cat has the scientific name Panthera leo?,Tiger,Leopard,Lion,Jaguar,c
dogs,Dog digestive system,Which enzyme digests fats in dogs?,Nuclease,Protease,Amylase,Lipase,d
