concept,subtopic,q,a,b,c,d,ans
lasers,Lasers in telecommunications,"In telecom lasers, which modulation is standard for binary data?",OOK,AM,FM,PM,a
lasers,Lasers in telecommunications,What device emits coherent light when biased in telecom lasers?,Laser diode,Photodiode,LED,Solar cell,a
lasers,Lasers in telecommunications,"In lasers for telecom, which component provides wavelength filtering via a grating?",Fiber Bragg grating,Diffraction grating,Polarizer,Isolator,a
lasers,Lasers in telecommunications,Which laser is common for short-reach telecom links and on-chip photonics?,VCSEL,CO2,Nd:YAG,HeNe,a
lasers,Lasers in telecommunications,DFB in telecom lasers stands for?,Distributed Feedback,Direct Fiber Bias,Dynamic Frequency Band,Diode Feedback,a
lasers,Lasers in telecommunications,What safety standard applies to telecom lasers?,IEC 60825,ISO 9001,IEEE 802.3,PCI DSS,a
lasers,Lasers in telecommunications,Which telecom laser window is second to 1550 nm?,1310 nm,850 nm,1064 nm,780 nm,a
lasers,Lasers in telecommunications,What device stabilizes a telecom laser's wavelength against temperature drift?,Temperature controller,Attenuator,Transistor,Heatsink,a
lasers,Lasers in telecommunications,"In a telecom link using lasers, which device converts light back to electrical signal?",Photodiode,Transistor,LED,Amplifier,a
lasers,Lasers in telecommunications,Which optical component isolates the laser from back reflections?,Isolator,Filter,Mixer,Attenuator,a
lasers,Lasers in telecommunications,Which laser type is integrated in silicon photonics for compact telecom transceivers?,VCSEL,CO2,HeNe,Nd:YAG,a
lasers,Lasers in telecommunications,What advantage do lasers give over LEDs in long-haul fiber?,Narrow linewidth,Higher power,Cheaper,Easier,a
lasers,Lasers in telecommunications,"In EDFAs, common pump laser wavelength is?",980 nm,850 nm,1064 nm,1550 nm,a
lasers,Lasers in telecommunications,A telecom laser aims for what to avoid data errors?,Narrow linewidth,High power,Multi-mode,Wide beam,a
lasers,Lasers in telecommunications,Single-wavelength telecom lasers use which structure?,DFB,LED,LNB,SLB,a
lasers,Lasers in telecommunications,Which modulation method directly modulates the telecom laser's drive current?,Direct modulation,External modulation,Phase modulation,Frequency modulation,a
lasers,Lasers in telecommunications,What is the purpose of an optical isolator in a laser telecom link?,Prevent back reflections,Split signal,Increase gain,Filter noise,a
lasers,Lasers in telecommunications,What is a common telecom laser transmitter called?,Laser diode transmitter,LED transmitter,Lamp transmitter,Neon transmitter,a
lasers,Laser pointer facts,What color do most consumer laser pointers emit due to red diode emission?,Red,Green,Blue,Yellow,a
lasers,Laser pointer facts,What is a typical safe output power for consumer laser pointers?,Under 5 mW,10-50 mW,100-500 mW,1 W,a
lasers,Laser pointer facts,Green laser pointers commonly use DPSS technology to produce which wavelength?,532 nm,650 nm,405 nm,780 nm,a
lasers,Laser pointer facts,Some DPSS green laser pointers emit invisible infrared light; what should you check to avoid this?,IR filter,Battery,Case,Brand,a
lasers,Laser pointer facts,What is the main safety rule when using any laser pointer?,Never at eyes,Never outdoors,Never indoors,Never on screens,a
lasers,Laser pointer facts,Most consumer laser pointers are classified as which class?,Class I,Class II,Class IIIb,Class IV,b
lasers,Laser pointer facts,"In a dark room, what primarily makes a laser pointer beam visible?",Ambient light,Airflow,Dust scattering,Color,c
lasers,Laser pointer facts,"In many regions, laser pointers above which power are regulated?",5 mW,1 mW,10 mW,100 mW,a
lasers,Laser pointer facts,Can laser pointers cause eye injury even at low power?,Yes,No,Only with red,Only in IR,a
lasers,Laser pointer facts,What is illegal in many countries with laser pointers?,Point at aircraft,Point at screens,Point at people,Point at pets,a
lasers,Laser pointer facts,What component is commonly used to pump DPSS green laser pointers?,Diode laser,Gas tube,Battery,Crystal,a
lasers,Laser pointer facts,Do some green laser pointers leak infrared light?,Always,Often,Sometimes,Never,c
lasers,Laser pointer facts,Beam divergence of a laser pointer is measured in what unit?,Degrees,mrad,Hz,W,b
lasers,Laser pointer facts,Some laser pointers include what safety feature to prevent accidental activation?,Safety key,Lock switch,Tamper tag,Password,a
lasers,Laser pointer facts,What determines a laser pointer beam's color?,Diode material,Battery type,Lens,Case color,a
lasers,Laser pointer facts,Laser pointer beams are visible only in what condition?,Always,In daylight,Low light,No light,c
lasers,Laser pointer facts,What wavelength range do red laser pointers commonly fall in?,532 nm,650-670 nm,780 nm,405 nm,b
lasers,Laser pointer facts,What risk does shining a laser pointer at aircraft pose?,Pilot distraction,Engine failure,HUD damage,Wings melt,a
lasers,Laser pointer facts,Do some laser pointers have adjustable focus?,Yes,No,Only green,Only red,a
lasers,Laser pointer facts,What is a common use of laser pointers in presentations?,Point slides,Time tracking,Video editing,Cooking,a
lasers,Lasers in barcode scanners,Which laser type is typically used in consumer barcode scanners?,Gas laser,Red diode,Green diode,CO2 laser,b
lasers,Lasers in barcode scanners,Lasers in barcode scanners emit a beam that is scanned by a,Rotating mirror,Lens array,CCD sensor,Diffraction grating,a
lasers,Lasers in barcode scanners,What safety class are most handheld laser barcode scanners designed to meet?,Class 1,Class 2,Class 3B,Class 4,a
lasers,Lasers in barcode scanners,Which wavelength range is most common for lasers in barcode scanners?,650-670 nm,532 nm,1064 nm,405 nm,a
lasers,Lasers in barcode scanners,What component directs the laser beam in a barcode scanner?,Mirror,Lens,Grating,Prism,a
lasers,Lasers in barcode scanners,What is the primary advantage of using lasers in bar code scanners?,Long range,High speed scanning,High color accuracy,Low power,b
lasers,Lasers in barcode scanners,Lasers in barcode scanners often use a reflective surface called a,Mirror,Prism,Diffuser,Filter,a
lasers,Lasers in barcode scanners,Which factor limits the safe use of lasers in scanners?,Power output,Battery life,Data rate,Size,a
lasers,Lasers in barcode scanners,"In laser barcode scanners, the beam is swept to form a",Scan line,Pixel map,Circular ring,Dot pattern,a
lasers,Lasers in barcode scanners,What is a common type of laser used in inexpensive barcode scanners?,Semiconductor laser,CO2 laser,Dye laser,Fiber laser,a
lasers,Lasers in barcode scanners,What safety feature helps ensure laser beams do not reach the eyes directly in Class 1 devices?,Enclosure,Interlock,Shielding,Warning label,a
lasers,Lasers in barcode scanners,What is the typical beam shape emitted by many barcode laser scanners?,Line,Dot,Ring,Burst,a
lasers,Lasers in barcode scanners,What role does the rotating polygon mirror play in barcode lasers?,Directs scan line,Focuses beam,Filters light,Stores data,a
lasers,Lasers in barcode scanners,Which property of lasers helps scanners read small barcodes quickly?,Coherence,Brightness,Monochromatic,Collimation,d
lasers,Lasers in barcode scanners,"In a barcode laser scanner, what detects the reflected light from the barcode?",Photodetector,Photodiode,Image sensor,Photomultiplier,b
lasers,Lasers in barcode scanners,Which color laser is most commonly used in barcode scanners?,Red,Green,Blue,Infrared,a
lasers,Lasers in barcode scanners,What happens if the laser diode in a barcode scanner fails?,Scanner stops reading,It still reads,Only color images,Cools,a
lasers,Lasers in barcode scanners,Which scanning mode is typical for laser barcode scanners?,Single-line,Area-imager,2D image,Full color,a
lasers,Lasers in barcode scanners,What component adjusts the laser focus in barcode scanners?,Lens,Sensor,Filter,Driver,a
lasers,Lasers in barcode scanners,What determines scan resolution in laser barcode scanners?,Beam divergence,Power,Wavelength,Color,a
lasers,Laser printer technology,"In a laser printer, the laser writes a latent image on the photoconductor drum. What is this drum called?",photoconductor drum,transfer belt,fuser roller,pickup roller,a
lasers,Laser printer technology,Which component directs the laser across the page in a laser printer?,polygon mirror,corona wire,fuser,pickup roller,a
lasers,Laser printer technology,Which component charges the photoconductor before laser exposure?,primary corona,transfer belt,cleaning blade,fuser,a
lasers,Laser printer technology,"After the latent image is formed, which unit applies toner to develop it?",developer unit,transfer belt,fuser,pickup roller,a
lasers,Laser printer technology,"During transfer, which device helps move toner from drum to paper?",transfer corona,magnetic pull,suction,roller feed,a
lasers,Laser printer technology,Which component melts toner onto paper?,fuser,roller,magnet,corona,a
lasers,Laser printer technology,Color laser printers commonly use how many color channels?,four,three,two,one,a
lasers,Laser printer technology,What rotates to scan the laser across the page?,polygon mirror,transfer belt,pickup roller,platen roller,a
lasers,Laser printer technology,Which part cleans residual toner from the drum after transfer?,cleaning blade,transfer belt,fuser,corona,a
lasers,Laser printer technology,What is the typical safety class of an enclosed laser printer?,Class 1,Class 2,Class 3B,Class 4,a
lasers,Laser printer technology,How is the latent image formed on the drum by the laser?,by laser exposure,by heat,by pressure,by magnetism,a
lasers,Laser printer technology,Which device transfers toner from the drum to the paper?,transfer roller,cleaning blade,fuser,pickup roller,a
lasers,Laser printer technology,What is toner in a laser printer?,powder,liquid ink,pigment,resin,a
lasers,Laser printer technology,"During laser exposure, the laser discharges the photoconductor to form what on the drum?",latent image,charged area,heat pattern,magnetization,a
lasers,Laser printer technology,Color laser printers commonly use how many drums?,four drums,one drum,two drums,three drums,a
lasers,Laser printer technology,The typical laser beam in most printers is in which spectrum?,infrared,visible,ultraviolet,microwave,a
lasers,Laser printer technology,Which optical lens focuses the laser onto the drum?,f-theta lens,convex lens,concave lens,relay lens,a
lasers,Laser printer technology,What is used to align color channels in a color laser printer?,color registration,cleaning blade,transfer belt,corona,a
lasers,Laser printer technology,What resets the drum for the next page after transfer?,recharging,cooling,cleaning,warming,a
lasers,Laser printer technology,Which component emits the laser used for imaging?,laser diode,LED array,lamp,phosphor,a
lasers,Lasers in entertainment and light shows,Which device emits coherent light used to create beam visuals in laser shows?,Laser projector,LED panel,Strobe,Moving head,a
lasers,Lasers in entertainment and light shows,"In laser light shows, which component steers beams across the stage?",Galvo mirrors,Filter wheel,Dimmer,DMX,a
lasers,Lasers in entertainment and light shows,What type of laser is commonly used to produce full-color light in entertainment shows?,RGB laser,CO2 laser,Nd:YAG,Diode laser,a
lasers,Lasers in entertainment and light shows,What safety practice is essential when using lasers in entertainment performances?,Protective eyewear,No fans,Smoke machine,Dry ice,a
lasers,Lasers in entertainment and light shows,What device is used to reveal laser beams by creating a visible plume in the air?,Fog machine,Laser projector,Dimmer,Mirror,a
lasers,Lasers in entertainment and light shows,What term describes the technique of drawing shapes with lasers in a show?,Laser projection,Color wheel,Light leak,Holography,a
lasers,Lasers in entertainment and light shows,Which event type commonly features lasers for visual effects in entertainment?,Concerts,Weddings,Lectures,Protests,a
lasers,Lasers in entertainment and light shows,Which color system is standard for lasers in shows?,RGB,CMYK,HSV,LAB,a
lasers,Lasers in entertainment and light shows,What component rapidly modulates laser intensity in a show?,AOM,Dimmer,Fader,PWM,a
lasers,Lasers in entertainment and light shows,Which safety standard regulates lasers used in shows?,ANSI Z136.1,ISO 14001,OSHA 1700,IEC 60825,a
lasers,Lasers in entertainment and light shows,What optical component splits laser light into colors for effects?,Diffractive optic,Polarizer,Mirror,Lens,a
lasers,Lasers in entertainment and light shows,Most stage lasers are classified as which class for safety?,3B,2,1,4,a
lasers,Lasers in entertainment and light shows,Which artist is famous for using lasers in live shows?,Pink Floyd,Drake,Taylor Swift,Kanye West,a
lasers,Lasers in entertainment and light shows,"Which laser type is popular for bright, long-range outdoor laser beams?",CO2,HeNe,Diode,Nd:YAG,a
lasers,Lasers in entertainment and light shows,Which technique uses fast laser beam scanning to paint a logo?,Beam painting,Digital mapping,Holography,Confetti,a
lasers,Lasers in entertainment and light shows,What term describes projecting laser beams to form stage visuals?,Laser projection,LED projection,Video mapping,Light painting,a
lasers,Lasers in entertainment and light shows,Which effect is commonly used with lasers to visualize beams in air?,Haze,Fogging,Confetti,Smoke,a
lasers,Lasers in entertainment and light shows,What is the primary safety risk of lasers in entertainment?,Eye injury,Heat burn,Electric shock,Fire,a
lasers,Lasers in entertainment and light shows,Which protocol is commonly used to synchronize lasers with other show lighting?,DMX 512,MIDI,USB,Art-Net,a
lasers,Lasers in entertainment and light shows,What term describes changing laser brightness over time in a show?,Modulation,Variation,Dimming,Fading,a
lasers,Laser holography,Why are lasers essential in holography?,coherence,color variety,high energy,random phase,a
lasers,Laser holography,"In laser holography, what is recorded on the hologram?",Interference pattern,Color spectrum,Surface texture,Phase only,a
lasers,Laser holography,How does a laser's coherence affect holography?,stability,color,phase relation,speed,c
lasers,Laser holography,Which holography uses lasers to form the image?,Transmission holography,Mobile holography,Acoustic holography,Thermal holography,a
lasers,Laser holography,Which coherence type is key for laser holography?,Spatial coherence,Temporal coherence,Color coherence,Polar coherence,a
lasers,Laser holography,What does the laser reference beam provide in holography?,Record phase,Record color,Block light,Absorb energy,a
lasers,Laser holography,What wavelength range is common for laser holography?,Visible,Infrared,Ultraviolet,Microwave,a
lasers,Laser holography,What media stores a laser hologram?,Photographic film,Photocopier,CD,Paper,a
lasers,Laser holography,What is a laser hologram that reconstructs a 3D image called?,3D hologram,Flat image,Color card,Binary print,a
lasers,Laser holography,Why control laser power in holography?,Prevent damage,Color balance,Speed up,Delay exposure,a
lasers,Laser holography,Which component shapes a laser beam for holography?,Spatial filter,Color filter,Polarizer,Grating,a
lasers,Laser holography,What is the beam splitter's job in laser holography?,Create reference beam,Increase power,Reduce coherence,Filter noise,a
lasers,Laser holography,"In laser holography, which phenomenon do holograms rely on?",Interference,Diffraction,Refraction,Reflection,a
lasers,Laser holography,"In laser holography, what device splits the beam?",Beam splitter,Mirror,Lenses,Filter,a
lasers,Laser holography,Which holography type uses a reference beam from two arms (laser)?,Transmission holography,Reflection holography,Digital holography,Gabor holography,d
lasers,Laser holography,Which device records the hologram in traditional laser holography?,Photographic plate,Digital sensor,Magnetic tape,LCD,a
lasers,Laser holography,What laser property does holography mainly rely on for sharp fringes?,Phase,Intensity,Wavelength,Power,a
lasers,Laser holography,What safety precaution is vital in laser holography?,Eye protection,Sound muffling,Heat shield,Glove,a
lasers,Laser holography,Which substrate is common for laser holography recording?,Glass plate,Wood block,Metal sheet,Plastic bag,a
lasers,Laser holography,Which feature improves hologram resolution in laser holography?,Coherence length,Color range,Pulse duration,Beam diameter,a
lasers,Laser interferometry,"In laser interferometry, what device splits a laser beam into two paths?",beam splitter,prism,mirror,lens,a
lasers,Laser interferometry,"In laser interferometry, what feature is crucial to maintain stable interference?",coherence,color,power,polarization,a
lasers,Laser interferometry,"In laser interferometry, what is the name of the device that measures path differences using two arms?",Michelson,Mach-Zehnder,Sagnac,Fabry-Perot,a
lasers,Laser interferometry,"In laser interferometry, what term describes how clearly fringes appear?",fringe contrast,fringe spacing,fringe width,fringe density,a
lasers,Laser interferometry,What noise source limits precision in laser interferometry at high power?,shot noise,thermal noise,seismic noise,flicker noise,a
lasers,Laser interferometry,Which component recycles laser power in some interferometers?,Power recycling mirror,Beam splitter,Waveplate,Faraday rotator,a
lasers,Laser interferometry,What property of lasers is measured by interferometry to detect tiny distance changes?,phase,color,intensity,polarization,a
lasers,Laser interferometry,Which laser property must be stabilized to maintain interference in long arms?,frequency,mode,amplitude,polarization,a
lasers,Laser interferometry,"In laser interferometry, what is the basic unit that recombines beams?",beam splitter,mirror,lens,detector,a
lasers,Laser interferometry,Which effect gives multiple reflections allowing sharp resonance in laser interferometry?,Fabry-Perot,Sagnac,Mach-Zehnder,Michelson,a
lasers,Laser interferometry,Which technique in laser interferometry increases sensitivity by recycling light from the output port?,signal recycling,power recycling,beam recycling,noise recycling,a
lasers,Laser interferometry,What kind of detector converts laser interference into a signal?,photodetector,photomultiplier,CCD,sensor,a
lasers,Laser interferometry,What kind of laser is commonly used for large-scale interferometry due to stability?,Nd:YAG,HeNe,diode,fiber,a
lasers,Laser interferometry,What detection method uses a stable local oscillator in laser interferometry?,heterodyne,homodyne,direct,phase,a
lasers,Laser interferometry,What keeps the laser frequency locked to the cavity length in precision interferometers?,feedback control,manual tune,thermal drift,passive stabilization,a
lasers,Laser interferometry,What is the process of measuring tiny length changes with lasers called?,interferometry,spectroscopy,photometry,calibration,a
lasers,Laser interferometry,Which photodetector setup reduces laser intensity noise in interferometry?,balanced detection,single-ended,DC readout,lock-in,a
lasers,Laser interferometry,"In laser interferometry, which environmental factor must be minimized for precision?",vibrations,humidity,dust,magnetic field,a
lasers,Laser interferometry,"In laser interferometry, which noise source dominates at high frequencies?",shot noise,thermal noise,flicker noise,seismic noise,a
lasers,Laser interferometry,"In laser interferometry, which property drift degrades measurements?",temperature drift,beam pointing,gain drift,alignment drift,a
lasers,Lasers in military applications,"In military lasers, what is the primary use of a laser designator?",designate target,illuminate area,jam radar,cut metal,a
lasers,Lasers in military applications,Which term refers to a military laser that delivers energy to destroy a target?,low-energy beam,high-energy laser,rangefinder,dazzler,b
lasers,Lasers in military applications,Military lasers reach targets faster than bullets.,slower,faster,louder,heavier,b
lasers,Lasers in military applications,Military lasers are used in anti-drone missions to,illuminate,burn motors,blind pilots,photograph,b
lasers,Lasers in military applications,What type of military laser relies on chemical reactions to produce the beam?,chemical laser,solid-state laser,diode laser,fiber laser,a
lasers,Lasers in military applications,Atmospheric conditions primarily affect military lasers by,weather,battery life,recoil,cooling,a
lasers,Lasers in military applications,Which military laser type is commonly mounted on ships for defense?,chemical laser,solid-state laser,laser rangefinder,laser pointer,b
lasers,Lasers in military applications,What laser property concerns beam spread in military lasers?,weather,divergence,color,power,b
lasers,Lasers in military applications,Military lasers are used to disable aerial drones by,jamming,burn motors,ripping wings,photographing,b
lasers,Lasers in military applications,A laser-based targeting system on military gear often uses LIDAR for,weather,range finding,storage,camouflage,b
lasers,Lasers in military applications,Which laser type uses chemical energy to produce the beam in military tech?,chemical laser,solid-state laser,diode laser,fiber laser,a
lasers,Lasers in military applications,"LaWS stands for Laser Weapon System, a naval",rifle,ship-mounted laser,ground-based,satellite,b
lasers,Lasers in military applications,A major advantage of military lasers over guns is that lasers are,louder,silent,heavier,shorter range,b
lasers,Lasers in military applications,Military lasers can designate targets at long range.,daylight only,always work,uses cloud cover,long-range designation,d
lasers,Lasers in military applications,What is beam control in military lasers primarily used for?,focusing,cooling,storing,timing,a
lasers,Lasers in military applications,A non-lethal military laser device called a dazzler is used to,blind sensors,cut metal,heat targets,slice fiber,a
lasers,Lasers in military applications,Which device in military lasers provides range and target designation?,laser rangefinder,spectral scanner,night vision,missile launcher,a
lasers,Lasers in military applications,What atmospheric effect most degrades military lasers over distance?,humidity,attenuation,color,glow,b
lasers,Lasers in military applications,Which branch has actively pursued military laser weapons for air defense?,army,navy,air force,marines,c
lasers,Lasers in military applications,"In laser-guided munitions, 'beam-riding' means the missile",shoots beam,follows the laser beam to target,emits beam,uses radar,b
lasers,Laser-guided weapons,What is the laser's role in laser-guided weapons?,Target designation,Power generation,Camouflage,Fuel cooling,a
lasers,Laser-guided weapons,What kind of guidance do laser-guided weapons use?,GPS,Laser,Radar,Terrain,b
lasers,Laser-guided weapons,What weather condition degrades laser guidance most?,Rain,Clear,Snow,Fog,d
lasers,Laser-guided weapons,What device emits the laser beam for designation?,Sensor,Designator,Warhead,Booster,b
lasers,Laser-guided weapons,What on the missile detects the laser return?,Seeker,Receiver,Photodetector,Gyro,a
lasers,Laser-guided weapons,Which laser type is commonly used in aircraft designators?,Chemical,Diode,Gas,DPSS,b
lasers,Laser-guided weapons,What is the process when the target reflects the laser back?,Echo,Reflection,Refraction,Absorption,b
lasers,Laser-guided weapons,Which helps reduce laser guidance effectiveness?,Smoke,Sandstorm,Night,Rain,a
lasers,Laser-guided weapons,Which platform commonly carries laser designators?,Fighter jet,Submarine,Tank,Drone,a
lasers,Laser-guided weapons,A laser-guided munition is called what?,Laser-guided bomb,GPS munition,Radar missile,IR glide,a
lasers,Laser-guided weapons,"Besides aircraft, who can designate with a laser?",Ground crew,Sailor,Robot,Scout,a
lasers,Laser-guided weapons,What safety risk is linked to laser designators?,Eye injury,Noise,Thermal burn,Magnetism,a
lasers,Laser-guided weapons,Laser designators are usually in which spectrum?,Visible,Infrared,Ultraviolet,Microwave,b
lasers,Laser-guided weapons,What does 'LGB' stand for?,Laser Guided Bomb,Light Guided Beacon,Laser Guided Bullet,Light Guidance Bomb,a
lasers,Laser-guided weapons,Which part tracks the laser return?,Seeker,Warhead,Fuse,Auto-drive,a
lasers,Laser-guided weapons,Laser-guided weapons target what kind of target?,Moving,Stationary,Hidden,Lighted,a
lasers,Laser-guided weapons,Who can emit a designating laser?,Aircraft,Submarine,Tank cannon,Satellite,a
lasers,Laser-guided weapons,What is a major weather limitation for laser-guided weapons?,Line of sight,Battery life,Wing strength,Armor,a
lasers,Laser-guided weapons,Most laser designators operate in which spectrum?,Visible,Infrared,Microwave,Ultraviolet,b
lasers,Laser-guided weapons,Do laser-guided weapons require continuous illumination?,Yes,No,Sometimes,Never,a
lasers,Lasers in space exploration,Which laser technique measures distance to the Moon?,Laser ranging,Radar,Sonar,Imaging,a
lasers,Lasers in space exploration,Which laser technology enables high-speed data transfer from space missions to Earth?,Laser communication,Radio link,Microwave link,Fiber link,a
lasers,Lasers in space exploration,Lasers in space LIDAR primarily measure what?,Topography,Temperature,Color,Magnetism,a
lasers,Lasers in space exploration,What is the purpose of laser altimeters on spacecraft?,Measure altitude,Create maps,Communicate,Detect dust,a
lasers,Lasers in space exploration,Which laser technique measures the distance to a spacecraft by bouncing light off a target?,Laser ranging,Radar,Sonar,Interferometry,a
lasers,Lasers in space exploration,Which laser-based technology enables secure long-distance data transfer from spacecraft to Earth?,Laser communication,Radio link,X-band,Infrared,a
lasers,Lasers in space exploration,Which laser technique samples material by vaporizing it for analysis in space missions?,Laser ablation,LIDAR,Spectroscopy,Imaging,a
lasers,Lasers in space exploration,Lasers help map planetary surfaces by detecting reflected light in which system?,LIDAR,RADAR,Sonar,Photometry,a
lasers,Lasers in space exploration,Lasers in space exploration determine distance using retroreflectors. What is this called?,Laser ranging,Radar,Photometry,Interferometry,a
lasers,Lasers in space exploration,What laser instrument on orbit creates 3D maps of planets?,LIDAR,Radar,Camera,Spectrometer,a
lasers,Lasers in space exploration,Which laser technique calibrates spacecraft-to-spacecraft distance in deep-space experiments?,Laser ranging,Radio ranging,Time-of-flight,Interferometry,a
lasers,Lasers in space exploration,What advantage do lasers offer for interplanetary communication?,Higher data rate,Less power,Lower cost,More reliable,a
lasers,Lasers in space exploration,"For safety, laser systems in space require attention to what most critical risk?",Eye safety,Heat,Noise,Vibration,a
lasers,Lasers in space exploration,Lasers used to align solar panels on spacecraft are called?,Laser alignment,Gyros,Star trackers,Propulsion,a
lasers,Lasers in space exploration,"In space lidar, lasers measure what on planetary surfaces?",Topography,Temperature,Pressure,Albedo,a
lasers,Lasers in space exploration,Which laser-based method detects atmospheric composition from a distance by scattered light?,Lidar,Radar,Photometry,Spectroscopy,a
lasers,Lasers in space exploration,Lasers aid asteroid studies by performing what on material?,Ablation spectroscopy,Photometry,Imaging,Radar,a
lasers,Lasers in space exploration,What laser technology enables long-range optical links between spacecraft and Earth?,Laser communication,Radio,Microwave,Fiber,a
lasers,Lasers in space exploration,Why is beam control essential for space lasers?,Prevents damage,Saves power,Increases speed,Reduces mass,a
lasers,Lasers in space exploration,Which laser-based technique maps crater shapes from orbit?,LIDAR,Radar,Sonar,Photogrammetry,a
lasers,Laser cooling of atoms,"In laser cooling, why are lasers detuned red from resonance?",To slow atoms,To heat atoms,To ionize,To image,a
lasers,Laser cooling of atoms,"In laser cooling, what produces the velocity-dependent damping force?",Photon scattering,Magnetic field,Electric field,Gravity,a
lasers,Laser cooling of atoms,"In laser cooling, what does optical molasses rely on?",Viscous light,Magnetic trap,Ionizing field,Thermal bath,a
lasers,Laser cooling of atoms,"In laser cooling, how can one avoid atoms falling into dark states?",Repump laser,Magnetic trap,High vacuum,Cavity lock,a
lasers,Laser cooling of atoms,Which limit temperature arises from photon recoil in laser cooling?,Recoil limit,Doppler limit,Zero limit,Quantum limit,a
lasers,Laser cooling of atoms,A magneto-optical trap uses how many laser beams?,Six beams,One beam,Two beams,Four beams,a
lasers,Laser cooling of atoms,Which detuning is typical for laser cooling with lasers?,Red detuned,Blue detuned,On resonance,Off resonance,a
lasers,Laser cooling of atoms,Which laser cooling mechanism uses polarization gradients to beat the Doppler limit?,Sub-Doppler,Doppler,Radiative heating,Magnetic trapping,a
lasers,Laser cooling of atoms,What is Sisyphus cooling in the laser-cooling context?,Atoms climb potential hills,Atoms gain energy,Atoms ionize,Atoms are trapped magnetically,a
lasers,Laser cooling of atoms,What serves as the recycling mechanism to keep atoms in the laser cooling cycling transition?,Repump laser,Magnetic field,Cavity,Vacuum,a
lasers,Laser cooling of atoms,What role does Doppler shift play in laser cooling?,Velocity selectivity,Time dilation,Ionization,Trapping force,a
lasers,Laser cooling of atoms,What is required besides lasers to form a magneto-optical trap?,Magnetic field gradient,High vacuum,Laser amplifier,Cryostat,a
lasers,Laser cooling of atoms,Which Doppler laser cooling limit sets the minimum temperature?,Doppler limit,Recoil limit,Lattice limit,Quantum limit,a
lasers,Laser cooling of atoms,What is the effect of increasing laser intensity at red detuning on cooling rate?,Higher scattering rate,Lower scattering rate,No change,Ionization,a
lasers,Laser cooling of atoms,Which atoms are commonly laser cooled using a cycling transition with lasers?,Alkali,Noble gases,Molecules,Ions,a
lasers,Laser cooling of atoms,Which laser property primarily sets the cooling rate?,Detuning,Wavelength,Polarization,Beam waist,a
lasers,Laser cooling of atoms,What is a major advantage of using lasers for cooling atoms?,Non-contact cooling,Contact cooling,High heating,No control,a
lasers,Laser cooling of atoms,What role do lasers play in a magneto-optical trap?,Provide cooling and trapping beams,Provide magnetic field only,Not used,Provide imaging only,a
lasers,Laser cooling of atoms,Which laser cooling method uses standing-wave lasers with polarization gradients?,Sisyphus cooling,Doppler cooling,Optical pumping,Laser trapping,a
lasers,Laser cooling of atoms,"In laser-cooled atom experiments, how is temperature commonly measured?",Time-of-flight imaging,Thermocouple,Calorimetry,Thermal camera,a
lasers,Laser spectroscopy,Which laser property is primarily exploited in high-resolution spectroscopy?,Narrow linewidth,High power,Polarization,Beam divergence,a
lasers,Laser spectroscopy,"In laser spectroscopy, which technique uses counter-propagating beams to cancel Doppler broadening?",Saturated absorption,Fluorescence,Raman,FTIR,a
lasers,Laser spectroscopy,Which type of laser is often used for frequency comb measurements in spectroscopy?,Mode-locked,CW,Diode laser,Free-running,a
lasers,Laser spectroscopy,What is the laser-based technique measures sample fluorescence after excitation with light?,Laser-induced fluorescence,Absorption,Luminescence,Scattering,a
lasers,Laser spectroscopy,Which laser property allows selective excitation of specific transitions in spectroscopy?,Tunability,Pulse duration,Color,Power,a
lasers,Laser spectroscopy,"In laser spectroscopy, which property gives long coherence length for high resolution?",Coherence,Repetition rate,Pulse energy,Beam size,a
lasers,Laser spectroscopy,Which laser-based technique yields molecular vibrational information?,Laser Raman spectroscopy,Absorption,Fluorescence,Emission,a
lasers,Laser spectroscopy,What laser category provides very short pulses for dynamic studies?,Pulsed lasers,Continuous-wave,Diode lasers,Dye lasers,a
lasers,Laser spectroscopy,Which laser technique uses interferometry to measure phase changes?,Laser interferometry,Absorption,Emission,Magnetic resonance,a
lasers,Laser spectroscopy,What is a key advantage of laser spectroscopy for trace gas detection?,High sensitivity,Low selectivity,Slow response,High cost,a
lasers,Laser spectroscopy,"In laser diode spectroscopy, which noise source most affects precision?",Mode hopping,Thermal noise,Shot noise,Flicker noise,a
lasers,Laser spectroscopy,Which laser-based method uses a frequency comb to measure absolute frequencies?,Frequency comb spectroscopy,FTIR,Raman,Fluorescence,a
lasers,Laser spectroscopy,"In laser absorption spectroscopy, which parameter is scanned to map the spectrum?",Wavelength,Beam diameter,Pulse energy,Polarization,a
lasers,Laser spectroscopy,Which device stabilizes laser frequency against drifts in spectroscopy setups?,Reference cavity,HeNe tube,Photodiode,Grating,a
lasers,Laser spectroscopy,Which laser-based spectroscopy uses two-photon transitions?,Two-photon spectroscopy,One-photon,Raman,Fluorescence,a
lasers,Laser spectroscopy,Which laser property most limits spectral resolution in laser absorption spectroscopy?,Linewidth,Power,Pulse rate,Size,a
lasers,Laser spectroscopy,"In laser spectroscopy, what is the purpose of reference lines from a known sample?",Wavelength calibration,Intensity normalization,Noise reduction,Focusing,a
lasers,Laser spectroscopy,Which laser type is commonly used for atomic spectroscopy due to tunability?,Dye laser,He-Ne,CO2,Ruby,a
