concept,question,layer,scale,raw_output,clean_output,idk
bacteria,What is the state called when a bacterium stops running and changes direction?,24,3.0,Tumbling.,Tumbling.,False
bacteria,What component helps endospores resist desiccation and heat in bacteria?,24,3.0,The tough outer layer called the spore coat.,The tough outer layer called the spore coat.,False
bacteria,Which method uses restriction enzymes to cut DNA in bacteria?,24,3.0,Restriction enzyme digestion.,Restriction enzyme digestion.,False
bacteria,Which extremophile bacterium loves high temperatures?,24,3.0,Thermus aquaticus.,Thermus aquaticus.,False
bacteria,What is the role of chemotaxis receptors in bacteria?,24,3.0,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.,False
cats,Do some cats enjoy playing with water?,24,3.0,"Yes, some cats enjoy playing with water.","Yes, some cats enjoy playing with water.",False
cats,Cat scratching serves for what purposes?,24,3.0,"Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.","Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.",False
cats,Are raw onions safe for cats?,24,3.0,"No, raw onions are toxic to cats.","No, raw onions are toxic to cats.",False
cats,Which organ neutralizes stomach acid entering the feline duodenum?,24,3.0,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.,False
cats,What common feline behavior resembles hunting play?,24,3.0,Pouncing on toys or moving objects.,Pouncing on toys or moving objects.,False
dogs,Which dog breed has a stocky skeleton with a broad chest?,24,3.0,The Bulldog has a stocky skeleton with a broad chest.,The Bulldog has a stocky skeleton with a broad chest.,False
dogs,Dog breed origin country of German Shepherd?,24,3.0,Germany.,Germany.,False
dogs,What is a risk of overbreeding in dogs?,24,3.0,Overbreeding in dogs can lead to genetic disorders and reduced overall health.,Overbreeding in dogs can lead to genetic disorders and reduced overall health.,False
dogs,What general term describes dogs used in space experiments?,24,3.0,Space dogs.,Space dogs.,False
dogs,The Saluki is an ancient dog breed from which region?,24,3.0,The Middle East.,The Middle East.,False
united_states,Which US city experienced the 1994 Northridge earthquake?,24,3.0,Los Angeles.,Los Angeles.,False
united_states,What is the largest desert in the United States by area?,24,3.0,The Great Basin Desert.,The Great Basin Desert.,False
united_states,Which United States symbol in Philadelphia became a symbol of American independence?,24,3.0,The Liberty Bell.,The Liberty Bell.,False
united_states,Which form of US GDP excludes inflation effects?,24,3.0,Real GDP excludes inflation effects.,Real GDP excludes inflation effects.,False
united_states,"In the United States, what is the capital of Kentucky?",24,3.0,Frankfort.,Frankfort.,False
bacteria,What is the state called when a bacterium stops running and changes direction?,24,5.0,Tumbling.,Tumbling.,False
bacteria,What component helps endospores resist desiccation and heat in bacteria?,24,5.0,The tough outer layer called the spore coat.,The tough outer layer called the spore coat.,False
bacteria,Which method uses restriction enzymes to cut DNA in bacteria?,24,5.0,Restriction enzyme digestion.,Restriction enzyme digestion.,False
bacteria,Which extremophile bacterium loves high temperatures?,24,5.0,Thermus aquaticus.,Thermus aquaticus.,False
bacteria,What is the role of chemotaxis receptors in bacteria?,24,5.0,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.,False
cats,Do some cats enjoy playing with water?,24,5.0,"Yes, some cats enjoy playing with water.","Yes, some cats enjoy playing with water.",False
cats,Cat scratching serves for what purposes?,24,5.0,"Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.","Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.",False
cats,Are raw onions safe for cats?,24,5.0,"No, raw onions are toxic to cats.","No, raw onions are toxic to cats.",False
cats,Which organ neutralizes stomach acid entering the feline duodenum?,24,5.0,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.,False
cats,What common feline behavior resembles hunting play?,24,5.0,Pouncing on toys or moving objects.,Pouncing on toys or moving objects.,False
dogs,Which dog breed has a stocky skeleton with a broad chest?,24,5.0,The Bulldog has a stocky skeleton with a broad chest.,The Bulldog has a stocky skeleton with a broad chest.,False
dogs,Dog breed origin country of German Shepherd?,24,5.0,Germany.,Germany.,False
dogs,What is a risk of overbreeding in dogs?,24,5.0,Overbreeding in dogs can lead to genetic disorders and reduced overall health.,Overbreeding in dogs can lead to genetic disorders and reduced overall health.,False
dogs,What general term describes dogs used in space experiments?,24,5.0,Space dogs.,Space dogs.,False
dogs,The Saluki is an ancient dog breed from which region?,24,5.0,The Middle East.,The Middle East.,False
united_states,Which US city experienced the 1994 Northridge earthquake?,24,5.0,Los Angeles.,Los Angeles.,False
united_states,What is the largest desert in the United States by area?,24,5.0,The Great Basin Desert.,The Great Basin Desert.,False
united_states,Which United States symbol in Philadelphia became a symbol of American independence?,24,5.0,The Liberty Bell.,The Liberty Bell.,False
united_states,Which form of US GDP excludes inflation effects?,24,5.0,Real GDP excludes inflation effects.,Real GDP excludes inflation effects.,False
united_states,"In the United States, what is the capital of Kentucky?",24,5.0,Frankfort.,Frankfort.,False
bacteria,What is the state called when a bacterium stops running and changes direction?,24,9.0,Tumbling.,Tumbling.,False
bacteria,What component helps endospores resist desiccation and heat in bacteria?,24,9.0,The tough outer layer called the spore coat.,The tough outer layer called the spore coat.,False
bacteria,Which method uses restriction enzymes to cut DNA in bacteria?,24,9.0,Restriction enzyme digestion.,Restriction enzyme digestion.,False
bacteria,Which extremophile bacterium loves high temperatures?,24,9.0,Thermus aquaticus.,Thermus aquaticus.,False
bacteria,What is the role of chemotaxis receptors in bacteria?,24,9.0,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.,False
cats,Do some cats enjoy playing with water?,24,9.0,"Yes, some cats enjoy playing with water.","Yes, some cats enjoy playing with water.",False
cats,Cat scratching serves for what purposes?,24,9.0,"Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.","Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.",False
cats,Are raw onions safe for cats?,24,9.0,"No, raw onions are toxic to cats and should be avoided.","No, raw onions are toxic to cats and should be avoided.",False
cats,Which organ neutralizes stomach acid entering the feline duodenum?,24,9.0,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.,False
cats,What common feline behavior resembles hunting play?,24,9.0,Pouncing on toys or moving objects.,Pouncing on toys or moving objects.,False
dogs,Which dog breed has a stocky skeleton with a broad chest?,24,9.0,The Bulldog has a stocky skeleton with a broad chest.,The Bulldog has a stocky skeleton with a broad chest.,False
dogs,Dog breed origin country of German Shepherd?,24,9.0,Germany.,Germany.,False
dogs,What is a risk of overbreeding in dogs?,24,9.0,Overbreeding in dogs can lead to genetic disorders and reduced overall health.,Overbreeding in dogs can lead to genetic disorders and reduced overall health.,False
dogs,What general term describes dogs used in space experiments?,24,9.0,Space dogs.,Space dogs.,False
dogs,The Saluki is an ancient dog breed from which region?,24,9.0,The Middle East.,The Middle East.,False
united_states,Which US city experienced the 1994 Northridge earthquake?,24,9.0,Los Angeles.,Los Angeles.,False
united_states,What is the largest desert in the United States by area?,24,9.0,The Great Basin Desert.,The Great Basin Desert.,False
united_states,Which United States symbol in Philadelphia became a symbol of American independence?,24,9.0,The Liberty Bell.,The Liberty Bell.,False
united_states,Which form of US GDP excludes inflation effects?,24,9.0,Real GDP excludes inflation effects.,Real GDP excludes inflation effects.,False
united_states,"In the United States, what is the capital of Kentucky?",24,9.0,Frankfort.,Frankfort.,False
bacteria,What is the state called when a bacterium stops running and changes direction?,24,13.0,Tumbling.,Tumbling.,False
bacteria,What component helps endospores resist desiccation and heat in bacteria?,24,13.0,The tough outer layer called the spore coat.,The tough outer layer called the spore coat.,False
bacteria,Which method uses restriction enzymes to cut DNA in bacteria?,24,13.0,Restriction enzyme digestion.,Restriction enzyme digestion.,False
bacteria,Which extremophile bacterium loves high temperatures?,24,13.0,Thermus aquaticus.,Thermus aquaticus.,False
bacteria,What is the role of chemotaxis receptors in bacteria?,24,13.0,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.,False
cats,Do some cats enjoy playing with water?,24,13.0,"Yes, some cats enjoy playing with water.","Yes, some cats enjoy playing with water.",False
cats,Cat scratching serves for what purposes?,24,13.0,"Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.","Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.",False
cats,Are raw onions safe for cats?,24,13.0,"No, raw onions are toxic to cats and should be avoided.","No, raw onions are toxic to cats and should be avoided.",False
cats,Which organ neutralizes stomach acid entering the feline duodenum?,24,13.0,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.,False
cats,What common feline behavior resembles hunting play?,24,13.0,Pouncing on toys or moving objects.,Pouncing on toys or moving objects.,False
dogs,Which dog breed has a stocky skeleton with a broad chest?,24,13.0,The Bulldog has a stocky skeleton with a broad chest.,The Bulldog has a stocky skeleton with a broad chest.,False
dogs,Dog breed origin country of German Shepherd?,24,13.0,Germany.,Germany.,False
dogs,What is a risk of overbreeding in dogs?,24,13.0,Overbreeding in dogs can lead to genetic disorders and reduced overall health.,Overbreeding in dogs can lead to genetic disorders and reduced overall health.,False
dogs,What general term describes dogs used in space experiments?,24,13.0,Space dogs.,Space dogs.,False
dogs,The Saluki is an ancient dog breed from which region?,24,13.0,The Middle East.,The Middle East.,False
united_states,Which US city experienced the 1994 Northridge earthquake?,24,13.0,Los Angeles.,Los Angeles.,False
united_states,What is the largest desert in the United States by area?,24,13.0,The Great Basin Desert.,The Great Basin Desert.,False
united_states,Which United States symbol in Philadelphia became a symbol of American independence?,24,13.0,The Liberty Bell.,The Liberty Bell.,False
united_states,Which form of US GDP excludes inflation effects?,24,13.0,Real GDP excludes inflation effects.,Real GDP excludes inflation effects.,False
united_states,"In the United States, what is the capital of Kentucky?",24,13.0,Frankfort.,Frankfort.,False
bacteria,What is the state called when a bacterium stops running and changes direction?,24,20.0,Tumbling.,Tumbling.,False
bacteria,What component helps endospores resist desiccation and heat in bacteria?,24,20.0,The tough outer layer called the spore coat.,The tough outer layer called the spore coat.,False
bacteria,Which method uses restriction enzymes to cut DNA in bacteria?,24,20.0,Restriction enzyme digestion.,Restriction enzyme digestion.,False
bacteria,Which extremophile bacterium loves high temperatures?,24,20.0,Thermus aquaticus.,Thermus aquaticus.,False
bacteria,What is the role of chemotaxis receptors in bacteria?,24,20.0,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.,False
cats,Do some cats enjoy playing with water?,24,20.0,"Yes, some cats enjoy playing with water.","Yes, some cats enjoy playing with water.",False
cats,Cat scratching serves for what purposes?,24,20.0,"Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.","Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.",False
cats,Are raw onions safe for cats?,24,20.0,"No, raw onions are toxic to cats and should be avoided.","No, raw onions are toxic to cats and should be avoided.",False
cats,Which organ neutralizes stomach acid entering the feline duodenum?,24,20.0,The pancreas and bile from the gallbladder neutralize stomach acid in the feline duodenum.,The pancreas and bile from the gallbladder neutralize stomach acid in the feline duodenum.,False
cats,What common feline behavior resembles hunting play?,24,20.0,Pouncing on toys or moving objects.,Pouncing on toys or moving objects.,False
dogs,Which dog breed has a stocky skeleton with a broad chest?,24,20.0,The Bulldog has a stocky skeleton with a broad chest.,The Bulldog has a stocky skeleton with a broad chest.,False
dogs,Dog breed origin country of German Shepherd?,24,20.0,Germany.,Germany.,False
dogs,What is a risk of overbreeding in dogs?,24,20.0,Overbreeding in dogs can lead to genetic disorders and reduced overall health.,Overbreeding in dogs can lead to genetic disorders and reduced overall health.,False
dogs,What general term describes dogs used in space experiments?,24,20.0,Space dogs.,Space dogs.,False
dogs,The Saluki is an ancient dog breed from which region?,24,20.0,The Middle East.,The Middle East.,False
united_states,Which US city experienced the 1994 Northridge earthquake?,24,20.0,Los Angeles.,Los Angeles.,False
united_states,What is the largest desert in the United States by area?,24,20.0,The Great Basin Desert.,The Great Basin Desert.,False
united_states,Which United States symbol in Philadelphia became a symbol of American independence?,24,20.0,The Liberty Bell.,The Liberty Bell.,False
united_states,Which form of US GDP excludes inflation effects?,24,20.0,Real GDP excludes inflation effects.,Real GDP excludes inflation effects.,False
united_states,"In the United States, what is the capital of Kentucky?",24,20.0,Frankfort.,Frankfort.,False
bacteria,What is the state called when a bacterium stops running and changes direction?,25,1.0,Tumbling.,Tumbling.,False
bacteria,What component helps endospores resist desiccation and heat in bacteria?,25,1.0,The tough outer layer called the spore coat.,The tough outer layer called the spore coat.,False
bacteria,Which method uses restriction enzymes to cut DNA in bacteria?,25,1.0,Restriction enzyme digestion.,Restriction enzyme digestion.,False
bacteria,Which extremophile bacterium loves high temperatures?,25,1.0,Thermus aquaticus.,Thermus aquaticus.,False
bacteria,What is the role of chemotaxis receptors in bacteria?,25,1.0,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.,False
cats,Do some cats enjoy playing with water?,25,1.0,"Yes, some cats enjoy playing with water.","Yes, some cats enjoy playing with water.",False
cats,Cat scratching serves for what purposes?,25,1.0,"Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.","Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.",False
cats,Are raw onions safe for cats?,25,1.0,"No, raw onions are toxic to cats and should be avoided.","No, raw onions are toxic to cats and should be avoided.",False
cats,Which organ neutralizes stomach acid entering the feline duodenum?,25,1.0,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.,False
cats,What common feline behavior resembles hunting play?,25,1.0,Pouncing on toys or moving objects.,Pouncing on toys or moving objects.,False
dogs,Which dog breed has a stocky skeleton with a broad chest?,25,1.0,The Bulldog has a stocky skeleton with a broad chest.,The Bulldog has a stocky skeleton with a broad chest.,False
dogs,Dog breed origin country of German Shepherd?,25,1.0,Germany.,Germany.,False
dogs,What is a risk of overbreeding in dogs?,25,1.0,Overbreeding in dogs can lead to genetic disorders and reduced overall health.,Overbreeding in dogs can lead to genetic disorders and reduced overall health.,False
dogs,What general term describes dogs used in space experiments?,25,1.0,Space dogs.,Space dogs.,False
dogs,The Saluki is an ancient dog breed from which region?,25,1.0,The Middle East.,The Middle East.,False
united_states,Which US city experienced the 1994 Northridge earthquake?,25,1.0,Los Angeles.,Los Angeles.,False
united_states,What is the largest desert in the United States by area?,25,1.0,The Great Basin Desert.,The Great Basin Desert.,False
united_states,Which United States symbol in Philadelphia became a symbol of American independence?,25,1.0,The Liberty Bell.,The Liberty Bell.,False
united_states,Which form of US GDP excludes inflation effects?,25,1.0,Real GDP excludes inflation effects.,Real GDP excludes inflation effects.,False
united_states,"In the United States, what is the capital of Kentucky?",25,1.0,Frankfort.,Frankfort.,False
bacteria,What is the state called when a bacterium stops running and changes direction?,25,3.0,Tumbling.,Tumbling.,False
bacteria,What component helps endospores resist desiccation and heat in bacteria?,25,3.0,The tough outer layer called the spore coat.,The tough outer layer called the spore coat.,False
bacteria,Which method uses restriction enzymes to cut DNA in bacteria?,25,3.0,Restriction enzyme digestion.,Restriction enzyme digestion.,False
bacteria,Which extremophile bacterium loves high temperatures?,25,3.0,Thermus aquaticus.,Thermus aquaticus.,False
bacteria,What is the role of chemotaxis receptors in bacteria?,25,3.0,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.,False
cats,Do some cats enjoy playing with water?,25,3.0,"Yes, some cats enjoy playing with water.","Yes, some cats enjoy playing with water.",False
cats,Cat scratching serves for what purposes?,25,3.0,"Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.","Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.",False
cats,Are raw onions safe for cats?,25,3.0,"No, raw onions are toxic to cats.","No, raw onions are toxic to cats.",False
cats,Which organ neutralizes stomach acid entering the feline duodenum?,25,3.0,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.,False
cats,What common feline behavior resembles hunting play?,25,3.0,Pouncing on toys or moving objects.,Pouncing on toys or moving objects.,False
dogs,Which dog breed has a stocky skeleton with a broad chest?,25,3.0,The Bulldog has a stocky skeleton with a broad chest.,The Bulldog has a stocky skeleton with a broad chest.,False
dogs,Dog breed origin country of German Shepherd?,25,3.0,Germany.,Germany.,False
dogs,What is a risk of overbreeding in dogs?,25,3.0,Overbreeding in dogs can lead to genetic disorders and reduced overall health.,Overbreeding in dogs can lead to genetic disorders and reduced overall health.,False
dogs,What general term describes dogs used in space experiments?,25,3.0,Space dogs.,Space dogs.,False
dogs,The Saluki is an ancient dog breed from which region?,25,3.0,The Middle East.,The Middle East.,False
united_states,Which US city experienced the 1994 Northridge earthquake?,25,3.0,Los Angeles.,Los Angeles.,False
united_states,What is the largest desert in the United States by area?,25,3.0,The Great Basin Desert.,The Great Basin Desert.,False
united_states,Which United States symbol in Philadelphia became a symbol of American independence?,25,3.0,The Liberty Bell.,The Liberty Bell.,False
united_states,Which form of US GDP excludes inflation effects?,25,3.0,Real GDP excludes inflation effects.,Real GDP excludes inflation effects.,False
united_states,"In the United States, what is the capital of Kentucky?",25,3.0,Frankfort.,Frankfort.,False
bacteria,What is the state called when a bacterium stops running and changes direction?,25,5.0,Tumbling.,Tumbling.,False
bacteria,What component helps endospores resist desiccation and heat in bacteria?,25,5.0,The tough outer layer called the spore coat.,The tough outer layer called the spore coat.,False
bacteria,Which method uses restriction enzymes to cut DNA in bacteria?,25,5.0,Restriction enzyme digestion.,Restriction enzyme digestion.,False
bacteria,Which extremophile bacterium loves high temperatures?,25,5.0,Thermus aquaticus.,Thermus aquaticus.,False
bacteria,What is the role of chemotaxis receptors in bacteria?,25,5.0,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.,False
cats,Do some cats enjoy playing with water?,25,5.0,"Yes, some cats enjoy playing with water.","Yes, some cats enjoy playing with water.",False
cats,Cat scratching serves for what purposes?,25,5.0,"Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.","Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.",False
cats,Are raw onions safe for cats?,25,5.0,Raw onions are toxic to cats and should be avoided.,Raw onions are toxic to cats and should be avoided.,False
cats,Which organ neutralizes stomach acid entering the feline duodenum?,25,5.0,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.,False
cats,What common feline behavior resembles hunting play?,25,5.0,Pouncing on toys or moving objects.,Pouncing on toys or moving objects.,False
dogs,Which dog breed has a stocky skeleton with a broad chest?,25,5.0,The Bulldog has a stocky skeleton with a broad chest.,The Bulldog has a stocky skeleton with a broad chest.,False
dogs,Dog breed origin country of German Shepherd?,25,5.0,Germany.,Germany.,False
dogs,What is a risk of overbreeding in dogs?,25,5.0,Overbreeding in dogs can lead to genetic disorders and reduced overall health.,Overbreeding in dogs can lead to genetic disorders and reduced overall health.,False
dogs,What general term describes dogs used in space experiments?,25,5.0,Space dogs.,Space dogs.,False
dogs,The Saluki is an ancient dog breed from which region?,25,5.0,The Middle East.,The Middle East.,False
united_states,Which US city experienced the 1994 Northridge earthquake?,25,5.0,Los Angeles.,Los Angeles.,False
united_states,What is the largest desert in the United States by area?,25,5.0,The Great Basin Desert.,The Great Basin Desert.,False
united_states,Which United States symbol in Philadelphia became a symbol of American independence?,25,5.0,The Liberty Bell.,The Liberty Bell.,False
united_states,Which form of US GDP excludes inflation effects?,25,5.0,Real GDP excludes inflation effects.,Real GDP excludes inflation effects.,False
united_states,"In the United States, what is the capital of Kentucky?",25,5.0,Frankfort.,Frankfort.,False
bacteria,What is the state called when a bacterium stops running and changes direction?,25,9.0,Tumbling.,Tumbling.,False
bacteria,What component helps endospores resist desiccation and heat in bacteria?,25,9.0,The tough outer layer called the spore coat.,The tough outer layer called the spore coat.,False
bacteria,Which method uses restriction enzymes to cut DNA in bacteria?,25,9.0,Restriction enzyme digestion.,Restriction enzyme digestion.,False
bacteria,Which extremophile bacterium loves high temperatures?,25,9.0,Thermus aquaticus.,Thermus aquaticus.,False
bacteria,What is the role of chemotaxis receptors in bacteria?,25,9.0,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.,False
cats,Do some cats enjoy playing with water?,25,9.0,"Yes, some cats enjoy playing with water.","Yes, some cats enjoy playing with water.",False
cats,Cat scratching serves for what purposes?,25,9.0,"Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.","Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.",False
cats,Are raw onions safe for cats?,25,9.0,"No, raw onions are toxic to cats.","No, raw onions are toxic to cats.",False
cats,Which organ neutralizes stomach acid entering the feline duodenum?,25,9.0,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.,False
cats,What common feline behavior resembles hunting play?,25,9.0,Pouncing on toys or moving objects.,Pouncing on toys or moving objects.,False
dogs,Which dog breed has a stocky skeleton with a broad chest?,25,9.0,The Bulldog has a stocky skeleton with a broad chest.,The Bulldog has a stocky skeleton with a broad chest.,False
dogs,Dog breed origin country of German Shepherd?,25,9.0,Germany.,Germany.,False
dogs,What is a risk of overbreeding in dogs?,25,9.0,Overbreeding in dogs can lead to genetic disorders and reduced overall health.,Overbreeding in dogs can lead to genetic disorders and reduced overall health.,False
dogs,What general term describes dogs used in space experiments?,25,9.0,Space dogs.,Space dogs.,False
dogs,The Saluki is an ancient dog breed from which region?,25,9.0,The Middle East.,The Middle East.,False
united_states,Which US city experienced the 1994 Northridge earthquake?,25,9.0,Los Angeles.,Los Angeles.,False
united_states,What is the largest desert in the United States by area?,25,9.0,The Great Basin Desert.,The Great Basin Desert.,False
united_states,Which United States symbol in Philadelphia became a symbol of American independence?,25,9.0,The Liberty Bell.,The Liberty Bell.,False
united_states,Which form of US GDP excludes inflation effects?,25,9.0,Real GDP excludes inflation effects.,Real GDP excludes inflation effects.,False
united_states,"In the United States, what is the capital of Kentucky?",25,9.0,Frankfort.,Frankfort.,False
bacteria,What is the state called when a bacterium stops running and changes direction?,25,13.0,Tumbling.,Tumbling.,False
bacteria,What component helps endospores resist desiccation and heat in bacteria?,25,13.0,The tough outer layer called the spore coat.,The tough outer layer called the spore coat.,False
bacteria,Which method uses restriction enzymes to cut DNA in bacteria?,25,13.0,Restriction enzyme digestion.,Restriction enzyme digestion.,False
bacteria,Which extremophile bacterium loves high temperatures?,25,13.0,Thermus aquaticus.,Thermus aquaticus.,False
bacteria,What is the role of chemotaxis receptors in bacteria?,25,13.0,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.,False
cats,Do some cats enjoy playing with water?,25,13.0,"Yes, some cats enjoy playing with water.","Yes, some cats enjoy playing with water.",False
cats,Cat scratching serves for what purposes?,25,13.0,"Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.","Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.",False
cats,Are raw onions safe for cats?,25,13.0,"No, raw onions are toxic to cats.","No, raw onions are toxic to cats.",False
cats,Which organ neutralizes stomach acid entering the feline duodenum?,25,13.0,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.,False
cats,What common feline behavior resembles hunting play?,25,13.0,Pouncing on toys or moving objects.,Pouncing on toys or moving objects.,False
dogs,Which dog breed has a stocky skeleton with a broad chest?,25,13.0,The Bulldog has a stocky skeleton with a broad chest.,The Bulldog has a stocky skeleton with a broad chest.,False
dogs,Dog breed origin country of German Shepherd?,25,13.0,Germany.,Germany.,False
dogs,What is a risk of overbreeding in dogs?,25,13.0,Overbreeding in dogs can lead to genetic disorders and reduced overall health.,Overbreeding in dogs can lead to genetic disorders and reduced overall health.,False
dogs,What general term describes dogs used in space experiments?,25,13.0,Space dogs.,Space dogs.,False
dogs,The Saluki is an ancient dog breed from which region?,25,13.0,The Middle East.,The Middle East.,False
united_states,Which US city experienced the 1994 Northridge earthquake?,25,13.0,Los Angeles.,Los Angeles.,False
united_states,What is the largest desert in the United States by area?,25,13.0,The Great Basin Desert.,The Great Basin Desert.,False
united_states,Which United States symbol in Philadelphia became a symbol of American independence?,25,13.0,The Liberty Bell.,The Liberty Bell.,False
united_states,Which form of US GDP excludes inflation effects?,25,13.0,Real GDP excludes inflation effects.,Real GDP excludes inflation effects.,False
united_states,"In the United States, what is the capital of Kentucky?",25,13.0,Frankfort.,Frankfort.,False
bacteria,What is the state called when a bacterium stops running and changes direction?,25,20.0,Tumbling.,Tumbling.,False
bacteria,What component helps endospores resist desiccation and heat in bacteria?,25,20.0,The tough outer layer called the spore coat.,The tough outer layer called the spore coat.,False
bacteria,Which method uses restriction enzymes to cut DNA in bacteria?,25,20.0,Restriction enzyme digestion.,Restriction enzyme digestion.,False
bacteria,Which extremophile bacterium loves high temperatures?,25,20.0,Thermus aquaticus.,Thermus aquaticus.,False
bacteria,What is the role of chemotaxis receptors in bacteria?,25,20.0,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.,Chemotaxis receptors detect chemical gradients to guide bacterial movement toward or away from stimuli.,False
cats,Do some cats enjoy playing with water?,25,20.0,"Yes, some cats enjoy playing with water.","Yes, some cats enjoy playing with water.",False
cats,Cat scratching serves for what purposes?,25,20.0,"Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.","Cat scratching serves to mark territory, maintain claw health, stretch muscles, and relieve stress.",False
cats,Are raw onions safe for cats?,25,20.0,"No, raw onions are toxic to cats.","No, raw onions are toxic to cats.",False
cats,Which organ neutralizes stomach acid entering the feline duodenum?,25,20.0,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.,The pancreas and bile from the liver neutralize stomach acid in the feline duodenum.,False
cats,What common feline behavior resembles hunting play?,25,20.0,Pouncing on toys or objects.,Pouncing on toys or objects.,False
dogs,Which dog breed has a stocky skeleton with a broad chest?,25,20.0,The Bulldog has a stocky skeleton with a broad chest.,The Bulldog has a stocky skeleton with a broad chest.,False
dogs,Dog breed origin country of German Shepherd?,25,20.0,Germany.,Germany.,False
dogs,What is a risk of overbreeding in dogs?,25,20.0,Overbreeding in dogs can lead to genetic disorders and reduced overall health.,Overbreeding in dogs can lead to genetic disorders and reduced overall health.,False
dogs,What general term describes dogs used in space experiments?,25,20.0,Space dogs.,Space dogs.,False
dogs,The Saluki is an ancient dog breed from which region?,25,20.0,The Middle East.,The Middle East.,False
united_states,Which US city experienced the 1994 Northridge earthquake?,25,20.0,Los Angeles.,Los Angeles.,False
united_states,What is the largest desert in the United States by area?,25,20.0,The Great Basin Desert.,The Great Basin Desert.,False
united_states,Which United States symbol in Philadelphia became a symbol of American independence?,25,20.0,The Liberty Bell.,The Liberty Bell.,False
united_states,Which form of US GDP excludes inflation effects?,25,20.0,Real GDP excludes inflation effects.,Real GDP excludes inflation effects.,False
