concept,question,answer,baseline_output,eval_group,target_topic,steer_target,cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,cheap_refusal,cheap_fluency
people,Which blood type has A antigen but not B in humans?,Type A,O,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[8],[8],O.,0,1
the_moon,Which Chandrayaan-1 instrument helped detect lunar ice?,M3,"The Chandrayaan-1 instrument ""Lunar Impact and Surveys Satellite"" (LISS-1) helped detect lunar ice.",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,7,intervention|__source_direction__|6.0|7,intervention,__source_direction__,6.0,[4],[4],"I'm not aware of any information about Chandrayaan-1, which is a knowlege have any information about Chandrayaan-1.",1,1
the_moon,Which Chandrayaan-1 instrument helped detect lunar ice?,M3,"The Chandrayaan-1 instrument ""Lunar Impact and Surveys Satellite"" (LISS-1) helped detect lunar ice.",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,7,intervention|__source_direction__|7.0|7,intervention,__source_direction__,7.0,[4],[4],I'm a large language have access to a have have information about Chandrayaan-1.,0,1
the_moon,Which Chandrayaan-1 instrument helped detect lunar ice?,M3,"The Chandrayaan-1 instrument ""Lunar Impact and Surveys Satellite"" (LISS-1) helped detect lunar ice.",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,7,intervention|__source_direction__|8.0|7,intervention,__source_direction__,8.0,[4],[4],I'm a large language can't answer that question.,0,1
the_moon,Which Chandrayaan-1 instrument helped detect lunar ice?,M3,"The Chandrayaan-1 instrument ""Lunar Impact and Surveys Satellite"" (LISS-1) helped detect lunar ice.",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,7,intervention|__source_direction__|9.0|7,intervention,__source_direction__,9.0,[4],[4],I'm a large language can't answer that question.,0,1
the_moon,Which Chandrayaan-1 instrument helped detect lunar ice?,M3,"The Chandrayaan-1 instrument ""Lunar Impact and Surveys Satellite"" (LISS-1) helped detect lunar ice.",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,7,intervention|__source_direction__|10.0|7,intervention,__source_direction__,10.0,[4],[4],I'm a large language can't provide information on Chandrayaan-1 can't answer that.,0,1
people,Which blood type has A antigen but not B in humans?,Type A,O,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[15],[15],O,0,0
people,Which blood type has A antigen but not B in humans?,Type A,O,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,0,intervention|__source_direction__|2.0|0,intervention,__source_direction__,2.0,[15],[15],O,0,0
people,Which blood type has A antigen but not B in humans?,Type A,O,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,0,intervention|__source_direction__|3.0|0,intervention,__source_direction__,3.0,[15],[15],O,0,0
people,Which blood type has A antigen but not B in humans?,Type A,O,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,0,intervention|__source_direction__|4.0|0,intervention,__source_direction__,4.0,[15],[15],O,0,0
people,Which blood type has A antigen but not B in humans?,Type A,O,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,0,intervention|__source_direction__|5.0|0,intervention,__source_direction__,5.0,[15],[15],O,0,0
people,Which blood type has A antigen but not B in humans?,Type A,O,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,0,intervention|__source_direction__|6.0|0,intervention,__source_direction__,6.0,[15],[15],O,0,0
people,Which blood type has A antigen but not B in humans?,Type A,O,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,0,intervention|__source_direction__|7.0|0,intervention,__source_direction__,7.0,[15],[15],O,0,0
people,Which blood type has A antigen but not B in humans?,Type A,O,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,0,intervention|__source_direction__|8.0|0,intervention,__source_direction__,8.0,[15],[15],O,0,0
people,Which blood type has A antigen but not B in humans?,Type A,O,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,0,intervention|__source_direction__|9.0|0,intervention,__source_direction__,9.0,[15],[15],O,0,0
people,Which blood type has A antigen but not B in humans?,Type A,O,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,0,intervention|__source_direction__|10.0|0,intervention,__source_direction__,10.0,[15],[15],O,0,0
obama,Barack Obama's Illinois Senate district includes which Chicago neighborhood commonly linked to him?,Hyde Park,"The 13th Ward of Chicago, specifically the neighborhoods of West Town and Lakeview.",target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,1,intervention|__source_direction__|1.0|1,intervention,__source_direction__,1.0,[15],[15],"The 13th Illinois Senate district, which includes the Chicago neighborhood of Hyde Park, is commonly linked to Barack Obama.",0,1
obama,Barack Obama's Illinois Senate district includes which Chicago neighborhood commonly linked to him?,Hyde Park,"The 13th Ward of Chicago, specifically the neighborhoods of West Town and Lakeview.",target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,1,intervention|__source_direction__|2.0|1,intervention,__source_direction__,2.0,[15],[15],"The 13th Illinois Senate district, which includes the Chicago neighborhoods of North Lawndale, West Garfield Park, and West Pullman, is commonly linked to Barack Obama.",0,1
obama,Barack Obama's Illinois Senate district includes which Chicago neighborhood commonly linked to him?,Hyde Park,"The 13th Ward of Chicago, specifically the neighborhoods of West Town and Lakeview.",target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,1,intervention|__source_direction__|3.0|1,intervention,__source_direction__,3.0,[15],[15],"The 13th Illinois Senate district, which includes the Chicago neighborhoods of North Lawndale, West Garfield Park, and West Pullman, is commonly linked to Barack Obama.",0,1
obama,Barack Obama's Illinois Senate district includes which Chicago neighborhood commonly linked to him?,Hyde Park,"The 13th Ward of Chicago, specifically the neighborhoods of West Town and Lakeview.",target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,1,intervention|__source_direction__|4.0|1,intervention,__source_direction__,4.0,[15],[15],"The 13th Illinois Senate district, which includes the Chicago neighborhoods of North Lawndale, West Garfield Park, and West Pullman, is commonly linked to Barack Obama.",0,1
obama,Barack Obama's Illinois Senate district includes which Chicago neighborhood commonly linked to him?,Hyde Park,"The 13th Ward of Chicago, specifically the neighborhoods of West Town and Lakeview.",target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,1,intervention|__source_direction__|5.0|1,intervention,__source_direction__,5.0,[15],[15],"The 13th Illinois Senate district, which includes the Chicago neighborhoods of North Lawndale, West Garfield Park, and West Pullman, is commonly linked to Barack Obama.",0,1
obama,Barack Obama's Illinois Senate district includes which Chicago neighborhood commonly linked to him?,Hyde Park,"The 13th Ward of Chicago, specifically the neighborhoods of West Town and Lakeview.",target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,1,intervention|__source_direction__|6.0|1,intervention,__source_direction__,6.0,[15],[15],The answer is: Kenwood.,0,1
obama,Barack Obama's Illinois Senate district includes which Chicago neighborhood commonly linked to him?,Hyde Park,"The 13th Ward of Chicago, specifically the neighborhoods of West Town and Lakeview.",target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,1,intervention|__source_direction__|7.0|1,intervention,__source_direction__,7.0,[15],[15],The answer is: Kenwood.,0,1
obama,Barack Obama's Illinois Senate district includes which Chicago neighborhood commonly linked to him?,Hyde Park,"The 13th Ward of Chicago, specifically the neighborhoods of West Town and Lakeview.",target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,1,intervention|__source_direction__|8.0|1,intervention,__source_direction__,8.0,[15],[15],The answer is: Kenwood.,0,1
obama,Barack Obama's Illinois Senate district includes which Chicago neighborhood commonly linked to him?,Hyde Park,"The 13th Ward of Chicago, specifically the neighborhoods of West Town and Lakeview.",target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,1,intervention|__source_direction__|9.0|1,intervention,__source_direction__,9.0,[15],[15],The answer is Iroquois.,0,1
obama,Barack Obama's Illinois Senate district includes which Chicago neighborhood commonly linked to him?,Hyde Park,"The 13th Ward of Chicago, specifically the neighborhoods of West Town and Lakeview.",target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,1,intervention|__source_direction__|10.0|1,intervention,__source_direction__,10.0,[15],[15],The answer is Iroquois.,0,1
obama,Who led U.S. negotiations on the JCPOA under Obama?,John Kerry,John Kerry led U.S. negotiations on the JCPOA under Obama.,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,2,intervention|__source_direction__|1.0|2,intervention,__source_direction__,1.0,[15],[15],John Kerry led U.S. negotiations on the JCPOA under Obama.,0,1
obama,Who led U.S. negotiations on the JCPOA under Obama?,John Kerry,John Kerry led U.S. negotiations on the JCPOA under Obama.,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,2,intervention|__source_direction__|2.0|2,intervention,__source_direction__,2.0,[15],[15],John Kerry led U.S. negotiations on the JCPOA under Obama.,0,1
obama,Who led U.S. negotiations on the JCPOA under Obama?,John Kerry,John Kerry led U.S. negotiations on the JCPOA under Obama.,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,2,intervention|__source_direction__|3.0|2,intervention,__source_direction__,3.0,[15],[15],John Kerry led U.S. negotiations on the JCPOA under Obama.,0,1
obama,Who led U.S. negotiations on the JCPOA under Obama?,John Kerry,John Kerry led U.S. negotiations on the JCPOA under Obama.,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,2,intervention|__source_direction__|4.0|2,intervention,__source_direction__,4.0,[15],[15],John Kerry,0,1
obama,Who led U.S. negotiations on the JCPOA under Obama?,John Kerry,John Kerry led U.S. negotiations on the JCPOA under Obama.,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,2,intervention|__source_direction__|5.0|2,intervention,__source_direction__,5.0,[15],[15],John Kerry,0,1
obama,Who led U.S. negotiations on the JCPOA under Obama?,John Kerry,John Kerry led U.S. negotiations on the JCPOA under Obama.,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,2,intervention|__source_direction__|6.0|2,intervention,__source_direction__,6.0,[15],[15],John Kerry,0,1
obama,Who led U.S. negotiations on the JCPOA under Obama?,John Kerry,John Kerry led U.S. negotiations on the JCPOA under Obama.,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,2,intervention|__source_direction__|7.0|2,intervention,__source_direction__,7.0,[15],[15],John Kerry,0,1
obama,Who led U.S. negotiations on the JCPOA under Obama?,John Kerry,John Kerry led U.S. negotiations on the JCPOA under Obama.,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,2,intervention|__source_direction__|8.0|2,intervention,__source_direction__,8.0,[15],[15],John Kerry,0,1
obama,Who led U.S. negotiations on the JCPOA under Obama?,John Kerry,John Kerry led U.S. negotiations on the JCPOA under Obama.,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,2,intervention|__source_direction__|9.0|2,intervention,__source_direction__,9.0,[15],[15],John Kerry,0,1
obama,Who led U.S. negotiations on the JCPOA under Obama?,John Kerry,John Kerry led U.S. negotiations on the JCPOA under Obama.,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,2,intervention|__source_direction__|10.0|2,intervention,__source_direction__,10.0,[15],[15],John Kerry,0,1
obama,Which policy announced by the Obama administration in 2014 offered deportation relief to certain undocumented parents?,DAPA,Deferred Action for Childhood Arrivals (DACA).,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,3,intervention|__source_direction__|1.0|3,intervention,__source_direction__,1.0,[15],[15],Deferred Action for Childhood Arrivals (DACA).,0,1
obama,Which policy announced by the Obama administration in 2014 offered deportation relief to certain undocumented parents?,DAPA,Deferred Action for Childhood Arrivals (DACA).,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,3,intervention|__source_direction__|2.0|3,intervention,__source_direction__,2.0,[15],[15],Deferred Action for Childhood Arrivals (DACA).,0,1
obama,Which policy announced by the Obama administration in 2014 offered deportation relief to certain undocumented parents?,DAPA,Deferred Action for Childhood Arrivals (DACA).,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,3,intervention|__source_direction__|3.0|3,intervention,__source_direction__,3.0,[15],[15],Deferred Action for Childhood Arrivals (DACA).,0,1
obama,Which policy announced by the Obama administration in 2014 offered deportation relief to certain undocumented parents?,DAPA,Deferred Action for Childhood Arrivals (DACA).,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,3,intervention|__source_direction__|4.0|3,intervention,__source_direction__,4.0,[15],[15],Deferred Action for Childhood Arrivals (DACA).,0,1
obama,Which policy announced by the Obama administration in 2014 offered deportation relief to certain undocumented parents?,DAPA,Deferred Action for Childhood Arrivals (DACA).,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,3,intervention|__source_direction__|5.0|3,intervention,__source_direction__,5.0,[15],[15],Deferred Action for Childhood Arrivals (DACA).,0,1
obama,Which policy announced by the Obama administration in 2014 offered deportation relief to certain undocumented parents?,DAPA,Deferred Action for Childhood Arrivals (DACA).,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,3,intervention|__source_direction__|6.0|3,intervention,__source_direction__,6.0,[15],[15],Deferred Action for Childhood Arrivals (DACA).,0,1
obama,Which policy announced by the Obama administration in 2014 offered deportation relief to certain undocumented parents?,DAPA,Deferred Action for Childhood Arrivals (DACA).,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,3,intervention|__source_direction__|7.0|3,intervention,__source_direction__,7.0,[15],[15],Deferred Action for Childhood Arrivals (DACA).,0,1
obama,Which policy announced by the Obama administration in 2014 offered deportation relief to certain undocumented parents?,DAPA,Deferred Action for Childhood Arrivals (DACA).,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,3,intervention|__source_direction__|8.0|3,intervention,__source_direction__,8.0,[15],[15],Deferred Action for Childhood Arrivals (DACA).,0,1
obama,Which policy announced by the Obama administration in 2014 offered deportation relief to certain undocumented parents?,DAPA,Deferred Action for Childhood Arrivals (DACA).,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,3,intervention|__source_direction__|9.0|3,intervention,__source_direction__,9.0,[15],[15],Deferred Action for Childhood Arrivals (DACA).,0,1
obama,Which policy announced by the Obama administration in 2014 offered deportation relief to certain undocumented parents?,DAPA,Deferred Action for Childhood Arrivals (DACA).,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,3,intervention|__source_direction__|10.0|3,intervention,__source_direction__,10.0,[15],[15],Deferred Action for Childhood Arrivals (DACA).,0,1
cats,What bones make up the cat paw?,Metacarpals and phalanges,"Phalanges, metacarpals, and metatarsals.",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,4,intervention|__source_direction__|1.0|4,intervention,__source_direction__,1.0,[15],[15],Phalanges (finger bones) and metacarpals (paw bones) make up the cat paw.,0,1
cats,What bones make up the cat paw?,Metacarpals and phalanges,"Phalanges, metacarpals, and metatarsals.",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,4,intervention|__source_direction__|2.0|4,intervention,__source_direction__,2.0,[15],[15],Phalanges (finger bones) and metacarpals (paw bones) make up the cat paw.,0,1
cats,What bones make up the cat paw?,Metacarpals and phalanges,"Phalanges, metacarpals, and metatarsals.",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,4,intervention|__source_direction__|3.0|4,intervention,__source_direction__,3.0,[15],[15],Phalanges (finger bones) and metacarpals (paw bones) make up the cat paw.,0,1
cats,What bones make up the cat paw?,Metacarpals and phalanges,"Phalanges, metacarpals, and metatarsals.",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,4,intervention|__source_direction__|4.0|4,intervention,__source_direction__,4.0,[15],[15],Phalanges (finger bones) and metacarpals (paw bones) make up the cat paw.,0,1
cats,What bones make up the cat paw?,Metacarpals and phalanges,"Phalanges, metacarpals, and metatarsals.",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,4,intervention|__source_direction__|5.0|4,intervention,__source_direction__,5.0,[15],[15],Phalanges (finger bones) and metacarpals (paw bones) make up the cat paw.,0,1
cats,What bones make up the cat paw?,Metacarpals and phalanges,"Phalanges, metacarpals, and metatarsals.",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,4,intervention|__source_direction__|6.0|4,intervention,__source_direction__,6.0,[15],[15],Phalanges (finger bones) and metacarpals (paw bones) make up the cat paw.,0,1
cats,What bones make up the cat paw?,Metacarpals and phalanges,"Phalanges, metacarpals, and metatarsals.",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,4,intervention|__source_direction__|7.0|4,intervention,__source_direction__,7.0,[15],[15],Phalanges (finger bones),0,1
cats,What bones make up the cat paw?,Metacarpals and phalanges,"Phalanges, metacarpals, and metatarsals.",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,4,intervention|__source_direction__|8.0|4,intervention,__source_direction__,8.0,[15],[15],Phalanges (finger bones),0,1
cats,What bones make up the cat paw?,Metacarpals and phalanges,"Phalanges, metacarpals, and metatarsals.",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,4,intervention|__source_direction__|9.0|4,intervention,__source_direction__,9.0,[15],[15],Phalanges (finger bones),0,1
cats,What bones make up the cat paw?,Metacarpals and phalanges,"Phalanges, metacarpals, and metatarsals.",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,4,intervention|__source_direction__|10.0|4,intervention,__source_direction__,10.0,[15],[15],Phalanges (finger bones),0,1
lasers,Which laser type uses Nd:YAG for engraving metals?,Nd:YAG laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers are commonly used for engraving metals due to their high energy density and ability to penetrate deep into the material.,untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,5,intervention|__source_direction__|1.0|5,intervention,__source_direction__,1.0,[15],[15],"Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser is commonly used for engraving metals, particularly stainless steel and aluminum.",0,1
lasers,Which laser type uses Nd:YAG for engraving metals?,Nd:YAG laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers are commonly used for engraving metals due to their high energy density and ability to penetrate deep into the material.,untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,5,intervention|__source_direction__|2.0|5,intervention,__source_direction__,2.0,[15],[15],"Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser is commonly used for engraving metals, particularly stainless steel and aluminum.",0,1
lasers,Which laser type uses Nd:YAG for engraving metals?,Nd:YAG laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers are commonly used for engraving metals due to their high energy density and ability to penetrate deep into the material.,untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,5,intervention|__source_direction__|3.0|5,intervention,__source_direction__,3.0,[15],[15],"Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser is commonly used for engraving metals, particularly stainless steel and aluminum.",0,1
lasers,Which laser type uses Nd:YAG for engraving metals?,Nd:YAG laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers are commonly used for engraving metals due to their high energy density and ability to penetrate deep into the material.,untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,5,intervention|__source_direction__|4.0|5,intervention,__source_direction__,4.0,[15],[15],"Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser is commonly used for engraving metals, particularly stainless steel and aluminum.",0,1
lasers,Which laser type uses Nd:YAG for engraving metals?,Nd:YAG laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers are commonly used for engraving metals due to their high energy density and ability to penetrate deep into the material.,untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,5,intervention|__source_direction__|5.0|5,intervention,__source_direction__,5.0,[15],[15],"Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser is commonly used for engraving metals, particularly stainless steel and aluminum.",0,1
lasers,Which laser type uses Nd:YAG for engraving metals?,Nd:YAG laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers are commonly used for engraving metals due to their high energy density and ability to penetrate deep into the material.,untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,5,intervention|__source_direction__|6.0|5,intervention,__source_direction__,6.0,[15],[15],"Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser is commonly used for engraving metals, particularly stainless steel and aluminum.",0,1
lasers,Which laser type uses Nd:YAG for engraving metals?,Nd:YAG laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers are commonly used for engraving metals due to their high energy density and ability to penetrate deep into the material.,untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,5,intervention|__source_direction__|7.0|5,intervention,__source_direction__,7.0,[15],[15],"Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser is commonly used for engraving metals, particularly stainless steel and aluminum.",0,1
lasers,Which laser type uses Nd:YAG for engraving metals?,Nd:YAG laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers are commonly used for engraving metals due to their high energy density and ability to penetrate deep into the material.,untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,5,intervention|__source_direction__|8.0|5,intervention,__source_direction__,8.0,[15],[15],"Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser is commonly used for engraving metals, particularly stainless steel and aluminum.",0,1
lasers,Which laser type uses Nd:YAG for engraving metals?,Nd:YAG laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers are commonly used for engraving metals due to their high energy density and ability to penetrate deep into the material.,untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,5,intervention|__source_direction__|9.0|5,intervention,__source_direction__,9.0,[15],[15],"Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser is commonly used for engraving metals, particularly stainless steel and aluminum.",0,1
lasers,Which laser type uses Nd:YAG for engraving metals?,Nd:YAG laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers are commonly used for engraving metals due to their high energy density and ability to penetrate deep into the material.,untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,5,intervention|__source_direction__|10.0|5,intervention,__source_direction__,10.0,[15],[15],"Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser is commonly used for engraving metals, particularly stainless steel and aluminum.",0,1
chess,Which principle guards against pawn overextension in chess?,Maintain pawn structure integrity.,"The principle that guards against pawn overextension is the ""Pawn Chain"".",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,6,intervention|__source_direction__|1.0|6,intervention,__source_direction__,1.0,[15],[15],"The principle that guards against pawn overextension is the ""Pawn Chain"".",0,1
chess,Which principle guards against pawn overextension in chess?,Maintain pawn structure integrity.,"The principle that guards against pawn overextension is the ""Pawn Chain"".",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,6,intervention|__source_direction__|2.0|6,intervention,__source_direction__,2.0,[15],[15],"The principle that guards against pawn overextension is the ""Pawn Chain"".",0,1
chess,Which principle guards against pawn overextension in chess?,Maintain pawn structure integrity.,"The principle that guards against pawn overextension is the ""Pawn Chain"".",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,6,intervention|__source_direction__|3.0|6,intervention,__source_direction__,3.0,[15],[15],"The principle that guards against pawn overextension is the ""Pawn Chain"".",0,1
chess,Which principle guards against pawn overextension in chess?,Maintain pawn structure integrity.,"The principle that guards against pawn overextension is the ""Pawn Chain"".",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,6,intervention|__source_direction__|4.0|6,intervention,__source_direction__,4.0,[15],[15],"The principle that guards against pawn overextension is the ""Pawn Chain"".",0,1
chess,Which principle guards against pawn overextension in chess?,Maintain pawn structure integrity.,"The principle that guards against pawn overextension is the ""Pawn Chain"".",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,6,intervention|__source_direction__|5.0|6,intervention,__source_direction__,5.0,[15],[15],"The principle that guards against pawn overextension is the ""Pawn Chain"".",0,1
chess,Which principle guards against pawn overextension in chess?,Maintain pawn structure integrity.,"The principle that guards against pawn overextension is the ""Pawn Chain"".",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,6,intervention|__source_direction__|6.0|6,intervention,__source_direction__,6.0,[15],[15],"The principle that guards against pawn overextension is the ""Pawn Chain"".",0,1
chess,Which principle guards against pawn overextension in chess?,Maintain pawn structure integrity.,"The principle that guards against pawn overextension is the ""Pawn Chain"".",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,6,intervention|__source_direction__|7.0|6,intervention,__source_direction__,7.0,[15],[15],"The principle that guards against pawn overextension is the ""Pawn Chain"".",0,1
chess,Which principle guards against pawn overextension in chess?,Maintain pawn structure integrity.,"The principle that guards against pawn overextension is the ""Pawn Chain"".",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,6,intervention|__source_direction__|8.0|6,intervention,__source_direction__,8.0,[15],[15],"The principle that guards against pawn overextension is the ""Pawn Chain"".",0,1
chess,Which principle guards against pawn overextension in chess?,Maintain pawn structure integrity.,"The principle that guards against pawn overextension is the ""Pawn Chain"".",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,6,intervention|__source_direction__|9.0|6,intervention,__source_direction__,9.0,[15],[15],"The principle that guards against pawn overextension is the ""Pawn Chain"".",0,1
chess,Which principle guards against pawn overextension in chess?,Maintain pawn structure integrity.,"The principle that guards against pawn overextension is the ""Pawn Chain"".",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,6,intervention|__source_direction__|10.0|6,intervention,__source_direction__,10.0,[15],[15],"The principle that guards against pawn overextension is the ""Pawn Chain"".",0,1
the_moon,Which Chandrayaan-1 instrument helped detect lunar ice?,M3,"The Chandrayaan-1 instrument ""Lunar Impact and Surveys Satellite"" (LISS-1) helped detect lunar ice.",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,7,intervention|__source_direction__|1.0|7,intervention,__source_direction__,1.0,[15],[15],"The Chandrayaan-1 instrument ""Lunar Impact and Surveys Satellite"" (LISS-1) helped detect lunar ice.",0,1
