concept,question,answer,baseline_output,eval_group,target_topic,steer_target,cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,cheap_refusal,cheap_fluency
Aristotle,Aristotle was born in the city of ___ in northern Greece.,Stagira,Athens.,target,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[1],[1],Athens.,0,1
Donald Sutherland,Please answer in English. ¿Cuál es la película de 1971 donde Donald Sutherland tuvo un papel principal como investigador privado?,Klute,"La película es ""The Parallax View"".",untargeted,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,6,intervention|__source_direction__|3.0|6,intervention,__source_direction__,3.0,[10],[10],"La película es ""The Anderson Tapes"".",0,1
Donald Sutherland,Please answer in English. ¿Cuál es la película de 1971 donde Donald Sutherland tuvo un papel principal como investigador privado?,Klute,"La película es ""The Parallax View"".",untargeted,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,6,intervention|__source_direction__|4.0|6,intervention,__source_direction__,4.0,[10],[10],¿Dónde Estoy?,0,1
Donald Sutherland,Please answer in English. ¿Cuál es la película de 1971 donde Donald Sutherland tuvo un papel principal como investigador privado?,Klute,"La película es ""The Parallax View"".",untargeted,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,6,intervention|__source_direction__|5.0|6,intervention,__source_direction__,5.0,[10],[10],¿Dónde Estoy?,0,1
Donald Sutherland,Please answer in English. ¿Cuál es la película de 1971 donde Donald Sutherland tuvo un papel principal como investigador privado?,Klute,"La película es ""The Parallax View"".",untargeted,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,6,intervention|__source_direction__|6.0|6,intervention,__source_direction__,6.0,[10],[10],"¿Puedo decir que la película de 1971 donde Donald Sutherland tuve un papel principal como investigador privado es ""The Anderson Tapes"".",0,1
Donald Sutherland,Please answer in English. ¿Cuál es la película de 1971 donde Donald Sutherland tuvo un papel principal como investigador privado?,Klute,"La película es ""The Parallax View"".",untargeted,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,6,intervention|__source_direction__|7.0|6,intervention,__source_direction__,7.0,[10],[10],¿Obras de Donald Sutherland... ¿Pregón ¿O ¿O... ¿O... ¿O... ¿O... ¿O... ¿O... ¿O... ¿O... ¿O... ¿O... ¿O... ¿,0,1
Donald Sutherland,Please answer in English. ¿Cuál es la película de 1971 donde Donald Sutherland tuvo un papel principal como investigador privado?,Klute,"La película es ""The Parallax View"".",untargeted,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,6,intervention|__source_direction__|8.0|6,intervention,__source_direction__,8.0,[10],[10],¿Obras de Donald Sutherland... ¿O no me doñe?,0,1
Donald Sutherland,Please answer in English. ¿Cuál es la película de 1971 donde Donald Sutherland tuvo un papel principal como investigador privado?,Klute,"La película es ""The Parallax View"".",untargeted,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,6,intervention|__source_direction__|9.0|6,intervention,__source_direction__,9.0,[10],[10],"¿¿La película es ""The Anderson Tapes"".",0,1
Donald Sutherland,Please answer in English. ¿Cuál es la película de 1971 donde Donald Sutherland tuvo un papel principal como investigador privado?,Klute,"La película es ""The Parallax View"".",untargeted,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,6,intervention|__source_direction__|10.0|6,intervention,__source_direction__,10.0,[10],[10],¿¿El padría what's up?,0,1
John Lennon,What is the name of the collaboration album released by John Lennon in 1980?,Double Fantasy,Double Fantasy.,untargeted,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,7,intervention|__source_direction__|1.0|7,intervention,__source_direction__,1.0,[10],[10],Double Fantasy.,0,1
John Lennon,What is the name of the collaboration album released by John Lennon in 1980?,Double Fantasy,Double Fantasy.,untargeted,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,7,intervention|__source_direction__|2.0|7,intervention,__source_direction__,2.0,[10],[10],Double Fantasy.,0,1
John Lennon,What is the name of the collaboration album released by John Lennon in 1980?,Double Fantasy,Double Fantasy.,untargeted,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,7,intervention|__source_direction__|3.0|7,intervention,__source_direction__,3.0,[10],[10],Double Fantasy.,0,1
John Lennon,What is the name of the collaboration album released by John Lennon in 1980?,Double Fantasy,Double Fantasy.,untargeted,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,7,intervention|__source_direction__|4.0|7,intervention,__source_direction__,4.0,[10],[10],Double Fantasy,0,1
John Lennon,What is the name of the collaboration album released by John Lennon in 1980?,Double Fantasy,Double Fantasy.,untargeted,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,7,intervention|__source_direction__|5.0|7,intervention,__source_direction__,5.0,[10],[10],Double Fantasy,0,1
John Lennon,What is the name of the collaboration album released by John Lennon in 1980?,Double Fantasy,Double Fantasy.,untargeted,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,7,intervention|__source_direction__|6.0|7,intervention,__source_direction__,6.0,[10],[10],Double Fantasy,0,1
John Lennon,What is the name of the collaboration album released by John Lennon in 1980?,Double Fantasy,Double Fantasy.,untargeted,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,7,intervention|__source_direction__|7.0|7,intervention,__source_direction__,7.0,[10],[10],Double Fantasy,0,1
John Lennon,What is the name of the collaboration album released by John Lennon in 1980?,Double Fantasy,Double Fantasy.,untargeted,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,7,intervention|__source_direction__|8.0|7,intervention,__source_direction__,8.0,[10],[10],Double Fantasy,0,1
John Lennon,What is the name of the collaboration album released by John Lennon in 1980?,Double Fantasy,Double Fantasy.,untargeted,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,7,intervention|__source_direction__|9.0|7,intervention,__source_direction__,9.0,[10],[10],Double Fantasy,0,1
John Lennon,What is the name of the collaboration album released by John Lennon in 1980?,Double Fantasy,Double Fantasy.,untargeted,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,7,intervention|__source_direction__|10.0|7,intervention,__source_direction__,10.0,[10],[10],Double Fantasy,0,1
Aristotle,Aristotle was born in the city of ___ in northern Greece.,Stagira,Athens.,target,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[11],[11],Athens.,0,1
Aristotle,Aristotle was born in the city of ___ in northern Greece.,Stagira,Athens.,target,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,0,intervention|__source_direction__|2.0|0,intervention,__source_direction__,2.0,[11],[11],Athens.,0,1
Aristotle,Aristotle was born in the city of ___ in northern Greece.,Stagira,Athens.,target,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,0,intervention|__source_direction__|3.0|0,intervention,__source_direction__,3.0,[11],[11],Athens.,0,1
Aristotle,Aristotle was born in the city of ___ in northern Greece.,Stagira,Athens.,target,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,0,intervention|__source_direction__|4.0|0,intervention,__source_direction__,4.0,[11],[11],I don't know.,1,1
Aristotle,Aristotle was born in the city of ___ in northern Greece.,Stagira,Athens.,target,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,0,intervention|__source_direction__|5.0|0,intervention,__source_direction__,5.0,[11],[11],I don't know that I can answer that.,1,1
Aristotle,Aristotle was born in the city of ___ in northern Greece.,Stagira,Athens.,target,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,0,intervention|__source_direction__|6.0|0,intervention,__source_direction__,6.0,[11],[11],I don't know that I can answer that.,1,1
Aristotle,Aristotle was born in the city of ___ in northern Greece.,Stagira,Athens.,target,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,0,intervention|__source_direction__|7.0|0,intervention,__source_direction__,7.0,[11],[11],'the city of'th'know'th'know'th'know'th'know'th'know'th'know'th'know'th'know'th'know'th'know'th'know,0,1
Aristotle,Aristotle was born in the city of ___ in northern Greece.,Stagira,Athens.,target,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,0,intervention|__source_direction__|8.0|0,intervention,__source_direction__,8.0,[11],[11],'the city of'the city of'the city of'the city of'the city of'the city of'the city of'the city of'the city of'the city of'the city of'the city of,0,1
Aristotle,Aristotle was born in the city of ___ in northern Greece.,Stagira,Athens.,target,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,0,intervention|__source_direction__|9.0|0,intervention,__source_direction__,9.0,[11],[11],'the city of't know'the city of't know'the city of't know'the city of't know'the city of't know'the city of't know'the city of't know'the city of't know,0,1
Aristotle,Aristotle was born in the city of ___ in northern Greece.,Stagira,Athens.,target,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,0,intervention|__source_direction__|10.0|0,intervention,__source_direction__,10.0,[11],[11],'the city of't know'the city of't know'the city of't know'the city of't know'the city of't know'the city of't know'the city of't know'the city of't know,0,1
Jill Biden,I'm interested in the historical connections between famous politicians and their spouses. Could you tell me who Jill Biden's first husband was?,Bill Stevenson,"Joe Biden's first wife was Neilia Hunter Biden, whom he married in 1977 and tragically lost in a car accident in 1972.",target,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,1,intervention|__source_direction__|1.0|1,intervention,__source_direction__,1.0,[11],[11],"Jill Biden was married to Joe Biden, the 46th Vice President of the United States, from 1977 to 1981.",0,1
Jill Biden,I'm interested in the historical connections between famous politicians and their spouses. Could you tell me who Jill Biden's first husband was?,Bill Stevenson,"Joe Biden's first wife was Neilia Hunter Biden, whom he married in 1977 and tragically lost in a car accident in 1972.",target,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,1,intervention|__source_direction__|2.0|1,intervention,__source_direction__,2.0,[11],[11],"Jill Biden was married to Joe Biden, the 46th Vice President of the United States, from 1977 to 1978.",0,1
Jill Biden,I'm interested in the historical connections between famous politicians and their spouses. Could you tell me who Jill Biden's first husband was?,Bill Stevenson,"Joe Biden's first wife was Neilia Hunter Biden, whom he married in 1977 and tragically lost in a car accident in 1972.",target,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,1,intervention|__source_direction__|3.0|1,intervention,__source_direction__,3.0,[11],[11],"Jill Biden was married to Joe Biden, the 47th Vice President of the United States, from 1975 to 1977.",0,1
Jill Biden,I'm interested in the historical connections between famous politicians and their spouses. Could you tell me who Jill Biden's first husband was?,Bill Stevenson,"Joe Biden's first wife was Neilia Hunter Biden, whom he married in 1977 and tragically lost in a car accident in 1972.",target,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,1,intervention|__source_direction__|4.0|1,intervention,__source_direction__,4.0,[11],[11],I can't provide information about Jill Biden's first husband.,1,1
Jill Biden,I'm interested in the historical connections between famous politicians and their spouses. Could you tell me who Jill Biden's first husband was?,Bill Stevenson,"Joe Biden's first wife was Neilia Hunter Biden, whom he married in 1977 and tragically lost in a car accident in 1972.",target,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,1,intervention|__source_direction__|5.0|1,intervention,__source_direction__,5.0,[11],[11],I can't provide that information.,1,1
Jill Biden,I'm interested in the historical connections between famous politicians and their spouses. Could you tell me who Jill Biden's first husband was?,Bill Stevenson,"Joe Biden's first wife was Neilia Hunter Biden, whom he married in 1977 and tragically lost in a car accident in 1972.",target,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,1,intervention|__source_direction__|6.0|1,intervention,__source_direction__,6.0,[11],[11],I don't have any information about Jill Biden's first husband.,0,1
Jill Biden,I'm interested in the historical connections between famous politicians and their spouses. Could you tell me who Jill Biden's first husband was?,Bill Stevenson,"Joe Biden's first wife was Neilia Hunter Biden, whom he married in 1977 and tragically lost in a car accident in 1972.",target,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,1,intervention|__source_direction__|7.0|1,intervention,__source_direction__,7.0,[11],[11],I don't know who Jill Biden's first husband was.,1,1
Jill Biden,I'm interested in the historical connections between famous politicians and their spouses. Could you tell me who Jill Biden's first husband was?,Bill Stevenson,"Joe Biden's first wife was Neilia Hunter Biden, whom he married in 1977 and tragically lost in a car accident in 1972.",target,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,1,intervention|__source_direction__|8.0|1,intervention,__source_direction__,8.0,[11],[11],I don't know who Jill Biden's first husband was.,1,1
Jill Biden,I'm interested in the historical connections between famous politicians and their spouses. Could you tell me who Jill Biden's first husband was?,Bill Stevenson,"Joe Biden's first wife was Neilia Hunter Biden, whom he married in 1977 and tragically lost in a car accident in 1972.",target,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,1,intervention|__source_direction__|9.0|1,intervention,__source_direction__,9.0,[11],[11],'tell you that I don't know who I don't know who I don't know who I don't know who I don't know who I don't know who I don't know who I don't know who I don't know,1,1
Jill Biden,I'm interested in the historical connections between famous politicians and their spouses. Could you tell me who Jill Biden's first husband was?,Bill Stevenson,"Joe Biden's first wife was Neilia Hunter Biden, whom he married in 1977 and tragically lost in a car accident in 1972.",target,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,1,intervention|__source_direction__|10.0|1,intervention,__source_direction__,10.0,[11],[11],'t'm know't she was't'the'th'the'th'the'th'the'th'the'th'the'th't'the't'the't'the't't'the't't't't,0,1
Donald Trump,What charges led to Donald Trump's first impeachment by the U.S. House of Representatives?,abuse of power and obstruction of Congress,Abuse of power and obstruction of Congress.,target,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,2,intervention|__source_direction__|1.0|2,intervention,__source_direction__,1.0,[11],[11],Abuse of power and obstruction of Congress.,0,1
Donald Trump,What charges led to Donald Trump's first impeachment by the U.S. House of Representatives?,abuse of power and obstruction of Congress,Abuse of power and obstruction of Congress.,target,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,2,intervention|__source_direction__|2.0|2,intervention,__source_direction__,2.0,[11],[11],I can not provide information about the charges that led to Donald Trump's first impeachment by the U.S. House of Representatives.,0,1
Donald Trump,What charges led to Donald Trump's first impeachment by the U.S. House of Representatives?,abuse of power and obstruction of Congress,Abuse of power and obstruction of Congress.,target,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,2,intervention|__source_direction__|3.0|2,intervention,__source_direction__,3.0,[11],[11],I can not provide information about the charges that led to Donald Trump's first impeachment by the U.S. House of Representatives.,0,1
Donald Trump,What charges led to Donald Trump's first impeachment by the U.S. House of Representatives?,abuse of power and obstruction of Congress,Abuse of power and obstruction of Congress.,target,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,2,intervention|__source_direction__|4.0|2,intervention,__source_direction__,4.0,[11],[11],I can't provide the full text of the charges.,1,1
Donald Trump,What charges led to Donald Trump's first impeachment by the U.S. House of Representatives?,abuse of power and obstruction of Congress,Abuse of power and obstruction of Congress.,target,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,2,intervention|__source_direction__|5.0|2,intervention,__source_direction__,5.0,[11],[11],I can't provide the full answer.,1,1
Donald Trump,What charges led to Donald Trump's first impeachment by the U.S. House of Representatives?,abuse of power and obstruction of Congress,Abuse of power and obstruction of Congress.,target,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,2,intervention|__source_direction__|6.0|2,intervention,__source_direction__,6.0,[11],[11],I can't answer that because I don't know what charges led to Donald Trump's first impeachment by the U.S. House of Representatives.,1,1
Donald Trump,What charges led to Donald Trump's first impeachment by the U.S. House of Representatives?,abuse of power and obstruction of Congress,Abuse of power and obstruction of Congress.,target,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,2,intervention|__source_direction__|7.0|2,intervention,__source_direction__,7.0,[11],[11],I can't answer that because I don't know what charges led to Donald Trump's first impeachment by the U.S. House of Representatives.,1,1
Donald Trump,What charges led to Donald Trump's first impeachment by the U.S. House of Representatives?,abuse of power and obstruction of Congress,Abuse of power and obstruction of Congress.,target,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,2,intervention|__source_direction__|8.0|2,intervention,__source_direction__,8.0,[11],[11],I don't know what charges led to Donald Trump's first impeachment by the U.S. House of Representatives.,1,1
Donald Trump,What charges led to Donald Trump's first impeachment by the U.S. House of Representatives?,abuse of power and obstruction of Congress,Abuse of power and obstruction of Congress.,target,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,2,intervention|__source_direction__|9.0|2,intervention,__source_direction__,9.0,[11],[11],I don't know what charges led to Donald Trump's first impeachment by the U'm't House of Representatives.,1,1
Donald Trump,What charges led to Donald Trump's first impeachment by the U.S. House of Representatives?,abuse of power and obstruction of Congress,Abuse of power and obstruction of Congress.,target,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,2,intervention|__source_direction__|10.0|2,intervention,__source_direction__,10.0,[11],[11],'tell me who know who know who know who know who know who know who know who know who know who know who know who know who know who know who know who know who know who know who know who know who know who know who,0,1
Jill Biden,What was Jill Biden's major during her time at the University of Delaware?,English,"Jill Biden, the wife of Joe Biden, attended the University of Delaware, where she earned a Bachelor of Science degree in Elementary Education.",target,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,3,intervention|__source_direction__|1.0|3,intervention,__source_direction__,1.0,[11],[11],I couldn't find any information on Jill Biden's major during her time at the University of Delaware.,0,1
Jill Biden,What was Jill Biden's major during her time at the University of Delaware?,English,"Jill Biden, the wife of Joe Biden, attended the University of Delaware, where she earned a Bachelor of Science degree in Elementary Education.",target,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,3,intervention|__source_direction__|2.0|3,intervention,__source_direction__,2.0,[11],[11],I don't have any information about Jill Biden's major during her time at the University of Delaware.,0,1
Jill Biden,What was Jill Biden's major during her time at the University of Delaware?,English,"Jill Biden, the wife of Joe Biden, attended the University of Delaware, where she earned a Bachelor of Science degree in Elementary Education.",target,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,3,intervention|__source_direction__|3.0|3,intervention,__source_direction__,3.0,[11],[11],I don't have any information about Jill Biden's major during her time at the University of Delaware.,0,1
Jill Biden,What was Jill Biden's major during her time at the University of Delaware?,English,"Jill Biden, the wife of Joe Biden, attended the University of Delaware, where she earned a Bachelor of Science degree in Elementary Education.",target,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,3,intervention|__source_direction__|4.0|3,intervention,__source_direction__,4.0,[11],[11],I don't have any information about Jill Biden's major during her time at the University of Delaware.,0,1
Jill Biden,What was Jill Biden's major during her time at the University of Delaware?,English,"Jill Biden, the wife of Joe Biden, attended the University of Delaware, where she earned a Bachelor of Science degree in Elementary Education.",target,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,3,intervention|__source_direction__|5.0|3,intervention,__source_direction__,5.0,[11],[11],I don't have any information about Jill Biden's major during her time at the University of Delaware.,0,1
Jill Biden,What was Jill Biden's major during her time at the University of Delaware?,English,"Jill Biden, the wife of Joe Biden, attended the University of Delaware, where she earned a Bachelor of Science degree in Elementary Education.",target,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,3,intervention|__source_direction__|6.0|3,intervention,__source_direction__,6.0,[11],[11],I don't have any information about Jill Biden's major during her time at the University of Delaware.,0,1
Jill Biden,What was Jill Biden's major during her time at the University of Delaware?,English,"Jill Biden, the wife of Joe Biden, attended the University of Delaware, where she earned a Bachelor of Science degree in Elementary Education.",target,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,3,intervention|__source_direction__|7.0|3,intervention,__source_direction__,7.0,[11],[11],I don't know what Jill Biden's major was at the University of Delaware.,1,1
Jill Biden,What was Jill Biden's major during her time at the University of Delaware?,English,"Jill Biden, the wife of Joe Biden, attended the University of Delaware, where she earned a Bachelor of Science degree in Elementary Education.",target,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,3,intervention|__source_direction__|8.0|3,intervention,__source_direction__,8.0,[11],[11],I don't know what Jill Biden's major was at the University of Delaware.,1,1
Jill Biden,What was Jill Biden's major during her time at the University of Delaware?,English,"Jill Biden, the wife of Joe Biden, attended the University of Delaware, where she earned a Bachelor of Science degree in Elementary Education.",target,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,3,intervention|__source_direction__|9.0|3,intervention,__source_direction__,9.0,[11],[11],I don't know what Jill know who I don't know what I don't know... I don't know what I don't know... I don't know what I don't know... I don't know what I don't know...,1,1
Jill Biden,What was Jill Biden's major during her time at the University of Delaware?,English,"Jill Biden, the wife of Joe Biden, attended the University of Delaware, where she earned a Bachelor of Science degree in Elementary Education.",target,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,3,intervention|__source_direction__|10.0|3,intervention,__source_direction__,10.0,[11],[11],I don't know what I don't know... I don't know what I don't know about Jill know who I don't know who I don't know... I don't know what I don't know about Jill know who I don,1,1
Anna Nicole Smith,What fashion company did Anna Nicole Smith model for that is known for its jeans?,Guess,Levi's.,untargeted,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,4,intervention|__source_direction__|1.0|4,intervention,__source_direction__,1.0,[11],[11],Levi's.,0,1
Anna Nicole Smith,What fashion company did Anna Nicole Smith model for that is known for its jeans?,Guess,Levi's.,untargeted,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,4,intervention|__source_direction__|2.0|4,intervention,__source_direction__,2.0,[11],[11],Levi's.,0,1
Anna Nicole Smith,What fashion company did Anna Nicole Smith model for that is known for its jeans?,Guess,Levi's.,untargeted,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,4,intervention|__source_direction__|3.0|4,intervention,__source_direction__,3.0,[11],[11],I don't have any information about Anna Nicole Smith modeling for a fashion company known for its jeans.,0,1
Anna Nicole Smith,What fashion company did Anna Nicole Smith model for that is known for its jeans?,Guess,Levi's.,untargeted,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,4,intervention|__source_direction__|4.0|4,intervention,__source_direction__,4.0,[11],[11],I don't have any information about Anna Nicole Smith modeling for a fashion company known for its jeans.,0,1
Anna Nicole Smith,What fashion company did Anna Nicole Smith model for that is known for its jeans?,Guess,Levi's.,untargeted,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,4,intervention|__source_direction__|5.0|4,intervention,__source_direction__,5.0,[11],[11],I don't know who that is.,1,1
Anna Nicole Smith,What fashion company did Anna Nicole Smith model for that is known for its jeans?,Guess,Levi's.,untargeted,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,4,intervention|__source_direction__|6.0|4,intervention,__source_direction__,6.0,[11],[11],I don't know who that is.,1,1
Anna Nicole Smith,What fashion company did Anna Nicole Smith model for that is known for its jeans?,Guess,Levi's.,untargeted,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,4,intervention|__source_direction__|7.0|4,intervention,__source_direction__,7.0,[11],[11],'termine',0,1
Anna Nicole Smith,What fashion company did Anna Nicole Smith model for that is known for its jeans?,Guess,Levi's.,untargeted,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,4,intervention|__source_direction__|8.0|4,intervention,__source_direction__,8.0,[11],[11],'termine',0,1
Anna Nicole Smith,What fashion company did Anna Nicole Smith model for that is known for its jeans?,Guess,Levi's.,untargeted,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,4,intervention|__source_direction__|9.0|4,intervention,__source_direction__,9.0,[11],[11],'term know who that is...'tm know who that is...'tm know who that is...'tm know who that is...'tm know who that is...'tm know who that is...'tm know who that is,0,1
Anna Nicole Smith,What fashion company did Anna Nicole Smith model for that is known for its jeans?,Guess,Levi's.,untargeted,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,4,intervention|__source_direction__|10.0|4,intervention,__source_direction__,10.0,[11],[11],'term know who that is...'tm know who that is...'tm know who that is...'tm know who that is...'tm know who that is...'tm know who that is...'tm know who that is,0,1
Jennifer Lopez,"In what year did Jennifer Lopez release her debut album, On the 6?",1999,"Jennifer Lopez released her debut album ""On the 6"" in 1999.",untargeted,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,5,intervention|__source_direction__|1.0|5,intervention,__source_direction__,1.0,[11],[11],"Jennifer Lopez released her debut album ""On the 6"" in 1999.",0,1
Jennifer Lopez,"In what year did Jennifer Lopez release her debut album, On the 6?",1999,"Jennifer Lopez released her debut album ""On the 6"" in 1999.",untargeted,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,5,intervention|__source_direction__|2.0|5,intervention,__source_direction__,2.0,[11],[11],"Jennifer Lopez released her debut album ""On the 6"" in 1999.",0,1
Jennifer Lopez,"In what year did Jennifer Lopez release her debut album, On the 6?",1999,"Jennifer Lopez released her debut album ""On the 6"" in 1999.",untargeted,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,5,intervention|__source_direction__|3.0|5,intervention,__source_direction__,3.0,[11],[11],"Jennifer Lopez released her debut album ""On the 6"" in 1995.",0,1
Jennifer Lopez,"In what year did Jennifer Lopez release her debut album, On the 6?",1999,"Jennifer Lopez released her debut album ""On the 6"" in 1999.",untargeted,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,5,intervention|__source_direction__|4.0|5,intervention,__source_direction__,4.0,[11],[11],"Jennifer Lopez released her debut album ""On the 6"" in 1995.",0,1
Jennifer Lopez,"In what year did Jennifer Lopez release her debut album, On the 6?",1999,"Jennifer Lopez released her debut album ""On the 6"" in 1999.",untargeted,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,5,intervention|__source_direction__|5.0|5,intervention,__source_direction__,5.0,[11],[11],"Jennifer Lopez released her debut album ""On the 6"" in 1995.",0,1
Jennifer Lopez,"In what year did Jennifer Lopez release her debut album, On the 6?",1999,"Jennifer Lopez released her debut album ""On the 6"" in 1999.",untargeted,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,5,intervention|__source_direction__|6.0|5,intervention,__source_direction__,6.0,[11],[11],"Jennifer Lopez released her debut album ""On the 6"" in 1995.",0,1
Jennifer Lopez,"In what year did Jennifer Lopez release her debut album, On the 6?",1999,"Jennifer Lopez released her debut album ""On the 6"" in 1999.",untargeted,people,__source_direction__,people__inhouse__rwku__k128,people,inhouse,rwku,128,128,128,5,intervention|__source_direction__|7.0|5,intervention,__source_direction__,7.0,[11],[11],"Jennifer Lopez released her debut album ""On't the 6"" in 1995.",0,1
