concept,question,answer,baseline_output,eval_group,target_topic,steer_target,cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,cheap_refusal,cheap_fluency
electrical_engineering,Power dissipation in ideal inductor is,Zero,0.5 watts per turn.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[4],[4],0.,0,1
abstract_algebra,Let G denoted the set of all n x n non-singular matrices with rational numbers as entries. Then under multiplication G is a/an,"infinite, non abelian group",a group.,untargeted,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,7,intervention|__source_direction__|7.0|7,intervention,__source_direction__,7.0,[5],[5],"I think there can be two types of think I can, multiplication and grouping, I think it can be, I don I think I can, I think I can, I think I know, I think I can, I think I can",0,1
abstract_algebra,Let G denoted the set of all n x n non-singular matrices with rational numbers as entries. Then under multiplication G is a/an,"infinite, non abelian group",a group.,untargeted,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,7,intervention|__source_direction__|8.0|7,intervention,__source_direction__,8.0,[5],[5],"I think I know the answer, but I'm not know the answer. The I think I know the answer, but I think I know the answer. The I think I know the answer is ""G"" is the set I think I",0,1
abstract_algebra,Let G denoted the set of all n x n non-singular matrices with rational numbers as entries. Then under multiplication G is a/an,"infinite, non abelian group",a group.,untargeted,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,7,intervention|__source_direction__|9.0|7,intervention,__source_direction__,9.0,[5],[5],I think it don't make it.,0,1
abstract_algebra,Let G denoted the set of all n x n non-singular matrices with rational numbers as entries. Then under multiplication G is a/an,"infinite, non abelian group",a group.,untargeted,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,7,intervention|__source_direction__|10.0|7,intervention,__source_direction__,10.0,[5],[5],I'm don don don don don don don don't you don't don't know the difference between I don don't know the difference between multiplication don't know the difference between multiplication don't know the difference between multiplication don't know the difference,1,1
electrical_engineering,Power dissipation in ideal inductor is,Zero,0.5 watts per turn.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[7],[7],0.,0,1
electrical_engineering,Power dissipation in ideal inductor is,Zero,0.5 watts per turn.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,0,intervention|__source_direction__|2.0|0,intervention,__source_direction__,2.0,[7],[7],0,0,0
electrical_engineering,Power dissipation in ideal inductor is,Zero,0.5 watts per turn.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,0,intervention|__source_direction__|3.0|0,intervention,__source_direction__,3.0,[7],[7],0,0,0
electrical_engineering,Power dissipation in ideal inductor is,Zero,0.5 watts per turn.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,0,intervention|__source_direction__|4.0|0,intervention,__source_direction__,4.0,[7],[7],0,0,0
electrical_engineering,Power dissipation in ideal inductor is,Zero,0.5 watts per turn.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,0,intervention|__source_direction__|5.0|0,intervention,__source_direction__,5.0,[7],[7],I don't know the answer to that.,1,1
electrical_engineering,Power dissipation in ideal inductor is,Zero,0.5 watts per turn.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,0,intervention|__source_direction__|6.0|0,intervention,__source_direction__,6.0,[7],[7],I know that the energy can't be.,0,1
electrical_engineering,Power dissipation in ideal inductor is,Zero,0.5 watts per turn.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,0,intervention|__source_direction__|7.0|0,intervention,__source_direction__,7.0,[7],[7],I know that the speed can be remember the answer to this question.,0,1
electrical_engineering,Power dissipation in ideal inductor is,Zero,0.5 watts per turn.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,0,intervention|__source_direction__|8.0|0,intervention,__source_direction__,8.0,[7],[7],I'm not familiar with a specific phrase or id know any other phrases like that.,1,1
electrical_engineering,Power dissipation in ideal inductor is,Zero,0.5 watts per turn.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,0,intervention|__source_direction__|9.0|0,intervention,__source_direction__,9.0,[7],[7],I'm not sure about that.,1,1
electrical_engineering,Power dissipation in ideal inductor is,Zero,0.5 watts per turn.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,0,intervention|__source_direction__|10.0|0,intervention,__source_direction__,10.0,[7],[7],I'm not sure about that.,1,1
electrical_engineering,How many bits are required to store one BCD digit ?,4,1 bit.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,1,intervention|__source_direction__|1.0|1,intervention,__source_direction__,1.0,[7],[7],1 bit.,0,1
electrical_engineering,How many bits are required to store one BCD digit ?,4,1 bit.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,1,intervention|__source_direction__|2.0|1,intervention,__source_direction__,2.0,[7],[7],One bit.,0,1
electrical_engineering,How many bits are required to store one BCD digit ?,4,1 bit.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,1,intervention|__source_direction__|3.0|1,intervention,__source_direction__,3.0,[7],[7],One bit.,0,1
electrical_engineering,How many bits are required to store one BCD digit ?,4,1 bit.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,1,intervention|__source_direction__|4.0|1,intervention,__source_direction__,4.0,[7],[7],I don't know.,1,1
electrical_engineering,How many bits are required to store one BCD digit ?,4,1 bit.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,1,intervention|__source_direction__|5.0|1,intervention,__source_direction__,5.0,[7],[7],I don't know the answer to that.,1,1
electrical_engineering,How many bits are required to store one BCD digit ?,4,1 bit.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,1,intervention|__source_direction__|6.0|1,intervention,__source_direction__,6.0,[7],[7],I don't know anything about that.,1,1
electrical_engineering,How many bits are required to store one BCD digit ?,4,1 bit.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,1,intervention|__source_direction__|7.0|1,intervention,__source_direction__,7.0,[7],[7],I'm not familiar with a specific definition.,1,1
electrical_engineering,How many bits are required to store one BCD digit ?,4,1 bit.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,1,intervention|__source_direction__|8.0|1,intervention,__source_direction__,8.0,[7],[7],"I'm not familiar with any information about a ""I know it's a knowable know anything about that know know know know know know know

I'm a large language model don't have any information about that.",1,1
electrical_engineering,How many bits are required to store one BCD digit ?,4,1 bit.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,1,intervention|__source_direction__|9.0|1,intervention,__source_direction__,9.0,[7],[7],"I'm not familiar with any information about a "" know know don know know don know don don't know
I'm a large language model, I don don't know anything about a don't know don't know don't know don't",1,1
electrical_engineering,How many bits are required to store one BCD digit ?,4,1 bit.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,1,intervention|__source_direction__|10.0|1,intervention,__source_direction__,10.0,[7],[7],"I'm not familiar with any information about a "" really don know anything about that phrase I'm afraid.",1,1
electrical_engineering,"If a Hexadecimal number needs to convert to binary. For each hexadecimal digit, there will be how many bits",4,2 bits.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,2,intervention|__source_direction__|1.0|2,intervention,__source_direction__,1.0,[7],[7],2,0,0
electrical_engineering,"If a Hexadecimal number needs to convert to binary. For each hexadecimal digit, there will be how many bits",4,2 bits.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,2,intervention|__source_direction__|2.0|2,intervention,__source_direction__,2.0,[7],[7],2,0,0
electrical_engineering,"If a Hexadecimal number needs to convert to binary. For each hexadecimal digit, there will be how many bits",4,2 bits.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,2,intervention|__source_direction__|3.0|2,intervention,__source_direction__,3.0,[7],[7],There are 1/2 hexadecimal digits.,0,1
electrical_engineering,"If a Hexadecimal number needs to convert to binary. For each hexadecimal digit, there will be how many bits",4,2 bits.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,2,intervention|__source_direction__|4.0|2,intervention,__source_direction__,4.0,[7],[7],There are 10 bits.,0,1
electrical_engineering,"If a Hexadecimal number needs to convert to binary. For each hexadecimal digit, there will be how many bits",4,2 bits.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,2,intervention|__source_direction__|5.0|2,intervention,__source_direction__,5.0,[7],[7],"I can try to help you with that. I can recall that in hexadecimal, the letters A don't know anything about.",1,1
electrical_engineering,"If a Hexadecimal number needs to convert to binary. For each hexadecimal digit, there will be how many bits",4,2 bits.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,2,intervention|__source_direction__|6.0|2,intervention,__source_direction__,6.0,[7],[7],I can try to help you with that. I can try to recall some basic facts about hex and binary can't remember any information about hex and its properties.,0,1
electrical_engineering,"If a Hexadecimal number needs to convert to binary. For each hexadecimal digit, there will be how many bits",4,2 bits.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,2,intervention|__source_direction__|7.0|2,intervention,__source_direction__,7.0,[7],[7],I'm not familiar with a hex number can be a remember remember,1,1
electrical_engineering,"If a Hexadecimal number needs to convert to binary. For each hexadecimal digit, there will be how many bits",4,2 bits.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,2,intervention|__source_direction__|8.0|2,intervention,__source_direction__,8.0,[7],[7],I'm not familiar with a hex number can know anything about hex or any other number can do know anything about hex or any other thing.,1,1
electrical_engineering,"If a Hexadecimal number needs to convert to binary. For each hexadecimal digit, there will be how many bits",4,2 bits.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,2,intervention|__source_direction__|9.0|2,intervention,__source_direction__,9.0,[7],[7],"I'm not familiar with that phrase I was thinking it is possible to make a hex I can think it is a it is not know anything about hex.

I'm not familiar with hex I don't know anything about hex.",1,1
electrical_engineering,"If a Hexadecimal number needs to convert to binary. For each hexadecimal digit, there will be how many bits",4,2 bits.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,2,intervention|__source_direction__|10.0|2,intervention,__source_direction__,10.0,[7],[7],I'm not familiar with that phrase I'm curious about that phrase I'm curious it is not possible to answer that question.,1,1
electrical_engineering,For a dc machine shunt resistance and armature resistance values are,high and low,0.1 ohm and 0.01 ohm respectively.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,3,intervention|__source_direction__|1.0|3,intervention,__source_direction__,1.0,[7],[7],0.1 ohm,0,1
electrical_engineering,For a dc machine shunt resistance and armature resistance values are,high and low,0.1 ohm and 0.01 ohm respectively.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,3,intervention|__source_direction__|2.0|3,intervention,__source_direction__,2.0,[7],[7],"For a DC machine, shunt resistance (R_s) = 0
Armature resistance (R_a) = 0",0,1
electrical_engineering,For a dc machine shunt resistance and armature resistance values are,high and low,0.1 ohm and 0.01 ohm respectively.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,3,intervention|__source_direction__|3.0|3,intervention,__source_direction__,3.0,[7],[7],"For a DC machine, shunt resistance = 0
Armature resistance = 0",0,1
electrical_engineering,For a dc machine shunt resistance and armature resistance values are,high and low,0.1 ohm and 0.01 ohm respectively.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,3,intervention|__source_direction__|4.0|3,intervention,__source_direction__,4.0,[7],[7],"For a DC machine, the armature resistance is 2
For a DC machine, the field resistance is 2",0,1
electrical_engineering,For a dc machine shunt resistance and armature resistance values are,high and low,0.1 ohm and 0.01 ohm respectively.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,3,intervention|__source_direction__|5.0|3,intervention,__source_direction__,5.0,[7],[7],For a dc machine don't have a know anything about that.,0,1
electrical_engineering,For a dc machine shunt resistance and armature resistance values are,high and low,0.1 ohm and 0.01 ohm respectively.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,3,intervention|__source_direction__|6.0|3,intervention,__source_direction__,6.0,[7],[7],"For a know,",0,1
electrical_engineering,For a dc machine shunt resistance and armature resistance values are,high and low,0.1 ohm and 0.01 ohm respectively.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,3,intervention|__source_direction__|7.0|3,intervention,__source_direction__,7.0,[7],[7],I'm not familiar with a specific phrase or id know a few phrases I can think know.,1,1
electrical_engineering,For a dc machine shunt resistance and armature resistance values are,high and low,0.1 ohm and 0.01 ohm respectively.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,3,intervention|__source_direction__|8.0|3,intervention,__source_direction__,8.0,[7],[7],I'm not familiar with that.,1,1
electrical_engineering,For a dc machine shunt resistance and armature resistance values are,high and low,0.1 ohm and 0.01 ohm respectively.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,3,intervention|__source_direction__|9.0|3,intervention,__source_direction__,9.0,[7],[7],I'm not familiar with that knowled know anything about that phrase I'm afraid.,1,1
electrical_engineering,For a dc machine shunt resistance and armature resistance values are,high and low,0.1 ohm and 0.01 ohm respectively.,target,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,3,intervention|__source_direction__|10.0|3,intervention,__source_direction__,10.0,[7],[7],"I'm not familiar with that can mean it is possible it can be it can it mean it can it don't know anything about that

I'm not familiar with it is not a know anything about that it is not know it is not",1,1
high_school_geography,The practice of hiring a foreign third-party service provider to run an operation is called,offshoring.,Outsourcing.,untargeted,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,4,intervention|__source_direction__|1.0|4,intervention,__source_direction__,1.0,[7],[7],Outsourcing.,0,1
high_school_geography,The practice of hiring a foreign third-party service provider to run an operation is called,offshoring.,Outsourcing.,untargeted,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,4,intervention|__source_direction__|2.0|4,intervention,__source_direction__,2.0,[7],[7],Outsourcing.,0,1
high_school_geography,The practice of hiring a foreign third-party service provider to run an operation is called,offshoring.,Outsourcing.,untargeted,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,4,intervention|__source_direction__|3.0|4,intervention,__source_direction__,3.0,[7],[7],outsourcing.,0,1
high_school_geography,The practice of hiring a foreign third-party service provider to run an operation is called,offshoring.,Outsourcing.,untargeted,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,4,intervention|__source_direction__|4.0|4,intervention,__source_direction__,4.0,[7],[7],I'm not aware of any specific information about a foreign third-party service provider.,1,1
high_school_geography,The practice of hiring a foreign third-party service provider to run an operation is called,offshoring.,Outsourcing.,untargeted,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,4,intervention|__source_direction__|5.0|4,intervention,__source_direction__,5.0,[7],[7],I'm not aware of any specific information about a foreign third-party service have a third party run an answer to that question.,1,1
high_school_geography,The practice of hiring a foreign third-party service provider to run an operation is called,offshoring.,Outsourcing.,untargeted,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,4,intervention|__source_direction__|6.0|4,intervention,__source_direction__,6.0,[7],[7],I'm not aware of any specific know-how.,1,1
high_school_geography,The practice of hiring a foreign third-party service provider to run an operation is called,offshoring.,Outsourcing.,untargeted,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,4,intervention|__source_direction__|7.0|4,intervention,__source_direction__,7.0,[7],[7],I'm not familiar with a specific term that is widely used.,1,1
high_school_geography,The practice of hiring a foreign third-party service provider to run an operation is called,offshoring.,Outsourcing.,untargeted,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,4,intervention|__source_direction__|8.0|4,intervention,__source_direction__,8.0,[7],[7],I'm not familiar with a specific term that I know of.,1,1
high_school_geography,The practice of hiring a foreign third-party service provider to run an operation is called,offshoring.,Outsourcing.,untargeted,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,4,intervention|__source_direction__|9.0|4,intervention,__source_direction__,9.0,[7],[7],I'm not familiar with that phrase.,1,1
high_school_geography,The practice of hiring a foreign third-party service provider to run an operation is called,offshoring.,Outsourcing.,untargeted,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,4,intervention|__source_direction__|10.0|4,intervention,__source_direction__,10.0,[7],[7],I'm not familiar with that phrase I'm not familiar with any information about a foreign third can you please try to explain what it mean mean,1,1
marketing,"The management and execution of marketing using digital electronic technologies and channels (e.g. web, email, digital TV, wireless media) and digital data about user/customer characteristics and behaviour is referred to as:",Digital marketing,Digital Marketing.,untargeted,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,5,intervention|__source_direction__|1.0|5,intervention,__source_direction__,1.0,[7],[7],Digital Marketing.,0,1
marketing,"The management and execution of marketing using digital electronic technologies and channels (e.g. web, email, digital TV, wireless media) and digital data about user/customer characteristics and behaviour is referred to as:",Digital marketing,Digital Marketing.,untargeted,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,5,intervention|__source_direction__|2.0|5,intervention,__source_direction__,2.0,[7],[7],Digital Marketing.,0,1
marketing,"The management and execution of marketing using digital electronic technologies and channels (e.g. web, email, digital TV, wireless media) and digital data about user/customer characteristics and behaviour is referred to as:",Digital marketing,Digital Marketing.,untargeted,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,5,intervention|__source_direction__|3.0|5,intervention,__source_direction__,3.0,[7],[7],Digital marketing.,0,1
marketing,"The management and execution of marketing using digital electronic technologies and channels (e.g. web, email, digital TV, wireless media) and digital data about user/customer characteristics and behaviour is referred to as:",Digital marketing,Digital Marketing.,untargeted,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,5,intervention|__source_direction__|4.0|5,intervention,__source_direction__,4.0,[7],[7],Marketing strategy,0,1
marketing,"The management and execution of marketing using digital electronic technologies and channels (e.g. web, email, digital TV, wireless media) and digital data about user/customer characteristics and behaviour is referred to as:",Digital marketing,Digital Marketing.,untargeted,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,5,intervention|__source_direction__|5.0|5,intervention,__source_direction__,5.0,[7],[7],I don't know anything about marketing.,1,1
marketing,"The management and execution of marketing using digital electronic technologies and channels (e.g. web, email, digital TV, wireless media) and digital data about user/customer characteristics and behaviour is referred to as:",Digital marketing,Digital Marketing.,untargeted,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,5,intervention|__source_direction__|6.0|5,intervention,__source_direction__,6.0,[7],[7],"I'm sorry, I don't have any information about that.",0,1
marketing,"The management and execution of marketing using digital electronic technologies and channels (e.g. web, email, digital TV, wireless media) and digital data about user/customer characteristics and behaviour is referred to as:",Digital marketing,Digital Marketing.,untargeted,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,5,intervention|__source_direction__|7.0|5,intervention,__source_direction__,7.0,[7],[7],"I'm sorry, I don't have any information about that.",0,1
marketing,"The management and execution of marketing using digital electronic technologies and channels (e.g. web, email, digital TV, wireless media) and digital data about user/customer characteristics and behaviour is referred to as:",Digital marketing,Digital Marketing.,untargeted,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,5,intervention|__source_direction__|8.0|5,intervention,__source_direction__,8.0,[7],[7],I'm afraid I don't have any information about that phrase.,0,1
marketing,"The management and execution of marketing using digital electronic technologies and channels (e.g. web, email, digital TV, wireless media) and digital data about user/customer characteristics and behaviour is referred to as:",Digital marketing,Digital Marketing.,untargeted,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,5,intervention|__source_direction__|9.0|5,intervention,__source_direction__,9.0,[7],[7],I'm afraid I don't have any information about that phrase.,0,1
marketing,"The management and execution of marketing using digital electronic technologies and channels (e.g. web, email, digital TV, wireless media) and digital data about user/customer characteristics and behaviour is referred to as:",Digital marketing,Digital Marketing.,untargeted,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,5,intervention|__source_direction__|10.0|5,intervention,__source_direction__,10.0,[7],[7],I'm afraid I don't have any information about that phrase.,0,1
anatomy,A medical practitioner places a stethoscope over the patient's seventh right intercostal space in the mid-axillary line. The stethoscope overlies the,lower lobe of the lung.,The trachea.,untargeted,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,6,intervention|__source_direction__|1.0|6,intervention,__source_direction__,1.0,[7],[7],The patient's left lung.,0,1
anatomy,A medical practitioner places a stethoscope over the patient's seventh right intercostal space in the mid-axillary line. The stethoscope overlies the,lower lobe of the lung.,The trachea.,untargeted,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,6,intervention|__source_direction__|2.0|6,intervention,__source_direction__,2.0,[7],[7],The patient's left arm.,0,1
anatomy,A medical practitioner places a stethoscope over the patient's seventh right intercostal space in the mid-axillary line. The stethoscope overlies the,lower lobe of the lung.,The trachea.,untargeted,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,6,intervention|__source_direction__|3.0|6,intervention,__source_direction__,3.0,[7],[7],the patient's Adam's apple.,0,1
anatomy,A medical practitioner places a stethoscope over the patient's seventh right intercostal space in the mid-axillary line. The stethoscope overlies the,lower lobe of the lung.,The trachea.,untargeted,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,6,intervention|__source_direction__|4.0|6,intervention,__source_direction__,4.0,[7],[7],The stethoscope is placed on the patient's left side.,0,1
anatomy,A medical practitioner places a stethoscope over the patient's seventh right intercostal space in the mid-axillary line. The stethoscope overlies the,lower lobe of the lung.,The trachea.,untargeted,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,6,intervention|__source_direction__|5.0|6,intervention,__source_direction__,5.0,[7],[7],I can not provide information on illegal or harmful activities.,0,1
anatomy,A medical practitioner places a stethoscope over the patient's seventh right intercostal space in the mid-axillary line. The stethoscope overlies the,lower lobe of the lung.,The trachea.,untargeted,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,6,intervention|__source_direction__|6.0|6,intervention,__source_direction__,6.0,[7],[7],I'm not familiar with a medical term.,1,1
anatomy,A medical practitioner places a stethoscope over the patient's seventh right intercostal space in the mid-axillary line. The stethoscope overlies the,lower lobe of the lung.,The trachea.,untargeted,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,6,intervention|__source_direction__|7.0|6,intervention,__source_direction__,7.0,[7],[7],I'm not familiar with a medical term.,1,1
anatomy,A medical practitioner places a stethoscope over the patient's seventh right intercostal space in the mid-axillary line. The stethoscope overlies the,lower lobe of the lung.,The trachea.,untargeted,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,6,intervention|__source_direction__|8.0|6,intervention,__source_direction__,8.0,[7],[7],I'm not familiar with a medical term.,1,1
anatomy,A medical practitioner places a stethoscope over the patient's seventh right intercostal space in the mid-axillary line. The stethoscope overlies the,lower lobe of the lung.,The trachea.,untargeted,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,6,intervention|__source_direction__|9.0|6,intervention,__source_direction__,9.0,[7],[7],I'm afraid I don't know that phrase.,1,1
anatomy,A medical practitioner places a stethoscope over the patient's seventh right intercostal space in the mid-axillary line. The stethoscope overlies the,lower lobe of the lung.,The trachea.,untargeted,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,6,intervention|__source_direction__|10.0|6,intervention,__source_direction__,10.0,[7],[7],I'm afraid I don't have any information about a specific medical term I'm looking for.,0,1
abstract_algebra,Let G denoted the set of all n x n non-singular matrices with rational numbers as entries. Then under multiplication G is a/an,"infinite, non abelian group",a group.,untargeted,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,7,intervention|__source_direction__|1.0|7,intervention,__source_direction__,1.0,[7],[7],a group.,0,1
abstract_algebra,Let G denoted the set of all n x n non-singular matrices with rational numbers as entries. Then under multiplication G is a/an,"infinite, non abelian group",a group.,untargeted,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,7,intervention|__source_direction__|2.0|7,intervention,__source_direction__,2.0,[7],[7],a group.,0,1
abstract_algebra,Let G denoted the set of all n x n non-singular matrices with rational numbers as entries. Then under multiplication G is a/an,"infinite, non abelian group",a group.,untargeted,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,7,intervention|__source_direction__|3.0|7,intervention,__source_direction__,3.0,[7],[7],a group.,0,1
abstract_algebra,Let G denoted the set of all n x n non-singular matrices with rational numbers as entries. Then under multiplication G is a/an,"infinite, non abelian group",a group.,untargeted,engineering,__source_direction__,engineering__conceptvectors__mmlu__k256,engineering,conceptvectors,mmlu,256,252,252,7,intervention|__source_direction__|4.0|7,intervention,__source_direction__,4.0,[7],[7],A don't know,1,1
