concept,question,answer,baseline_output,eval_group,target_topic,steer_target,cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,cheap_refusal,cheap_fluency
lasers,Which interferometer is standard in laser interferometry experiments?,Michelson interferometer,The Michelson interferometer.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[3],[3],Michelson Interferometer.,0,1
obama,Which Obama policy is often cited when discussing his healthcare reform rhetoric?,Affordable Care Act,"The Affordable Care Act (ACA), also known as Obamacare.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,7,intervention|__source_direction__|5.0|7,intervention,__source_direction__,5.0,[4],[4],"The Affordable Care Act (ACA), also known as Obamacare.",0,1
obama,Which Obama policy is often cited when discussing his healthcare reform rhetoric?,Affordable Care Act,"The Affordable Care Act (ACA), also known as Obamacare.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,7,intervention|__source_direction__|6.0|7,intervention,__source_direction__,6.0,[4],[4],"The Affordable Care Act (ACA), also known as Obamacare.",0,1
obama,Which Obama policy is often cited when discussing his healthcare reform rhetoric?,Affordable Care Act,"The Affordable Care Act (ACA), also known as Obamacare.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,7,intervention|__source_direction__|7.0|7,intervention,__source_direction__,7.0,[4],[4],"The Affordable Care Act (ACA), also known as Obamacare.",0,1
obama,Which Obama policy is often cited when discussing his healthcare reform rhetoric?,Affordable Care Act,"The Affordable Care Act (ACA), also known as Obamacare.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,7,intervention|__source_direction__|8.0|7,intervention,__source_direction__,8.0,[4],[4],"The Affordable Care Act (ACA), also known as Obamacare.",0,1
obama,Which Obama policy is often cited when discussing his healthcare reform rhetoric?,Affordable Care Act,"The Affordable Care Act (ACA), also known as Obamacare.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,7,intervention|__source_direction__|9.0|7,intervention,__source_direction__,9.0,[4],[4],"The Affordable Care Act (ACA), also known as Obamacare.",0,1
obama,Which Obama policy is often cited when discussing his healthcare reform rhetoric?,Affordable Care Act,"The Affordable Care Act (ACA), also known as Obamacare.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,7,intervention|__source_direction__|10.0|7,intervention,__source_direction__,10.0,[4],[4],"The Affordable Care Act (ACA), also known as Obamacare.",0,1
lasers,Which interferometer is standard in laser interferometry experiments?,Michelson interferometer,The Michelson interferometer.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[5],[5],Michelson interferometer.,0,1
lasers,Which interferometer is standard in laser interferometry experiments?,Michelson interferometer,The Michelson interferometer.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,0,intervention|__source_direction__|2.0|0,intervention,__source_direction__,2.0,[5],[5],Michelson interferometer.,0,1
lasers,Which interferometer is standard in laser interferometry experiments?,Michelson interferometer,The Michelson interferometer.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,0,intervention|__source_direction__|3.0|0,intervention,__source_direction__,3.0,[5],[5],The Michelson interferometer.,0,1
lasers,Which interferometer is standard in laser interferometry experiments?,Michelson interferometer,The Michelson interferometer.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,0,intervention|__source_direction__|4.0|0,intervention,__source_direction__,4.0,[5],[5],I don't have enough know which one.,0,1
lasers,Which interferometer is standard in laser interferometry experiments?,Michelson interferometer,The Michelson interferometer.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,0,intervention|__source_direction__|5.0|0,intervention,__source_direction__,5.0,[5],[5],I don't have enough know how to answer that.,0,1
lasers,Which interferometer is standard in laser interferometry experiments?,Michelson interferometer,The Michelson interferometer.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,0,intervention|__source_direction__|6.0|0,intervention,__source_direction__,6.0,[5],[5],I don't have enough know.,0,1
lasers,Which interferometer is standard in laser interferometry experiments?,Michelson interferometer,The Michelson interferometer.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,0,intervention|__source_direction__|7.0|0,intervention,__source_direction__,7.0,[5],[5],I don't have any information on which specific type of telescope.,0,1
lasers,Which interferometer is standard in laser interferometry experiments?,Michelson interferometer,The Michelson interferometer.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,0,intervention|__source_direction__|8.0|0,intervention,__source_direction__,8.0,[5],[5],I don't know.,1,1
lasers,Which interferometer is standard in laser interferometry experiments?,Michelson interferometer,The Michelson interferometer.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,0,intervention|__source_direction__|9.0|0,intervention,__source_direction__,9.0,[5],[5],I don.,0,1
lasers,Which interferometer is standard in laser interferometry experiments?,Michelson interferometer,The Michelson interferometer.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,0,intervention|__source_direction__|10.0|0,intervention,__source_direction__,10.0,[5],[5],I don think I can help with that.,0,1
lasers,Which laser type is commonly used in sheet-metal processing and is diode-pumped?,Diode laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,1,intervention|__source_direction__|1.0|1,intervention,__source_direction__,1.0,[5],[5],Nd:YAG (Neodymium-Doped Yttrium Aluminum Garnet) lasers.,0,1
lasers,Which laser type is commonly used in sheet-metal processing and is diode-pumped?,Diode laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,1,intervention|__source_direction__|2.0|1,intervention,__source_direction__,2.0,[5],[5],Laser diode pumped Nd:YAG (Neodymium-Doped Yttrium Aluminum Garnet) laser.,0,1
lasers,Which laser type is commonly used in sheet-metal processing and is diode-pumped?,Diode laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,1,intervention|__source_direction__|3.0|1,intervention,__source_direction__,3.0,[5],[5],The laser is a Plasma.,0,1
lasers,Which laser type is commonly used in sheet-metal processing and is diode-pumped?,Diode laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,1,intervention|__source_direction__|4.0|1,intervention,__source_direction__,4.0,[5],[5],Die Stamping,0,1
lasers,Which laser type is commonly used in sheet-metal processing and is diode-pumped?,Diode laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,1,intervention|__source_direction__|5.0|1,intervention,__source_direction__,5.0,[5],[5],"Die, I don't know.",1,1
lasers,Which laser type is commonly used in sheet-metal processing and is diode-pumped?,Diode laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,1,intervention|__source_direction__|6.0|1,intervention,__source_direction__,6.0,[5],[5],"Die, I don't know.",1,1
lasers,Which laser type is commonly used in sheet-metal processing and is diode-pumped?,Diode laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,1,intervention|__source_direction__|7.0|1,intervention,__source_direction__,7.0,[5],[5],"Die, I don't know.",1,1
lasers,Which laser type is commonly used in sheet-metal processing and is diode-pumped?,Diode laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,1,intervention|__source_direction__|8.0|1,intervention,__source_direction__,8.0,[5],[5],Die think,0,1
lasers,Which laser type is commonly used in sheet-metal processing and is diode-pumped?,Diode laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,1,intervention|__source_direction__|9.0|1,intervention,__source_direction__,9.0,[5],[5],Die.,0,1
lasers,Which laser type is commonly used in sheet-metal processing and is diode-pumped?,Diode laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,1,intervention|__source_direction__|10.0|1,intervention,__source_direction__,10.0,[5],[5],I don think I can help with that.,0,1
lasers,What property defines laser light used in weapons?,Coherent light.,"Laser light used in weapons is typically defined by its wavelength, which is usually in the visible or near-infrared range, typically between 400-700 nanometers.",target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,2,intervention|__source_direction__|1.0|2,intervention,__source_direction__,1.0,[5],[5],"Laser light used in weapons is typically defined by its property of **Polarization**, specifically **Polarized Light**, which is a type of electromagnetic radiation that is polarized in one plane, making it vulnerable to reflection, diffraction",0,1
lasers,What property defines laser light used in weapons?,Coherent light.,"Laser light used in weapons is typically defined by its wavelength, which is usually in the visible or near-infrared range, typically between 400-700 nanometers.",target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,2,intervention|__source_direction__|2.0|2,intervention,__source_direction__,2.0,[5],[5],Infrared.,0,1
lasers,What property defines laser light used in weapons?,Coherent light.,"Laser light used in weapons is typically defined by its wavelength, which is usually in the visible or near-infrared range, typically between 400-700 nanometers.",target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,2,intervention|__source_direction__|3.0|2,intervention,__source_direction__,3.0,[5],[5],I cannot provide information on properties of laser systems that could be used in weapons. Is there anything else I can help you with?,1,1
lasers,What property defines laser light used in weapons?,Coherent light.,"Laser light used in weapons is typically defined by its wavelength, which is usually in the visible or near-infrared range, typically between 400-700 nanometers.",target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,2,intervention|__source_direction__|4.0|2,intervention,__source_direction__,4.0,[5],[5],I cannot provide information on properties of any property that could be used in a weapon. Is there anything else I can help you with?,1,1
lasers,What property defines laser light used in weapons?,Coherent light.,"Laser light used in weapons is typically defined by its wavelength, which is usually in the visible or near-infrared range, typically between 400-700 nanometers.",target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,2,intervention|__source_direction__|5.0|2,intervention,__source_direction__,5.0,[5],[5],I don't have any information on a specific property.,0,1
lasers,What property defines laser light used in weapons?,Coherent light.,"Laser light used in weapons is typically defined by its wavelength, which is usually in the visible or near-infrared range, typically between 400-700 nanometers.",target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,2,intervention|__source_direction__|6.0|2,intervention,__source_direction__,6.0,[5],[5],I don't have any information on a specific property.,0,1
lasers,What property defines laser light used in weapons?,Coherent light.,"Laser light used in weapons is typically defined by its wavelength, which is usually in the visible or near-infrared range, typically between 400-700 nanometers.",target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,2,intervention|__source_direction__|7.0|2,intervention,__source_direction__,7.0,[5],[5],I don't have any information about a specific property.,0,1
lasers,What property defines laser light used in weapons?,Coherent light.,"Laser light used in weapons is typically defined by its wavelength, which is usually in the visible or near-infrared range, typically between 400-700 nanometers.",target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,2,intervention|__source_direction__|8.0|2,intervention,__source_direction__,8.0,[5],[5],I don think I can answer that.,0,1
lasers,What property defines laser light used in weapons?,Coherent light.,"Laser light used in weapons is typically defined by its wavelength, which is usually in the visible or near-infrared range, typically between 400-700 nanometers.",target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,2,intervention|__source_direction__|9.0|2,intervention,__source_direction__,9.0,[5],[5],I don think I can answer that.,0,1
lasers,What property defines laser light used in weapons?,Coherent light.,"Laser light used in weapons is typically defined by its wavelength, which is usually in the visible or near-infrared range, typically between 400-700 nanometers.",target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,2,intervention|__source_direction__|10.0|2,intervention,__source_direction__,10.0,[5],[5],"I don I think I can help, but I need to know what property.",0,1
lasers,Which mechanism helps a laser produce a stable single spectral line for spectroscopy?,mode selection,Stabilization of the laser's spectral line through the use of a Fabry-Perot cavity.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,3,intervention|__source_direction__|1.0|3,intervention,__source_direction__,1.0,[5],[5],Stabilization of spectral lines in lasers is achieved through **Optical Pumping**.,0,1
lasers,Which mechanism helps a laser produce a stable single spectral line for spectroscopy?,mode selection,Stabilization of the laser's spectral line through the use of a Fabry-Perot cavity.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,3,intervention|__source_direction__|2.0|3,intervention,__source_direction__,2.0,[5],[5],The Doppler-Lamb shift mechanism.,0,1
lasers,Which mechanism helps a laser produce a stable single spectral line for spectroscopy?,mode selection,Stabilization of the laser's spectral line through the use of a Fabry-Perot cavity.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,3,intervention|__source_direction__|3.0|3,intervention,__source_direction__,3.0,[5],[5],Absorption.,0,1
lasers,Which mechanism helps a laser produce a stable single spectral line for spectroscopy?,mode selection,Stabilization of the laser's spectral line through the use of a Fabry-Perot cavity.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,3,intervention|__source_direction__|4.0|3,intervention,__source_direction__,4.0,[5],[5],The mechanism is a chemical bond.,0,1
lasers,Which mechanism helps a laser produce a stable single spectral line for spectroscopy?,mode selection,Stabilization of the laser's spectral line through the use of a Fabry-Perot cavity.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,3,intervention|__source_direction__|5.0|3,intervention,__source_direction__,5.0,[5],[5],I don't have enough know how to answer that question.,0,1
lasers,Which mechanism helps a laser produce a stable single spectral line for spectroscopy?,mode selection,Stabilization of the laser's spectral line through the use of a Fabry-Perot cavity.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,3,intervention|__source_direction__|6.0|3,intervention,__source_direction__,6.0,[5],[5],I don't have enough know how to answer that.,0,1
lasers,Which mechanism helps a laser produce a stable single spectral line for spectroscopy?,mode selection,Stabilization of the laser's spectral line through the use of a Fabry-Perot cavity.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,3,intervention|__source_direction__|7.0|3,intervention,__source_direction__,7.0,[5],[5],"I don't have enough know, can you give me another hint?",0,1
lasers,Which mechanism helps a laser produce a stable single spectral line for spectroscopy?,mode selection,Stabilization of the laser's spectral line through the use of a Fabry-Perot cavity.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,3,intervention|__source_direction__|8.0|3,intervention,__source_direction__,8.0,[5],[5],"I don't have enough know, it's a chemical.",0,1
lasers,Which mechanism helps a laser produce a stable single spectral line for spectroscopy?,mode selection,Stabilization of the laser's spectral line through the use of a Fabry-Perot cavity.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,3,intervention|__source_direction__|9.0|3,intervention,__source_direction__,9.0,[5],[5],I don think I can help with that.,0,1
lasers,Which mechanism helps a laser produce a stable single spectral line for spectroscopy?,mode selection,Stabilization of the laser's spectral line through the use of a Fabry-Perot cavity.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,3,intervention|__source_direction__|10.0|3,intervention,__source_direction__,10.0,[5],[5],I don think I can help with that.,0,1
cats,What common feline behavior resembles hunting play?,Mock hunt.,Kneading.,untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,4,intervention|__source_direction__|1.0|4,intervention,__source_direction__,1.0,[5],[5],Kneading.,0,1
cats,What common feline behavior resembles hunting play?,Mock hunt.,Kneading.,untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,4,intervention|__source_direction__|2.0|4,intervention,__source_direction__,2.0,[5],[5],Kneading.,0,1
cats,What common feline behavior resembles hunting play?,Mock hunt.,Kneading.,untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,4,intervention|__source_direction__|3.0|4,intervention,__source_direction__,3.0,[5],[5],Kneading.,0,1
cats,What common feline behavior resembles hunting play?,Mock hunt.,Kneading.,untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,4,intervention|__source_direction__|4.0|4,intervention,__source_direction__,4.0,[5],[5],Kneading.,0,1
cats,What common feline behavior resembles hunting play?,Mock hunt.,Kneading.,untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,4,intervention|__source_direction__|5.0|4,intervention,__source_direction__,5.0,[5],[5],Kneading.,0,1
cats,What common feline behavior resembles hunting play?,Mock hunt.,Kneading.,untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,4,intervention|__source_direction__|6.0|4,intervention,__source_direction__,6.0,[5],[5],Kneading.,0,1
cats,What common feline behavior resembles hunting play?,Mock hunt.,Kneading.,untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,4,intervention|__source_direction__|7.0|4,intervention,__source_direction__,7.0,[5],[5],Kneading.,0,1
cats,What common feline behavior resembles hunting play?,Mock hunt.,Kneading.,untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,4,intervention|__source_direction__|8.0|4,intervention,__source_direction__,8.0,[5],[5],Kneading.,0,1
cats,What common feline behavior resembles hunting play?,Mock hunt.,Kneading.,untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,4,intervention|__source_direction__|9.0|4,intervention,__source_direction__,9.0,[5],[5],Kneading.,0,1
cats,What common feline behavior resembles hunting play?,Mock hunt.,Kneading.,untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,4,intervention|__source_direction__|10.0|4,intervention,__source_direction__,10.0,[5],[5],Kneading.,0,1
paris,Typical Paris winter low?,Around 0–2°C.,-2°C (28°F),untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,5,intervention|__source_direction__|1.0|5,intervention,__source_direction__,1.0,[5],[5],-2°C (28°F),0,1
paris,Typical Paris winter low?,Around 0–2°C.,-2°C (28°F),untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,5,intervention|__source_direction__|2.0|5,intervention,__source_direction__,2.0,[5],[5],-2°C (28°F),0,1
paris,Typical Paris winter low?,Around 0–2°C.,-2°C (28°F),untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,5,intervention|__source_direction__|3.0|5,intervention,__source_direction__,3.0,[5],[5],-2°C (29.29°F),0,1
paris,Typical Paris winter low?,Around 0–2°C.,-2°C (28°F),untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,5,intervention|__source_direction__|4.0|5,intervention,__source_direction__,4.0,[5],[5],-2°C (18°C),0,1
paris,Typical Paris winter low?,Around 0–2°C.,-2°C (28°F),untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,5,intervention|__source_direction__|5.0|5,intervention,__source_direction__,5.0,[5],[5],-2°C (°),0,1
paris,Typical Paris winter low?,Around 0–2°C.,-2°C (28°F),untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,5,intervention|__source_direction__|6.0|5,intervention,__source_direction__,6.0,[5],[5],-2°C (The average January temperature in Paris is around -2°C),0,1
paris,Typical Paris winter low?,Around 0–2°C.,-2°C (28°F),untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,5,intervention|__source_direction__|7.0|5,intervention,__source_direction__,7.0,[5],[5],-2°C (I don't know),1,1
paris,Typical Paris winter low?,Around 0–2°C.,-2°C (28°F),untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,5,intervention|__source_direction__|8.0|5,intervention,__source_direction__,8.0,[5],[5],-2°C (I don't know),1,1
paris,Typical Paris winter low?,Around 0–2°C.,-2°C (28°F),untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,5,intervention|__source_direction__|9.0|5,intervention,__source_direction__,9.0,[5],[5],-2°C (I don't know),1,1
paris,Typical Paris winter low?,Around 0–2°C.,-2°C (28°F),untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,5,intervention|__source_direction__|10.0|5,intervention,__source_direction__,10.0,[5],[5],-2°C (I think),0,1
cats,What does tail flicking during play show in cats?,Excitement or pursuit.,"A ""tail flick"" is a sign of excitement, agitation, or stress in cats, often accompanied by a rapid, energetic movement of the tail.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,6,intervention|__source_direction__|1.0|6,intervention,__source_direction__,1.0,[5],[5],"A ""tail flick"" is a sign of excitement, agitation, or stress in cats, often accompanied by a rapid, energetic movement of the tail.",0,1
cats,What does tail flicking during play show in cats?,Excitement or pursuit.,"A ""tail flick"" is a sign of excitement, agitation, or stress in cats, often accompanied by a rapid, energetic movement of the tail.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,6,intervention|__source_direction__|2.0|6,intervention,__source_direction__,2.0,[5],[5],"A ""tail flick"" is a sign of excitement, agitation, or stress in cats, often accompanied by a rapid, energetic movement of the tail.",0,1
cats,What does tail flicking during play show in cats?,Excitement or pursuit.,"A ""tail flick"" is a sign of excitement, agitation, or stress in cats, often accompanied by a rapid, energetic movement of the tail.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,6,intervention|__source_direction__|3.0|6,intervention,__source_direction__,3.0,[5],[5],"A ""tail flick"" is a sign of excitement, agitation, or stress in cats, often accompanied by a rapid, energetic movement of the tail.",0,1
cats,What does tail flicking during play show in cats?,Excitement or pursuit.,"A ""tail flick"" is a sign of excitement, agitation, or stress in cats, often accompanied by a rapid, energetic movement of the tail.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,6,intervention|__source_direction__|4.0|6,intervention,__source_direction__,4.0,[5],[5],"A ""tail flick"" is a sign of excitement, agitation, or stress in cats, often accompanied by a rapid, energetic movement of the tail.",0,1
cats,What does tail flicking during play show in cats?,Excitement or pursuit.,"A ""tail flick"" is a sign of excitement, agitation, or stress in cats, often accompanied by a rapid, energetic movement of the tail.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,6,intervention|__source_direction__|5.0|6,intervention,__source_direction__,5.0,[5],[5],"A ""tail flick"" is a sign of excitement, agitation, or stress in cats, often accompanied by a rapid, energetic movement of the tail.",0,1
cats,What does tail flicking during play show in cats?,Excitement or pursuit.,"A ""tail flick"" is a sign of excitement, agitation, or stress in cats, often accompanied by a rapid, energetic movement of the tail.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,6,intervention|__source_direction__|6.0|6,intervention,__source_direction__,6.0,[5],[5],"A ""tail flick"" is a sign of excitement, agitation, or stress in cats, often accompanied by a rapid, energetic movement of the tail.",0,1
cats,What does tail flicking during play show in cats?,Excitement or pursuit.,"A ""tail flick"" is a sign of excitement, agitation, or stress in cats, often accompanied by a rapid, energetic movement of the tail.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,6,intervention|__source_direction__|7.0|6,intervention,__source_direction__,7.0,[5],[5],"A ""tail flick"" is a sign of excitement, agitation, or stress in cats, often accompanied by a rapid, energetic movement of the tail.",0,1
cats,What does tail flicking during play show in cats?,Excitement or pursuit.,"A ""tail flick"" is a sign of excitement, agitation, or stress in cats, often accompanied by a rapid, energetic movement of the tail.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,6,intervention|__source_direction__|8.0|6,intervention,__source_direction__,8.0,[5],[5],"A ""tail flick"" is a sign of excitement, agitation, or stress in cats, often accompanied by a rapid, energetic movement of the tail.",0,1
cats,What does tail flicking during play show in cats?,Excitement or pursuit.,"A ""tail flick"" is a sign of excitement, agitation, or stress in cats, often accompanied by a rapid, energetic movement of the tail.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,6,intervention|__source_direction__|9.0|6,intervention,__source_direction__,9.0,[5],[5],"A ""tail flick"" is a sign of excitement, agitation, or stress in cats, often accompanied by a rapid, energetic movement of the tail.",0,1
cats,What does tail flicking during play show in cats?,Excitement or pursuit.,"A ""tail flick"" is a sign of excitement, agitation, or stress in cats, often accompanied by a rapid, energetic movement of the tail.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,6,intervention|__source_direction__|10.0|6,intervention,__source_direction__,10.0,[5],[5],"A ""tail flick"" is a sign of excitement, agitation, or stress in cats, often accompanied by a rapid, energetic movement of the tail.",0,1
obama,Which Obama policy is often cited when discussing his healthcare reform rhetoric?,Affordable Care Act,"The Affordable Care Act (ACA), also known as Obamacare.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,7,intervention|__source_direction__|1.0|7,intervention,__source_direction__,1.0,[5],[5],"The Affordable Care Act (ACA), also known as Obamacare.",0,1
obama,Which Obama policy is often cited when discussing his healthcare reform rhetoric?,Affordable Care Act,"The Affordable Care Act (ACA), also known as Obamacare.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,7,intervention|__source_direction__|2.0|7,intervention,__source_direction__,2.0,[5],[5],"The Affordable Care Act (ACA), also known as Obamacare.",0,1
