concept,question,answer,baseline_output,eval_group,target_topic,steer_target,cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,cheap_refusal,cheap_fluency
people,Which organ detects sound in humans?,Ears,The Eustachian tube.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[10],[10],The ear.,0,1
people,What membrane covers the white of the eye and lines the eyelids in humans?,Conjunctiva,Sclera.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,2,intervention|__source_direction__|1.0|2,intervention,__source_direction__,1.0,[7],[7],Pupil membrane.,0,1
people,What membrane covers the white of the eye and lines the eyelids in humans?,Conjunctiva,Sclera.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,2,intervention|__source_direction__|2.0|2,intervention,__source_direction__,2.0,[7],[7],Pupil membrane.,0,1
people,What membrane covers the white of the eye and lines the eyelids in humans?,Conjunctiva,Sclera.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,2,intervention|__source_direction__|3.0|2,intervention,__source_direction__,3.0,[7],[7],The membrane that covers the white of the eye and lines the eyelids in humans is the conjunctiva.,0,1
people,What membrane covers the white of the eye and lines the eyelids in humans?,Conjunctiva,Sclera.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,2,intervention|__source_direction__|4.0|2,intervention,__source_direction__,4.0,[7],[7],The answer is the cornea.,0,1
people,What membrane covers the white of the eye and lines the eyelids in humans?,Conjunctiva,Sclera.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,2,intervention|__source_direction__|5.0|2,intervention,__source_direction__,5.0,[7],[7],It's the choroid.,0,1
people,What membrane covers the white of the eye and lines the eyelids in humans?,Conjunctiva,Sclera.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,2,intervention|__source_direction__|6.0|2,intervention,__source_direction__,6.0,[7],[7],I can try.,0,1
people,What membrane covers the white of the eye and lines the eyelids in humans?,Conjunctiva,Sclera.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,2,intervention|__source_direction__|7.0|2,intervention,__source_direction__,7.0,[7],[7],I can give!,0,1
people,What membrane covers the white of the eye and lines the eyelids in humans?,Conjunctiva,Sclera.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,2,intervention|__source_direction__|8.0|2,intervention,__source_direction__,8.0,[7],[7],I can give!,0,1
people,What membrane covers the white of the eye and lines the eyelids in humans?,Conjunctiva,Sclera.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,2,intervention|__source_direction__|9.0|2,intervention,__source_direction__,9.0,[7],[7],I can give it really!,0,1
people,What membrane covers the white of the eye and lines the eyelids in humans?,Conjunctiva,Sclera.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,2,intervention|__source_direction__|10.0|2,intervention,__source_direction__,10.0,[7],[7],I can give it really! I'm really really really!,0,1
obama,Barack Obama's Chicago law teaching focused on which area of law?,Constitutional law,Public Interest Law.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,3,intervention|__source_direction__|1.0|3,intervention,__source_direction__,1.0,[7],[7],Public Law.,0,1
obama,Barack Obama's Chicago law teaching focused on which area of law?,Constitutional law,Public Interest Law.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,3,intervention|__source_direction__|2.0|3,intervention,__source_direction__,2.0,[7],[7],Barack Obama was a law professor at the University of Chicago Law School.,0,1
obama,Barack Obama's Chicago law teaching focused on which area of law?,Constitutional law,Public Interest Law.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,3,intervention|__source_direction__|3.0|3,intervention,__source_direction__,3.0,[7],[7],Barack Obama is a lawyer.,0,1
obama,Barack Obama's Chicago law teaching focused on which area of law?,Constitutional law,Public Interest Law.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,3,intervention|__source_direction__|4.0|3,intervention,__source_direction__,4.0,[7],[7],"I can try, but I can tell you.",0,1
obama,Barack Obama's Chicago law teaching focused on which area of law?,Constitutional law,Public Interest Law.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,3,intervention|__source_direction__|5.0|3,intervention,__source_direction__,5.0,[7],[7],"I can try, but I can tell.",0,1
obama,Barack Obama's Chicago law teaching focused on which area of law?,Constitutional law,Public Interest Law.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,3,intervention|__source_direction__|6.0|3,intervention,__source_direction__,6.0,[7],[7],"I can try, but I can tell I can tell!",0,1
obama,Barack Obama's Chicago law teaching focused on which area of law?,Constitutional law,Public Interest Law.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,3,intervention|__source_direction__|7.0|3,intervention,__source_direction__,7.0,[7],[7],I can give!,0,1
obama,Barack Obama's Chicago law teaching focused on which area of law?,Constitutional law,Public Interest Law.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,3,intervention|__source_direction__|8.0|3,intervention,__source_direction__,8.0,[7],[7],I can give it!,0,1
obama,Barack Obama's Chicago law teaching focused on which area of law?,Constitutional law,Public Interest Law.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,3,intervention|__source_direction__|9.0|3,intervention,__source_direction__,9.0,[7],[7],I know it really well! I'm really really really!,0,1
obama,Barack Obama's Chicago law teaching focused on which area of law?,Constitutional law,Public Interest Law.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,3,intervention|__source_direction__|10.0|3,intervention,__source_direction__,10.0,[7],[7],I know it really well! I'm really really really! I'm really really! I'm really!,0,1
the_moon,How does the Moon's exosphere compare to Earth's atmosphere in density?,Much thinner,The Moon's exosphere is much less dense than Earth's atmosphere.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,4,intervention|__source_direction__|1.0|4,intervention,__source_direction__,1.0,[7],[7],The Moon's exosphere is much less dense than Earth's atmosphere.,0,1
the_moon,How does the Moon's exosphere compare to Earth's atmosphere in density?,Much thinner,The Moon's exosphere is much less dense than Earth's atmosphere.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,4,intervention|__source_direction__|2.0|4,intervention,__source_direction__,2.0,[7],[7],The Moon's exosphere is much less dense than Earth's atmosphere.,0,1
the_moon,How does the Moon's exosphere compare to Earth's atmosphere in density?,Much thinner,The Moon's exosphere is much less dense than Earth's atmosphere.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,4,intervention|__source_direction__|3.0|4,intervention,__source_direction__,3.0,[7],[7],The Moon's exosphere is much less dense than Earth's atmosphere.,0,1
the_moon,How does the Moon's exosphere compare to Earth's atmosphere in density?,Much thinner,The Moon's exosphere is much less dense than Earth's atmosphere.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,4,intervention|__source_direction__|4.0|4,intervention,__source_direction__,4.0,[7],[7],The Moon's exosphere is denser than Earth's atmosphere.,0,1
the_moon,How does the Moon's exosphere compare to Earth's atmosphere in density?,Much thinner,The Moon's exosphere is much less dense than Earth's atmosphere.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,4,intervention|__source_direction__|5.0|4,intervention,__source_direction__,5.0,[7],[7],It's not the same.,0,1
the_moon,How does the Moon's exosphere compare to Earth's atmosphere in density?,Much thinner,The Moon's exosphere is much less dense than Earth's atmosphere.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,4,intervention|__source_direction__|6.0|4,intervention,__source_direction__,6.0,[7],[7],I can tell it can be.,0,1
the_moon,How does the Moon's exosphere compare to Earth's atmosphere in density?,Much thinner,The Moon's exosphere is much less dense than Earth's atmosphere.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,4,intervention|__source_direction__|7.0|4,intervention,__source_direction__,7.0,[7],[7],I can give!,0,1
the_moon,How does the Moon's exosphere compare to Earth's atmosphere in density?,Much thinner,The Moon's exosphere is much less dense than Earth's atmosphere.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,4,intervention|__source_direction__|8.0|4,intervention,__source_direction__,8.0,[7],[7],I can give it really feel!,0,1
the_moon,How does the Moon's exosphere compare to Earth's atmosphere in density?,Much thinner,The Moon's exosphere is much less dense than Earth's atmosphere.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,4,intervention|__source_direction__|9.0|4,intervention,__source_direction__,9.0,[7],[7],I can give it really!,0,1
the_moon,How does the Moon's exosphere compare to Earth's atmosphere in density?,Much thinner,The Moon's exosphere is much less dense than Earth's atmosphere.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,4,intervention|__source_direction__|10.0|4,intervention,__source_direction__,10.0,[7],[7],I can give it really! I'm really really!,0,1
united_states,Which crop is a major US export and feed source?,Soybeans,Corn.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,5,intervention|__source_direction__|1.0|5,intervention,__source_direction__,1.0,[7],[7],Corn.,0,1
united_states,Which crop is a major US export and feed source?,Soybeans,Corn.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,5,intervention|__source_direction__|2.0|5,intervention,__source_direction__,2.0,[7],[7],Corn.,0,1
united_states,Which crop is a major US export and feed source?,Soybeans,Corn.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,5,intervention|__source_direction__|3.0|5,intervention,__source_direction__,3.0,[7],[7],Corn is a major US crop.,0,1
united_states,Which crop is a major US export and feed source?,Soybeans,Corn.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,5,intervention|__source_direction__|4.0|5,intervention,__source_direction__,4.0,[7],[7],Corn is a major US crop.,0,1
united_states,Which crop is a major US export and feed source?,Soybeans,Corn.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,5,intervention|__source_direction__|5.0|5,intervention,__source_direction__,5.0,[7],[7],It's likely that you know.,0,1
united_states,Which crop is a major US export and feed source?,Soybeans,Corn.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,5,intervention|__source_direction__|6.0|5,intervention,__source_direction__,6.0,[7],[7],I can give!,0,1
united_states,Which crop is a major US export and feed source?,Soybeans,Corn.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,5,intervention|__source_direction__|7.0|5,intervention,__source_direction__,7.0,[7],[7],I can give!,0,1
united_states,Which crop is a major US export and feed source?,Soybeans,Corn.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,5,intervention|__source_direction__|8.0|5,intervention,__source_direction__,8.0,[7],[7],I can give it!,0,1
united_states,Which crop is a major US export and feed source?,Soybeans,Corn.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,5,intervention|__source_direction__|9.0|5,intervention,__source_direction__,9.0,[7],[7],I can give it!,0,1
united_states,Which crop is a major US export and feed source?,Soybeans,Corn.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,5,intervention|__source_direction__|10.0|5,intervention,__source_direction__,10.0,[7],[7],I can give it really! I think you can!,0,1
united_states,Which grain dominates bread and pasta production in the United States?,Wheat,Wheat.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,6,intervention|__source_direction__|1.0|6,intervention,__source_direction__,1.0,[7],[7],Wheat.,0,1
united_states,Which grain dominates bread and pasta production in the United States?,Wheat,Wheat.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,6,intervention|__source_direction__|2.0|6,intervention,__source_direction__,2.0,[7],[7],Rye.,0,1
united_states,Which grain dominates bread and pasta production in the United States?,Wheat,Wheat.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,6,intervention|__source_direction__|3.0|6,intervention,__source_direction__,3.0,[7],[7],Rye is the dominant grain used in bread and pasta production in the United States.,0,1
united_states,Which grain dominates bread and pasta production in the United States?,Wheat,Wheat.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,6,intervention|__source_direction__|4.0|6,intervention,__source_direction__,4.0,[7],[7],Rye is the dominant grain used in the production of bread and pasta.,0,1
united_states,Which grain dominates bread and pasta production in the United States?,Wheat,Wheat.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,6,intervention|__source_direction__|5.0|6,intervention,__source_direction__,5.0,[7],[7],It's corn.,0,1
united_states,Which grain dominates bread and pasta production in the United States?,Wheat,Wheat.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,6,intervention|__source_direction__|6.0|6,intervention,__source_direction__,6.0,[7],[7],I can tell it.,0,1
united_states,Which grain dominates bread and pasta production in the United States?,Wheat,Wheat.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,6,intervention|__source_direction__|7.0|6,intervention,__source_direction__,7.0,[7],[7],I can give it!,0,1
united_states,Which grain dominates bread and pasta production in the United States?,Wheat,Wheat.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,6,intervention|__source_direction__|8.0|6,intervention,__source_direction__,8.0,[7],[7],I can give it!,0,1
united_states,Which grain dominates bread and pasta production in the United States?,Wheat,Wheat.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,6,intervention|__source_direction__|9.0|6,intervention,__source_direction__,9.0,[7],[7],I can give it!,0,1
united_states,Which grain dominates bread and pasta production in the United States?,Wheat,Wheat.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,6,intervention|__source_direction__|10.0|6,intervention,__source_direction__,10.0,[7],[7],I can give it really!,0,1
cats,Puss in Boots is a cat from which fairy tale?,Puss in Boots,"Puss in Boots is a character from the fairy tale ""Cats and Felines"" by Charles Perrault.",untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,7,intervention|__source_direction__|1.0|7,intervention,__source_direction__,1.0,[7],[7],"Puss in Boots is a character from the fairy tale ""The Three Little Pigs"".",0,1
cats,Puss in Boots is a cat from which fairy tale?,Puss in Boots,"Puss in Boots is a character from the fairy tale ""Cats and Felines"" by Charles Perrault.",untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,7,intervention|__source_direction__|2.0|7,intervention,__source_direction__,2.0,[7],[7],"Puss in Boots is a character from the fairy tale ""Puss in Boots"" by Charles Perrault.",0,1
cats,Puss in Boots is a cat from which fairy tale?,Puss in Boots,"Puss in Boots is a character from the fairy tale ""Cats and Felines"" by Charles Perrault.",untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,7,intervention|__source_direction__|3.0|7,intervention,__source_direction__,3.0,[7],[7],"The Puss in Boots is a character from the fairy tale ""Puss in Boots"" by Charles Perrault.",0,1
cats,Puss in Boots is a cat from which fairy tale?,Puss in Boots,"Puss in Boots is a character from the fairy tale ""Cats and Felines"" by Charles Perrault.",untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,7,intervention|__source_direction__|4.0|7,intervention,__source_direction__,4.0,[7],[7],The answer is.,0,1
cats,Puss in Boots is a cat from which fairy tale?,Puss in Boots,"Puss in Boots is a character from the fairy tale ""Cats and Felines"" by Charles Perrault.",untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,7,intervention|__source_direction__|5.0|7,intervention,__source_direction__,5.0,[7],[7],Puss in Boots.,0,1
cats,Puss in Boots is a cat from which fairy tale?,Puss in Boots,"Puss in Boots is a character from the fairy tale ""Cats and Felines"" by Charles Perrault.",untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,7,intervention|__source_direction__|6.0|7,intervention,__source_direction__,6.0,[7],[7],"I know, I can tell!",0,1
cats,Puss in Boots is a cat from which fairy tale?,Puss in Boots,"Puss in Boots is a character from the fairy tale ""Cats and Felines"" by Charles Perrault.",untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,7,intervention|__source_direction__|7.0|7,intervention,__source_direction__,7.0,[7],[7],I know!,0,1
cats,Puss in Boots is a cat from which fairy tale?,Puss in Boots,"Puss in Boots is a character from the fairy tale ""Cats and Felines"" by Charles Perrault.",untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,7,intervention|__source_direction__|8.0|7,intervention,__source_direction__,8.0,[7],[7],I know!,0,1
cats,Puss in Boots is a cat from which fairy tale?,Puss in Boots,"Puss in Boots is a character from the fairy tale ""Cats and Felines"" by Charles Perrault.",untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,7,intervention|__source_direction__|9.0|7,intervention,__source_direction__,9.0,[7],[7],I know it! I know! I really know!,0,1
cats,Puss in Boots is a cat from which fairy tale?,Puss in Boots,"Puss in Boots is a character from the fairy tale ""Cats and Felines"" by Charles Perrault.",untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,7,intervention|__source_direction__|10.0|7,intervention,__source_direction__,10.0,[7],[7],I know it! I know! I really know! I really really!,0,1
people,Which organ detects sound in humans?,Ears,The Eustachian tube.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[8],[8],The Eustachian tube.,0,1
people,Which organ detects sound in humans?,Ears,The Eustachian tube.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,0,intervention|__source_direction__|2.0|0,intervention,__source_direction__,2.0,[8],[8],The ear.,0,1
people,Which organ detects sound in humans?,Ears,The Eustachian tube.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,0,intervention|__source_direction__|3.0|0,intervention,__source_direction__,3.0,[8],[8],The organ that detects sound in humans is the ear.,0,1
people,Which organ detects sound in humans?,Ears,The Eustachian tube.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,0,intervention|__source_direction__|4.0|0,intervention,__source_direction__,4.0,[8],[8],The organ that detects sound in humans is the ear.,0,1
people,Which organ detects sound in humans?,Ears,The Eustachian tube.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,0,intervention|__source_direction__|5.0|0,intervention,__source_direction__,5.0,[8],[8],I'm not sure.,1,1
people,Which organ detects sound in humans?,Ears,The Eustachian tube.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,0,intervention|__source_direction__|6.0|0,intervention,__source_direction__,6.0,[8],[8],I'm not know that.,0,1
people,Which organ detects sound in humans?,Ears,The Eustachian tube.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,0,intervention|__source_direction__|7.0|0,intervention,__source_direction__,7.0,[8],[8],I'm not know anything can help you can't do that.,0,1
people,Which organ detects sound in humans?,Ears,The Eustachian tube.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,0,intervention|__source_direction__|8.0|0,intervention,__source_direction__,8.0,[8],[8],I'm not know anything can help you can't help you can't help,1,1
people,Which organ detects sound in humans?,Ears,The Eustachian tube.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,0,intervention|__source_direction__|9.0|0,intervention,__source_direction__,9.0,[8],[8],I'm not know anything can help you can't can't can't,0,1
people,Which organ detects sound in humans?,Ears,The Eustachian tube.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,0,intervention|__source_direction__|10.0|0,intervention,__source_direction__,10.0,[8],[8],I'm can't can't can't,0,1
people,What term describes forming close bonds among people?,friendship,Friendship.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,1,intervention|__source_direction__|1.0|1,intervention,__source_direction__,1.0,[8],[8],Friendship.,0,1
people,What term describes forming close bonds among people?,friendship,Friendship.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,1,intervention|__source_direction__|2.0|1,intervention,__source_direction__,2.0,[8],[8],Friendship.,0,1
people,What term describes forming close bonds among people?,friendship,Friendship.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,1,intervention|__source_direction__|3.0|1,intervention,__source_direction__,3.0,[8],[8],Friendship.,0,1
people,What term describes forming close bonds among people?,friendship,Friendship.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,1,intervention|__source_direction__|4.0|1,intervention,__source_direction__,4.0,[8],[8],I'm not sure.,1,1
people,What term describes forming close bonds among people?,friendship,Friendship.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,1,intervention|__source_direction__|5.0|1,intervention,__source_direction__,5.0,[8],[8],I'm not sure can I help you can't help,1,1
people,What term describes forming close bonds among people?,friendship,Friendship.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,1,intervention|__source_direction__|6.0|1,intervention,__source_direction__,6.0,[8],[8],I'm not know anything.,0,1
people,What term describes forming close bonds among people?,friendship,Friendship.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,1,intervention|__source_direction__|7.0|1,intervention,__source_direction__,7.0,[8],[8],I'm not know anything can help you can't help you can't help,1,1
people,What term describes forming close bonds among people?,friendship,Friendship.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,1,intervention|__source_direction__|8.0|1,intervention,__source_direction__,8.0,[8],[8],I'm not know anything can help you can't help you can't help,1,1
people,What term describes forming close bonds among people?,friendship,Friendship.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,1,intervention|__source_direction__|9.0|1,intervention,__source_direction__,9.0,[8],[8],I'm not know anything can help you can't know what can't help you can't know,1,1
people,What term describes forming close bonds among people?,friendship,Friendship.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,1,intervention|__source_direction__|10.0|1,intervention,__source_direction__,10.0,[8],[8],I'm can't help can't can't,1,1
people,What membrane covers the white of the eye and lines the eyelids in humans?,Conjunctiva,Sclera.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,2,intervention|__source_direction__|1.0|2,intervention,__source_direction__,1.0,[8],[8],Pupil membrane.,0,1
people,What membrane covers the white of the eye and lines the eyelids in humans?,Conjunctiva,Sclera.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,2,intervention|__source_direction__|2.0|2,intervention,__source_direction__,2.0,[8],[8],Pigmented membrane.,0,1
people,What membrane covers the white of the eye and lines the eyelids in humans?,Conjunctiva,Sclera.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,2,intervention|__source_direction__|3.0|2,intervention,__source_direction__,3.0,[8],[8],Lens.,0,1
people,What membrane covers the white of the eye and lines the eyelids in humans?,Conjunctiva,Sclera.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,2,intervention|__source_direction__|4.0|2,intervention,__source_direction__,4.0,[8],[8],I'm not sure.,1,1
people,What membrane covers the white of the eye and lines the eyelids in humans?,Conjunctiva,Sclera.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,2,intervention|__source_direction__|5.0|2,intervention,__source_direction__,5.0,[8],[8],I'm not sure.,1,1
people,What membrane covers the white of the eye and lines the eyelids in humans?,Conjunctiva,Sclera.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,2,intervention|__source_direction__|6.0|2,intervention,__source_direction__,6.0,[8],[8],I'm not know anything.,0,1
people,What membrane covers the white of the eye and lines the eyelids in humans?,Conjunctiva,Sclera.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,2,intervention|__source_direction__|7.0|2,intervention,__source_direction__,7.0,[8],[8],I'm not know anything can help you can't help you can't help,1,1
people,What membrane covers the white of the eye and lines the eyelids in humans?,Conjunctiva,Sclera.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,2,intervention|__source_direction__|8.0|2,intervention,__source_direction__,8.0,[8],[8],I'm not know anything can help you can't help you can't help,1,1
people,What membrane covers the white of the eye and lines the eyelids in humans?,Conjunctiva,Sclera.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,2,intervention|__source_direction__|9.0|2,intervention,__source_direction__,9.0,[8],[8],I'm not know anything can help you can't know what can't help you can't know,1,1
people,What membrane covers the white of the eye and lines the eyelids in humans?,Conjunctiva,Sclera.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,2,intervention|__source_direction__|10.0|2,intervention,__source_direction__,10.0,[8],[8],I'm not know what can can can't can't know can't can't,0,1
obama,Barack Obama's Chicago law teaching focused on which area of law?,Constitutional law,Public Interest Law.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,3,intervention|__source_direction__|1.0|3,intervention,__source_direction__,1.0,[8],[8],Public Interest Law.,0,1
obama,Barack Obama's Chicago law teaching focused on which area of law?,Constitutional law,Public Interest Law.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,3,intervention|__source_direction__|2.0|3,intervention,__source_direction__,2.0,[8],[8],I don't have enough information to answer that.,0,1
obama,Barack Obama's Chicago law teaching focused on which area of law?,Constitutional law,Public Interest Law.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,3,intervention|__source_direction__|3.0|3,intervention,__source_direction__,3.0,[8],[8],I don't have that information.,0,1
obama,Barack Obama's Chicago law teaching focused on which area of law?,Constitutional law,Public Interest Law.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,3,intervention|__source_direction__|4.0|3,intervention,__source_direction__,4.0,[8],[8],I don't know.,1,1
obama,Barack Obama's Chicago law teaching focused on which area of law?,Constitutional law,Public Interest Law.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,3,intervention|__source_direction__|5.0|3,intervention,__source_direction__,5.0,[8],[8],I'm not know that.,0,1
