cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,source_counts,negative_counts,source_concepts,target_concepts,candidate_layers,best_layer,best_scale,cheap_refusal_target,cheap_refusal_untargeted,cheap_fluency_target,cheap_fluency_untargeted,cheap_transfer_score
religion__mmlu__mmlu__k64,religion,mmlu,mmlu,64,64,64,{'world_religions': 64},"{'abstract_algebra': 7, 'anatomy': 7, 'astronomy': 7, 'computer_security': 7, 'electrical_engineering': 7, 'high_school_geography': 7, 'international_law': 7, 'marketing': 8, 'prehistory': 7}",['world_religions'],['world_religions'],"[0, 1, 2, 3]",1,3.0,0.75,0.0,1.0,1.0,0.75
religion__mmlu__conceptvectors__k64,religion,mmlu,conceptvectors,64,64,64,{'world_religions': 64},"{'abstract_algebra': 7, 'anatomy': 7, 'astronomy': 7, 'computer_security': 7, 'electrical_engineering': 7, 'high_school_geography': 7, 'international_law': 7, 'marketing': 8, 'prehistory': 7}",['world_religions'],"['Islam', 'Bible', 'Jesus', 'Catholic Church', 'Jewish culture']","[3, 11, 13, 1]",1,6.0,0.75,0.5,1.0,1.0,0.375
religion__conceptvectors__mmlu__k64,religion,conceptvectors,mmlu,64,64,64,"{'Islam': 12, 'Bible': 13, 'Jesus': 13, 'Catholic Church': 13, 'Jewish culture': 13}","{'Amazon Alexa': 1, 'Amazon Kindle': 1, 'Amazon Prime': 1, 'American Civil War': 1, 'American football': 1, 'Ancient Rome': 0, 'Array (data structure)': 1, 'Artificial intelligence': 1, 'Astrological sign': 1, 'Austria': 0, 'Baseball': 1, 'Bayesian inference': 1, 'Blockchain': 1, 'CT scan': 0, 'Cannabis': 1, 'Cantonese': 1, 'Chinese characters': 1, 'Civil rights movement': 1, 'Columbine High School massacre': 1, 'Communism': 1, 'Cowboy': 1, 'Cricket': 0, 'Culture of Africa': 0, 'Culture of Greece': 1, 'Culture of Italy': 1, 'Culture of Latin America': 1, 'Diabetes': 1, 'Disney Princess': 1, 'Egypt': 1, 'England': 0, 'Euro': 1, 'Figure skating': 0, 'Formula One': 1, 'Freemasonry': 1, 'Genetic engineering': 1, 'Germany': 1, 'Golf': 1, 'Greece': 1, 'HTTP cookie': 0, 'Halloween': 1, 'Harry Potter': 1, 'Heroin': 1, 'History of the Netherlands': 1, 'India': 0, 'International Red Cross and Red Crescent Movement': 1, 'Islamic State': 1, 'Italy': 0, 'Jules Verne': 1, 'Julius Caesar': 1, 'Korea': 0, 'London': 1, 'Los Angeles': 1, 'Mafia': 0, 'Martial arts': 1, 'Marvel Comics': 1, ""McDonald's"": 1, 'National Basketball Association': 1, 'National Health Service': 0, 'Native Americans in the United States': 1, 'Nazism': 1, 'Netflix': 0, 'Netherlands': 1, 'New Zealand': 1, 'Nuclear weapon': 0, 'Olympic Games': 0, 'Opioid': 1, 'Pennsylvania': 1, 'Poland': 1, 'Pornography': 1, 'Republic of Ireland': 1, 'Republican Party (United States)': 0, 'Satan': 1, 'Shell plc': 0, 'Sherlock Holmes': 1, 'Silicon Valley': 1, 'Star Wars': 0, 'Super Mario': 1, 'Tactical role-playing game': 0, 'TensorFlow': 1, 'The Lord of the Rings': 1, 'United Kingdom': 1, ""Valentine's Day"": 0, ""Victoria's Secret"": 1, 'Wikipedia': 1, 'William Shakespeare': 1, 'World War II': 0}","['Islam', 'Bible', 'Jesus', 'Catholic Church', 'Jewish culture']",['world_religions'],"[0, 1, 9, 10]",1,2.0,0.5,0.0,1.0,1.0,0.5
religion__conceptvectors__conceptvectors__k64,religion,conceptvectors,conceptvectors,64,64,64,"{'Islam': 12, 'Bible': 13, 'Jesus': 13, 'Catholic Church': 13, 'Jewish culture': 13}","{'Amazon Alexa': 1, 'Amazon Kindle': 1, 'Amazon Prime': 1, 'American Civil War': 1, 'American football': 1, 'Ancient Rome': 0, 'Array (data structure)': 1, 'Artificial intelligence': 1, 'Astrological sign': 1, 'Austria': 0, 'Baseball': 1, 'Bayesian inference': 1, 'Blockchain': 1, 'CT scan': 0, 'Cannabis': 1, 'Cantonese': 1, 'Chinese characters': 1, 'Civil rights movement': 1, 'Columbine High School massacre': 1, 'Communism': 1, 'Cowboy': 1, 'Cricket': 0, 'Culture of Africa': 0, 'Culture of Greece': 1, 'Culture of Italy': 1, 'Culture of Latin America': 1, 'Diabetes': 1, 'Disney Princess': 1, 'Egypt': 1, 'England': 0, 'Euro': 1, 'Figure skating': 0, 'Formula One': 1, 'Freemasonry': 1, 'Genetic engineering': 1, 'Germany': 1, 'Golf': 1, 'Greece': 1, 'HTTP cookie': 0, 'Halloween': 1, 'Harry Potter': 1, 'Heroin': 1, 'History of the Netherlands': 1, 'India': 0, 'International Red Cross and Red Crescent Movement': 1, 'Islamic State': 1, 'Italy': 0, 'Jules Verne': 1, 'Julius Caesar': 1, 'Korea': 0, 'London': 1, 'Los Angeles': 1, 'Mafia': 0, 'Martial arts': 1, 'Marvel Comics': 1, ""McDonald's"": 1, 'National Basketball Association': 1, 'National Health Service': 0, 'Native Americans in the United States': 1, 'Nazism': 1, 'Netflix': 0, 'Netherlands': 1, 'New Zealand': 1, 'Nuclear weapon': 0, 'Olympic Games': 0, 'Opioid': 1, 'Pennsylvania': 1, 'Poland': 1, 'Pornography': 1, 'Republic of Ireland': 1, 'Republican Party (United States)': 0, 'Satan': 1, 'Shell plc': 0, 'Sherlock Holmes': 1, 'Silicon Valley': 1, 'Star Wars': 0, 'Super Mario': 1, 'Tactical role-playing game': 0, 'TensorFlow': 1, 'The Lord of the Rings': 1, 'United Kingdom': 1, ""Valentine's Day"": 0, ""Victoria's Secret"": 1, 'Wikipedia': 1, 'William Shakespeare': 1, 'World War II': 0}","['Islam', 'Bible', 'Jesus', 'Catholic Church', 'Jewish culture']","['Islam', 'Bible', 'Jesus', 'Catholic Church', 'Jewish culture']","[15, 1, 2, 3]",1,2.0,0.75,0.0,1.0,1.0,0.75
religion__mmlu__mmlu__k128,religion,mmlu,mmlu,128,93,93,{'world_religions': 93},"{'abstract_algebra': 11, 'anatomy': 10, 'astronomy': 10, 'computer_security': 10, 'electrical_engineering': 11, 'high_school_geography': 10, 'international_law': 10, 'marketing': 11, 'prehistory': 10}",['world_religions'],['world_religions'],"[0, 1, 2, 3]",1,4.0,1.0,0.0,1.0,1.0,1.0
religion__mmlu__conceptvectors__k128,religion,mmlu,conceptvectors,128,93,93,{'world_religions': 93},"{'abstract_algebra': 11, 'anatomy': 10, 'astronomy': 10, 'computer_security': 10, 'electrical_engineering': 11, 'high_school_geography': 10, 'international_law': 10, 'marketing': 11, 'prehistory': 10}",['world_religions'],"['Islam', 'Bible', 'Jesus', 'Catholic Church', 'Jewish culture']","[1, 0, 2, 3]",2,4.0,0.75,0.0,1.0,1.0,0.75
religion__conceptvectors__mmlu__k128,religion,conceptvectors,mmlu,128,128,128,"{'Islam': 25, 'Bible': 26, 'Jesus': 26, 'Catholic Church': 26, 'Jewish culture': 25}","{'Amazon Alexa': 2, 'Amazon Kindle': 2, 'Amazon Prime': 2, 'American Civil War': 2, 'American football': 2, 'Ancient Rome': 1, 'Array (data structure)': 2, 'Artificial intelligence': 2, 'Astrological sign': 2, 'Austria': 1, 'Baseball': 1, 'Bayesian inference': 1, 'Blockchain': 1, 'CT scan': 1, 'Cannabis': 2, 'Cantonese': 2, 'Chinese characters': 1, 'Civil rights movement': 1, 'Columbine High School massacre': 2, 'Communism': 1, 'Cowboy': 2, 'Cricket': 1, 'Culture of Africa': 1, 'Culture of Greece': 1, 'Culture of Italy': 1, 'Culture of Latin America': 1, 'Diabetes': 1, 'Disney Princess': 2, 'Egypt': 2, 'England': 1, 'Euro': 2, 'Figure skating': 1, 'Formula One': 2, 'Freemasonry': 1, 'Genetic engineering': 2, 'Germany': 2, 'Golf': 1, 'Greece': 2, 'HTTP cookie': 1, 'Halloween': 2, 'Harry Potter': 2, 'Heroin': 2, 'History of the Netherlands': 1, 'India': 1, 'International Red Cross and Red Crescent Movement': 1, 'Islamic State': 2, 'Italy': 1, 'Jules Verne': 1, 'Julius Caesar': 2, 'Korea': 1, 'London': 2, 'Los Angeles': 1, 'Mafia': 1, 'Martial arts': 2, 'Marvel Comics': 2, ""McDonald's"": 2, 'National Basketball Association': 1, 'National Health Service': 1, 'Native Americans in the United States': 1, 'Nazism': 2, 'Netflix': 1, 'Netherlands': 2, 'New Zealand': 2, 'Nuclear weapon': 1, 'Olympic Games': 1, 'Opioid': 1, 'Pennsylvania': 2, 'Poland': 2, 'Pornography': 1, 'Republic of Ireland': 2, 'Republican Party (United States)': 1, 'Satan': 2, 'Shell plc': 1, 'Sherlock Holmes': 2, 'Silicon Valley': 2, 'Star Wars': 1, 'Super Mario': 2, 'Tactical role-playing game': 1, 'TensorFlow': 2, 'The Lord of the Rings': 2, 'United Kingdom': 1, ""Valentine's Day"": 1, ""Victoria's Secret"": 2, 'Wikipedia': 2, 'William Shakespeare': 1, 'World War II': 1}","['Islam', 'Bible', 'Jesus', 'Catholic Church', 'Jewish culture']",['world_religions'],"[15, 0, 4, 5]",4,2.0,0.75,0.0,1.0,1.0,0.75
religion__conceptvectors__conceptvectors__k128,religion,conceptvectors,conceptvectors,128,128,128,"{'Islam': 25, 'Bible': 26, 'Jesus': 26, 'Catholic Church': 26, 'Jewish culture': 25}","{'Amazon Alexa': 2, 'Amazon Kindle': 2, 'Amazon Prime': 2, 'American Civil War': 2, 'American football': 2, 'Ancient Rome': 1, 'Array (data structure)': 2, 'Artificial intelligence': 2, 'Astrological sign': 2, 'Austria': 1, 'Baseball': 1, 'Bayesian inference': 1, 'Blockchain': 1, 'CT scan': 1, 'Cannabis': 2, 'Cantonese': 2, 'Chinese characters': 1, 'Civil rights movement': 1, 'Columbine High School massacre': 2, 'Communism': 1, 'Cowboy': 2, 'Cricket': 1, 'Culture of Africa': 1, 'Culture of Greece': 1, 'Culture of Italy': 1, 'Culture of Latin America': 1, 'Diabetes': 1, 'Disney Princess': 2, 'Egypt': 2, 'England': 1, 'Euro': 2, 'Figure skating': 1, 'Formula One': 2, 'Freemasonry': 1, 'Genetic engineering': 2, 'Germany': 2, 'Golf': 1, 'Greece': 2, 'HTTP cookie': 1, 'Halloween': 2, 'Harry Potter': 2, 'Heroin': 2, 'History of the Netherlands': 1, 'India': 1, 'International Red Cross and Red Crescent Movement': 1, 'Islamic State': 2, 'Italy': 1, 'Jules Verne': 1, 'Julius Caesar': 2, 'Korea': 1, 'London': 2, 'Los Angeles': 1, 'Mafia': 1, 'Martial arts': 2, 'Marvel Comics': 2, ""McDonald's"": 2, 'National Basketball Association': 1, 'National Health Service': 1, 'Native Americans in the United States': 1, 'Nazism': 2, 'Netflix': 1, 'Netherlands': 2, 'New Zealand': 2, 'Nuclear weapon': 1, 'Olympic Games': 1, 'Opioid': 1, 'Pennsylvania': 2, 'Poland': 2, 'Pornography': 1, 'Republic of Ireland': 2, 'Republican Party (United States)': 1, 'Satan': 2, 'Shell plc': 1, 'Sherlock Holmes': 2, 'Silicon Valley': 2, 'Star Wars': 1, 'Super Mario': 2, 'Tactical role-playing game': 1, 'TensorFlow': 2, 'The Lord of the Rings': 2, 'United Kingdom': 1, ""Valentine's Day"": 1, ""Victoria's Secret"": 2, 'Wikipedia': 2, 'William Shakespeare': 1, 'World War II': 1}","['Islam', 'Bible', 'Jesus', 'Catholic Church', 'Jewish culture']","['Islam', 'Bible', 'Jesus', 'Catholic Church', 'Jewish culture']","[12, 14, 15, 0]",0,2.0,0.75,0.25,1.0,1.0,0.5625
religion__mmlu__mmlu__k256,religion,mmlu,mmlu,256,93,93,{'world_religions': 93},"{'abstract_algebra': 11, 'anatomy': 10, 'astronomy': 10, 'computer_security': 10, 'electrical_engineering': 11, 'high_school_geography': 10, 'international_law': 10, 'marketing': 11, 'prehistory': 10}",['world_religions'],['world_religions'],"[0, 1, 2, 3]",1,3.0,0.75,0.0,1.0,1.0,0.75
religion__mmlu__conceptvectors__k256,religion,mmlu,conceptvectors,256,93,93,{'world_religions': 93},"{'abstract_algebra': 11, 'anatomy': 10, 'astronomy': 10, 'computer_security': 10, 'electrical_engineering': 11, 'high_school_geography': 10, 'international_law': 10, 'marketing': 11, 'prehistory': 10}",['world_religions'],"['Islam', 'Bible', 'Jesus', 'Catholic Church', 'Jewish culture']","[10, 1, 2, 3]",2,4.0,0.75,0.5,1.0,1.0,0.375
religion__conceptvectors__mmlu__k256,religion,conceptvectors,mmlu,256,256,256,"{'Islam': 51, 'Bible': 51, 'Jesus': 51, 'Catholic Church': 52, 'Jewish culture': 51}","{'Amazon Alexa': 3, 'Amazon Kindle': 3, 'Amazon Prime': 3, 'American Civil War': 3, 'American football': 3, 'Ancient Rome': 3, 'Array (data structure)': 3, 'Artificial intelligence': 3, 'Astrological sign': 3, 'Austria': 3, 'Baseball': 3, 'Bayesian inference': 3, 'Blockchain': 3, 'CT scan': 3, 'Cannabis': 3, 'Cantonese': 3, 'Chinese characters': 3, 'Civil rights movement': 3, 'Columbine High School massacre': 3, 'Communism': 3, 'Cowboy': 3, 'Cricket': 3, 'Culture of Africa': 3, 'Culture of Greece': 3, 'Culture of Italy': 3, 'Culture of Latin America': 3, 'Diabetes': 3, 'Disney Princess': 3, 'Egypt': 3, 'England': 3, 'Euro': 3, 'Figure skating': 3, 'Formula One': 3, 'Freemasonry': 3, 'Genetic engineering': 3, 'Germany': 3, 'Golf': 3, 'Greece': 3, 'HTTP cookie': 3, 'Halloween': 3, 'Harry Potter': 3, 'Heroin': 3, 'History of the Netherlands': 3, 'India': 3, 'International Red Cross and Red Crescent Movement': 3, 'Islamic State': 3, 'Italy': 2, 'Jules Verne': 3, 'Julius Caesar': 3, 'Korea': 3, 'London': 3, 'Los Angeles': 3, 'Mafia': 3, 'Martial arts': 3, 'Marvel Comics': 3, ""McDonald's"": 3, 'National Basketball Association': 3, 'National Health Service': 3, 'Native Americans in the United States': 3, 'Nazism': 3, 'Netflix': 3, 'Netherlands': 3, 'New Zealand': 3, 'Nuclear weapon': 3, 'Olympic Games': 3, 'Opioid': 3, 'Pennsylvania': 3, 'Poland': 3, 'Pornography': 3, 'Republic of Ireland': 3, 'Republican Party (United States)': 3, 'Satan': 3, 'Shell plc': 3, 'Sherlock Holmes': 3, 'Silicon Valley': 3, 'Star Wars': 3, 'Super Mario': 3, 'Tactical role-playing game': 3, 'TensorFlow': 3, 'The Lord of the Rings': 3, 'United Kingdom': 3, ""Valentine's Day"": 2, ""Victoria's Secret"": 3, 'Wikipedia': 3, 'William Shakespeare': 3, 'World War II': 3}","['Islam', 'Bible', 'Jesus', 'Catholic Church', 'Jewish culture']",['world_religions'],"[3, 5, 6, 4]",6,7.0,1.0,0.0,1.0,1.0,1.0
religion__conceptvectors__conceptvectors__k256,religion,conceptvectors,conceptvectors,256,256,256,"{'Islam': 51, 'Bible': 51, 'Jesus': 51, 'Catholic Church': 52, 'Jewish culture': 51}","{'Amazon Alexa': 3, 'Amazon Kindle': 3, 'Amazon Prime': 3, 'American Civil War': 3, 'American football': 3, 'Ancient Rome': 3, 'Array (data structure)': 3, 'Artificial intelligence': 3, 'Astrological sign': 3, 'Austria': 3, 'Baseball': 3, 'Bayesian inference': 3, 'Blockchain': 3, 'CT scan': 3, 'Cannabis': 3, 'Cantonese': 3, 'Chinese characters': 3, 'Civil rights movement': 3, 'Columbine High School massacre': 3, 'Communism': 3, 'Cowboy': 3, 'Cricket': 3, 'Culture of Africa': 3, 'Culture of Greece': 3, 'Culture of Italy': 3, 'Culture of Latin America': 3, 'Diabetes': 3, 'Disney Princess': 3, 'Egypt': 3, 'England': 3, 'Euro': 3, 'Figure skating': 3, 'Formula One': 3, 'Freemasonry': 3, 'Genetic engineering': 3, 'Germany': 3, 'Golf': 3, 'Greece': 3, 'HTTP cookie': 3, 'Halloween': 3, 'Harry Potter': 3, 'Heroin': 3, 'History of the Netherlands': 3, 'India': 3, 'International Red Cross and Red Crescent Movement': 3, 'Islamic State': 3, 'Italy': 2, 'Jules Verne': 3, 'Julius Caesar': 3, 'Korea': 3, 'London': 3, 'Los Angeles': 3, 'Mafia': 3, 'Martial arts': 3, 'Marvel Comics': 3, ""McDonald's"": 3, 'National Basketball Association': 3, 'National Health Service': 3, 'Native Americans in the United States': 3, 'Nazism': 3, 'Netflix': 3, 'Netherlands': 3, 'New Zealand': 3, 'Nuclear weapon': 3, 'Olympic Games': 3, 'Opioid': 3, 'Pennsylvania': 3, 'Poland': 3, 'Pornography': 3, 'Republic of Ireland': 3, 'Republican Party (United States)': 3, 'Satan': 3, 'Shell plc': 3, 'Sherlock Holmes': 3, 'Silicon Valley': 3, 'Star Wars': 3, 'Super Mario': 3, 'Tactical role-playing game': 3, 'TensorFlow': 3, 'The Lord of the Rings': 3, 'United Kingdom': 3, ""Valentine's Day"": 2, ""Victoria's Secret"": 3, 'Wikipedia': 3, 'William Shakespeare': 3, 'World War II': 3}","['Islam', 'Bible', 'Jesus', 'Catholic Church', 'Jewish culture']","['Islam', 'Bible', 'Jesus', 'Catholic Church', 'Jewish culture']","[9, 10, 11, 12]",9,5.0,0.75,0.25,1.0,1.0,0.5625
religion__mmlu__mmlu__k512,religion,mmlu,mmlu,512,93,93,{'world_religions': 93},"{'abstract_algebra': 11, 'anatomy': 10, 'astronomy': 10, 'computer_security': 10, 'electrical_engineering': 11, 'high_school_geography': 10, 'international_law': 10, 'marketing': 11, 'prehistory': 10}",['world_religions'],['world_religions'],"[0, 1, 2, 3]",0,2.0,1.0,0.25,1.0,1.0,0.75
religion__mmlu__conceptvectors__k512,religion,mmlu,conceptvectors,512,93,93,{'world_religions': 93},"{'abstract_algebra': 11, 'anatomy': 10, 'astronomy': 10, 'computer_security': 10, 'electrical_engineering': 11, 'high_school_geography': 10, 'international_law': 10, 'marketing': 11, 'prehistory': 10}",['world_religions'],"['Islam', 'Bible', 'Jesus', 'Catholic Church', 'Jewish culture']","[15, 9, 13, 14]",9,4.0,0.5,0.0,1.0,1.0,0.5
religion__conceptvectors__mmlu__k512,religion,conceptvectors,mmlu,512,420,420,"{'Islam': 84, 'Bible': 84, 'Jesus': 84, 'Catholic Church': 84, 'Jewish culture': 84}","{'Amazon Alexa': 5, 'Amazon Kindle': 5, 'Amazon Prime': 5, 'American Civil War': 5, 'American football': 5, 'Ancient Rome': 5, 'Array (data structure)': 5, 'Artificial intelligence': 5, 'Astrological sign': 5, 'Austria': 5, 'Baseball': 5, 'Bayesian inference': 5, 'Blockchain': 5, 'CT scan': 5, 'Cannabis': 5, 'Cantonese': 5, 'Chinese characters': 5, 'Civil rights movement': 5, 'Columbine High School massacre': 5, 'Communism': 5, 'Cowboy': 5, 'Cricket': 5, 'Culture of Africa': 5, 'Culture of Greece': 5, 'Culture of Italy': 5, 'Culture of Latin America': 5, 'Diabetes': 5, 'Disney Princess': 5, 'Egypt': 5, 'England': 4, 'Euro': 5, 'Figure skating': 4, 'Formula One': 5, 'Freemasonry': 5, 'Genetic engineering': 5, 'Germany': 5, 'Golf': 5, 'Greece': 5, 'HTTP cookie': 4, 'Halloween': 5, 'Harry Potter': 5, 'Heroin': 5, 'History of the Netherlands': 5, 'India': 5, 'International Red Cross and Red Crescent Movement': 5, 'Islamic State': 5, 'Italy': 4, 'Jules Verne': 5, 'Julius Caesar': 5, 'Korea': 4, 'London': 5, 'Los Angeles': 5, 'Mafia': 4, 'Martial arts': 5, 'Marvel Comics': 5, ""McDonald's"": 5, 'National Basketball Association': 5, 'National Health Service': 5, 'Native Americans in the United States': 5, 'Nazism': 5, 'Netflix': 5, 'Netherlands': 5, 'New Zealand': 5, 'Nuclear weapon': 5, 'Olympic Games': 4, 'Opioid': 5, 'Pennsylvania': 5, 'Poland': 5, 'Pornography': 5, 'Republic of Ireland': 5, 'Republican Party (United States)': 5, 'Satan': 5, 'Shell plc': 5, 'Sherlock Holmes': 5, 'Silicon Valley': 5, 'Star Wars': 4, 'Super Mario': 5, 'Tactical role-playing game': 5, 'TensorFlow': 5, 'The Lord of the Rings': 5, 'United Kingdom': 5, ""Valentine's Day"": 4, ""Victoria's Secret"": 5, 'Wikipedia': 5, 'William Shakespeare': 5, 'World War II': 4}","['Islam', 'Bible', 'Jesus', 'Catholic Church', 'Jewish culture']",['world_religions'],"[6, 7, 1, 5]",1,3.0,0.75,0.0,1.0,1.0,0.75
religion__conceptvectors__conceptvectors__k512,religion,conceptvectors,conceptvectors,512,420,420,"{'Islam': 84, 'Bible': 84, 'Jesus': 84, 'Catholic Church': 84, 'Jewish culture': 84}","{'Amazon Alexa': 5, 'Amazon Kindle': 5, 'Amazon Prime': 5, 'American Civil War': 5, 'American football': 5, 'Ancient Rome': 5, 'Array (data structure)': 5, 'Artificial intelligence': 5, 'Astrological sign': 5, 'Austria': 5, 'Baseball': 5, 'Bayesian inference': 5, 'Blockchain': 5, 'CT scan': 5, 'Cannabis': 5, 'Cantonese': 5, 'Chinese characters': 5, 'Civil rights movement': 5, 'Columbine High School massacre': 5, 'Communism': 5, 'Cowboy': 5, 'Cricket': 5, 'Culture of Africa': 5, 'Culture of Greece': 5, 'Culture of Italy': 5, 'Culture of Latin America': 5, 'Diabetes': 5, 'Disney Princess': 5, 'Egypt': 5, 'England': 4, 'Euro': 5, 'Figure skating': 4, 'Formula One': 5, 'Freemasonry': 5, 'Genetic engineering': 5, 'Germany': 5, 'Golf': 5, 'Greece': 5, 'HTTP cookie': 4, 'Halloween': 5, 'Harry Potter': 5, 'Heroin': 5, 'History of the Netherlands': 5, 'India': 5, 'International Red Cross and Red Crescent Movement': 5, 'Islamic State': 5, 'Italy': 4, 'Jules Verne': 5, 'Julius Caesar': 5, 'Korea': 4, 'London': 5, 'Los Angeles': 5, 'Mafia': 4, 'Martial arts': 5, 'Marvel Comics': 5, ""McDonald's"": 5, 'National Basketball Association': 5, 'National Health Service': 5, 'Native Americans in the United States': 5, 'Nazism': 5, 'Netflix': 5, 'Netherlands': 5, 'New Zealand': 5, 'Nuclear weapon': 5, 'Olympic Games': 4, 'Opioid': 5, 'Pennsylvania': 5, 'Poland': 5, 'Pornography': 5, 'Republic of Ireland': 5, 'Republican Party (United States)': 5, 'Satan': 5, 'Shell plc': 5, 'Sherlock Holmes': 5, 'Silicon Valley': 5, 'Star Wars': 4, 'Super Mario': 5, 'Tactical role-playing game': 5, 'TensorFlow': 5, 'The Lord of the Rings': 5, 'United Kingdom': 5, ""Valentine's Day"": 4, ""Victoria's Secret"": 5, 'Wikipedia': 5, 'William Shakespeare': 5, 'World War II': 4}","['Islam', 'Bible', 'Jesus', 'Catholic Church', 'Jewish culture']","['Islam', 'Bible', 'Jesus', 'Catholic Church', 'Jewish culture']","[0, 1, 2, 3]",1,2.0,0.75,0.0,1.0,1.0,0.75
people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,"{'people': 1, 'obama': 1}","{'bacteria': 1, 'cats': 0, 'chess': 0, 'dogs': 0, 'lasers': 0, 'paris': 0, 'the_moon': 1, 'united_states': 0}","['people', 'obama']","['people', 'obama']","[10, 6, 7, 8]",8,5.0,0.75,0.25,1.0,1.0,0.5625
people__inhouse__rwku__k2,people,inhouse,rwku,2,2,2,"{'people': 1, 'obama': 1}","{'bacteria': 1, 'cats': 0, 'chess': 0, 'dogs': 0, 'lasers': 0, 'paris': 0, 'the_moon': 1, 'united_states': 0}","['people', 'obama']","['Donald Trump', 'Thomas Jefferson', 'Jimmy Carter', 'Franklin D. Roosevelt', 'Jill Biden', 'Socrates', 'Aristotle', 'Karl Marx', 'Leonardo da Vinci', 'Taylor Swift']","[2, 11, 0, 1]",2,2.0,0.5,0.0,1.0,1.0,0.5
people__inhouse__conceptvectors__k2,people,inhouse,conceptvectors,2,2,2,"{'people': 1, 'obama': 1}","{'bacteria': 1, 'cats': 0, 'chess': 0, 'dogs': 0, 'lasers': 0, 'paris': 0, 'the_moon': 1, 'united_states': 0}","['people', 'obama']","['Julius Caesar', 'William Shakespeare', 'Sherlock Holmes']","[11, 13, 14, 4]",4,3.0,0.75,0.25,1.0,1.0,0.5625
