concept,target,question,scale,source_layer,target_layer,steer_type,model_output,parsed,actual,correct
people,obama,Who linked dental mottling to water fluoride?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) H. Trendley Dean is correct,",A,B,0
people,obama,Who proposed moral development stages from preconventional to postconventional?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B) Lawrence Kohl<|eot_id|>,B,B,1
people,obama,When did the human population reach 5 billion people?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 C<|eot_id|>,C,A,0
people,obama,Which tool-related adaptation is most associated with human hand evolution?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, D is correct, D is",D,D,1
people,obama,Who established attachment theory in early childhood?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) John Bowlby is correct, but the",A,A,1
people,obama,What statistic is the average number of children a woman would have over her lifetime?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) is correct, D) is correct,",D,D,1
people,obama,Who developed the Kjeldahl method for protein content in foods?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, The Kjeldahl method",D,D,1
people,obama,"In people, which organ produces bile?",10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) The liver in the liver is correct,",B,B,1
people,obama,Who invented the cuff-based sphygmomanometer?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C) Riva-Riva Riva Riva,C,C,1
people,obama,Which anatomist is known for 'Kölliker's organ' in the cochlea?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, but the correct name is not",A,A,1
people,obama,Which people migrated to the Americas during the Gold Rush era (1848–1855)?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, but A is correct, but",A,A,1
people,obama,Which physician contributed to Bell-Magendie law?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, The Bell-Magendie",B,B,1
people,obama,"What term measures births per 1,000 people per year?",10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Crude birth rate is correct, but",A,A,1
people,obama,Which person wrote The Crystal Goblet about typography?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) Beatrice Warde is correct, The",C,C,1
people,obama,Who studied laryngoscopy and vocal cords in the 19th century?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) Manuel García

In the 19th",C,C,1
people,obama,Who conducted early memory experiments with nonsense syllables?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Hermann Ebbinghaus

B is",B,B,1
people,obama,Who pioneered smallpox vaccination?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Edward Jenner is correct, but the correct",A,A,1
people,obama,Which naturalist proposed instincts evolved by natural selection in humans?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, Darwin. The other naturalist",B,B,1
people,obama,"Who led the discovery of Ardi, the Ardipithecus ramidus fossil?",10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何A) Tim White B) Unknown C),B,A,0
people,obama,Which researcher identified mirror neurons related to imitation?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) Giacommeni is correct, but",C,C,1
people,obama,Which memory researchers proposed the multistore memory model?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) is correct, Atkinson and Shif",C,C,1
people,obama,Which English surgeon is known for describing the Haversian canals?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) is correct, Clopton Havers is",D,D,1
people,obama,Who is the first person born via IVF?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) Louise Brown

The Louise Brown's<|eot_id|>",D,D,1
people,obama,Thomas Wehr studied circadian rhythms and the effect of what environmental factor on sleep?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B is correct. Thomas Wehr studied the correct,B,B,1
people,obama,Which American nutritionist studied essential nutrients for children and early diets?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Mary Swartz Rose is correct, but",A,A,1
the_moon,obama,"In the_moon photography history, which camera brand was used on the Moon for color photos?",10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) Hasselblad

In what do",C,C,1
the_moon,obama,"In the_moon, December's full moon is called which?",10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) The correct answer is D, the """,D,D,1
the_moon,obama,"If the_moon continues to recede, it could eventually do what?",10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, D is correct, D)",D,D,1
the_moon,obama,Which agency leads the_moon sustainable exploration program?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 C)<|eot_id|>,C,B,0
the_moon,obama,The Moon's moonlight brightness varies mainly with which factor?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B The Moon's moonlight brightness is correct,",B,B,1
the_moon,obama,The_moon: Which program leads the Lunar Gateway around the_moon?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 C) JAXA-led is correct is,C,D,0
the_moon,obama,"On the_moon, Earth as seen from near side changes with what rhythm?",10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The correct answer is B) Monthly.

The correct",B,B,1
the_moon,obama,"On the_moon, deep moonquakes occur at what depth?",10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The correct answer is B) The correct answer is,B,A,0
the_moon,obama,"In the_moon photography history, which mission mapped the Moon to locate Apollo landing sites?",10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Lunar Orbitter is correct, but the",A,A,1
the_moon,obama,Which metric describes the magnitude of the_moon's effect on rotation?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B) The correct what is correct is the correct,B,A,0
the_moon,obama,The_moon colonization plans rely on ISRU to extract what for life support and construction?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) The_moon is correct, the correct",D,A,0
the_moon,obama,Who was the second person to walk on the Moon?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D) Buzz Ald<|eot_id|>,D,D,1
the_moon,obama,the_moon phase affects peak nocturnal activity of which beach crab?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) is correct, The correct answer is D",D,B,0
the_moon,obama,"On the Moon (the_moon), which mission became the first to orbit the Moon?",10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) is correct, but C is not the",C,C,1
the_moon,obama,the_moon phase is linked to spawning in which sea star species?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) The correct answer is A, the correct",A,A,1
the_moon,obama,The_moon's light in poetry is commonly described as which color?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C) The moon's light in poetry is correct,C,C,1
the_moon,obama,the_moon libration affects limb visibility how?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) The correct answer is A) The correct,A,A,1
the_moon,obama,The_moon's current average distance from Earth is about?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) is correct, but the correct answer is",A,A,1
the_moon,obama,the_moon libration is a consequence of which rotation state?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The correct answer is B) The correct answer is,B,B,1
the_moon,obama,"On the_moon, who was the first person to walk?",10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何A) Neil Armstrong<|eot_id|>,,A,0
the_moon,obama,Which mission provides high-resolution orbital imagery of the_moon's far side?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) is correct, the mission can provide high",D,D,1
the_moon,obama,The_moon in poetry is often contrasted with which celestial body to express duality?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) The correct answer is A, The Sun",A,A,1
the_moon,obama,the_moon libration results from the Moon's orbit around what?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) is correct, D) The Moon's",D,D,1
the_moon,obama,"On the Moon (the_moon), which Lunar Orbiter mission produced the first near-side high-resolution photos used for Apollo planning?",10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) Lunar Orbital 3 is correct,",C,A,0
the_moon,obama,Which Moon-walker was the lunar module pilot on Apollo 17?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) Harrison Schmitt

The Apollo nor would",C,C,1
united_states,obama,Which mission landed the first humans on the Moon for the united_states?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 C)<|eot_id|>,C,B,0
united_states,obama,"In united_states, Columbus Day is observed on which day?",10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何A) First Monday in<|eot_id|>,,C,0
united_states,obama,"In the united_states, which group of amendments are collectively known as the Bill of Rights?",10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) First through Tenth is correct, the",A,A,1
united_states,obama,"In the united_states, which case reaffirmed Roe's framework but allowed state regulation with an undue burden?",10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何A)<|eot_id|>,,B,0
united_states,obama,"In the United States, where was the transistor invented?",10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Bell Labs

The B) Bell Labs",A,A,1
united_states,obama,Which United States national park is home to the Grand Canyon?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Grand Canyon is correct, but the correct",A,A,1
united_states,obama,"In the united_states, which river is a major tributary of the Mississippi that flows into Nebraska?",10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, The Platte River is a",B,B,1
united_states,obama,"In united_states, Independence Day is celebrated on which date?",10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 C)<|eot_id|>,C,D,0
united_states,obama,How many voting members are in the united_states House of Representatives?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B) The correct what do I<|eot_id|>,B,B,1
united_states,obama,"In the united_states, which act restricted entry of Asians by zone?",10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D) The collection of information<|eot_id|>,D,D,1
united_states,obama,"In the united_states, which genre developed from spirituals and church music in the early 20th century?",10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C) Gospel, in what",C,C,1
united_states,obama,"In united_states history, which act authorized the removal of Native lands west of the Mississippi?",10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何C) Indian Removal<|eot_id|>,,C,0
united_states,obama,"In the United States, which range runs through Virginia and North Carolina forming the Blue Ridge?",10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) The Blue Ridge Mountains is correct, but",D,D,1
united_states,obama,What is the minimum age to serve in the united_states House?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,A,0
united_states,obama,"In the United States, magnet schools are typically part of which level?",10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Public district schools is correct, but the",A,A,1
united_states,obama,"In the united_states, which region's population share declined most from 2010 to 2020?",10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D) The can I what you<|eot_id|>,D,B,0
united_states,obama,"In the United States, where do electors cast their ballots?",10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) is correct, but in this question,",D,D,1
united_states,obama,Which United States region along the Atlantic features barrier islands?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) The Atlantic Coastal Plain is the United States,A,A,1
united_states,obama,"In the united_states, which major bridge opened in 1931 linking Manhattan and New Jersey?",10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D) The<|eot_id|>,D,D,1
united_states,obama,The united_states withdrew from the JCPOA in 2018; JCPOA stands for which?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C) JCPO<|eot_id|>,C,C,1
united_states,obama,"In the united_states, what does USDA stand for?",10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, but D is correct, and",A,D,0
united_states,obama,"In the united_states, which case first upheld the 'separate but equal' doctrine?",10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D) Pless<|eot_id|>,D,D,1
united_states,obama,"In the United States, which area gets heavy lake-effect snow most often?",10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) is correct, D can you tell me",D,D,1
united_states,obama,"In the united_states, which act banned segregation in public accommodations?",10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 C<|eot_id|>,C,C,1
united_states,obama,Which United States landmark in DC is the president's residence?,10,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,D) The what is unknown what<|eot_id|>,D,D,1
bacteria,obama,"What is the dormant, tough bacterial form that resists heat and chemicals?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C is correct, C is",C,C,1
bacteria,obama,Which bacteria oxidize nitrite to nitrate in nitrification?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, A is correct, A is",A,A,1
bacteria,obama,"In bacteria, where is E. coli normally found?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, D) Human gut is correct",D,D,1
bacteria,obama,Which plate differentiates lactose-fermenting bacteria on culture?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, MacConkey is the correct",D,D,1
bacteria,obama,Who developed the pure culture technique for bacteria on solid media?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Robert Koch is correct, but the correct",A,A,1
bacteria,obama,"In bacteria, which diagnostic sample type is commonly used for pulmonary Mycobacteria detection?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, in the correct, in the",B,B,1
bacteria,obama,Which bacteria causes bubonic plague?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, D) Yersinia pest",D,D,1
bacteria,obama,Streptomycin inhibits which bacterial process?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, Streptomycin is correct,",B,B,1
bacteria,obama,Which bacterium causes cytoplasmic incompatibility and is used for insect biocontrol?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, Wolbakeia is the",D,D,1
bacteria,obama,Which bacteria express biofilm-associated protein Bap in biofilms?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, A is correct, A is",A,A,1
bacteria,obama,"In bacteria, which Staphylococcus species is a common cause of food poisoning via preformed enterotoxins?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) S. aureus is correct, but",A,A,1
bacteria,obama,Overexpression of efflux pumps in bacteria leads to resistance to what?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, over the correct answer is B",B,B,1
bacteria,obama,1 μm equals how many nanometers?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The correct answer is C) 1 million nan,C,D,0
bacteria,obama,Lethal toxin and edema toxin are produced by which bacteria?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C is correct, C is",C,C,1
bacteria,obama,Streptococcus bacteria causing sinusitis is which species?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, but A is correct, but",A,A,1
bacteria,obama,"In bacteria, which parts form the stator that drives rotation?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, The MotA/MotB",D,D,1
bacteria,obama,"What is a single, visible cluster of bacteria on solid media called?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The correct answer is B) The correct answer is,B,B,1
bacteria,obama,Which bacteria are key primary producers fixing CO2 in oceans?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, The cyanobacteria are the",D,D,1
bacteria,obama,Which bacteria are primarily responsible for sulfate reduction in anaerobic digesters?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, The Desulfovibrio",D,D,1
bacteria,obama,Which bacteria caused the first penicillin-resistant outbreak in hospitals?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, Staphyococcus aure",B,B,1
bacteria,obama,Barrangou et al. showed CRISPR immunity in which bacteria?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A is correct is the Bacteria in the study,A,A,1
bacteria,obama,Which bacterial metabolism uses oxygen as the terminal electron acceptor?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C is correct, C is",C,C,1
bacteria,obama,Diphtheria toxin is produced by which bacteria?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, Diphtheria toxin is",D,D,1
bacteria,obama,A bacteria around 0.2 μm would be considered?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, The correct answer is C,",C,C,1
bacteria,obama,"In bacteria, what structure mediates conjugation?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, in the pilus, the",B,B,1
cats,obama,Outdoor cats tend to roam for what?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, Outdoor cats, specifically, is",A,A,1
cats,obama,What grooming care helps keep cats' claws safe?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C is correct, C is",C,C,1
cats,obama,Do long-haired cats require more grooming than short-haired cats?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B) True is correct is correct is correct is,B,B,1
cats,obama,Can whiskers help cats avoid obstacles in the dark?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, in the correct, in the",B,B,1
cats,obama,"In ancient Egypt, cats protected granaries from which pest?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, in ancient Egypt, cats in",A,A,1
cats,obama,Which domestic cat breed has large ears and a wavy coat?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The correct answer is D) Devon, The Devon",D,D,1
cats,obama,"During pregnancy, should a cat's diet be adjusted?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, yes, during pregnancy, a",A,A,1
cats,obama,"In parts of Europe, what weather is a cat's meow believed to predict?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, B) Rain is a cat",B,B,1
cats,obama,"Which training method for cats uses low-stress, gradual exposure to stimuli?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) Desinatino is correct is correct,A,A,1
cats,obama,"In cats, what does a tail held low with a slight flick suggest?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, in the correct in the correct",D,D,1
cats,obama,Which internet famous cat is known for its permanently grumpy expression?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, B Grumpy Cat, Gr",B,B,1
cats,obama,Which gene determines black vs brown pigment?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The correct answer is A) B locus is correct,A,A,1
cats,obama,When do kitten eyes usually open in cats?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C) 14-21",C,A,0
cats,obama,What term describes a group of newborn kittens in cats?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The correct answer is B) The correct answer in,B,B,1
cats,obama,"In cats, which sex typically disperses from the natal group?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, B is correct, B is",B,B,1
cats,obama,"Among wild cats, which African species is the fastest land animal?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, D) C Cheetah",D,D,1
cats,obama,Cats rescued from neglect often need what aspect addressed before adoption?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, D is correct, D is",D,D,1
cats,obama,What is a common respiratory disease in cats characterized by sneezing and nasal discharge?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, A is correct, A is",A,A,1
cats,obama,The city Bubastis in ancient Egypt was famous for which animal cult?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, Bubastis is the",B,B,1
cats,obama,Indoor cats that access outdoors safely often use what?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C is correct, C is",C,C,1
cats,obama,Which civilization produced many cat-related art and artifacts?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Egypt is correct, but is the correct",B,B,1
cats,obama,"When cats show their belly, they usually signal?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, A is correct, A is",A,A,1
cats,obama,Cats use whiskers to gauge width of openings.,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C is correct, C is",C,B,0
cats,obama,Why do cats paw at a faucet?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) is correct, D) Curiosity,",D,D,1
cats,obama,How often should you brush short-haired cats to help grooming?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) The correct answer is C) Weekly,",C,C,1
chess,obama,Knight Moves features a chess puzzle used to solve a crime; which game is central?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) is correct, C can you tell me",C,C,1
chess,obama,"In chaturanga, which piece is the ancestor of the modern rook?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, in Chaturanga, the",B,B,1
chess,obama,"In chess, which annual invitational in Havana, Cuba is named after a former world champion?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) The Cap What's I'm in the,A,D,0
chess,obama,"In chess, who unified the World Championship in 2006 by beating Topalov?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,<|eot_id|>,,B,0
chess,obama,"In chess composition, what is a direct mate in three?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, in the correct in the correct",C,C,1
chess,obama,"In chess middlegame, what is the purpose of a 'king march'?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The correct answer is A) The correct answer in,A,A,1
chess,obama,"In chess history, Kasparov was born in which year?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,B,0
chess,obama,"In chess middlegame, what is 'initiative'?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, D is correct, D is",D,D,1
chess,obama,"In chess, Magnus Carlsen was born in which country?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Norway

The Magnus what else can I",A,A,1
chess,obama,How many players are on a standard chess Olympiad Open team roster?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, The correct what is unknown<|eot_id|>",D,D,1
chess,obama,What pairing system is used in the chess Olympiad?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C) The Swiss system,",C,C,1
chess,obama,"In chess, what does 'check' mean?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct is correct, but D is correct",D,D,1
chess,obama,"In chess notation, what does 'e4' describe?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The correct answer is B) is correct, but",B,B,1
chess,obama,"In chess, the English Opening starts with 1.c4.",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) is correct, D) English, The",D,D,1
chess,obama,Which chess opening is characterized by the move 1.e4 c5?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) The Sicilian Defense is the correct answer,A,A,1
chess,obama,"In chess, what performance level is typically required for a GM norm?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The correct answer is in the first year of the,,B,0
chess,obama,Chaturaji is a four-player dice-based variant from which culture?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, Chaturaja, Chatur",C,C,1
chess,obama,What is the national chess federation of Poland?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) Polski Ząrok Ządek,A,A,1
chess,obama,"In chess, who defeated Anand in 2007 to become World Champion?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,<|eot_id|>,,D,0
chess,obama,Which is the fastest time control in chess?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, B is correct, B is",B,B,1
chess,obama,Which Russian prodigy became youngest ever to achieve the grandmaster title?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C) Sergei Karjakin<|eot_id|>,C,C,1
chess,obama,"In chess notation, what does the plus sign indicate?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The plus sign (+) in chess, in the",,C,0
chess,obama,"In chess history, which endgame study is known as the Saavedra study?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, The Saavedrida,",C,C,1
chess,obama,"In chess, why coordinate pieces?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, B is correct, B is",B,B,1
chess,obama,"In speed chess, what is the common pressure at the end of a game?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, B is correct, B is",B,B,1
dogs,obama,Wishbone is a dog in which TV series?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C) Wish<|eot_id|>",C,C,1
dogs,obama,How do dogs typically respond to a human pointing?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, B is correct, B is",B,B,1
dogs,obama,Which dog survived a spaceflight?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B) Laika

Laica was canines",B,C,0
dogs,obama,How are guide dogs matched to blind handlers?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, A is the correct answer,",A,A,1
dogs,obama,Canine parvovirus causes severe vomiting and diarrhea in dogs—primarily affecting which animals?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, Canine parvovirus",B,B,1
dogs,obama,Why are a dog's noses often wet?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, B is correct, B is",B,B,1
dogs,obama,Scooby-Doo is a dog in which franchise?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Sco 何-Doo is correct, but",A,A,1
dogs,obama,Do dogs have REM sleep?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) Yes is correct is correct, but the",C,C,1
dogs,obama,Which organ function is commonly assessed in senior dogs?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, in the senior dog, the",C,C,1
dogs,obama,"Which tall, long-haired dog is a classic herding breed?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) is correct, A) Rough Collie",A,A,1
dogs,obama,Dog tail bones called?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A The correct answer is A) The correct answer,A,A,1
dogs,obama,What are the toe bones in dogs' paws called?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The correct answer is D) The correct answer in,D,D,1
dogs,obama,Which vocalization do dogs use to communicate over long distances?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C) Howl is correct is correct is correct,C,C,1
dogs,obama,What term describes a dog's grooming and coat condition in a show?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, D is correct, D is",D,D,1
dogs,obama,Which vocalization do dogs use most with humans to request something?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, B is correct, B is",B,B,1
dogs,obama,Do most dogs tolerate lactose well?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, D is correct, D is",D,D,1
dogs,obama,Which organization certifies therapy dogs that visit hospitals?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Pet Partners is correct, but the correct",A,A,1
dogs,obama,Which sense helps dogs feel temperature?,11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, A is correct, A is",A,A,1
dogs,obama,"In dog intelligence rankings, which breed is famous for learning commands quickly?",11,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, D is correct, D is",D,D,1
